08/1994;1,43 ;1,27 ;-;-;-;-;;;;
09/1994;1,24 ;0,99 ;-;-;-;-;;;;
10/1994;2,99 ;3,07 ;-;-;-;-;;;;
11/1994;2,52 ;2,73 ;-;-;-;-;;;;
12/1994;2,05 ;1,91 ;-;-;-;-;;;;
01/1995;1,81 ;1,56 ;-;-;-;-;;;;
02/1995;0,73 ;0,81 ;-;-;-;-;;;;
03/1995;1,46 ;1,56 ;-;-;-;-;;;;
04/1995;1,86 ;2,02 ;-;-;-;-;;;;
05/1995;2,66 ;2,27 ;-;-;-;-;;;;
06/1995;2,38 ;2,49 ;-;-;-;-;;;;
07/1995;2,56 ;2,65 ;-;-;-;-;;;;
08/1995;1,08 ;0,90 ;-;-;-;-;;;;
09/1995;0,66 ;0,58 ;-;-;-;-;;;;
10/1995;1,04 ;0,92 ;-;-;-;-;;;;
11/1995;1,41 ;1,28 ;-;-;-;-;;;;
12/1995;1,25 ;1,21 ;-;-;-;-;;;;
01/1996;1,40 ;1,37 ;-;-;-;-;;;;
02/1996;1,26 ;0,66 ;-;-;-;-;;;;
03/1996;0,05 ;-0,01 ;-;-;-;-;;;;
04/1996;0,86 ;0,61 ;-;-;-;-;;;;
05/1996;1,29 ;1,38 ;-;-;-;-;;;;
06/1996;0,75 ;1,07 ;-;-;-;-;;;;
07/1996;1,18 ;1,21 ;-;-;-;-;;;;
08/1996;0,33 ;0,32 ;-;-;-;-;;;;
09/1996;-0,19 ;-0,32 ;-;-;-;-;;;;
10/1996;0,18 ;0,23 ;-;-;-;-;;;;
11/1996;0,32 ;0,26 ;-;-;-;-;;;;
12/1996;0,47 ;0,34 ;-;-;-;-;;;;
01/1997;0,86 ;0,59 ;-;-;-;-;;;;
02/1997;0,44 ;0,25 ;-;-;-;-;;;;
03/1997;0,27 ;0,33 ;-;-;-;-;;;;
04/1997;0,48 ;0,11 ;-;-;-;-;;;;
05/1997;0,40 ;0,13 ;-;-;-;-;;;;
06/1997;-0,11 ;-0,27 ;-;-;-;-;;;;
07/1997;0,05 ;-0,01 ;-;-;-;-;;;;
08/1997;0,06 ;0,08 ;-;-;-;-;;;;
09/1997;-0,09 ;-0,06 ;-;-;-;-;;;;
10/1997;-0,01 ;-0,02 ;-;-;-;-;;;;
11/1997;0,13 ;-0,01 ;-;-;-;-;;;;
12/1997;0,80 ;0,89 ;-;-;-;-;;;;
01/1998;0,82 ;1,04 ;-;-;-;-;;;;
02/1998;0,59 ;0,63 ;-;-;-;-;;;;
03/1998;0,48 ;0,63 ;-;-;-;-;;;;
04/1998;0,38 ;0,55 ;-;-;-;-;;;;
05/1998;0,96 ;1,47 ;-;-;-;-;;;;
06/1998;0,24 ;0,41 ;-;-;-;-;;;;
07/1998;-0,23 ;-0,43 ;-;-;-;-;;;;
08/1998;-0,55 ;-0,71 ;-;-;-;-;;;;
09/1998;-0,65 ;-0,69 ;-;-;-;-;;;;
10/1998;0,22 ;0,21 ;-;-;-;-;;;;
11/1998;-0,21 ;-0,28 ;-;-;-;-;;;;
12/1998;0,23 ;0,20 ;-;-;-;-;;;;
01/1999;0,69 ;0,78 ;-;-;-;-;;;;
02/1999;1,27 ;1,25 ;-;-;-;-;;;;
03/1999;0,95 ;1,10 ;-;-;-;-;;;;
04/1999;0,43 ;0,29 ;-;-;-;-;;;;
05/1999;0,13 ;-0,07 ;-;-;-;-;;;;
06/1999;0,38 ;0,19 ;-;-;-;-;;;;
07/1999;0,91 ;0,54 ;-;-;-;-;;;;
08/1999;0,40 ;0,36 ;-;-;-;-;;;;
09/1999;0,18 ;0,20 ;-;-;-;-;;;;
10/1999;1,17 ;1,07 ;-;-;-;-;;;;
11/1999;0,75 ;0,81 ;-;-;-;-;;;;
12/1999;0,80 ;0,82 ;-;-;-;-;;;;
01/2000;0,46 ;0,58 ;42,28 ;-;-;-;;;;
02/2000;0,17 ;-0,02 ;41,98 ;-;-;-;;;;
03/2000;0,05 ;-0,17 ;42,44 ;-;-;-;;;;
04/2000;0,20 ;-0,08 ;42,66 ;-;-;-;;;;
05/2000;0,02 ;-0,05 ;42,60 ;-;-;-;;;;
06/2000;0,36 ;0,28 ;43,76 ;-;-;-;;;;
07/2000;1,10 ;0,88 ;43,37 ;-;-;-;;;;
08/2000;1,37 ;1,28 ;43,12 ;-;-;-;;;;
09/2000;0,48 ;0,71 ;43,30 ;-;-;-;;;;
10/2000;0,12 ;0,16 ;42,95 ;-;-;-;;;;
11/2000;0,07 ;0,02 ;43,45 ;-;-;-;;;;
12/2000;0,65 ;0,64 ;43,41 ;-;-;-;;;;
01/2001;0,73 ;1,05 ;43,32 ;-;-;-;;;;
02/2001;0,42 ;0,35 ;43,59 ;-;-;-;;;;
03/2001;0,40 ;0,46 ;43,73 ;-;-;-;;;;
04/2001;0,72 ;0,93 ;43,36 ;-;-;-;;;;
05/2001;0,67 ;0,80 ;43,22 ;-;-;-;;;;
06/2001;0,40 ;0,36 ;42,80 ;-;-;-;;;;
07/2001;0,99 ;0,79 ;42,25 ;-;-;-;;;;
08/2001;0,84 ;0,88 ;42,21 ;-;-;-;;;;
09/2001;0,69 ;0,96 ;42,17 ;-;-;-;;;;
10/2001;0,89 ;0,87 ;42,36 ;-;-;-;;;;
11/2001;0,81 ;1,05 ;42,47 ;-;-;-;;;;
12/2001;0,86 ;0,92 ;42,78 ;-;-;-;;;;
01/2002;0,66 ;1,20 ;43,21 ;82,2 ;-;-;;;;
02/2002;0,40 ;0,41 ;43,82 ;87,1 ;-;-;;;;
03/2002;0,67 ;0,55 ;43,20 ;86,7 ;-;-;;;;
04/2002;0,88 ;0,85 ;43,29 ;84,4 ;-;-;;;;
05/2002;0,07 ;-0,03 ;43,54 ;82,4 ;-;-;;;;
06/2002;0,72 ;0,93 ;42,55 ;82,7 ;-;-;;;;
07/2002;1,26 ;1,00 ;43,23 ;87,8 ;-;-;;;;
08/2002;0,91 ;1,12 ;43,61 ;88,1 ;-;-;;;;
09/2002;0,72 ;0,91 ;43,10 ;84,8 ;-;-;;;;
10/2002;1,39 ;1,50 ;43,44 ;85,9 ;-;-;;;;
11/2002;3,14 ;3,32 ;41,90 ;88,4 ;-;-;;;;
12/2002;2,56 ;3,28 ;41,21 ;88,6 ;-;-;;;;
01/2003;2,25 ;2,50 ;40,78 ;88,2 ;100,88 ;-;;;;
02/2003;1,38 ;1,50 ;40,37 ;85,1 ;99,45 ;-;;;;
03/2003;1,22 ;1,13 ;38,75 ;82,9 ;99,23 ;-;;;;
04/2003;1,34 ;1,93 ;39,71 ;84,4 ;98,44 ;-;;;;
05/2003;1,26 ;1,49 ;38,56 ;83,2 ;99,00 ;-;;;;
06/2003;0,03 ;0,05 ;39,44 ;83,2 ;99,78 ;-;;;;
07/2003;0,14 ;-0,08 ;40,07 ;83,7 ;98,42 ;-;;;;
08/2003;0,07 ;-0,19 ;40,08 ;84,2 ;100,38 ;-;;;;
09/2003;0,98 ;1,14 ;40,37 ;87,6 ;102,13 ;-;;;;
10/2003;0,23 ;0,29 ;40,75 ;86,1 ;102,13 ;-;;;;
11/2003;0,37 ;0,30 ;41,24 ;80,1 ;101,31 ;-;;;;
12/2003;0,48 ;0,61 ;41,44 ;83,3 ;103,12 ;-;;;;
01/2004;1,02 ;1,20 ;39,76 ;83,5 ;101,04 ;-;;;;
02/2004;0,64 ;0,58 ;41,23 ;85,5 ;100,50 ;-;;;;
03/2004;0,60 ;0,59 ;42,51 ;89,4 ;103,96 ;-;;;;
04/2004;0,24 ;0,23 ;43,05 ;88,4 ;106,92 ;-;;;;
05/2004;0,18 ;-0,07 ;43,54 ;91,9 ;105,63 ;-;;;;
06/2004;0,36 ;0,18 ;43,75 ;93,4 ;106,64 ;-;;;;
07/2004;0,76 ;0,39 ;43,93 ;90,1 ;106,28 ;-;;;;
08/2004;0,36 ;0,12 ;43,49 ;91,0 ;106,63 ;-;;;;
09/2004;0,25 ;-0,02 ;43,02 ;93,9 ;107,24 ;-;;;;
10/2004;0,21 ;-0,05 ;44,70 ;93,7 ;107,56 ;-;;;;
11/2004;0,62 ;0,42 ;45,07 ;92,7 ;107,76 ;-;;;;
12/2004;0,91 ;1,04 ;46,24 ;93,2 ;108,73 ;-;;;;
01/2005;0,54 ;0,60 ;45,32 ;93,8 ;107,55 ;-;;;;
02/2005;0,60 ;0,61 ;47,76 ;92,8 ;107,52 ;-;;;;
03/2005;0,25 ;0,28 ;48,40 ;91,2 ;109,44 ;-;;;;
04/2005;0,41 ;0,37 ;49,10 ;93,2 ;111,41 ;-;;;;
05/2005;0,93 ;1,03 ;49,61 ;92,2 ;110,56 ;-;;;;
06/2005;0,24 ;0,02 ;50,71 ;92,6 ;110,49 ;-;;;;
07/2005;0,28 ;0,17 ;51,04 ;93,8 ;111,70 ;-;;;;
08/2005;0,13 ;-0,04 ;51,54 ;92,5 ;111,60 ;-;;;;
09/2005;0,38 ;0,13 ;51,27 ;92,6 ;111,16 ;-;;;;
10/2005;1,06 ;1,19 ;51,43 ;91,5 ;111,37 ;-;;;;
11/2005;0,69 ;0,77 ;51,62 ;92,9 ;112,17 ;-;;;;
12/2005;0,49 ;0,55 ;52,86 ;96,9 ;113,22 ;-;;;;
01/2006;0,40 ;0,22 ;53,09 ;95,9 ;113,80 ;-;;;;
02/2006;0,46 ;0,31 ;52,66 ;95,8 ;114,38 ;-;;;;
03/2006;0,49 ;0,49 ;52,93 ;97,2 ;114,98 ;-;;;;
04/2006;0,29 ;0,20 ;53,75 ;97,1 ;115,25 ;-;;;;
05/2006;0,26 ;0,10 ;54,08 ;95,9 ;116,06 ;-;;;;
06/2006;0,00 ;-0,04 ;53,97 ;95,2 ;115,90 ;-;;;;
07/2006;0,02 ;-0,06 ;55,02 ;96,5 ;117,13 ;-;;;;
08/2006;-0,04 ;-0,11 ;55,90 ;96,3 ;117,76 ;-;;;;
09/2006;0,21 ;0,12 ;56,59 ;96,2 ;118,42 ;-;;;;
10/2006;0,34 ;0,45 ;57,06 ;98,0 ;119,14 ;-;;;;
11/2006;0,30 ;0,40 ;58,03 ;97,6 ;119,45 ;-;;;;
12/2006;0,20 ;0,23 ;57,70 ;95,5 ;119,13 ;-;;;;
01/2007;0,46 ;0,51 ;58,03 ;98,3 ;119,93 ;-;;;;
02/2007;0,77 ;0,90 ;58,45 ;97,4 ;119,67 ;-;;;;
03/2007;0,40 ;0,42 ;58,96 ;97,3 ;118,47 ;-;;;;
04/2007;0,30 ;0,28 ;58,81 ;94,4 ;117,88 ;-;;;;
05/2007;0,20 ;0,13 ;60,04 ;98,7 ;120,75 ;-;;;;
06/2007;0,10 ;0,07 ;60,71 ;98,6 ;121,73 ;-;;;;
07/2007;0,48 ;0,45 ;60,56 ;100,6 ;122,05 ;-;;;;
08/2007;0,69 ;0,69 ;60,79 ;98,6 ;121,81 ;-;;;;
09/2007;0,29 ;0,43 ;61,80 ;98,1 ;123,61 ;-;;;;
10/2007;0,36 ;0,38 ;61,61 ;99,4 ;125,03 ;-;;;;
11/2007;0,24 ;0,36 ;62,67 ;101,0 ;124,91 ;-;;;;
12/2007;1,00 ;1,16 ;63,27 ;104,3 ;126,36 ;-;;;;
01/2008;0,71 ;0,79 ;64,52 ;103,0 ;125,96 ;-;;;;
02/2008;0,73 ;0,79 ;61,47 ;105,2 ;125,67 ;-;;;;
03/2008;0,44 ;0,51 ;64,06 ;100,8 ;125,42 ;-;;;;
04/2008;0,69 ;0,65 ;64,19 ;101,4 ;125,72 ;-;;;;
05/2008;0,65 ;0,83 ;64,46 ;100,0 ;127,74 ;-;;;;
06/2008;0,80 ;0,97 ;64,88 ;99,4 ;127,13 ;-;;;;
07/2008;0,40 ;0,43 ;65,11 ;99,0 ;127,60 ;-;;;;
08/2008;0,09 ;-0,05 ;65,93 ;101,4 ;128,80 ;-;;;;
09/2008;0,09 ;0,03 ;67,73 ;101,2 ;128,69 ;-;;;;
10/2008;0,47 ;0,63 ;66,50 ;98,7 ;126,28 ;-;;;;
11/2008;0,31 ;0,42 ;66,52 ;98,4 ;125,91 ;-;;;;
12/2008;0,41 ;0,37 ;64,74 ;92,5 ;125,80 ;-;;;;
01/2009;0,41 ;0,58 ;66,06 ;92,7 ;125,11 ;-;;;;
02/2009;0,46 ;0,30 ;66,62 ;95,4 ;126,36 ;-;;;;
03/2009;0,14 ;0,11 ;66,94 ;94,7 ;126,75 ;-;;;;
04/2009;0,19 ;0,18 ;68,28 ;85,0 ;127,28 ;-;;;;
05/2009;0,70 ;0,87 ;69,42 ;88,1 ;127,71 ;-;;;;
06/2009;0,58 ;0,53 ;69,77 ;92,8 ;128,95 ;-;;;;
07/2009;0,06 ;-0,01 ;69,90 ;91,7 ;127,95 ;-;;;;
08/2009;0,25 ;0,28 ;70,35 ;96,3 ;130,62 ;-;;;;
09/2009;0,38 ;0,23 ;70,90 ;97,1 ;132,16 ;-;;;;
10/2009;0,17 ;0,18 ;72,41 ;98,0 ;131,65 ;-;;;;
11/2009;0,40 ;0,49 ;72,29 ;102,6 ;131,73 ;-;;;;
12/2009;0,44 ;0,40 ;73,36 ;103,5 ;133,58 ;-;;;;
01/2010;0,55 ;0,50 ;74,50 ;104,5 ;134,56 ;-;;;;
02/2010;0,71 ;0,84 ;75,96 ;105,8 ;135,45 ;-;;;;
03/2010;0,61 ;0,65 ;78,11 ;105,9 ;137,97 ;-;;;;
04/2010;0,76 ;0,84 ;75,54 ;105,3 ;138,02 ;-;;;;
05/2010;0,65 ;0,66 ;76,98 ;105,9 ;137,07 ;-;;;;
06/2010;-0,04 ;-0,11 ;76,39 ;101,7 ;136,86 ;-;;;;
07/2010;-0,03 ;-0,15 ;77,12 ;105,5 ;137,09 ;-;;;;
08/2010;-0,24 ;-0,38 ;79,28 ;103,2 ;137,85 ;-;;;;
09/2010;0,28 ;0,46 ;79,90 ;102,2 ;138,74 ;-;;;;
10/2010;0,73 ;0,88 ;80,55 ;102,9 ;139,57 ;-;;;;
11/2010;1,06 ;1,18 ;80,60 ;98,4 ;140,09 ;-;;;;
12/2010;0,68 ;0,71 ;81,22 ;99,5 ;140,14 ;-;;;;
01/2011;0,76 ;0,91 ;81,23 ;96,8 ;139,97 ;90,34;79,03 ;110,36 ;92,39 ;106,06
02/2011;0,63 ;0,52 ;81,68 ;96,3 ;140,17 ;89,19;79,73 ;106,43 ;93,43 ;91,92
03/2011;0,74 ;0,70 ;83,57 ;101,7 ;140,75 ;89,27;80,12 ;118,67 ;90,85 ;92,13
04/2011;0,63 ;0,58 ;83,14 ;97,7 ;140,20 ;89,27;80,51 ;105,88 ;89,07 ;98,63
05/2011;0,53 ;0,65 ;83,24 ;99,9 ;140,70 ;89,29;82,09 ;105,07 ;89,92 ;98,10
06/2011;0,15 ;0,23 ;83,40 ;100,8 ;141,44 ;90,89;83,42 ;107,91 ;88,68 ;98,89
07/2011;0,20 ;-0,03 ;84,51 ;99,2 ;141,46 ;90,66;83,76 ;105,84 ;88,01 ;99,43
08/2011;0,37 ;0,37 ;83,87 ;97,8 ;141,51 ;92,39;84,26 ;106,82 ;87,79 ;100,06
09/2011;0,55 ;0,47 ;83,92 ;100,0 ;142,87 ;92,18;84,82 ;110,61 ;87,84 ;97,60
10/2011;0,13 ;0,12 ;83,29 ;100,2 ;142,83 ;89,81;84,52 ;106,18 ;88,84 ;97,80
11/2011;0,69 ;0,77 ;84,30 ;95,6 ;142,24 ;92,72;84,68 ;107,28 ;89,58 ;100,11
12/2011;0,80 ;0,74 ;85,58 ;96,1 ;142,28 ;95,84;85,45 ;107,76 ;95,90 ;98,96
01/2012;0,32 ;0,24 ;87,75 ;100,8 ;141,65 ;93,25;85,22 ;111,58 ;92,86 ;105,12
02/2012;0,47 ;0,52 ;89,97 ;99,8 ;142,51 ;92,92;86,18 ;109,24 ;90,28 ;93,82
03/2012;0,47 ;0,30 ;89,13 ;98,9 ;142,30 ;93,88;85,85 ;121,38 ;90,37 ;97,10
04/2012;0,51 ;0,48 ;90,84 ;96,8 ;142,21 ;93,22;85,26 ;109,74 ;91,46 ;97,04
05/2012;0,60 ;0,69 ;90,24 ;99,1 ;143,48 ;93,15;86,17 ;112,83 ;93,50 ;98,37
06/2012;0,07 ;0,40 ;92,47 ;97,0 ;145,50 ;94,31;86,40 ;112,40 ;96,40 ;91,70
07/2012;0,47 ;0,00 ;92,79 ;97,0 ;144,07 ;93,17;85,77 ;112,79 ;93,08 ;95,07
08/2012;0,41 ;0,48 ;91,80 ;99,0 ;144,89 ;94,36;87,41 ;111,00 ;96,81 ;93,89
09/2012;0,66 ;0,72 ;92,73 ;99,8 ;144,57 ;94,61;86,52 ;107,75 ;94,91 ;95,96
10/2012;0,82 ;0,86 ;92,69 ;100,0 ;145,93 ;95,73;87,89 ;105,98 ;97,53 ;96,28
11/2012;0,63 ;0,56 ;92,20 ;104,0 ;146,56 ;95,79;87,82 ;105,87 ;95,81 ;94,37
12/2012;0,89 ;0,92 ;93,09 ;105,5 ;146,68 ;98,31;88,80 ;104,26 ;95,66 ;95,14
01/2013;0,90 ;0,95 ;93,00 ;105,4 ;147,41 ;94,04;88,39 ;101,52 ;96,24 ;95,09
02/2013;0,78 ;0,88 ;91,79 ;104,4 ;146,98 ;96,43;87,93 ;103,61 ;98,83 ;97,77
03/2013;0,49 ;0,60 ;93,37 ;100,7 ;146,12 ;96,74;88,49 ;103,80 ;100,47 ;97,03
04/2013;0,65 ;0,67 ;94,28 ;105,0 ;145,20 ;98,61;88,62 ;103,06 ;102,51 ;94,85
05/2013;0,42 ;0,40 ;95,05 ;104,6 ;146,90 ;99,13;89,83 ;100,82 ;100,06 ;96,05
06/2013;0,25 ;0,17 ;95,55 ;106,0 ;146,63 ;98,66;88,63 ;98,61 ;100,17 ;96,51
07/2013;-0,05 ;-0,09 ;97,37 ;104,8 ;147,66 ;99,70;92,39 ;97,25 ;101,88 ;95,40
08/2013;0,09 ;0,02 ;98,75 ;103,5 ;147,78 ;98,23;94,04 ;98,62 ;100,87 ;97,35
09/2013;0,24 ;0,21 ;98,89 ;102,0 ;147,68 ;98,49;90,84 ;101,03 ;102,55 ;96,91
10/2013;0,37 ;0,51 ;98,26 ;97,9 ;147,62 ;98,37;92,99 ;98,03 ;101,20 ;97,35
11/2013;0,54 ;0,61 ;97,85 ;102,8 ;148,94 ;97,82;97,10 ;101,50 ;100,25 ;98,22
12/2013;1,07 ;0,89 ;99,54 ;104,4 ;149,85 ;97,96;96,69 ;99,24 ;100,83 ;99,01
01/2014;0,60 ;0,65 ;99,66 ;104,3 ;150,84 ;97,86;97,31 ;97,69 ;100,98 ;96,16
02/2014;0,44 ;0,40 ;99,41 ;110,4 ;150,74 ;99,13;99,30 ;99,37 ;102,23 ;99,89
03/2014;0,65 ;0,63 ;99,88 ;107,1 ;150,80 ;99,22;99,46 ;99,54 ;105,14 ;98,51
04/2014;0,87 ;0,91 ;99,30 ;106,2 ;151,30 ;99,11;101,35 ;102,95 ;102,41 ;99,33
05/2014;0,76 ;0,82 ;101,87 ;102,4 ;150,79 ;99,10;99,88 ;99,61 ;99,39 ;99,66
06/2014;0,61 ;0,45 ;99,69 ;97,7 ;149,41 ;98,81;99,01 ;97,52 ;97,69 ;99,40
07/2014;-0,40 ;-0,20 ;98,02 ;102,5 ;150,64 ;100,82;100,02 ;99,32 ;100,88 ;99,76
08/2014;0,27 ;0,27 ;100,75 ;101,9 ;150,73 ;100,34;99,04 ;99,11 ;98,67 ;112,85
09/2014;0,74 ;0,62 ;100,65 ;103,5 ;150,47 ;100,37;99,99 ;98,83 ;98,55 ;98,43
10/2014;0,19 ;0,22 ;100,87 ;102,5 ;150,09 ;100,86;101,87 ;107,07 ;98,67 ;100,61
11/2014;0,56 ;0,47 ;101,74 ;104,1 ;150,40 ;103,26;102,21 ;98,37 ;100,39 ;99,43
12/2014;0,57 ;0,52 ;98,99 ;101,5 ;150,27 ;101,18;100,53 ;99,44 ;94,86 ;97,27
01/2015;0,83 ;0,95 ;98,40 ;100,4 ;149,79 ;95,33;102,84 ;97,94 ;92,87 ;97,59
02/2015;1,47 ;1,43 ;97,73 ;99,9 ;149,44 ;96,67;101,12 ;95,88 ;92,28 ;93,98
03/2015;0,93 ;0,98 ;96,97 ;107,2 ;149,45 ;95,92;103,04 ;100,62 ;99,14 ;92,12
04/2015;0,62 ;0,64 ;95,30 ;101,5 ;148,86 ;96,36;101,37 ;94,92 ;90,90 ;95,39
05/2015;1,12 ;1,20 ;95,40 ;100,0 ;147,12 ;96,81;99,92 ;94,51 ;91,08 ;94,69
06/2015;0,99 ;0,91 ;93,99 ;100,9 ;147,60 ;94,41;100,81 ;96,35 ;91,13 ;95,47
07/2015;0,41 ;0,36 ;92,43 ;102,7 ;147,19 ;92,77;100,97 ;96,55 ;90,77 ;92,24
08/2015;0,32 ;0,27 ;91,49 ;102,2 ;146,05 ;94,75;98,48 ;94,56 ;93,90 ;92,86
09/2015;0,30 ;0,38 ;90,18 ;99,0 ;145,49 ;93,95;101,81 ;92,57 ;91,50 ;96,78
10/2015;0,70 ;0,66 ;91,22 ;98,8 ;145,65 ;92,77;100,41 ;95,20 ;89,50 ;89,19
11/2015;1,08 ;1,15 ;90,48 ;97,8 ;144,51 ;92,00;99,01 ;89,48 ;91,99 ;88,43
12/2015;1,07 ;1,09 ;89,06 ;97,4 ;144,33 ;91,63;99,36 ;91,08 ;90,73 ;88,37
01/2016;1,52 ;1,76 ;88,17 ;99,7 ;144,64 ;89,00;99,50 ;91,34 ;89,87 ;90,10
02/2016;1,24 ;1,37 ;87,23 ;93,7 ;143,64 ;90,13;99,85 ;91,36 ;86,49 ;87,57
03/2016;0,08 ;0,11 ;86,38 ;99,0 ;141,55 ;89,86;99,62 ;96,54 ;85,59 ;91,09
04/2016;0,73 ;0,80 ;86,02 ;98,5 ;138,90 ;88,52;101,83 ;87,35 ;82,69 ;92,06
05/2016;0,89 ;0,89 ;84,65 ;99,0 ;140,56 ;89,31;100,16 ;86,45 ;84,27 ;93,28
06/2016;0,32 ;0,37 ;84,65 ;99,6 ;141,12 ;88,57;100,12 ;87,71 ;83,29 ;91,71
07/2016;0,82 ;0,85 ;84,23 ;96,3 ;140,02 ;87,23;98,46 ;86,45 ;82,21 ;92,87
08/2016;0,13 ;0,16 ;83,21 ;96,2 ;140,06 ;85,61;99,69 ;87,42 ;81,24 ;90,71
09/2016;0,22 ;0,35 ;82,94 ;98,4 ;141,14 ;86,47;100,12 ;87,59 ;81,57 ;93,21
10/2016;0,41 ;0,30 ;83,91 ;98,0 ;141,12 ;85,91;96,40 ;88,05 ;78,80 ;91,03
11/2016;0,20 ;0,24 ;83,48 ;93,4 ;140,43 ;86,73;92,50 ;86,20 ;82,98 ;89,94
12/2016;0,42 ;0,37 ;82,90 ;98,5 ;140,22 ;86,32;87,96 ;84,10 ;83,93 ;90,73
01/2017;0,55 ;0,68 ;86,80 ;97,6 ;140,50 ;88,17;91,57 ;93,45 ;88,32 ;88,24
02/2017;0,41 ;0,33 ;85,99 ;96,9 ;140,95 ;85,83;92,19 ;88,93 ;85,41 ;90,49
03/2017;0,34 ;0,39 ;85,03 ;99,7 ;142,35 ;84,23;90,47 ;89,40 ;87,77 ;88,66
04/2017;0,07 ;0,20 ;85,89 ;96,4 ;143,00 ;83,47;89,92 ;86,26 ;88,32 ;83,88
05/2017;0,40 ;0,29 ;85,71 ;98,2 ;141,97 ;82,84;90,43 ;91,70 ;89,87 ;85,60
06/2017;-0,12 ;-0,13 ;86,70 ;94,9 ;141,47 ;83,70;89,82 ;95,53 ;91,96 ;85,38
07/2017;0,26 ;0,28 ;86,73 ;98,8 ;141,90 ;81,39;89,51 ;91,89 ;90,66 ;86,29
08/2017;-0,01 ;-0,20 ;85,82 ;98,3 ;142,43 ;81,42;89,28 ;89,34 ;89,49 ;86,76
09/2017;0,06 ;-0,05 ;86,47 ;96,7 ;142,07 ;81,42;87,11 ;90,41 ;89,52 ;86,95
10/2017;0,34 ;0,31 ;85,38 ;97,1 ;141,28 ;81,71;85,86 ;88,20 ;88,87 ;84,03
11/2017;-0,07 ;-0,22 ;86,84 ;97,6 ;142,04 ;80,66;86,52 ;92,02 ;88,06 ;87,33
