06/1995;666.974 ;56.726,2 ;327.873,7 ;591.742,5 ;64.778 ;378.696 ;-
07/1995;686.709 ;58.788,1 ;386.661,7 ;609.742,5 ;65.213 ;443.908 ;-
08/1995;704.492 ;60.950,3 ;447.612,1 ;626.819,5 ;66.337 ;510.246 ;-
09/1995;721.820 ;60.610,8 ;508.222,9 ;643.594,1 ;66.232 ;576.477 ;-
10/1995;738.530 ;63.428,1 ;571.651,0 ;661.787,3 ;65.997 ;642.474 ;-
11/1995;755.841 ;67.762,9 ;639.413,9 ;683.624,1 ;66.320 ;708.794 ;-
12/1995;770.733 ;66.577,7 ;705.991,6 ;705.991,6 ;61.939 ;770.733 ;-
01/1996;774.470 ;64.133,3 ;64.133,3 ;723.096,2 ;64.694 ;64.694 ;-
02/1996;780.115 ;62.202,2 ;126.335,5 ;735.343,8 ;65.289 ;129.984 ;-
03/1996;783.824 ;62.987,8 ;189.323,3 ;738.307,4 ;69.253 ;199.236 ;-
04/1996;788.033 ;64.019,1 ;253.342,4 ;744.537,0 ;68.013 ;267.249 ;-
05/1996;794.574 ;69.488,7 ;322.831,0 ;757.675,1 ;70.510 ;337.759 ;-
06/1996;799.019 ;71.103,0 ;393.934,0 ;772.051,9 ;69.222 ;406.981 ;-
07/1996;807.889 ;74.969,9 ;468.903,9 ;788.233,8 ;74.083 ;481.065 ;-
08/1996;817.346 ;74.798,8 ;543.702,7 ;802.082,2 ;75.794 ;556.858 ;-
09/1996;825.706 ;71.744,6 ;615.447,3 ;813.215,9 ;74.592 ;631.451 ;-
10/1996;835.208 ;77.200,1 ;692.647,3 ;826.987,9 ;75.498 ;706.949 ;-
11/1996;842.846 ;80.449,1 ;773.096,5 ;839.674,2 ;73.958 ;780.907 ;-
12/1996;851.019 ;81.667,1 ;854.763,6 ;854.763,6 ;70.112 ;851.019 ;-
01/1997;855.429 ;77.582,6 ;77.582,6 ;868.213,0 ;69.104 ;69.104 ;-
02/1997;857.865 ;71.072,8 ;148.655,4 ;877.083,6 ;67.725 ;136.829 ;-
03/1997;859.826 ;70.461,6 ;219.117,0 ;884.557,4 ;71.214 ;208.043 ;-
04/1997;863.415 ;73.576,4 ;292.693,4 ;894.114,7 ;71.602 ;279.645 ;-
05/1997;866.265 ;78.110,8 ;370.804,2 ;902.736,7 ;73.359 ;353.004 ;-
06/1997;870.486 ;81.202,4 ;452.006,6 ;912.836,2 ;73.444 ;426.448 ;-
07/1997;871.675 ;82.058,7 ;534.065,3 ;919.924,9 ;75.273 ;501.721 ;-
08/1997;872.487 ;82.132,5 ;616.197,8 ;927.258,7 ;76.606 ;578.327 ;-
09/1997;875.163 ;81.987,3 ;698.185,1 ;937.501,4 ;77.267 ;655.594 ;-
10/1997;880.091 ;87.297,2 ;785.482,3 ;947.598,5 ;80.426 ;736.020 ;-
11/1997;882.615 ;85.390,1 ;870.872,4 ;952.539,5 ;76.483 ;812.503 ;-
12/1997;883.282 ;81.216,8 ;952.089,2 ;952.089,2 ;70.778 ;883.282 ;-
01/1998;881.593 ;79.363,9 ;79.363,9 ;953.870,4 ;67.416 ;67.416 ;-
02/1998;879.755 ;75.828,1 ;155.192,0 ;958.625,8 ;65.887 ;133.302 ;-
03/1998;879.946 ;80.508,7 ;235.700,7 ;968.672,8 ;71.405 ;204.707 ;-
04/1998;879.264 ;81.166,1 ;316.866,8 ;976.262,5 ;70.920 ;275.628 ;-
05/1998;879.079 ;85.207,5 ;402.074,2 ;983.359,2 ;73.174 ;348.802 ;-
06/1998;877.729 ;85.562,4 ;487.636,6 ;987.719,2 ;72.093 ;420.895 ;-
07/1998;877.005 ;86.938,5 ;574.575,0 ;992.599,0 ;74.549 ;495.444 ;-
08/1998;875.521 ;86.371,3 ;660.946,3 ;996.837,8 ;75.122 ;570.566 ;-
09/1998;872.847 ;84.733,5 ;745.679,9 ;999.584,0 ;74.594 ;645.160 ;-
10/1998;868.144 ;87.302,8 ;832.982,7 ;999.589,6 ;75.723 ;720.883 ;-
11/1998;865.446 ;86.316,5 ;919.299,2 ;1.000.516,0 ;73.784 ;794.667 ;-
12/1998;863.872 ;83.051,8 ;1.002.351,0 ;1.002.351,0 ;69.205 ;863.872 ;-
01/1999;842.708 ;80.936,3 ;80.936,3 ;1.003.923,4 ;46.251 ;46.251 ;-
02/1999;822.205 ;80.929,1 ;161.865,4 ;1.009.024,4 ;45.384 ;91.635 ;-
03/1999;800.879 ;88.802,6 ;250.668,0 ;1.017.318,3 ;50.079 ;141.714 ;-
04/1999;779.123 ;87.739,0 ;338.407,0 ;1.023.891,3 ;49.165 ;190.879 ;-
05/1999;755.512 ;89.223,0 ;427.630,0 ;1.027.906,8 ;49.563 ;240.442 ;-
06/1999;733.232 ;91.746,9 ;519.376,9 ;1.034.091,4 ;49.813 ;290.255 ;-
07/1999;709.083 ;91.230,4 ;610.607,4 ;1.038.383,3 ;50.400 ;340.655 ;-
08/1999;685.813 ;92.283,4 ;702.890,7 ;1.044.295,4 ;51.852 ;392.506 ;-
09/1999;663.082 ;90.611,8 ;793.502,5 ;1.050.173,6 ;51.863 ;444.370 ;-
10/1999;640.037 ;95.872,4 ;889.374,9 ;1.058.743,2 ;52.678 ;497.047 ;-
11/1999;618.440 ;99.563,1 ;988.938,0 ;1.071.989,7 ;52.188 ;549.235 ;-
12/1999;599.290 ;98.772,5 ;1.087.710,5 ;1.087.710,5 ;50.054 ;599.290 ;-
01/2000;602.406 ;92.576,6 ;92.576,6 ;1.099.350,8 ;49.367 ;49.367 ;-
02/2000;608.291 ;91.770,4 ;184.347,0 ;1.110.192,1 ;51.269 ;100.636 ;-
03/2000;612.496 ;92.579,9 ;276.926,9 ;1.113.969,4 ;54.284 ;154.920 ;-
04/2000;615.430 ;91.376,2 ;368.303,1 ;1.117.606,6 ;52.099 ;207.019 ;-
05/2000;620.436 ;98.727,0 ;467.030,1 ;1.127.110,5 ;54.569 ;261.588 ;-
06/2000;625.726 ;102.685,4 ;569.715,5 ;1.138.049,0 ;55.104 ;316.691 ;-
07/2000;631.179 ;103.410,4 ;673.125,8 ;1.150.228,9 ;55.853 ;372.544 ;-
08/2000;636.585 ;105.177,8 ;778.303,7 ;1.163.123,4 ;57.258 ;429.802 ;-
09/2000;640.669 ;100.307,6 ;878.611,3 ;1.172.819,2 ;55.947 ;485.749 ;-
10/2000;646.185 ;106.951,1 ;985.562,4 ;1.183.898,0 ;58.193 ;543.942 ;-
11/2000;651.141 ;107.678,0 ;1.093.240,4 ;1.192.012,9 ;57.145 ;601.087 ;-
12/2000;655.707 ;105.851,6 ;1.199.092,1 ;1.199.092,1 ;54.620 ;655.707 ;-
01/2001;650.346 ;102.530,7 ;102.530,7 ;1.209.046,1 ;44.006 ;44.006 ;-
02/2001;643.305 ;101.635,3 ;204.166,0 ;1.218.911,0 ;44.227 ;88.233 ;-
03/2001;636.504 ;108.303,8 ;312.469,8 ;1.234.635,0 ;47.483 ;135.717 ;-
04/2001;631.110 ;107.572,0 ;420.041,8 ;1.250.830,7 ;46.705 ;182.422 ;-
05/2001;624.846 ;111.202,2 ;531.244,0 ;1.263.306,0 ;48.304 ;230.726 ;-
06/2001;614.766 ;104.949,4 ;636.193,4 ;1.265.570,0 ;45.024 ;275.750 ;-
07/2001;606.172 ;110.758,9 ;746.952,3 ;1.272.918,6 ;47.259 ;323.009 ;-
08/2001;597.320 ;113.064,7 ;860.017,0 ;1.280.805,4 ;48.406 ;371.415 ;-
09/2001;588.496 ;108.700,8 ;968.717,8 ;1.289.198,6 ;47.122 ;418.537 ;-
10/2001;578.770 ;116.139,0 ;1.084.856,8 ;1.298.386,5 ;48.468 ;467.005 ;-
11/2001;569.415 ;117.882,0 ;1.202.738,8 ;1.308.590,4 ;47.790 ;514.795 ;-
12/2001;559.563 ;113.016,7 ;1.315.755,5 ;1.315.755,5 ;44.767 ;559.563 ;-
01/2002;554.487 ;112.374,8 ;112.374,8 ;1.325.599,6 ;38.931 ;38.931 ;-
02/2002;549.214 ;111.477,1 ;223.851,9 ;1.335.441,4 ;38.954 ;77.885 ;-
03/2002;543.554 ;118.444,7 ;342.296,7 ;1.345.582,3 ;41.824 ;119.708 ;-
04/2002;538.925 ;120.385,9 ;462.682,6 ;1.358.396,3 ;42.076 ;161.784 ;-
05/2002;533.047 ;123.552,5 ;586.235,1 ;1.370.746,6 ;42.426 ;204.210 ;-
06/2002;529.383 ;123.424,4 ;709.659,5 ;1.389.221,6 ;41.359 ;245.570 ;-
07/2002;525.337 ;126.856,6 ;836.516,1 ;1.405.319,2 ;43.213 ;288.783 ;-
08/2002;521.077 ;127.800,1 ;964.316,2 ;1.420.054,7 ;44.146 ;332.929 ;-
09/2002;517.619 ;125.137,8 ;1.089.454,0 ;1.436.491,7 ;43.665 ;376.594 ;-
10/2002;514.407 ;133.125,4 ;1.222.579,5 ;1.453.478,1 ;45.256 ;421.850 ;-
11/2002;510.930 ;135.966,6 ;1.358.546,1 ;1.471.562,8 ;44.313 ;466.163 ;-
12/2002;508.101 ;130.241,2 ;1.488.787,3 ;1.488.787,3 ;41.939 ;508.101 ;-
01/2003;512.414 ;127.177,5 ;127.177,5 ;1.503.589,9 ;43.244 ;43.244 ;100,43
02/2003;518.080 ;131.373,6 ;258.551,1 ;1.523.486,4 ;44.620 ;87.864 ;102,05
03/2003;523.097 ;138.690,5 ;397.241,6 ;1.543.732,2 ;46.840 ;134.704 ;102,08
04/2003;527.798 ;141.388,1 ;538.629,8 ;1.564.734,4 ;46.777 ;181.481 ;100,93
05/2003;531.209 ;139.605,8 ;678.235,6 ;1.580.787,7 ;45.837 ;227.318 ;99,80
06/2003;534.949 ;137.993,4 ;816.229,0 ;1.595.356,7 ;45.100 ;272.418 ;100,32
07/2003;539.631 ;145.970,6 ;962.199,5 ;1.614.470,7 ;47.895 ;320.313 ;99,05
08/2003;542.850 ;144.819,4 ;1.107.018,9 ;1.631.490,0 ;47.366 ;367.678 ;99,77
09/2003;547.361 ;148.559,8 ;1.255.578,8 ;1.654.912,0 ;48.175 ;415.853 ;101,76
10/2003;551.231 ;154.925,9 ;1.410.504,6 ;1.676.712,4 ;49.126 ;464.979 ;101,69
11/2003;554.615 ;153.644,4 ;1.564.149,0 ;1.694.390,2 ;47.697 ;512.676 ;101,99
12/2003;559.465 ;153.801,4 ;1.717.950,4 ;1.717.950,4 ;46.789 ;559.465 ;101,58
01/2004;566.024 ;144.558,6 ;144.558,6 ;1.735.331,5 ;49.802 ;49.802 ;103,56
02/2004;571.748 ;142.861,3 ;287.419,9 ;1.746.819,2 ;50.345 ;100.147 ;104,54
03/2004;581.717 ;157.363,5 ;444.783,5 ;1.765.492,2 ;56.809 ;156.956 ;105,99
04/2004;590.264 ;156.953,9 ;601.737,4 ;1.781.058,0 ;55.324 ;212.280 ;106,43
05/2004;599.299 ;159.498,9 ;761.236,3 ;1.800.951,1 ;54.872 ;267.151 ;106,31
06/2004;609.778 ;165.342,2 ;926.578,4 ;1.828.299,9 ;55.580 ;322.731 ;107,28
07/2004;619.966 ;171.370,9 ;1.097.949,3 ;1.853.700,2 ;58.082 ;380.813 ;107,83
08/2004;630.285 ;169.178,9 ;1.267.128,2 ;1.878.059,7 ;57.685 ;438.498 ;108,21
09/2004;639.225 ;164.702,5 ;1.431.830,8 ;1.894.202,4 ;57.115 ;495.613 ;109,43
10/2004;647.939 ;170.536,5 ;1.602.367,3 ;1.909.813,0 ;57.839 ;553.452 ;108,59
11/2004;658.727 ;176.921,5 ;1.779.288,8 ;1.933.090,2 ;58.485 ;611.938 ;109,65
12/2004;669.340 ;178.462,4 ;1.957.751,2 ;1.957.751,2 ;57.402 ;669.340 ;108,76
01/2005;686.738 ;163.540,1 ;163.540,1 ;1.976.732,7 ;67.201 ;67.201 ;109,55
02/2005;704.188 ;160.701,6 ;324.241,7 ;1.994.573,0 ;67.794 ;134.995 ;110,22
03/2005;722.891 ;175.468,7 ;499.710,4 ;2.012.678,1 ;75.512 ;210.507 ;110,48
04/2005;742.333 ;177.178,9 ;676.889,3 ;2.032.903,1 ;74.766 ;285.274 ;110,99
05/2005;761.198 ;177.496,7 ;854.386,0 ;2.050.900,9 ;73.737 ;359.010 ;110,95
06/2005;779.819 ;180.881,8 ;1.035.267,8 ;2.066.440,5 ;74.201 ;433.211 ;110,62
07/2005;797.450 ;184.073,7 ;1.219.341,5 ;2.079.143,4 ;75.713 ;508.923 ;110,66
08/2005;817.290 ;187.246,6 ;1.406.588,1 ;2.097.211,0 ;77.525 ;586.449 ;111,25
09/2005;835.901 ;181.538,9 ;1.588.126,9 ;2.114.047,4 ;75.726 ;662.175 ;110,93
10/2005;854.866 ;189.183,0 ;1.777.309,9 ;2.132.693,9 ;76.803 ;738.978 ;110,96
11/2005;873.073 ;194.794,5 ;1.972.104,4 ;2.150.566,8 ;76.692 ;815.671 ;111,82
12/2005;892.033 ;198.480,1 ;2.170.584,5 ;2.170.584,5 ;76.363 ;892.033 ;112,35
01/2006;909.944 ;185.564,8 ;185.564,8 ;2.192.609,2 ;85.112 ;85.112 ;113,36
02/2006;926.716 ;178.482,2 ;364.047,1 ;2.210.389,8 ;84.566 ;169.678 ;113,64
03/2006;944.768 ;190.223,4 ;554.270,5 ;2.225.144,6 ;93.564 ;263.242 ;113,57
04/2006;959.329 ;185.030,6 ;739.301,1 ;2.232.996,3 ;89.327 ;352.569 ;114,32
05/2006;978.830 ;197.874,3 ;937.175,4 ;2.253.373,9 ;93.238 ;445.807 ;115,64
06/2006;995.874 ;199.071,9 ;1.136.247,3 ;2.271.564,0 ;91.244 ;537.052 ;114,72
07/2006;1.015.781 ;206.974,4 ;1.343.221,8 ;2.294.464,8 ;95.620 ;632.671 ;116,95
08/2006;1.035.627 ;209.818,0 ;1.553.039,7 ;2.317.036,2 ;97.371 ;730.042 ;116,61
09/2006;1.052.912 ;201.055,3 ;1.754.095,0 ;2.336.552,6 ;93.011 ;823.054 ;116,85
10/2006;1.071.585 ;214.271,7 ;1.968.366,7 ;2.361.641,3 ;95.477 ;918.530 ;117,99
11/2006;1.089.889 ;219.724,1 ;2.188.090,8 ;2.386.570,9 ;94.996 ;1.013.526 ;118,86
12/2006;1.107.131 ;221.359,1 ;2.409.449,9 ;2.409.449,9 ;93.605 ;1.107.131 ;119,95
01/2007;1.128.126 ;211.130,6 ;211.130,6 ;2.435.015,7 ;106.106 ;106.106 ;119,66
02/2007;1.148.722 ;202.703,9 ;413.834,5 ;2.459.237,3 ;105.163 ;211.269 ;120,18
03/2007;1.171.856 ;217.588,6 ;631.423,0 ;2.486.602,5 ;116.698 ;327.967 ;119,45
04/2007;1.195.746 ;215.128,5 ;846.551,5 ;2.516.700,4 ;113.217 ;441.184 ;121,24
05/2007;1.219.605 ;226.537,7 ;1.073.089,2 ;2.545.363,7 ;117.097 ;558.281 ;122,34
06/2007;1.244.288 ;228.988,5 ;1.302.077,7 ;2.575.280,3 ;115.928 ;674.209 ;123,41
07/2007;1.268.970 ;233.823,9 ;1.535.901,6 ;2.602.129,8 ;120.301 ;794.510 ;124,26
08/2007;1.293.067 ;235.019,1 ;1.770.920,7 ;2.627.330,9 ;121.468 ;915.978 ;124,26
09/2007;1.316.547 ;223.002,9 ;1.993.923,6 ;2.649.278,5 ;116.491 ;1.032.469 ;125,36
10/2007;1.344.982 ;241.939,4 ;2.235.863,0 ;2.676.946,2 ;123.912 ;1.156.381 ;126,21
11/2007;1.371.691 ;241.938,8 ;2.477.801,9 ;2.699.161,0 ;121.705 ;1.278.085 ;126,15
12/2007;1.396.797 ;242.461,1 ;2.720.262,9 ;2.720.262,9 ;118.712 ;1.396.797 ;126,89
01/2008;1.421.971 ;237.248,1 ;237.248,1 ;2.746.380,5 ;131.280 ;131.280 ;127,22
02/2008;1.448.459 ;232.681,3 ;469.929,5 ;2.776.357,9 ;131.651 ;262.931 ;126,75
03/2008;1.471.557 ;242.125,8 ;712.055,2 ;2.800.895,2 ;139.795 ;402.727 ;126,46
04/2008;1.499.293 ;248.795,2 ;960.850,5 ;2.834.561,9 ;140.953 ;543.680 ;127,91
05/2008;1.523.371 ;254.938,0 ;1.215.788,5 ;2.862.962,2 ;141.174 ;684.854 ;129,43
06/2008;1.551.944 ;265.791,9 ;1.481.580,4 ;2.899.765,6 ;144.501 ;829.355 ;131,11
07/2008;1.583.573 ;278.096,8 ;1.759.677,2 ;2.944.038,6 ;151.930 ;981.285 ;130,94
08/2008;1.610.853 ;269.235,7 ;2.028.912,9 ;2.978.255,1 ;148.748 ;1.130.034 ;131,01
09/2008;1.641.825 ;265.270,1 ;2.294.183,0 ;3.020.522,3 ;147.463 ;1.277.497 ;130,87
10/2008;1.666.693 ;280.522,4 ;2.574.705,4 ;3.059.105,3 ;148.780 ;1.426.277 ;128,11
11/2008;1.682.088 ;270.696,8 ;2.845.402,2 ;3.087.863,3 ;137.099 ;1.563.376 ;124,91
12/2008;1.693.147 ;264.400,9 ;3.109.803,1 ;3.109.803,1 ;129.771 ;1.693.147 ;120,86
01/2009;1.686.763 ;249.932,0 ;249.932,0 ;3.122.486,9 ;124.896 ;124.896 ;120,90
02/2009;1.680.527 ;244.020,2 ;493.952,2 ;3.133.825,8 ;125.416 ;250.311 ;122,19
03/2009;1.679.666 ;262.174,9 ;756.127,1 ;3.153.875,0 ;138.934 ;389.246 ;122,98
04/2009;1.673.519 ;259.557,8 ;1.015.684,9 ;3.164.637,6 ;134.806 ;524.052 ;123,75
05/2009;1.668.797 ;268.320,2 ;1.284.005,1 ;3.178.019,7 ;136.452 ;660.504 ;124,89
06/2009;1.663.208 ;275.699,5 ;1.559.704,6 ;3.187.927,3 ;138.912 ;799.416 ;125,89
07/2009;1.655.904 ;285.440,4 ;1.845.145,0 ;3.195.270,9 ;144.626 ;944.042 ;126,23
08/2009;1.651.449 ;284.240,7 ;2.129.385,7 ;3.210.275,9 ;144.293 ;1.088.335 ;128,07
09/2009;1.647.573 ;283.162,2 ;2.412.547,9 ;3.228.168,0 ;143.587 ;1.231.923 ;129,12
10/2009;1.647.632 ;301.896,1 ;2.714.443,9 ;3.249.541,6 ;148.839 ;1.380.762 ;129,84
11/2009;1.656.646 ;305.056,6 ;3.019.500,6 ;3.283.901,5 ;146.113 ;1.526.875 ;129,97
12/2009;1.672.625 ;313.538,8 ;3.333.039,4 ;3.333.039,4 ;145.750 ;1.672.625 ;131,28
01/2010;1.714.592 ;288.980,4 ;288.980,4 ;3.372.087,7 ;166.863 ;166.863 ;133,61
02/2010;1.758.265 ;285.739,0 ;574.719,4 ;3.413.806,6 ;169.089 ;335.952 ;135,18
03/2010;1.809.458 ;311.677,9 ;886.397,3 ;3.463.309,5 ;190.127 ;526.079 ;136,52
04/2010;1.857.825 ;307.106,9 ;1.193.504,2 ;3.510.858,6 ;183.173 ;709.252 ;137,30
05/2010;1.903.982 ;316.005,2 ;1.509.509,4 ;3.558.543,6 ;182.609 ;891.861 ;136,43
06/2010;1.947.028 ;321.032,8 ;1.830.542,2 ;3.603.877,0 ;181.958 ;1.073.819 ;136,19
07/2010;1.991.735 ;332.472,7 ;2.163.014,9 ;3.650.909,2 ;189.333 ;1.263.152 ;136,95
08/2010;2.036.931 ;334.225,3 ;2.497.240,2 ;3.700.893,9 ;189.489 ;1.452.641 ;137,68
09/2010;2.080.336 ;331.236,8 ;2.828.477,0 ;3.748.968,5 ;186.993 ;1.639.634 ;139,27
10/2010;2.122.010 ;344.965,9 ;3.173.442,8 ;3.792.038,3 ;190.513 ;1.830.147 ;138,70
11/2010;2.167.372 ;356.674,5 ;3.530.117,4 ;3.843.656,2 ;191.475 ;2.021.622 ;140,04
12/2010;2.209.751 ;355.729,6 ;3.885.847,0 ;3.885.847,0 ;188.129 ;2.209.751 ;138,20
01/2011;2.242.058 ;333.330,6 ;333.330,6 ;3.930.197,2 ;199.170 ;199.170 ;140,17
02/2011;2.278.081 ;335.117,6 ;668.448,2 ;3.979.575,8 ;205.112 ;404.282 ;140,73
03/2011;2.307.374 ;348.082,9 ;1.016.531,1 ;4.015.980,8 ;219.420 ;623.702 ;141,10
04/2011;2.339.018 ;349.255,0 ;1.365.786,1 ;4.058.128,9 ;214.817 ;838.519 ;141,04
05/2011;2.377.055 ;366.411,2 ;1.732.197,3 ;4.108.534,9 ;220.646 ;1.059.165 ;141,26
06/2011;2.413.463 ;371.046,4 ;2.103.243,7 ;4.158.548,5 ;218.366 ;1.277.531 ;142,13
07/2011;2.447.221 ;373.333,7 ;2.476.577,4 ;4.199.409,5 ;223.091 ;1.500.622 ;142,21
08/2011;2.485.103 ;377.006,0 ;2.853.583,4 ;4.242.190,2 ;227.371 ;1.727.993 ;141,91
09/2011;2.517.926 ;361.994,5 ;3.215.577,9 ;4.272.947,9 ;219.817 ;1.947.810 ;141,81
10/2011;2.550.890 ;378.842,5 ;3.594.420,4 ;4.306.824,6 ;223.476 ;2.171.286 ;141,63
11/2011;2.583.068 ;389.949,2 ;3.984.369,7 ;4.340.099,3 ;223.653 ;2.394.939 ;142,23
12/2011;2.614.482 ;392.012,3 ;4.376.382,0 ;4.376.382,0 ;219.543 ;2.614.482 ;140,48
01/2012;2.604.712 ;367.751,8 ;367.751,8 ;4.410.803,2 ;189.399 ;189.399 ;138,92
02/2012;2.592.265 ;367.852,5 ;735.604,3 ;4.443.538,2 ;192.665 ;382.064 ;140,40
03/2012;2.581.604 ;393.868,0 ;1.129.472,4 ;4.489.323,3 ;208.759 ;590.823 ;140,07
04/2012;2.566.843 ;382.581,2 ;1.512.053,5 ;4.522.649,4 ;200.056 ;790.879 ;141,08
05/2012;2.552.563 ;401.072,6 ;1.913.126,1 ;4.557.310,8 ;206.366 ;997.246 ;142,61
06/2012;2.537.141 ;399.470,4 ;2.312.596,5 ;4.585.734,8 ;202.944 ;1.200.189 ;143,56
