2016-03-01;85.48;77.48;93.97;83.29;75.2;59.07;94.25;406.28;89.22;149.12;88.68
2016-04-01;84.6;76.43;93.72;82.34;72.8;57.92;94.0;412.43;87.44;147.97;87.89
2016-05-01;83.7;75.31;93.02;81.06;71.34;57.17;93.3;420.08;86.12;147.19;87.34
2016-06-01;83.34;73.78;93.3;79.45;70.35;56.65;93.58;425.08;85.77;147.05;86.58
2016-07-01;82.59;72.86;93.28;77.72;67.83;55.38;93.55;428.52;85.88;146.99;86.24
2016-08-01;81.94;72.22;92.72;74.68;67.48;55.21;93.27;427.18;86.75;147.05;86.28
2016-09-01;80.32;70.44;90.67;74.06;65.93;55.43;91.18;428.24;86.53;146.6;85.81
2016-10-01;79.69;70.2;88.8;76.71;66.71;57.58;89.32;428.04;86.69;146.39;85.79
2016-11-01;79.38;69.16;87.73;78.99;66.63;57.97;88.36;429.48;87.02;146.56;85.69
2016-12-01;79.51;68.73;87.11;81.57;67.72;59.97;87.85;429.73;87.39;147.24;85.57
2017-01-01;79.5;68.48;86.44;81.4;69.22;61.32;87.27;427.72;87.9;147.89;85.88
2017-02-01;79.66;68.08;85.78;82.67;70.87;62.57;86.73;425.49;87.61;148.15;85.63
2017-03-01;79.88;67.87;85.2;83.77;72.78;64.75;86.23;422.27;88.11;148.51;85.65
2017-04-01;80.4;67.59;85.0;85.08;75.02;66.27;86.14;418.65;87.85;148.32;85.45
2017-05-01;80.66;67.27;84.3;86.94;76.98;68.5;85.58;414.03;87.6;148.24;85.23
2017-06-01;80.82;67.45;83.52;88.22;79.63;70.88;84.91;409.78;87.74;148.52;85.28
2017-07-01;80.68;67.03;82.62;86.14;82.43;72.29;84.23;406.36;87.32;148.69;85.47
2017-08-01;80.5;66.86;82.08;85.24;83.73;74.48;83.53;405.97;86.62;148.54;85.31
2017-09-01;81.41;66.94;82.77;85.97;86.35;77.3;84.33;405.7;86.17;148.88;85.35
2017-10-01;82.38;66.25;84.26;85.97;87.55;78.67;85.98;405.27;85.95;149.26;85.17
2017-11-01;82.75;66.57;84.28;85.71;89.88;80.82;85.98;403.46;85.78;149.68;85.96
2017-12-01;83.22;66.79;84.84;85.08;91.16;81.06;86.58;402.45;85.32;150.29;85.64
2018-01-01;83.76;66.64;85.17;86.07;93.06;81.66;86.94;403.22;84.7;150.5;85.16
2018-02-01;84.08;66.88;85.26;86.14;94.62;83.15;87.04;402.96;84.93;150.8;85.28
2018-03-01;84.79;66.9;85.64;86.97;96.7;84.81;87.45;402.78;84.77;151.2;85.14
2018-04-01;85.06;67.09;85.58;87.18;98.22;86.48;87.41;403.1;85.02;152.0;85.19
2018-05-01;85.68;67.3;85.88;88.03;100.43;88.08;87.71;405.27;85.34;152.59;85.14
2018-06-01;86.44;67.41;86.39;90.0;101.93;89.53;88.24;406.99;85.57;153.12;84.86
2018-07-01;86.88;67.74;86.64;90.62;102.58;90.53;88.5;408.54;85.77;153.47;84.45
2018-08-01;87.51;68.18;87.39;91.56;102.81;91.84;89.28;409.06;85.73;154.07;84.38
2018-09-01;88.29;68.88;88.12;92.73;103.43;92.17;90.04;412.28;84.97;154.32;84.18
2018-10-01;88.48;69.56;88.13;92.42;104.41;91.0;90.07;417.72;84.16;154.44;84.18
2018-11-01;88.98;70.02;88.67;92.88;104.55;91.42;90.67;425.11;82.87;154.24;83.33
2018-12-01;89.46;70.28;88.92;93.79;105.62;93.21;90.87;431.35;81.66;153.62;83.7
2019-01-01;89.43;70.57;88.71;93.84;105.11;93.69;90.58;437.32;80.77;153.37;83.84
2019-02-01;89.73;70.58;88.92;94.72;104.92;94.35;90.77;442.36;79.75;153.1;83.95
2019-03-01;89.73;70.5;89.2;94.98;103.66;94.34;91.06;446.18;78.57;152.85;84.41
2019-04-01;89.98;70.36;89.18;95.87;104.12;94.78;91.03;448.97;77.52;152.71;84.52
2019-05-01;90.37;70.43;89.39;96.82;104.17;96.27;91.27;449.68;75.91;152.43;85.0
2019-06-01;90.83;70.33;89.94;97.08;104.61;96.72;91.88;454.14;74.04;151.96;85.26
2019-07-01;90.96;70.3;89.6;98.0;105.59;97.71;91.6;462.09;72.3;151.53;85.2
2019-08-01;91.33;69.82;89.53;99.18;107.52;98.58;91.62;467.78;70.91;151.01;85.01
2019-09-01;91.73;69.58;90.06;99.67;108.2;99.02;92.27;470.32;70.59;150.76;84.84
2019-10-01;91.43;68.34;90.74;97.51;105.73;99.13;93.12;472.73;69.76;150.11;84.38
2019-11-01;90.12;66.09;91.46;91.24;102.33;95.59;94.04;476.01;68.33;148.76;83.56
2019-12-01;89.57;64.02;92.22;85.67;102.72;93.23;95.08;480.33;66.52;147.33;82.7
2020-01-01;90.12;63.71;93.25;85.16;103.34;93.32;96.28;479.88;65.99;146.88;82.42
2020-02-01;90.31;63.22;93.87;83.54;104.1;92.59;97.07;481.17;65.32;146.48;82.03
2020-03-01;90.46;62.49;94.29;82.19;105.43;91.42;97.63;485.58;64.63;146.0;81.39
2020-04-01;90.99;61.8;95.55;81.27;105.79;90.57;99.11;492.65;63.42;145.26;80.96
2020-05-01;90.49;60.14;96.34;76.89;105.36;87.13;100.13;501.85;62.69;144.54;79.97
