2016-08-01;77.9;72.9;89.2;69.3;59.5;57.2;89.6;436.53;81.6;144.8;83.7
2016-09-01;73.7;70.7;87.5;60.7;51.9;54.5;87.6;435.27;87.0;146.23;85.3
2016-10-01;79.4;73.9;92.3;68.0;58.2;51.0;92.4;449.16;87.1;147.66;85.4
2016-11-01;83.7;64.8;90.9;75.2;80.4;55.2;90.9;438.85;83.0;145.06;84.0
2016-12-01;106.2;73.9;118.1;140.5;79.8;58.2;118.6;426.32;88.7;147.31;85.8
2017-01-01;80.7;70.0;87.4;69.9;73.4;55.5;91.0;422.38;91.5;149.2;86.9
2017-02-01;62.7;58.1;67.8;57.0;53.3;48.5;67.9;414.03;89.3;146.03;84.7
2017-03-01;76.8;72.5;74.0;91.8;83.0;81.4;74.4;415.75;89.0;146.9;86.5
2017-04-01;77.1;61.5;80.8;88.8;69.8;60.5;82.4;431.54;90.1;148.64;85.9
2017-05-01;79.7;67.2;78.5;102.1;82.7;74.8;80.0;422.03;91.3;152.81;85.9
2017-06-01;77.3;65.7;79.6;78.7;79.4;79.3;80.9;404.54;90.6;152.73;89.9
2017-07-01;80.7;65.7;83.3;90.0;79.1;74.8;85.0;409.51;82.1;150.44;83.5
2017-08-01;80.5;70.4;82.2;82.6;82.4;83.3;83.6;397.89;87.6;149.1;84.0
2017-09-01;80.0;67.4;85.1;76.4;78.7;72.8;86.6;391.76;83.9;143.96;82.9
2017-10-01;82.5;70.0;83.9;90.3;81.8;77.7;85.6;393.71;84.1;146.65;82.7
2017-11-01;85.6;67.0;81.5;90.5;112.2;83.8;82.9;387.93;84.7;148.47;84.6
2017-12-01;104.5;68.8;107.3;115.6;113.4;75.1;110.4;385.19;83.7;149.4;88.1
2018-01-01;78.6;68.0;81.0;59.1;89.0;81.8;82.7;417.73;83.1;147.4;85.0
2018-02-01;73.6;59.1;76.0;65.7;84.7;82.3;77.5;410.84;83.9;150.0;85.2
2018-03-01;88.4;64.2;91.9;91.8;97.4;97.8;94.1;410.59;86.3;151.51;84.3
2018-04-01;81.6;65.3;81.1;85.7;97.8;86.3;82.5;409.8;88.1;153.72;95.4
2018-05-01;85.3;69.9;85.2;94.6;98.0;77.7;87.1;409.95;85.8;160.05;82.1
2018-06-01;83.8;63.9;83.5;90.6;102.2;86.5;85.3;413.73;83.1;155.35;84.1
2018-07-01;84.6;68.5;84.4;90.8;97.9;92.7;86.2;406.43;84.9;154.05;85.0
2018-08-01;89.0;70.7;86.8;92.6;107.3;103.2;88.5;395.7;85.7;153.78;82.3
2018-09-01;83.2;69.7;84.4;78.9;97.0;92.9;86.1;395.64;86.8;153.67;83.5
2018-10-01;89.9;72.5;87.5;100.5;108.3;96.9;89.2;419.69;88.0;153.67;82.1
2018-11-01;94.8;68.3;87.6;114.1;130.2;101.2;89.3;408.55;87.5;154.88;81.2
2018-12-01;109.7;72.8;110.3;123.1;121.2;87.1;113.5;403.79;86.0;153.59;83.2
2019-01-01;86.2;73.2;90.0;70.3;91.7;97.5;92.1;423.96;82.7;154.6;84.2
2019-02-01;83.0;67.6;84.7;79.8;92.2;86.3;86.6;449.54;74.7;152.99;82.8
2019-03-01;90.6;72.3;92.1;88.1;109.1;83.7;94.5;475.84;76.6;152.88;84.3
2019-04-01;87.7;70.8;87.5;91.2;99.5;91.3;89.6;498.54;72.6;151.41;85.2
2019-05-01;91.0;73.0;88.2;105.5;110.9;99.2;89.6;484.84;71.3;152.62;86.5
2019-06-01;83.5;67.4;81.0;91.2;96.0;92.3;81.8;485.34;72.4;152.26;85.8
2019-07-01;88.2;68.6;87.0;101.4;95.7;100.6;88.4;466.93;72.7;150.9;86.3
2019-08-01;89.0;69.8;90.1;95.7;92.1;103.1;92.0;441.5;71.5;150.78;87.8
2019-09-01;86.2;68.0;84.2;89.5;102.6;98.2;85.8;429.06;74.3;151.91;84.8
2019-10-01;94.5;73.4;90.0;112.0;108.8;114.7;92.0;428.25;68.6;150.36;87.9
2019-11-01;100.3;67.0;94.2;117.2;135.5;106.6;96.7;462.06;65.1;149.17;84.3
2019-12-01;111.3;72.5;106.2;134.1;133.0;99.0;110.1;499.23;65.1;148.45;82.5
2020-01-01;90.7;67.4;89.2;84.4;114.8;108.0;92.3;492.2;66.0;148.43;81.9
2020-02-01;87.8;64.8;91.0;85.7;100.4;91.5;94.4;480.03;70.9;149.95;80.8
2020-03-01;86.9;57.4;100.3;62.2;79.5;85.1;104.7;504.78;66.6;145.04;78.8
2020-04-01;72.0;43.8;96.1;16.0;58.7;48.8;100.7;537.89;55.5;135.22;75.3
2020-05-01;84.4;48.1;97.4;38.6;115.6;70.9;102.0;536.73;49.6;135.49;76.2
