10/2001;28,20 ;79,00 ;121,48 ;1,16 ;1,32 ;-;-;-;-;-;57,80 ;70,00 ;80,00
11/2001;28,10 ;80,70 ;124,69 ;0,43 ;0,64 ;-;-;-;-;-;57,20 ;64,20 ;80,30
12/2001;45,70 ;96,60 ;127,09 ;0,55 ;0,59 ;-;-;-;-;-;76,50 ;70,30 ;95,60
01/2002;31,30 ;74,40 ;126,60 ;0,35 ;1,11 ;-;-;-;-;-;54,10 ;55,10 ;74,70
02/2002;24,90 ;72,40 ;128,59 ;0,35 ;0,31 ;-;-;-;-;-;49,90 ;55,20 ;72,50
03/2002;30,50 ;84,90 ;124,14 ;0,66 ;0,63 ;-;-;-;-;-;59,90 ;70,00 ;83,40
04/2002;31,00 ;80,40 ;123,30 ;0,51 ;0,20 ;-;-;-;-;-;57,90 ;69,40 ;79,50
05/2002;34,20 ;82,30 ;119,43 ;0,44 ;0,25 ;-;-;-;-;-;60,80 ;68,80 ;81,40
06/2002;29,50 ;77,90 ;122,10 ;0,43 ;0,48 ;-;-;-;-;-;57,60 ;65,60 ;77,30
07/2002;27,60 ;79,80 ;123,71 ;1,07 ;0,98 ;-;-;-;-;-;58,20 ;68,40 ;78,60
08/2002;30,60 ;86,50 ;124,98 ;0,84 ;0,87 ;-;-;-;-;-;62,70 ;73,80 ;85,40
09/2002;26,10 ;78,60 ;131,02 ;1,06 ;1,23 ;-;-;-;-;-;56,70 ;71,20 ;77,40
10/2002;28,00 ;80,20 ;134,72 ;1,82 ;1,78 ;-;-;-;-;-;58,40 ;71,30 ;79,40
11/2002;28,40 ;74,50 ;144,78 ;3,91 ;4,20 ;-;-;-;-;-;55,90 ;65,00 ;74,40
12/2002;43,80 ;86,90 ;147,93 ;2,51 ;3,25 ;-;-;-;-;-;73,00 ;66,30 ;85,70
01/2003;29,30 ;69,30 ;155,98 ;2,31 ;2,58 ;-;-;-;-;-;51,30 ;57,00 ;68,40
02/2003;24,90 ;67,90 ;160,69 ;2,44 ;3,45 ;-;-;-;-;-;49,30 ;55,50 ;67,10
03/2003;25,20 ;71,80 ;167,49 ;1,46 ;1,75 ;-;-;-;-;-;51,20 ;57,20 ;71,40
04/2003;24,00 ;72,40 ;170,14 ;0,96 ;1,00 ;-;-;-;-;-;52,80 ;56,60 ;71,70
05/2003;29,80 ;75,30 ;164,13 ;-0,31 ;0,03 ;-;-;-;-;-;55,70 ;61,50 ;74,20
06/2003;26,60 ;72,20 ;159,08 ;-0,71 ;-0,46 ;-;-;-;-;-;54,30 ;62,10 ;71,60
07/2003;30,60 ;70,00 ;155,00 ;0,25 ;0,17 ;-;-;-;-;-;54,10 ;61,60 ;69,10
08/2003;30,40 ;69,90 ;152,55 ;0,53 ;0,39 ;-;-;-;-;-;54,80 ;65,10 ;69,70
09/2003;30,70 ;65,40 ;153,35 ;1,24 ;1,34 ;-;-;-;-;-;52,00 ;63,60 ;65,00
10/2003;33,70 ;69,70 ;154,30 ;0,21 ;0,31 ;-;-;-;-;-;56,00 ;65,70 ;69,20
11/2003;33,70 ;73,10 ;160,26 ;0,67 ;0,71 ;-;-;-;-;-;56,60 ;65,80 ;71,80
12/2003;53,00 ;88,90 ;155,29 ;0,75 ;0,48 ;-;-;-;-;-;76,70 ;69,10 ;87,10
01/2004;36,10 ;68,40 ;166,39 ;0,99 ;1,17 ;50,20 ;37,40 ;37,20 ;58,00 ;-;53,00 ;55,60 ;67,50
02/2004;30,40 ;69,40 ;164,77 ;0,84 ;1,03 ;49,70 ;38,60 ;38,40 ;53,60 ;-;51,70 ;57,60 ;68,60
03/2004;34,40 ;75,40 ;162,92 ;0,14 ;0,18 ;57,90 ;45,70 ;16,40 ;66,20 ;-;57,90 ;69,10 ;74,50
04/2004;33,80 ;76,80 ;159,37 ;0,46 ;0,64 ;54,70 ;41,40 ;55,40 ;60,80 ;-;58,70 ;65,30 ;75,70
05/2004;38,80 ;75,30 ;159,48 ;0,40 ;0,32 ;57,70 ;46,50 ;21,30 ;66,40 ;-;60,40 ;68,90 ;74,20
06/2004;36,30 ;73,60 ;165,45 ;0,39 ;0,04 ;55,10 ;46,00 ;19,00 ;64,50 ;-;59,00 ;65,70 ;72,70
07/2004;39,10 ;78,30 ;165,02 ;0,55 ;0,31 ;57,90 ;45,60 ;15,80 ;70,30 ;-;61,00 ;65,00 ;77,30
08/2004;38,80 ;77,90 ;169,32 ;0,95 ;0,58 ;57,30 ;48,20 ;21,60 ;71,40 ;-;60,40 ;65,00 ;76,80
09/2004;36,10 ;75,30 ;170,25 ;0,26 ;0,13 ;55,10 ;44,60 ;22,30 ;66,90 ;-;57,10 ;61,50 ;74,30
10/2004;39,50 ;79,70 ;169,23 ;0,24 ;-0,04 ;57,50 ;45,10 ;14,10 ;66,60 ;-;60,60 ;63,70 ;78,50
11/2004;40,80 ;75,70 ;163,91 ;0,95 ;0,43 ;59,90 ;44,00 ;95,10 ;68,40 ;-;62,20 ;63,70 ;74,60
12/2004;63,10 ;92,40 ;168,73 ;0,58 ;0,61 ;73,60 ;57,60 ;58,50 ;66,00 ;-;83,00 ;68,40 ;91,00
01/2005;41,60 ;70,30 ;170,62 ;0,28 ;0,44 ;55,70 ;39,90 ;45,40 ;65,20 ;-;56,90 ;58,90 ;69,30
02/2005;39,00 ;77,10 ;170,10 ;1,54 ;1,55 ;54,70 ;38,10 ;35,00 ;54,50 ;-;57,30 ;56,80 ;76,40
03/2005;46,90 ;88,80 ;167,29 ;0,20 ;0,63 ;63,30 ;50,10 ;21,00 ;62,20 ;-;66,40 ;62,50 ;88,00
04/2005;48,40 ;83,80 ;171,47 ;0,36 ;0,42 ;61,00 ;47,80 ;54,60 ;64,40 ;-;63,80 ;57,80 ;83,30
05/2005;54,00 ;82,90 ;186,78 ;0,73 ;0,59 ;63,30 ;49,70 ;41,60 ;62,80 ;-;67,10 ;63,30 ;82,40
06/2005;47,30 ;82,70 ;173,01 ;-0,09 ;-0,43 ;61,60 ;49,40 ;25,50 ;63,50 ;-;65,10 ;63,60 ;82,30
07/2005;47,70 ;89,90 ;165,14 ;0,39 ;0,07 ;63,70 ;48,20 ;36,10 ;63,80 ;-;67,50 ;62,80 ;89,10
08/2005;47,10 ;93,00 ;162,44 ;0,32 ;-0,07 ;66,40 ;51,50 ;33,90 ;68,00 ;-;69,00 ;64,90 ;92,00
09/2005;41,70 ;93,40 ;158,74 ;0,02 ;-0,28 ;63,90 ;48,50 ;52,30 ;64,80 ;-;66,70 ;62,50 ;92,40
10/2005;45,00 ;100,40 ;164,77 ;0,91 ;0,45 ;67,90 ;51,10 ;37,20 ;69,20 ;-;70,80 ;63,80 ;99,30
11/2005;47,00 ;95,70 ;173,00 ;0,85 ;0,84 ;69,90 ;47,60 ;112,40 ;74,70 ;-;70,90 ;59,40 ;94,20
12/2005;72,90 ;119,30 ;177,20 ;0,56 ;0,39 ;88,60 ;63,30 ;86,70 ;70,40 ;-;95,60 ;65,30 ;117,20
01/2006;48,70 ;89,50 ;178,14 ;1,41 ;1,86 ;65,70 ;44,10 ;81,90 ;70,10 ;-;65,90 ;54,50 ;88,30
02/2006;40,50 ;81,10 ;174,14 ;0,61 ;0,48 ;60,60 ;57,00 ;74,80 ;59,40 ;-;62,10 ;59,70 ;80,10
03/2006;49,50 ;87,90 ;173,29 ;0,75 ;1,03 ;70,00 ;52,20 ;48,60 ;68,70 ;-;67,70 ;64,20 ;86,80
04/2006;47,40 ;92,50 ;168,93 ;0,39 ;0,30 ;67,50 ;50,10 ;104,10 ;59,40 ;-;70,30 ;62,70 ;91,20
05/2006;60,80 ;86,30 ;167,11 ;-0,25 ;0,01 ;74,30 ;55,50 ;110,30 ;73,00 ;-;74,10 ;70,20 ;85,10
06/2006;49,90 ;87,30 ;163,52 ;-0,69 ;-0,34 ;68,00 ;52,40 ;30,50 ;66,70 ;-;69,30 ;70,30 ;86,00
07/2006;48,50 ;85,90 ;162,28 ;0,82 ;0,58 ;71,50 ;53,80 ;24,90 ;72,80 ;-;67,50 ;66,00 ;84,70
08/2006;54,00 ;86,50 ;161,59 ;0,07 ;-0,09 ;76,10 ;57,40 ;40,70 ;78,30 ;-;70,70 ;71,60 ;85,40
09/2006;50,00 ;89,10 ;162,36 ;-0,01 ;-0,18 ;71,40 ;52,60 ;65,60 ;74,70 ;-;70,80 ;73,20 ;88,20
10/2006;54,00 ;97,20 ;163,56 ;0,17 ;0,28 ;76,10 ;51,80 ;42,20 ;73,00 ;-;74,00 ;71,20 ;96,00
11/2006;56,70 ;97,40 ;173,74 ;0,55 ;0,40 ;80,50 ;51,50 ;137,00 ;78,30 ;-;78,10 ;71,10 ;96,00
12/2006;76,50 ;118,20 ;171,85 ;0,34 ;0,35 ;94,60 ;61,80 ;155,60 ;73,00 ;-;99,60 ;71,40 ;116,10
01/2007;60,60 ;90,30 ;173,43 ;0,05 ;0,18 ;76,30 ;45,40 ;107,30 ;76,40 ;-;73,10 ;65,90 ;89,00
02/2007;48,10 ;89,40 ;177,08 ;0,61 ;0,22 ;69,70 ;61,10 ;126,80 ;64,00 ;-;69,60 ;63,50 ;88,10
03/2007;54,30 ;100,10 ;180,27 ;0,40 ;0,42 ;80,90 ;56,40 ;62,20 ;77,70 ;-;77,30 ;76,90 ;98,80
04/2007;49,90 ;101,50 ;177,81 ;0,33 ;0,26 ;77,20 ;50,80 ;101,90 ;72,50 ;-;75,70 ;71,30 ;99,80
05/2007;60,90 ;96,60 ;167,29 ;0,55 ;0,31 ;83,10 ;58,30 ;139,20 ;80,40 ;-;80,60 ;74,10 ;95,20
06/2007;54,20 ;96,90 ;171,31 ;0,29 ;0,28 ;80,50 ;58,60 ;38,60 ;77,80 ;-;75,40 ;71,80 ;95,60
07/2007;53,90 ;93,50 ;172,30 ;0,06 ;0,22 ;81,60 ;55,90 ;32,10 ;86,50 ;-;72,30 ;68,40 ;92,20
08/2007;60,00 ;97,00 ;176,21 ;0,21 ;0,33 ;88,50 ;63,20 ;48,30 ;87,10 ;-;77,80 ;73,70 ;95,70
09/2007;56,10 ;98,80 ;176,57 ;0,25 ;0,34 ;79,80 ;56,00 ;79,90 ;77,90 ;-;76,20 ;71,60 ;97,30
10/2007;61,00 ;96,40 ;177,82 ;0,39 ;0,56 ;86,30 ;59,50 ;54,10 ;88,20 ;-;77,50 ;71,40 ;95,00
11/2007;62,80 ;98,70 ;189,20 ;0,54 ;0,62 ;87,80 ;55,60 ;160,30 ;87,70 ;-;81,90 ;72,20 ;97,10
12/2007;87,90 ;120,00 ;193,23 ;0,77 ;1,01 ;99,70 ;69,80 ;150,60 ;74,70 ;-;105,10 ;74,30 ;118,10
01/2008;69,80 ;91,10 ;209,20 ;0,39 ;0,51 ;82,20 ;58,60 ;128,30 ;83,80 ;-;78,30 ;66,60 ;90,10
02/2008;56,00 ;90,50 ;208,74 ;0,71 ;0,45 ;77,00 ;54,50 ;151,30 ;74,70 ;-;74,40 ;68,60 ;89,30
03/2008;62,50 ;103,60 ;200,83 ;-0,22 ;0,20 ;85,60 ;66,80 ;95,10 ;77,30 ;-;82,10 ;70,40 ;102,40
04/2008;63,00 ;92,90 ;214,22 ;0,62 ;0,44 ;83,90 ;63,00 ;126,40 ;82,00 ;-;78,70 ;74,00 ;91,70
05/2008;71,80 ;95,40 ;217,60 ;0,76 ;0,94 ;84,20 ;74,10 ;142,60 ;80,90 ;-;84,70 ;75,90 ;94,20
06/2008;63,20 ;89,50 ;231,60 ;0,64 ;0,80 ;80,80 ;62,10 ;57,10 ;83,40 ;-;77,60 ;75,90 ;88,60
07/2008;67,00 ;90,20 ;236,69 ;0,38 ;0,61 ;84,50 ;68,20 ;59,20 ;92,60 ;-;78,80 ;74,20 ;89,00
08/2008;65,90 ;92,70 ;229,17 ;0,14 ;0,10 ;84,00 ;72,00 ;71,50 ;85,90 ;-;80,10 ;77,50 ;91,60
09/2008;65,40 ;91,10 ;221,03 ;-0,53 ;-0,54 ;83,20 ;70,60 ;139,50 ;84,20 ;-;78,90 ;70,60 ;90,20
10/2008;64,10 ;96,80 ;220,44 ;0,60 ;0,60 ;81,30 ;75,80 ;80,10 ;87,20 ;-;80,70 ;72,70 ;95,50
11/2008;60,60 ;96,50 ;225,60 ;0,95 ;0,73 ;77,30 ;69,50 ;175,90 ;77,70 ;-;82,40 ;74,00 ;95,30
12/2008;84,20 ;115,00 ;236,15 ;0,67 ;0,60 ;94,40 ;83,80 ;168,90 ;69,30 ;-;103,00 ;75,80 ;113,30
01/2009;68,60 ;93,60 ;234,60 ;0,37 ;0,37 ;79,00 ;59,00 ;75,80 ;72,20 ;-;78,10 ;66,10 ;92,40
02/2009;52,60 ;88,60 ;231,13 ;0,42 ;0,00 ;76,60 ;54,90 ;144,60 ;64,10 ;-;72,50 ;65,20 ;87,60
03/2009;58,80 ;92,70 ;217,50 ;0,30 ;0,23 ;86,00 ;65,60 ;88,90 ;72,60 ;-;78,10 ;74,90 ;91,70
04/2009;53,50 ;98,50 ;221,18 ;0,35 ;0,49 ;77,70 ;61,60 ;127,70 ;68,80 ;-;78,40 ;71,60 ;97,40
05/2009;62,40 ;92,20 ;221,34 ;0,60 ;0,49 ;84,20 ;64,70 ;144,60 ;73,80 ;-;81,70 ;74,90 ;91,40
06/2009;58,90 ;90,20 ;216,29 ;0,15 ;0,12 ;88,40 ;59,70 ;77,40 ;75,60 ;-;76,70 ;72,10 ;89,30
07/2009;64,70 ;94,70 ;217,78 ;0,11 ;0,17 ;85,00 ;93,10 ;60,80 ;80,40 ;-;81,30 ;72,50 ;93,80
08/2009;64,50 ;95,40 ;217,27 ;0,44 ;0,19 ;86,10 ;66,80 ;87,10 ;83,50 ;-;81,00 ;75,30 ;94,50
09/2009;63,90 ;92,90 ;218,23 ;0,28 ;0,36 ;93,00 ;65,10 ;124,70 ;83,00 ;-;79,70 ;75,00 ;92,20
10/2009;68,80 ;99,00 ;222,07 ;0,23 ;0,30 ;88,20 ;104,70 ;52,00 ;84,40 ;-;85,40 ;79,50 ;98,30
11/2009;67,20 ;97,60 ;216,22 ;0,70 ;0,59 ;83,00 ;64,40 ;204,70 ;81,20 ;-;85,20 ;75,60 ;96,50
12/2009;92,40 ;116,60 ;222,22 ;0,88 ;0,24 ;102,00 ;81,20 ;254,30 ;75,80 ;-;110,90 ;78,70 ;115,10
01/2010;79,90 ;98,40 ;214,47 ;0,23 ;0,14 ;83,60 ;57,50 ;88,00 ;79,30 ;-;82,80 ;66,80 ;97,30
02/2010;63,90 ;92,70 ;216,89 ;0,53 ;0,51 ;77,30 ;57,40 ;116,40 ;81,20 ;-;77,20 ;67,70 ;92,10
03/2010;74,50 ;104,60 ;236,41 ;0,01 ;0,63 ;101,70 ;70,70 ;124,40 ;91,10 ;-;89,10 ;80,70 ;103,70
04/2010;65,90 ;99,70 ;237,76 ;1,07 ;1,09 ;81,70 ;64,90 ;72,00 ;80,80 ;-;82,10 ;75,40 ;99,00
05/2010;79,10 ;100,70 ;233,25 ;0,16 ;0,14 ;86,60 ;70,90 ;104,90 ;87,00 ;-;88,40 ;81,70 ;100,10
06/2010;71,50 ;98,50 ;230,39 ;0,38 ;0,03 ;85,70 ;67,30 ;102,70 ;80,50 ;-;84,70 ;76,90 ;98,00
07/2010;75,70 ;101,20 ;221,17 ;0,19 ;0,01 ;94,30 ;96,10 ;95,10 ;92,20 ;-;89,30 ;77,80 ;100,50
08/2010;76,20 ;99,20 ;213,98 ;-0,16 ;-0,09 ;94,40 ;73,50 ;97,40 ;94,20 ;-;87,90 ;82,70 ;98,80
09/2010;78,10 ;96,50 ;215,99 ;0,80 ;1,04 ;92,00 ;68,60 ;88,00 ;92,50 ;-;85,00 ;81,80 ;95,90
10/2010;87,10 ;101,00 ;224,24 ;0,74 ;0,73 ;95,20 ;71,60 ;56,40 ;93,70 ;-;89,90 ;84,50 ;100,50
11/2010;90,60 ;95,10 ;236,73 ;0,73 ;1,02 ;99,50 ;71,00 ;233,10 ;94,00 ;-;93,10 ;81,10 ;94,60
12/2010;114,70 ;119,40 ;233,67 ;0,90 ;0,73 ;117,40 ;89,40 ;315,40 ;91,40 ;-;121,20 ;84,80 ;118,20
01/2011;97,80 ;96,00 ;255,65 ;0,53 ;0,49 ;89,90 ;63,10 ;105,60 ;88,90 ;81,20;89,60 ;75,90 ;95,30
02/2011;82,20 ;92,70 ;250,48 ;0,82 ;0,42 ;89,10 ;64,20 ;112,40 ;89,30 ;77,70;84,30 ;77,60 ;92,10
03/2011;86,40 ;98,80 ;250,35 ;1,13 ;0,74 ;91,00 ;71,50 ;98,60 ;92,50 ;77,20;87,50 ;80,60 ;98,00
04/2011;88,80 ;101,30 ;248,32 ;0,49 ;0,63 ;90,60 ;69,30 ;79,90 ;86,90 ;77,30;89,30 ;81,80 ;100,20
05/2011;97,60 ;94,70 ;248,93 ;0,02 ;0,15 ;93,80 ;76,70 ;101,80 ;95,20 ;78,10;91,60 ;84,90 ;94,10
06/2011;86,10 ;92,80 ;246,10 ;0,21 ;-0,08 ;89,50 ;72,80 ;100,40 ;92,90 ;79,50;88,00 ;84,40 ;92,00
07/2011;88,20 ;98,00 ;241,89 ;0,60 ;0,54 ;93,90 ;101,40 ;93,40 ;99,20 ;81,20;91,80 ;84,80 ;97,40
08/2011;87,40 ;98,10 ;244,24 ;0,39 ;0,48 ;94,30 ;78,50 ;118,50 ;102,60 ;78,50;92,00 ;89,70 ;97,60
09/2011;85,90 ;94,60 ;241,90 ;0,82 ;0,52 ;92,00 ;75,50 ;94,00 ;102,40 ;79,00;87,30 ;87,40 ;94,10
10/2011;96,40 ;99,90 ;243,11 ;0,67 ;0,51 ;94,10 ;73,30 ;58,30 ;98,90 ;79,00;92,10 ;88,10 ;99,30
11/2011;98,70 ;101,90 ;249,13 ;0,46 ;0,23 ;99,00 ;65,30 ;272,50 ;97,00 ;78,10;97,70 ;85,30 ;101,30
12/2011;126,70 ;124,70 ;247,88 ;0,65 ;0,67 ;116,10 ;82,30 ;336,40 ;91,20 ;80,80;125,30 ;89,70 ;123,50
01/2012;110,60 ;93,60 ;259,59 ;0,77 ;0,43 ;93,40 ;68,40 ;116,40 ;89,20 ;80,60;91,10 ;78,80 ;92,70
02/2012;92,40 ;97,60 ;255,91 ;0,06 ;0,00 ;87,20 ;72,30 ;100,20 ;88,60 ;81,70;88,60 ;82,70 ;96,80
03/2012;106,20 ;109,50 ;253,70 ;0,40 ;0,39 ;101,40 ;85,60 ;122,10 ;98,70 ;80,00;100,00 ;91,00 ;108,50
04/2012;95,60 ;104,30 ;255,50 ;0,45 ;0,32 ;91,90 ;81,20 ;92,50 ;91,90 ;80,70;94,40 ;88,90 ;103,60
05/2012;99,00 ;100,20 ;253,21 ;0,06 ;0,30 ;98,40 ;89,60 ;84,30 ;91,70 ;79,20;95,90 ;88,00 ;100,10
06/2012;95,30 ;100,10 ;259,70 ;0,04 ;0,26 ;104,30 ;89,10 ;81,70 ;90,60 ;81,20;94,00 ;85,60 ;99,60
07/2012;100,40 ;102,30 ;275,58 ;0,50 ;0,38 ;103,10 ;87,20 ;88,30 ;94,70 ;79,60;95,20 ;84,50 ;102,00
08/2012;104,60 ;104,00 ;284,50 ;0,35 ;0,31 ;114,30 ;93,60 ;120,70 ;97,10 ;81,30;98,80 ;87,90 ;103,50
09/2012;94,10 ;101,40 ;281,87 ;0,43 ;0,33 ;90,80 ;85,70 ;91,10 ;93,00 ;79,20;93,30 ;88,10 ;101,10
10/2012;101,00 ;101,90 ;271,55 ;0,74 ;0,78 ;105,70 ;88,80 ;99,50 ;104,60 ;83,10;96,90 ;90,30 ;101,90
11/2012;100,40 ;103,60 ;266,85 ;0,35 ;0,13 ;100,60 ;86,80 ;83,80 ;97,60 ;82,80;96,70 ;85,10 ;103,30
12/2012;124,50 ;125,00 ;275,95 ;1,14 ;0,90 ;118,90 ;101,40 ;162,50 ;86,90 ;81,30;121,50 ;91,20 ;124,20
01/2013;112,00 ;96,90 ;307,14 ;0,46 ;0,49 ;97,10 ;83,40 ;77,50 ;91,00 ;84,40;95,50 ;82,60 ;96,70
02/2013;91,20 ;93,90 ;306,39 ;0,77 ;0,70 ;85,90 ;80,10 ;80,10 ;85,20 ;83,10;86,40 ;78,80 ;93,60
03/2013;104,30 ;109,00 ;310,75 ;0,40 ;0,74 ;100,70 ;91,60 ;82,80 ;94,10 ;85,00;100,80 ;91,60 ;108,40
04/2013;101,10 ;95,10 ;309,68 ;0,44 ;0,46 ;97,60 ;99,90 ;87,40 ;100,70 ;91,50;94,50 ;92,90 ;94,80
05/2013;108,40 ;98,20 ;303,37 ;0,49 ;0,47 ;99,20 ;97,40 ;98,10 ;102,20 ;88,80;97,70 ;93,50 ;98,30
06/2013;101,20 ;95,80 ;312,09 ;0,21 ;0,11 ;94,70 ;97,30 ;87,00 ;96,10 ;87,10;95,60 ;92,10 ;95,90
07/2013;106,40 ;98,80 ;284,45 ;-0,12 ;-0,19 ;103,00 ;102,40 ;98,10 ;114,30 ;87,80;99,10 ;93,70 ;98,90
08/2013;113,40 ;103,70 ;286,49 ;0,46 ;0,31 ;104,00 ;104,20 ;84,60 ;108,10 ;89,60;102,90 ;98,80 ;103,50
09/2013;96,20 ;100,30 ;276,14 ;0,70 ;0,61 ;97,50 ;94,50 ;81,10 ;105,30 ;89,20;96,20 ;96,40 ;100,30
10/2013;105,90 ;102,70 ;284,12 ;0,46 ;0,43 ;105,40 ;99,30 ;88,30 ;110,70 ;92,10;101,80 ;103,20 ;103,10
11/2013;117,00 ;104,80 ;286,35 ;0,55 ;0,51 ;104,40 ;96,00 ;78,30 ;106,60 ;95,00;103,80 ;99,80 ;104,60
12/2013;132,30 ;121,10 ;289,72 ;1,01 ;0,47 ;116,20 ;110,50 ;174,80 ;93,60 ;96,90;124,60 ;99,50 ;120,40
01/2014;110,70 ;97,30 ;305,62 ;-0,07 ;0,22 ;107,90 ;95,70 ;77,30 ;105,10 ;97,40;99,40 ;93,30 ;97,30
02/2014;106,00 ;94,30 ;295,23 ;-0,12 ;0,17 ;94,80 ;91,10 ;110,50 ;99,30 ;100,50;93,90 ;93,10 ;94,30
03/2014;103,60 ;101,90 ;323,02 ;1,92 ;1,38 ;96,20 ;97,40 ;76,90 ;97,20 ;99,50;98,10 ;98,00 ;101,70
04/2014;104,90 ;100,00 ;331,53 ;0,62 ;0,83 ;98,00 ;96,90 ;90,10 ;94,80 ;100,60;98,20 ;97,10 ;99,90
05/2014;118,80 ;98,30 ;331,19 ;-0,08 ;0,32 ;101,90 ;108,50 ;81,20 ;105,10 ;101,50;102,00 ;100,30 ;98,40
06/2014;98,00 ;95,60 ;324,07 ;0,55 ;0,55 ;92,70 ;99,80 ;82,60 ;92,10 ;99,10;95,30 ;91,90 ;95,70
07/2014;92,70 ;96,90 ;300,86 ;-0,23 ;0,19 ;96,80 ;101,20 ;89,10 ;100,00 ;102,70;96,90 ;97,10 ;97,00
08/2014;90,30 ;101,40 ;297,27 ;0,65 ;0,43 ;100,40 ;105,80 ;95,10 ;100,20 ;97,10;101,00 ;106,40 ;101,40
09/2014;82,50 ;96,90 ;300,54 ;0,98 ;0,86 ;97,30 ;99,40 ;99,50 ;106,10 ;102,90;95,80 ;105,60 ;97,10
10/2014;88,80 ;100,90 ;303,28 ;0,47 ;0,46 ;100,40 ;100,70 ;93,40 ;108,90 ;100,40;100,30 ;109,40 ;101,10
11/2014;98,40 ;101,60 ;321,05 ;0,15 ;0,35 ;100,80 ;95,00 ;89,80 ;101,20 ;99,90;100,90 ;102,90 ;101,50
12/2014;105,40 ;115,00 ;329,66 ;1,30 ;0,65 ;112,80 ;108,40 ;214,50 ;90,00 ;98,40;118,50 ;105,00 ;114,60
01/2015;96,60 ;94,10 ;353,60 ;0,78 ;0,78 ;94,80 ;92,10 ;121,10 ;90,50 ;95,90;96,40 ;98,20 ;93,70
02/2015;75,40 ;89,20 ;355,70 ;0,57 ;0,75 ;82,40 ;84,60 ;101,90 ;80,70 ;96,70;85,50 ;88,60 ;89,20
03/2015;84,80 ;96,10 ;351,93 ;1,18 ;1,86 ;92,40 ;99,30 ;96,10 ;90,20 ;98,50;96,50 ;105,00 ;96,20
04/2015;74,60 ;96,10 ;358,00 ;0,85 ;0,59 ;86,80 ;95,60 ;142,60 ;85,20 ;101,70;93,70 ;102,50 ;96,60
05/2015;82,90 ;92,50 ;370,23 ;0,25 ;0,85 ;89,30 ;100,00 ;85,90 ;86,80 ;97,80;95,60 ;104,40 ;93,10
06/2015;69,70 ;88,30 ;359,61 ;1,05 ;0,77 ;87,20 ;98,70 ;91,70 ;89,80 ;97,90;90,50 ;99,80 ;88,90
07/2015;71,00 ;91,10 ;354,94 ;0,38 ;0,37 ;89,00 ;101,70 ;116,90 ;97,30 ;97,90;93,20 ;102,60 ;91,80
08/2015;68,70 ;91,80 ;342,66 ;-0,16 ;0,13 ;86,70 ;102,40 ;85,00 ;94,00 ;99,20;92,60 ;103,10 ;92,40
09/2015;65,50 ;87,20 ;338,28 ;1,25 ;1,41 ;81,80 ;94,80 ;77,10 ;91,20 ;102,40;87,80 ;103,70 ;88,10
