2012-03-01;99.7;99.8;112.7;104.7;99.2
2012-04-01;92.8;92.3;97.5;92.8;91.2
2012-05-01;102.5;102.2;106.7;102.2;99.6
2012-06-01;98.3;98.0;96.8;96.7;94.4
2012-07-01;104.5;104.6;103.5;101.3;102.2
2012-08-01;111.5;112.5;110.7;117.3;110.6
2012-09-01;103.4;104.2;96.1;101.9;105.0
2012-10-01;111.8;112.3;108.8;117.2;115.1
2012-11-01;104.8;105.8;100.2;111.8;110.8
2012-12-01;92.2;90.8;88.9;85.4;94.6
2013-01-01;94.5;94.5;98.8;99.1;93.5
2013-02-01;88.1;88.4;103.4;84.9;86.8
2013-03-01;97.7;98.7;113.7;105.5;94.0
2013-04-01;101.8;103.2;120.1;111.8;100.2
2013-05-01;105.0;106.2;114.9;108.8;103.0
2013-06-01;101.7;102.3;112.1;103.6;99.8
2013-07-01;108.0;109.0;117.0;104.7;106.7
2013-08-01;112.0;113.3;122.1;114.7;111.5
2013-09-01;107.3;108.6;119.2;109.9;108.8
2013-10-01;112.6;113.7;127.1;117.7;115.9
2013-11-01;106.1;106.9;113.0;109.2;110.5
2013-12-01;90.1;88.9;85.0;83.1;93.9
2014-01-01;92.6;92.2;99.7;94.8;92.7
2014-02-01;92.3;93.0;112.3;104.6;93.0
2014-03-01;97.3;97.3;106.2;100.3;96.6
2014-04-01;96.0;96.0;103.5;98.7;96.5
2014-05-01;101.7;101.6;104.8;96.3;104.3
2014-06-01;94.9;94.1;89.0;69.7;96.6
2014-07-01;104.4;104.1;105.9;91.8;108.1
2014-08-01;106.3;105.8;104.1;96.3;108.5
2014-09-01;105.6;105.3;107.1;104.5;111.3
2014-10-01;109.3;108.9;111.7;109.8;116.0
2014-11-01;99.8;99.1;100.9;96.9;106.7
2014-12-01;87.7;84.8;75.5;75.4;92.8
2015-01-01;88.1;85.7;84.2;82.0;88.1
2015-02-01;83.7;81.9;83.8;77.4;84.0
2015-03-01;94.3;92.7;93.7;94.5;94.3
2015-04-01;88.8;86.5;80.1;82.4;87.7
2015-05-01;93.1;90.9;77.9;81.0;93.4
2015-06-01;92.5;90.3;74.3;69.3;94.5
2015-07-01;95.5;93.5;76.7;79.4;98.5
2015-08-01;97.6;95.4;70.2;82.7;101.0
2015-09-01;94.3;92.3;73.9;75.9;103.2
2015-10-01;97.2;95.5;75.4;78.8;107.0
2015-11-01;87.6;86.6;69.8;69.2;101.1
2015-12-01;77.2;74.6;51.6;56.0;88.3
2016-01-01;76.3;74.6;54.7;58.5;82.2
2016-02-01;75.8;74.4;63.4;54.8;82.1
2016-03-01;83.7;82.8;72.8;71.8;91.1
2016-04-01;83.0;82.1;68.1;63.0;91.0
2016-05-01;86.3;84.8;70.5;66.1;91.9
2016-06-01;87.7;86.6;73.5;64.3;93.6
2016-07-01;89.6;88.2;68.6;66.6;92.9
2016-08-01;93.0;91.9;74.4;73.7;99.6
2016-09-01;90.7;89.4;70.9;70.2;99.6
2016-10-01;90.2;88.7;69.2;72.4;99.5
2016-11-01;86.5;84.8;72.0;74.2;96.2
2016-12-01;77.2;73.7;60.4;59.3;85.4
2017-01-01;77.9;74.9;58.2;61.2;84.4
2017-02-01;75.9;73.7;65.8;66.0;81.4
2017-03-01;85.4;83.7;76.1;78.3;92.1
2017-04-01;79.3;77.2;64.3;63.3;82.2
2017-05-01;90.1;88.4;76.1;79.7;93.8
2017-06-01;88.4;86.7;74.1;67.9;92.3
2017-07-01;92.1;90.6;73.8;72.3;96.9
2017-08-01;96.7;95.7;81.3;87.4;103.3
2017-09-01;93.0;91.8;75.5;81.5;99.2
2017-10-01;95.1;94.0;79.8;85.3;104.2
2017-11-01;90.6;89.4;77.9;85.5;98.8
2017-12-01;81.0;78.4;66.5;71.8;86.1
2018-01-01;82.3;79.8;68.4;73.4;86.2
2018-02-01;77.3;75.9;70.5;76.1;80.6
2018-03-01;86.2;85.0;82.9;90.5;90.2
2018-04-01;86.5;85.4;79.3;86.1;90.2
2018-05-01;84.4;81.9;71.2;70.8;85.1
2018-06-01;91.1;89.6;80.6;77.9;94.1
2018-07-01;95.8;94.6;79.2;84.7;98.2
2018-08-01;98.2;97.5;89.0;96.1;102.6
2018-09-01;90.7;89.5;78.6;78.1;97.4
2018-10-01;95.8;94.4;88.0;91.4;104.3
2018-11-01;89.5;87.9;79.9;83.4;98.1
2018-12-01;78.0;74.3;63.3;62.3;84.4
2019-01-01;80.6;77.8;63.4;70.2;84.6
2019-02-01;79.1;79.0;75.3;85.8;83.4
2019-03-01;81.0;80.7;73.4;76.5;85.6
2019-04-01;83.4;84.6;79.4;86.9;89.6
2019-05-01;91.0;91.5;86.2;90.8;95.3
2019-06-01;85.8;85.6;76.6;73.4;89.7
2019-07-01;93.5;93.1;84.1;86.0;99.8
2019-08-01;96.2;95.5;85.4;91.2;102.4
2019-09-01;91.8;91.0;79.7;84.9;99.3
2019-10-01;97.0;96.8;86.0;98.0;108.2
2019-11-01;88.0;87.4;77.2;84.5;99.2
2019-12-01;76.9;74.8;59.3;63.3;85.2
2020-01-01;79.9;79.0;65.9;71.8;83.9
2020-02-01;78.9;78.7;71.7;76.8;81.9
2020-03-01;77.9;77.3;70.1;68.9;79.4
2020-04-01;60.6;58.0;38.2;13.1;67.0
