08/2015;92.30 ;23239;13429;36668;4.52 ;3.30 ;4.08 ;87.30
09/2015;86.40 ;23417;13653;37069;4.57 ;3.33 ;4.11 ;88.30
10/2015;92.90 ;23466;13570;37036;4.78 ;3.56 ;4.33 ;86.60
11/2015;91.00 ;23751;13680;37431;4.98 ;3.66 ;4.50 ;86.50
12/2015;115.80 ;23918;13904;37823;4.88 ;3.40 ;4.34 ;83.10
01/2016;85.20 ;24086;13829;37916;4.90 ;3.66 ;4.45 ;84.10
02/2016;79.50 ;24158;13634;37792;5.03 ;4.01 ;4.66 ;83.70
03/2016;86.10 ;24288;13503;37791;4.93 ;4.38 ;4.73 ;80.60
04/2016;84.30 ;24349;13511;37860;5.07 ;4.59 ;4.90 ;79.70
05/2016;85.50 ;24450;13696;38146;5.02 ;4.35 ;4.78 ;79.20
06/2016;83.30 ;24569;13632;38201;4.67 ;4.21 ;4.50 ;80.10
07/2016;85.20 ;24801;13492;38293;4.40 ;4.55 ;4.45 ;79.00
08/2016;85.40 ;24896;13457;38354;4.46 ;4.49 ;4.47 ;79.90
09/2016;79.90 ;24946;13359;38306;4.61 ;4.65 ;4.62 ;77.90
10/2016;84.80 ;24934;13250;38185;4.75 ;5.15 ;4.89 ;76.60
11/2016;87.90 ;25159;13470;38629;4.59 ;5.04 ;4.75 ;77.20
12/2016;112.30 ;25316;13058;38374;4.26 ;4.89 ;4.47 ;76.10
01/2017;84.80 ;25406;12825;38231;4.38 ;5.21 ;4.66 ;74.50
02/2017;76.90 ;25492;12666;38159;4.40 ;5.85 ;4.88 ;70.10
03/2017;88.20 ;25618;12443;38061;4.42 ;5.90 ;4.91 ;74.10
04/2017;85.50 ;25688;12244;37932;4.65 ;5.79 ;5.02 ;74.30
05/2017;90.40 ;25868;12111;37979;4.62 ;5.61 ;4.93 ;73.90
06/2017;86.50 ;26047;11901;37949;3.80 ;4.60 ;4.05 ;73.10
07/2017;90.70 ;26213;11761;37973;3.98 ;4.49 ;4.14 ;70.30
08/2017;93.60 ;26396;11677;38073;4.01 ;3.92 ;3.98 ;70.40
09/2017;88.10 ;26520;11772;38293;4.09 ;3.61 ;3.95 ;70.60
10/2017;89.50 ;26714;11280;37994;4.12 ;3.43 ;3.92 ;69.20
11/2017;95.20 ;26993;11326;38319;4.03 ;3.44 ;3.86 ;67.30
12/2017;117.00 ;27149;11377;38526;3.72 ;2.78 ;3.44 ;70.90
01/2018;95.80 ;27468;11082;38551;3.97 ;3.01 ;3.69 ;70.40
02/2018;84.30 ;27480;10734;38214;3.96 ;2.88 ;3.65 ;66.70
03/2018;92.30 ;27694;10829;38523;3.87 ;2.73 ;3.55 ;71.80
04/2018;86.40 ;27912;10701;38614;3.91 ;2.69 ;3.57 ;72.80
05/2018;93.60 ;28038;10631;38668;3.86 ;2.96 ;3.61 ;70.70
06/2018;92.40 ;28243;10469;38712;3.67 ;2.85 ;3.45 ;71.30
07/2018;94.50 ;28445;10449;38894;3.72 ;2.96 ;3.52 ;72.80
08/2018;100.60 ;28864;10595;39459;3.64 ;2.64 ;3.37 ;71.50
09/2018;90.10 ;29080;10639;39719;3.62 ;2.40 ;3.29 ;71.50
10/2018;94.40 ;29381;10430;39811;3.55 ;3.06 ;3.42 ;73.60
11/2018;105.00 ;29820;10489;40310;3.48 ;3.00 ;3.36 ;71.90
12/2018;120.70 ;30111;9953;40064;3.26 ;3.09 ;3.22 ;70.20
01/2019;94.20 ;30362;9752;40115;3.41 ;3.31 ;3.39 ;73.40
02/2019;86.90 ;30609;9913;40522;3.37 ;3.23 ;3.34 ;73.10
03/2019;90.50 ;30835;9894;40730;3.52 ;2.79 ;3.34 ;66.70
04/2019;89.80 ;31172;9788;40960;3.49 ;2.88 ;3.35 ;75.40
05/2019;96.00 ;31438;9895;41334;3.60 ;2.87 ;3.43 ;75.80
06/2019;89.60 ;31632;10074;41706;3.47 ;2.76 ;3.30 ;73.40
07/2019;94.60 ;31789;10074;41863;3.53 ;2.61 ;3.31 ;74.80
08/2019;102.10 ;32420;10196;42616;3.70 ;2.60 ;3.43 ;75.30
09/2019;89.00 ;32769;10262;43031;3.84 ;2.33 ;3.48 ;73.80
10/2019;95.10 ;33126;10204;43331;3.82 ;1.83 ;3.35 ;74.00
11/2019;106.50 ;33622;10515;44136;3.89 ;1.64 ;3.35 ;73.20
12/2019;120.20 ;33931;10717;44648;3.88 ;1.54 ;3.32 ;71.90
01/2020;96.60 ;34237;10678;44915;4.03 ;1.51 ;3.43 ;71.90
02/2020;89.10 ;34425;10733;45158;4.07 ;1.63 ;3.49 ;71.20
03/2020;86.00 ;34663;10852;45516;4.40 ;1.70 ;3.76 ;69.00
04/2020;73.30 ;34322;10798;45120;4.65 ;1.85 ;3.98 ;65.00
