12/2013;207.812,2 ;191.959,8 ;2.176.730,2 ;2.410,00 ;2.247,00 ;2.208,00 ;1.343,00 ;2.009,95 ;3.487,00 ;1.791,00;6.124,00 ;2.295,89 ;211.938,00 ;203.864,00
01/2014;211.148,6 ;194.213,7 ;2.198.653,6 ;2.431,00 ;2.246,00 ;2.197,00 ;1.345,00 ;2.003,42 ;3.524,00 ;1.812,00;6.079,00 ;2.295,52 ;213.659,00 ;203.028,00
02/2014;209.773,8 ;193.893,1 ;2.218.066,7 ;2.441,00 ;2.267,00 ;2.212,00 ;1.349,00 ;2.018,79 ;3.528,00 ;1.854,00;6.121,00 ;2.307,80 ;214.288,00 ;204.844,00
03/2014;204.471,8 ;189.610,3 ;2.236.299,3 ;2.357,00 ;2.292,00 ;2.232,00 ;1.352,00 ;2.035,92 ;3.560,00 ;1.878,00;6.173,00 ;2.329,81 ;207.652,00 ;206.791,00
04/2014;205.614,2 ;189.941,7 ;2.253.760,0 ;2.354,00 ;2.291,00 ;2.235,00 ;1.357,00 ;2.041,08 ;3.544,00 ;1.870,00;6.130,00 ;2.333,46 ;208.137,00 ;207.488,00
05/2014;207.468,1 ;191.119,6 ;2.269.658,3 ;2.341,00 ;2.290,00 ;2.242,00 ;1.379,00 ;2.051,84 ;3.562,00 ;1.848,00;6.090,00 ;2.347,20 ;207.371,00 ;207.972,00
06/2014;209.652,8 ;193.193,6 ;2.285.292,8 ;2.331,00 ;2.280,00 ;2.237,00 ;1.371,00 ;2.047,97 ;3.546,00 ;1.820,00;6.091,00 ;2.339,09 ;206.289,00 ;207.489,00
07/2014;212.477,7 ;197.507,7 ;2.305.984,5 ;2.343,00 ;2.275,00 ;2.234,00 ;1.352,00 ;2.041,68 ;3.560,00 ;1.801,00;6.130,00 ;2.339,39 ;207.396,00 ;206.941,00
08/2014;217.679,8 ;203.070,3 ;2.330.257,4 ;2.347,00 ;2.288,00 ;2.254,00 ;1.327,00 ;2.052,42 ;3.544,00 ;1.811,00;6.171,00 ;2.346,75 ;208.581,00 ;208.259,00
09/2014;222.813,9 ;208.296,8 ;2.349.181,5 ;2.358,00 ;2.295,00 ;2.255,00 ;1.338,00 ;2.054,85 ;3.544,00 ;1.816,00;6.313,00 ;2.349,11 ;210.385,00 ;209.808,00
10/2014;223.702,5 ;209.206,0 ;2.372.607,4 ;2.343,00 ;2.304,00 ;2.254,00 ;1.362,00 ;2.056,57 ;3.551,00 ;1.840,00;6.256,00 ;2.353,77 ;209.456,00 ;211.420,00
11/2014;226.538,5 ;210.746,4 ;2.396.488,1 ;2.363,00 ;2.291,00 ;2.232,00 ;1.377,00 ;2.041,87 ;3.556,00 ;1.834,00;6.096,00 ;2.342,54 ;211.497,00 ;210.456,00
12/2014;232.871,9 ;215.659,1 ;2.420.279,3 ;2.455,00 ;2.293,00 ;2.222,00 ;1.353,00 ;2.028,39 ;3.573,00 ;1.860,00;6.088,00 ;2.334,19 ;219.162,00 ;210.942,00
01/2015;232.822,0 ;214.427,3 ;2.433.248,2 ;2.453,00 ;2.298,00 ;2.225,00 ;1.366,00 ;2.034,94 ;3.607,00 ;1.849,00;6.147,00 ;2.343,15 ;218.005,00 ;210.847,00
02/2015;230.055,8 ;212.916,9 ;2.453.559,4 ;2.435,00 ;2.292,00 ;2.213,00 ;1.324,00 ;2.017,88 ;3.591,00 ;1.846,00;6.255,00 ;2.327,06 ;215.704,00 ;209.434,00
03/2015;223.445,9 ;207.339,7 ;2.473.467,4 ;2.343,00 ;2.293,00 ;2.235,00 ;1.356,00 ;2.043,83 ;3.533,00 ;1.825,00;6.125,00 ;2.337,74 ;207.984,00 ;208.810,00
04/2015;224.671,1 ;207.531,8 ;2.486.018,3 ;2.328,00 ;2.285,00 ;2.227,00 ;1.324,00 ;2.031,13 ;3.533,00 ;1.811,00;6.167,00 ;2.330,12 ;206.511,00 ;208.679,00
05/2015;227.967,5 ;209.934,1 ;2.510.002,9 ;2.336,00 ;2.274,00 ;2.246,00 ;1.325,00 ;2.044,86 ;3.511,00 ;1.781,00;6.079,00 ;2.336,29 ;207.373,00 ;207.584,00
06/2015;229.678,7 ;211.573,8 ;2.528.608,1 ;2.321,00 ;2.278,00 ;2.242,00 ;1.296,00 ;2.035,23 ;3.499,00 ;1.794,00;6.248,00 ;2.326,93 ;205.992,00 ;208.179,00
07/2015;230.390,8 ;214.161,9 ;2.535.981,0 ;2.305,00 ;2.263,00 ;2.236,00 ;1.292,00 ;2.028,92 ;3.466,00 ;1.775,00;6.176,00 ;2.316,76 ;204.575,00 ;206.627,00
08/2015;230.832,9 ;215.050,0 ;2.545.942,1 ;2.297,00 ;2.251,00 ;2.212,00 ;1.294,00 ;2.009,47 ;3.462,00 ;1.755,00;6.194,00 ;2.302,77 ;203.969,00 ;205.580,00
09/2015;231.924,7 ;216.320,9 ;2.552.680,3 ;2.291,00 ;2.248,00 ;2.210,00 ;1.340,00 ;2.016,16 ;3.501,00 ;1.722,00;6.110,00 ;2.316,00 ;204.048,00 ;205.576,00
10/2015;236.813,5 ;221.324,1 ;2.572.335,2 ;2.289,00 ;2.237,00 ;2.208,00 ;1.351,00 ;2.016,50 ;3.497,00 ;1.726,00;5.963,00 ;2.314,74 ;203.771,00 ;205.287,00
11/2015;248.038,2 ;232.446,5 ;2.611.042,2 ;2.366,00 ;2.225,00 ;2.193,00 ;1.369,00 ;2.010,39 ;3.509,00 ;1.717,00;5.890,00 ;2.309,99 ;211.010,00 ;203.688,00
12/2015;267.967,6 ;250.705,8 ;2.657.820,4 ;2.587,00 ;2.218,00 ;2.178,00 ;1.360,00 ;1.997,65 ;3.550,00 ;1.746,00;5.715,00 ;2.307,09 ;229.274,00 ;203.152,00
01/2016;266.427,1 ;248.213,6 ;2.673.694,0 ;2.584,00 ;2.226,00 ;2.188,00 ;1.364,00 ;2.009,00 ;3.566,00 ;1.759,00;5.738,00 ;2.319,10 ;227.889,00 ;202.385,00
02/2016;262.824,5 ;244.970,8 ;2.707.203,8 ;2.531,00 ;2.212,00 ;2.201,00 ;1.335,00 ;2.012,59 ;3.536,00 ;1.744,00;5.685,00 ;2.314,38 ;222.331,00 ;200.116,00
03/2016;245.327,1 ;228.844,0 ;2.722.333,3 ;2.294,00 ;2.227,00 ;2.222,00 ;1.289,00 ;2.017,90 ;3.553,00 ;1.756,00;5.868,00 ;2.322,25 ;201.634,00 ;200.897,00
04/2016;246.965,1 ;229.173,1 ;2.738.618,1 ;2.288,00 ;2.210,00 ;2.208,00 ;1.302,00 ;2.005,64 ;3.552,00 ;1.715,00;5.810,00 ;2.313,86 ;201.805,00 ;199.455,00
05/2016;246.122,1 ;227.503,0 ;2.759.910,7 ;2.265,00 ;2.218,00 ;2.194,00 ;1.343,00 ;2.001,95 ;3.563,00 ;1.729,00;5.879,00 ;2.315,22 ;199.692,00 ;200.848,00
06/2016;248.064,2 ;229.344,1 ;2.775.644,1 ;2.272,00 ;2.194,00 ;2.158,00 ;1.368,00 ;1.979,36 ;3.577,00 ;1.716,00;5.639,00 ;2.302,61 ;199.751,00 ;198.627,00
07/2016;250.862,0 ;234.103,6 ;2.798.443,2 ;2.293,00 ;2.198,00 ;2.160,00 ;1.369,00 ;1.979,77 ;3.582,00 ;1.712,00;5.606,00 ;2.302,65 ;200.850,00 ;198.327,00
08/2016;252.704,5 ;236.239,2 ;2.823.478,5 ;2.284,00 ;2.217,00 ;2.177,00 ;1.359,00 ;1.989,28 ;3.585,00 ;1.731,00;5.581,00 ;2.314,27 ;199.492,00 ;199.363,00
09/2016;256.998,8 ;240.684,2 ;2.848.734,1 ;2.279,00 ;2.214,00 ;2.188,00 ;1.360,00 ;1.996,77 ;3.555,00 ;1.695,00;5.568,00 ;2.313,43 ;199.131,00 ;198.461,00
10/2016;258.082,7 ;241.733,8 ;2.859.672,1 ;2.276,00 ;2.218,00 ;2.201,00 ;1.336,00 ;1.999,48 ;3.558,00 ;1.693,00;5.557,00 ;2.317,44 ;199.481,00 ;198.944,00
11/2016;268.005,5 ;250.312,2 ;2.877.075,8 ;2.363,00 ;2.220,00 ;2.201,00 ;1.326,00 ;1.996,02 ;3.600,00 ;1.683,00;5.556,00 ;2.323,04 ;207.265,00 ;199.905,00
12/2016;285.267,3 ;265.642,6 ;2.893.544,5 ;2.582,00 ;2.227,00 ;2.200,00 ;1.309,00 ;1.989,92 ;3.630,00 ;1.686,00;5.788,00 ;2.320,59 ;225.302,00 ;201.000,00
01/2017;287.101,4 ;266.298,3 ;2.913.926,5 ;2.603,00 ;2.238,00 ;2.197,00 ;1.334,00 ;1.994,51 ;3.685,00 ;1.700,00;5.773,00 ;2.330,41 ;225.802,00 ;200.696,00
02/2017;280.272,2 ;260.994,6 ;2.925.147,2 ;2.548,00 ;2.245,00 ;2.210,00 ;1.352,00 ;2.010,43 ;3.713,00 ;1.701,00;5.733,00 ;2.346,71 ;220.053,00 ;200.018,00
03/2017;261.722,4 ;244.045,7 ;2.939.149,6 ;2.330,00 ;2.256,00 ;2.225,00 ;1.355,00 ;2.022,16 ;3.701,00 ;1.719,00;5.719,00 ;2.357,04 ;201.909,00 ;200.270,00
04/2017;262.315,1 ;242.843,5 ;2.954.937,4 ;2.313,00 ;2.241,00 ;2.224,00 ;1.320,00 ;2.011,44 ;3.635,00 ;1.710,00;5.746,00 ;2.338,90 ;201.423,00 ;200.082,00
05/2017;263.583,7 ;243.133,6 ;2.972.038,8 ;2.297,00 ;2.235,00 ;2.224,00 ;1.317,00 ;2.007,24 ;3.628,00 ;1.711,00;5.636,00 ;2.336,63 ;201.260,00 ;200.861,00
06/2017;265.733,2 ;244.972,4 ;2.986.034,6 ;2.305,00 ;2.230,00 ;2.227,00 ;1.328,00 ;2.010,18 ;3.620,00 ;1.695,00;5.540,00 ;2.339,11 ;202.876,00 ;201.347,00
07/2017;267.533,2 ;249.152,7 ;3.000.084,7 ;2.312,00 ;2.230,00 ;2.224,00 ;1.320,00 ;2.004,40 ;3.590,00 ;1.700,00;5.608,00 ;2.330,79 ;204.342,00 ;202.289,00
08/2017;269.310,5 ;251.236,9 ;3.017.031,9 ;2.322,00 ;2.228,00 ;2.231,00 ;1.329,00 ;2.011,77 ;3.582,00 ;1.688,00;5.635,00 ;2.334,97 ;205.816,00 ;202.869,00
09/2017;274.167,6 ;256.086,6 ;3.032.241,9 ;2.320,00 ;2.237,00 ;2.240,00 ;1.354,00 ;2.021,78 ;3.587,00 ;1.691,00;5.683,00 ;2.344,39 ;206.263,00 ;204.422,00
10/2017;276.182,5 ;258.059,0 ;3.049.060,2 ;2.319,00 ;2.242,00 ;2.248,00 ;1.347,00 ;2.025,04 ;3.597,00 ;1.689,00;5.703,00 ;2.349,36 ;207.070,00 ;205.704,00
11/2017;285.309,4 ;266.134,1 ;3.064.497,5 ;2.396,00 ;2.250,00 ;2.267,00 ;1.326,00 ;2.030,70 ;3.626,00 ;1.696,00;5.629,00 ;2.359,89 ;214.384,00 ;207.357,00
12/2017;303.678,2 ;282.996,0 ;3.084.302,1 ;2.616,00 ;2.246,00 ;2.269,00 ;1.285,00 ;2.023,38 ;3.624,00 ;1.707,00;5.645,00 ;2.351,57 ;232.964,00 ;207.746,00
01/2018;304.078,9 ;282.482,4 ;3.097.612,4 ;2.639,00 ;2.257,00 ;2.267,00 ;1.306,00 ;2.029,06 ;3.681,00 ;1.720,00;5.652,00 ;2.364,67 ;233.554,00 ;207.576,00
02/2018;294.659,9 ;274.432,2 ;3.104.810,4 ;2.565,00 ;2.265,00 ;2.260,00 ;1.307,00 ;2.026,85 ;3.729,00 ;1.725,00;5.691,00 ;2.372,51 ;225.738,00 ;207.165,00
03/2018;275.425,2 ;256.677,2 ;3.122.196,7 ;2.363,00 ;2.271,00 ;2.239,00 ;1.331,00 ;2.016,52 ;3.755,00 ;1.721,00;5.768,00 ;2.371,81 ;208.366,00 ;205.989,00
04/2018;275.087,0 ;254.348,4 ;3.132.127,2 ;2.355,00 ;2.276,00 ;2.252,00 ;1.357,00 ;2.028,81 ;3.740,00 ;1.710,00;5.799,00 ;2.382,28 ;208.072,00 ;207.223,00
05/2018;275.407,5 ;254.336,8 ;3.138.420,1 ;2.352,00 ;2.279,00 ;2.246,00 ;1.370,00 ;2.025,32 ;3.740,00 ;1.711,00;5.861,00 ;2.380,99 ;208.652,00 ;207.707,00
06/2018;276.261,8 ;254.133,8 ;3.149.680,8 ;2.352,00 ;2.273,00 ;2.243,00 ;1.404,00 ;2.033,05 ;3.707,00 ;1.720,00;5.681,00 ;2.383,36 ;209.663,00 ;208.306,00
07/2018;280.087,7 ;260.591,5 ;3.166.443,6 ;2.366,00 ;2.267,00 ;2.238,00 ;1.388,00 ;2.024,51 ;3.708,00 ;1.719,00;5.656,00 ;2.376,31 ;211.850,00 ;208.606,00
08/2018;282.935,8 ;263.131,0 ;3.174.102,4 ;2.355,00 ;2.276,00 ;2.240,00 ;1.402,00 ;2.028,11 ;3.685,00 ;1.715,00;5.897,00 ;2.375,33 ;212.054,00 ;210.410,00
09/2018;287.602,3 ;268.730,8 ;3.187.613,3 ;2.347,00 ;2.270,00 ;2.248,00 ;1.401,00 ;2.029,33 ;3.699,00 ;1.688,00;5.905,00 ;2.377,55 ;211.978,00 ;210.775,00
10/2018;288.465,9 ;269.324,0 ;3.200.238,6 ;2.340,00 ;2.270,00 ;2.239,00 ;1.410,00 ;2.023,11 ;3.705,00 ;1.688,00;5.893,00 ;2.372,97 ;212.133,00 ;211.534,00
11/2018;298.120,2 ;277.907,7 ;3.209.423,2 ;2.432,00 ;2.270,00 ;2.234,00 ;1.419,00 ;2.021,11 ;3.720,00 ;1.714,00;5.779,00 ;2.375,25 ;220.150,00 ;212.563,00
