07/2013;95.60 ;7806;4012;11818;4.34 ;3.99 ;4.22 ;101.20
08/2013;94.10 ;7915;4035;11949;4.41 ;3.80 ;4.21 ;94.60
09/2013;86.60 ;8035;4093;12129;4.36 ;3.73 ;4.14 ;90.90
10/2013;90.40 ;8138;4157;12295;4.33 ;3.55 ;4.07 ;97.90
11/2013;97.00 ;8273;4204;12477;4.29 ;3.90 ;4.16 ;109.70
12/2013;134.60 ;8424;4289;12713;3.95 ;3.68 ;3.86 ;109.30
01/2014;86.60 ;8546;4233;12779;3.85 ;3.47 ;3.72 ;104.10
02/2014;80.90 ;8625;4287;12912;3.71 ;3.29 ;3.57 ;99.40
03/2014;85.80 ;8707;4339;13046;3.66 ;3.42 ;3.58 ;96.10
04/2014;91.20 ;8834;4351;13185;3.72 ;3.50 ;3.64 ;98.50
05/2014;106.90 ;8994;4371;13366;3.70 ;3.37 ;3.59 ;102.30
06/2014;95.10 ;9192;4465;13657;3.53 ;3.10 ;3.39 ;97.40
07/2014;100.10 ;9331;4466;13797;3.34 ;3.03 ;3.24 ;95.80
08/2014;103.70 ;9475;4517;13992;3.34 ;3.12 ;3.27 ;99.80
09/2014;98.00 ;9597;4554;14151;3.20 ;2.86 ;3.09 ;93.60
10/2014;103.50 ;9776;4531;14307;3.18 ;2.77 ;3.05 ;101.40
11/2014;106.00 ;9957;4677;14634;3.09 ;2.42 ;2.88 ;103.60
12/2014;142.10 ;10143;4723;14866;2.90 ;2.14 ;2.66 ;108.00
01/2015;93.80 ;10254;4676;14931;2.94 ;2.31 ;2.74 ;101.40
02/2015;83.90 ;10319;4640;14959;2.94 ;2.62 ;2.84 ;93.10
03/2015;91.40 ;10325;4572;14897;2.87 ;2.88 ;2.87 ;102.30
04/2015;90.40 ;10511;4522;15033;2.88 ;3.03 ;2.93 ;101.90
05/2015;98.10 ;10588;4523;15111;2.98 ;3.37 ;3.10 ;110.70
06/2015;89.30 ;10673;4524;15197;2.87 ;3.45 ;3.04 ;106.80
07/2015;96.20 ;10772;4475;15247;2.86 ;3.52 ;3.06 ;116.20
08/2015;91.20 ;10886;4458;15344;2.85 ;3.84 ;3.14 ;109.40
09/2015;86.10 ;10979;4457;15437;2.89 ;3.71 ;3.13 ;99.70
10/2015;92.10 ;11096;4451;15547;2.97 ;3.79 ;3.21 ;102.40
11/2015;93.10 ;11232;4437;15669;3.11 ;3.53 ;3.23 ;107.90
12/2015;122.70 ;11355;4443;15798;3.08 ;3.78 ;3.28 ;111.20
01/2016;83.70 ;11431;4349;15779;3.08 ;4.06 ;3.35 ;102.90
02/2016;79.80 ;11464;4327;15791;3.13 ;4.54 ;3.51 ;108.50
03/2016;81.50 ;11544;4187;15731;3.08 ;4.53 ;3.47 ;109.30
04/2016;76.90 ;11580;4163;15743;3.16 ;4.75 ;3.58 ;109.30
05/2016;81.90 ;11651;4071;15721;3.14 ;5.16 ;3.66 ;109.90
06/2016;79.30 ;11765;4174;15938;2.89 ;4.44 ;3.29 ;99.60
07/2016;83.60 ;11823;4087;15911;2.75 ;4.93 ;3.31 ;100.00
08/2016;79.80 ;11936;4046;15982;2.74 ;5.59 ;3.46 ;86.20
09/2016;72.90 ;12016;4047;16063;2.76 ;5.56 ;3.47 ;84.60
10/2016;77.90 ;12060;4009;16069;2.81 ;6.22 ;3.67 ;82.30
11/2016;84.60 ;12169;3975;16143;2.76 ;6.54 ;3.69 ;84.10
12/2016;107.90 ;12278;3950;16229;2.67 ;6.15 ;3.52 ;89.40
01/2017;77.40 ;12373;3857;16229;2.74 ;6.22 ;3.57 ;78.50
02/2017;71.20 ;12443;3831;16274;2.78 ;7.34 ;3.85 ;89.00
03/2017;81.80 ;12520;3743;16262;2.74 ;7.67 ;3.88 ;98.00
04/2017;77.60 ;12579;3715;16294;2.75 ;7.56 ;3.84 ;91.20
05/2017;88.00 ;12686;3663;16349;2.76 ;7.38 ;3.80 ;87.50
06/2017;81.60 ;12784;3683;16467;2.52 ;6.65 ;3.44 ;85.50
07/2017;87.70 ;12925;3590;16515;2.52 ;5.54 ;3.18 ;92.80
08/2017;90.90 ;13115;3599;16714;2.48 ;5.15 ;3.05 ;84.90
09/2017;85.10 ;13245;3588;16833;2.46 ;5.29 ;3.06 ;75.20
10/2017;88.80 ;13391;3571;16962;2.40 ;4.99 ;2.95 ;75.90
11/2017;94.60 ;13562;3581;17142;2.34 ;4.61 ;2.81 ;86.30
12/2017;121.10 ;13691;3617;17308;2.24 ;3.90 ;2.58 ;92.10
01/2018;83.00 ;13752;3555;17306;2.33 ;3.98 ;2.67 ;76.30
02/2018;77.40 ;13813;3511;17325;2.34 ;3.52 ;2.58 ;87.00
03/2018;89.60 ;13944;3561;17505;2.32 ;3.48 ;2.56 ;98.90
04/2018;83.80 ;14082;3584;17666;2.28 ;3.52 ;2.53 ;92.20
05/2018;91.70 ;14205;3564;17769;2.26 ;3.62 ;2.53 ;84.50
06/2018;87.40 ;14357;3632;17989;2.22 ;3.37 ;2.45 ;91.10
07/2018;87.80 ;14504;3616;18120;2.24 ;3.08 ;2.41 ;86.30
08/2018;91.80 ;14788;3650;18438;2.23 ;2.74 ;2.33 ;80.30
09/2018;92.00 ;14955;3710;18664;2.29 ;2.95 ;2.42 ;77.50
10/2018;93.70 ;15176;3732;18908;2.27 ;3.01 ;2.41 ;74.00
11/2018;108.50 ;15436;3829;19265;2.24 ;2.80 ;2.35 ;82.20
12/2018;124.70 ;15637;3973;19610;2.17 ;2.54 ;2.25 ;92.10
01/2019;86.30 ;15817;3937;19754;2.22 ;2.84 ;2.34 ;76.80
02/2019;80.80 ;16370;3946;20315;2.14 ;2.39 ;2.19 ;81.80
03/2019;87.40 ;16566;3949;20514;2.20 ;2.46 ;2.25 ;85.40
04/2019;84.20 ;16766;3953;20719;2.20 ;2.64 ;2.28 ;82.90
05/2019;91.40 ;16975;3996;20971;2.29 ;3.33 ;2.49 ;81.90
06/2019;84.10 ;17149;4078;21227;2.21 ;3.33 ;2.43 ;82.50
07/2019;91.90 ;17288;4091;21378;2.25 ;3.71 ;2.53 ;82.30
08/2019;87.80 ;17604;4113;21717;2.28 ;3.24 ;2.46 ;75.70
09/2019;88.60 ;17866;4191;22057;2.35 ;3.73 ;2.61 ;69.30
10/2019;91.30 ;18129;4243;22373;2.38 ;3.81 ;2.65 ;79.20
11/2019;111.90 ;18382;4286;22668;2.38 ;3.59 ;2.61 ;82.30
12/2019;116.20 ;18696;4348;23044;2.35 ;3.37 ;2.54 ;82.40
01/2020;86.00 ;18929;4284;23212;2.40 ;3.15 ;2.54 ;72.80
02/2020;82.70 ;19110;4286;23397;2.47 ;3.38 ;2.64 ;85.20
03/2020;64.50 ;19266;4326;23592;2.62 ;3.62 ;2.81 ;92.50
04/2020;49.30 ;19256;4309;23565;2.82 ;3.92 ;3.02 ;85.40
