11/1991;24,62 ;25,75 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1991;24,87 ;24,47 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1992;23,39 ;23,54 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1992;23,98 ;24,62 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1992;21,77 ;21,77 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1992;21,46 ;22,15 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1992;25,00 ;24,75 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1992;20,50 ;20,85 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1992;21,94 ;22,08 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1992;21,64 ;22,36 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1992;24,84 ;24,44 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1992;25,78 ;26,00 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1992;23,16 ;23,00 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1992;24,98 ;25,14 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1993;29,42 ;29,04 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1993;24,20 ;24,28 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1993;28,68 ;28,63 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1993;28,69 ;29,20 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1993;28,36 ;27,29 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1993;30,21 ;30,37 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1993;30,03 ;31,13 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1993;33,23 ;33,49 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1993;36,50 ;36,27 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1993;34,86 ;35,19 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1993;35,52 ;35,41 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1993;36,42 ;36,87 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1994;39,55 ;39,03 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1994;38,62 ;38,85 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1994;44,06 ;44,87 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1994;43,92 ;44,02 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1994;45,15 ;44,33 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1994;47,26 ;47,28 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1994;5,43 ;5,98 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1994;1,49 ;1,43 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1994;1,32 ;1,33 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1994;1,97 ;1,97 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1994;2,11 ;2,23 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1994;1,87 ;1,72 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1995;1,63 ;1,52 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1995;0,54 ;0,51 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1995;2,15 ;2,09 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1995;2,91 ;3,02 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1995;2,67 ;2,15 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1995;2,02 ;2,05 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1995;2,07 ;2,03 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1995;1,02 ;0,92 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1995;1,11 ;1,23 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1995;1,63 ;1,58 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1995;1,07 ;1,08 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1995;1,14 ;1,09 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1996;1,02 ;0,97 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1996;0,61 ;0,43 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1996;0,56 ;0,49 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1996;1,14 ;0,95 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1996;1,28 ;1,41 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1996;0,97 ;1,04 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1996;0,63 ;0,68 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1996;0,34 ;0,40 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1996;0,33 ;0,31 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1996;0,20 ;0,29 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1996;0,32 ;0,31 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1996;0,29 ;0,18 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1997;0,78 ;0,58 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1997;0,33 ;0,19 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1997;0,58 ;0,78 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1997;1,19 ;1,11 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1997;0,40 ;0,28 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1997;0,39 ;0,31 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1997;0,18 ;0,22 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1997;-0,02 ;0,07 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1997;0,16 ;0,28 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1997;0,26 ;0,31 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1997;0,47 ;0,45 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1997;0,55 ;0,62 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1998;0,43 ;0,40 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1998;0,18 ;0,11 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1998;0,75 ;0,81 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1998;0,17 ;0,26 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1998;0,34 ;0,32 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1998;0,22 ;0,28 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1998;0,10 ;0,33 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1998;-0,49 ;-0,23 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1998;-0,03 ;-0,06 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1998;0,14 ;0,10 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1998;-0,06 ;-0,11 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1998;0,10 ;0,06 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/1999;0,65 ;0,66 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
02/1999;1,31 ;1,43 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
03/1999;1,63 ;1,93 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
04/1999;1,27 ;1,10 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
05/1999;0,71 ;0,49 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
06/1999;0,17 ;0,10 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
07/1999;0,98 ;0,84 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
08/1999;0,57 ;0,51 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
09/1999;0,36 ;0,50 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
10/1999;1,00 ;0,86 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
11/1999;1,15 ;1,12 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
12/1999;0,50 ;0,55 ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;
01/2000;0,50 ;0,51 ;52,45 ;-;84,61 ;65,60 ;64,36 ;51,82 ;31,54 ;-;-;-;-;-;57,03 ;-;34,90 ;-;-;-;;;;
02/2000;0,72 ;0,75 ;52,61 ;-;84,62 ;63,85 ;62,72 ;58,61 ;30,63 ;-;-;-;-;-;57,43 ;-;39,22 ;-;-;-;;;;
03/2000;0,23 ;0,32 ;56,15 ;-;86,09 ;68,26 ;67,33 ;65,77 ;33,72 ;-;-;-;-;-;57,74 ;-;42,99 ;-;-;-;;;;
04/2000;0,40 ;0,21 ;56,76 ;-;88,21 ;69,53 ;69,13 ;79,00 ;29,92 ;-;-;-;-;-;57,50 ;-;37,92 ;-;-;-;;;;
05/2000;0,23 ;0,21 ;57,99 ;-;85,38 ;64,63 ;63,68 ;95,83 ;35,64 ;-;-;-;-;-;57,08 ;-;42,48 ;-;-;-;;;;
06/2000;0,35 ;0,27 ;55,07 ;-;81,90 ;65,06 ;63,96 ;81,46 ;32,75 ;-;-;-;-;-;57,46 ;-;40,03 ;-;-;-;;;;
07/2000;2,14 ;2,21 ;56,22 ;-;81,66 ;66,49 ;65,50 ;86,55 ;34,96 ;-;-;-;-;-;56,51 ;-;43,37 ;-;-;-;;;;
08/2000;1,15 ;1,02 ;55,00 ;-;78,38 ;65,53 ;64,83 ;73,81 ;35,06 ;-;-;-;-;-;55,67 ;-;44,87 ;-;-;-;;;;
09/2000;0,15 ;0,33 ;53,28 ;-;76,97 ;67,09 ;66,24 ;65,41 ;31,56 ;-;-;-;-;-;56,10 ;-;41,38 ;-;-;-;;;;
10/2000;-0,03 ;-0,05 ;54,51 ;-;80,54 ;64,91 ;63,98 ;72,90 ;34,38 ;-;-;-;-;-;55,21 ;-;46,82 ;-;-;-;;;;
11/2000;0,43 ;0,35 ;56,18 ;-;77,68 ;65,81 ;65,07 ;79,45 ;36,92 ;-;-;-;-;-;56,84 ;-;45,25 ;-;-;-;;;;
12/2000;0,57 ;0,38 ;78,30 ;-;79,40 ;90,09 ;89,72 ;141,44 ;61,37 ;-;-;-;-;-;58,16 ;-;49,07 ;-;-;-;;;;
01/2001;0,61 ;0,64 ;53,07 ;-;76,38 ;66,76 ;66,50 ;56,57 ;35,07 ;-;-;-;-;-;57,74 ;-;42,14 ;-;-;-;;;;
02/2001;0,58 ;0,72 ;50,12 ;-;70,38 ;64,03 ;64,16 ;57,55 ;30,11 ;-;-;-;-;-;57,51 ;-;37,92 ;-;-;-;;;;
03/2001;0,36 ;0,43 ;58,00 ;-;82,22 ;72,18 ;72,01 ;65,95 ;36,63 ;-;-;-;-;-;57,95 ;-;51,22 ;-;-;-;;;;
04/2001;0,62 ;0,96 ;56,15 ;-;82,97 ;68,04 ;67,83 ;76,07 ;32,38 ;-;-;-;-;-;57,95 ;-;47,40 ;-;-;-;;;;
05/2001;0,58 ;0,76 ;59,31 ;-;83,59 ;64,51 ;64,27 ;104,12 ;38,86 ;-;-;-;-;-;58,15 ;-;47,01 ;-;-;-;;;;
06/2001;0,29 ;0,22 ;55,94 ;-;80,46 ;66,11 ;66,00 ;84,71 ;33,75 ;-;-;-;-;-;57,53 ;-;41,80 ;-;-;-;;;;
07/2001;1,35 ;1,48 ;55,11 ;-;80,24 ;64,61 ;64,69 ;75,07 ;36,63 ;-;-;-;-;-;56,35 ;-;44,28 ;-;-;-;;;;
08/2001;0,57 ;0,77 ;57,32 ;-;86,04 ;67,56 ;67,45 ;72,68 ;37,26 ;-;-;-;-;-;57,64 ;-;42,67 ;-;-;-;;;;
09/2001;0,36 ;0,42 ;53,07 ;-;78,29 ;66,12 ;66,18 ;62,06 ;32,49 ;-;-;-;-;-;56,82 ;-;34,76 ;-;-;-;;;;
10/2001;1,01 ;0,96 ;56,96 ;-;82,75 ;67,49 ;67,12 ;73,04 ;36,42 ;-;-;-;-;-;56,86 ;-;40,58 ;-;-;-;;;;
11/2001;0,66 ;0,84 ;55,70 ;-;80,25 ;65,53 ;65,56 ;73,36 ;36,11 ;-;-;-;-;-;56,25 ;-;38,98 ;-;-;-;;;;
12/2001;0,52 ;0,52 ;75,57 ;-;81,79 ;85,86 ;86,42 ;135,98 ;60,11 ;-;-;-;-;-;56,63 ;-;39,43 ;-;-;-;;;;
01/2002;0,40 ;0,61 ;51,68 ;-;82,10 ;63,00 ;63,23 ;51,94 ;33,57 ;-;-;-;-;-;55,78 ;-;35,85 ;85,6 ;-;-;;;;
02/2002;0,49 ;0,56 ;49,08 ;-;77,93 ;59,48 ;59,94 ;51,80 ;29,78 ;-;-;-;-;-;56,32 ;-;31,67 ;87,0 ;-;-;;;;
03/2002;1,07 ;1,23 ;56,72 ;-;84,89 ;71,88 ;72,59 ;58,65 ;35,50 ;-;-;-;-;-;55,96 ;-;38,41 ;86,4 ;-;-;;;;
04/2002;0,93 ;0,83 ;53,42 ;-;85,07 ;62,65 ;62,96 ;67,00 ;34,24 ;-;-;-;-;-;56,05 ;-;40,96 ;86,5 ;-;-;;;;
05/2002;0,15 ;0,17 ;57,09 ;-;87,56 ;64,03 ;64,33 ;82,19 ;37,88 ;-;-;-;-;-;55,92 ;-;36,42 ;87,5 ;-;-;;;;
06/2002;0,29 ;0,34 ;53,82 ;-;84,56 ;62,84 ;63,22 ;74,38 ;33,30 ;-;-;-;-;-;55,98 ;-;32,63 ;86,8 ;-;-;;;;
07/2002;1,29 ;1,40 ;55,98 ;-;92,26 ;63,78 ;64,28 ;71,60 ;35,04 ;-;-;-;-;-;56,39 ;-;36,88 ;84,4 ;-;-;;;;
08/2002;0,31 ;0,48 ;58,06 ;-;96,30 ;66,96 ;67,63 ;71,03 ;35,41 ;-;-;-;-;-;57,77 ;-;36,45 ;85,5 ;-;-;;;;
09/2002;0,87 ;0,89 ;51,92 ;-;90,08 ;59,62 ;60,10 ;58,51 ;31,26 ;-;-;-;-;-;56,62 ;-;35,19 ;88,6 ;-;-;;;;
10/2002;1,57 ;1,72 ;56,45 ;-;91,17 ;64,80 ;65,32 ;68,08 ;35,21 ;-;-;-;-;-;56,22 ;-;39,03 ;86,8 ;-;-;;;;
11/2002;2,94 ;3,40 ;55,78 ;-;88,68 ;63,89 ;64,39 ;70,19 ;35,07 ;-;-;-;-;-;55,53 ;-;33,74 ;89,6 ;-;-;;;;
12/2002;1,96 ;2,39 ;71,93 ;-;89,34 ;77,36 ;78,13 ;126,64 ;56,04 ;-;-;-;-;-;54,80 ;-;38,55 ;87,5 ;-;-;;;;
01/2003;1,99 ;1,90 ;50,30 ;-;82,79 ;60,18 ;61,00 ;49,38 ;32,51 ;-;-;-;-;-;53,62 ;-;32,06 ;87,8 ;102,55 ;-;;;;
02/2003;1,54 ;1,15 ;48,15 ;-;73,52 ;56,75 ;57,42 ;52,72 ;30,95 ;-;-;-;-;-;54,23 ;-;31,71 ;87,2 ;105,94 ;-;;;;
03/2003;1,53 ;1,91 ;51,70 ;-;84,23 ;61,84 ;62,29 ;57,64 ;31,11 ;-;-;-;-;-;53,74 ;-;33,17 ;87,8 ;106,31 ;-;;;;
04/2003;1,07 ;1,38 ;53,05 ;-;83,27 ;61,09 ;61,47 ;75,82 ;31,76 ;-;-;-;-;-;53,92 ;-;34,16 ;87,8 ;105,21 ;-;;;;
05/2003;0,26 ;0,62 ;56,21 ;-;93,05 ;60,19 ;60,65 ;81,72 ;37,16 ;-;-;-;-;-;54,12 ;-;34,64 ;84,9 ;101,52 ;-;;;;
06/2003;-0,30 ;-0,23 ;51,01 ;-;84,88 ;55,67 ;55,96 ;69,85 ;33,21 ;-;-;-;-;-;54,47 ;-;33,86 ;84,2 ;100,64 ;-;;;;
07/2003;0,13 ;-0,02 ;54,62 ;-;94,24 ;59,68 ;60,05 ;73,08 ;36,13 ;-;-;-;-;-;54,89 ;-;36,95 ;81,3 ;99,74 ;-;;;;
08/2003;0,43 ;0,21 ;54,63 ;-;89,37 ;62,33 ;62,75 ;69,42 ;35,62 ;-;-;-;-;-;55,10 ;-;34,74 ;84,1 ;100,92 ;-;;;;
09/2003;0,57 ;0,43 ;51,33 ;-;84,25 ;58,80 ;58,92 ;60,91 ;34,62 ;-;-;-;-;-;55,38 ;-;39,93 ;88,4 ;102,45 ;-;;;;
10/2003;0,36 ;0,50 ;56,21 ;-;89,47 ;63,13 ;63,33 ;71,78 ;39,40 ;-;-;-;-;-;55,68 ;-;40,44 ;88,1 ;102,02 ;-;;;;
11/2003;0,13 ;0,11 ;56,24 ;-;89,23 ;62,86 ;63,10 ;70,06 ;40,36 ;-;-;-;-;-;57,01 ;-;39,94 ;91,0 ;104,05 ;-;;;;
12/2003;0,54 ;0,43 ;75,58 ;-;89,17 ;80,12 ;80,89 ;128,87 ;69,66 ;-;-;-;-;-;56,73 ;-;47,35 ;87,2 ;102,48 ;-;;;;
01/2004;1,02 ;1,02 ;54,78 ;49,66 ;85,99 ;63,51 ;63,91 ;55,01 ;39,68 ;34,41;95,23 ;13,92 ;29,36 ;51,62 ;57,27 ;52,06 ;40,72 ;89,3 ;105,06 ;-;;;;
02/2004;0,76 ;0,44 ;51,76 ;47,04 ;79,82 ;60,67 ;61,08 ;53,85 ;35,40 ;30,46;116,58 ;13,11 ;29,14 ;48,19 ;57,93 ;53,36 ;38,99 ;91,2 ;106,38 ;-;;;;
03/2004;0,53 ;0,83 ;57,62 ;54,83 ;93,69 ;65,33 ;65,79 ;63,79 ;40,03 ;35,43;100,82 ;18,97 ;32,51 ;58,72 ;59,01 ;53,89 ;49,76 ;91,9 ;109,24 ;-;;;;
04/2004;0,69 ;0,89 ;58,51 ;53,27 ;92,21 ;68,11 ;68,84 ;69,98 ;38,48 ;33,12;70,54 ;16,55 ;35,71 ;53,56 ;59,24 ;54,69 ;44,51 ;92,7 ;108,78 ;-;;;;
05/2004;0,83 ;1,04 ;60,81 ;55,18 ;93,82 ;64,14 ;64,72 ;96,31 ;47,24 ;35,83;71,49 ;18,52 ;39,76 ;54,27 ;59,76 ;55,45 ;46,08 ;91,9 ;105,00 ;-;;;;
06/2004;0,99 ;0,79 ;56,98 ;52,73 ;88,99 ;61,76 ;62,30 ;77,03 ;44,40 ;35,45;61,76 ;18,31 ;34,15 ;55,59 ;59,93 ;54,88 ;45,40 ;93,6 ;105,57 ;-;;;;
07/2004;0,80 ;0,80 ;60,95 ;55,80 ;95,07 ;67,75 ;68,41 ;77,08 ;47,64 ;35,12;67,18 ;17,40 ;34,62 ;58,75 ;60,28 ;55,46 ;46,75 ;96,9 ;107,63 ;-;;;;
08/2004;0,84 ;0,65 ;58,14 ;54,32 ;90,02 ;64,52 ;65,30 ;69,22 ;46,80 ;34,87;71,27 ;17,48 ;34,01 ;56,80 ;60,26 ;55,20 ;47,51 ;96,5 ;108,78 ;-;;;;
09/2004;0,22 ;-0,06 ;56,65 ;53,17 ;89,57 ;64,75 ;65,47 ;64,36 ;42,24 ;33,55;61,03 ;15,78 ;31,27 ;54,83 ;60,42 ;55,80 ;47,44 ;95,1 ;108,96 ;-;;;;
10/2004;0,45 ;0,20 ;61,52 ;56,74 ;91,17 ;71,66 ;72,48 ;69,53 ;46,47 ;34,85;61,00 ;15,50 ;37,05 ;55,26 ;61,13 ;56,18 ;49,67 ;95,9 ;108,93 ;-;;;;
11/2004;0,61 ;0,30 ;59,66 ;56,14 ;86,59 ;67,03 ;67,78 ;72,33 ;48,04 ;34,70;63,84 ;17,72 ;38,38 ;57,52 ;61,14 ;55,65 ;50,65 ;93,7 ;108,87 ;-;;;;
12/2004;0,86 ;0,60 ;84,50 ;73,52 ;91,84 ;91,91 ;93,06 ;134,72 ;81,36 ;41,18;103,38 ;20,46 ;71,38 ;58,62 ;62,77 ;56,94 ;58,74 ;93,2 ;109,33 ;-;;;;
01/2005;0,64 ;0,70 ;58,25 ;53,21 ;84,98 ;69,22 ;70,05 ;55,51 ;44,62 ;34,21;83,35 ;15,03 ;30,64 ;51,21 ;61,61 ;57,37 ;45,71 ;95,2 ;108,05 ;-;;;;
02/2005;0,39 ;0,17 ;52,63 ;47,65 ;75,17 ;60,89 ;61,10 ;52,48 ;40,52 ;32,31;136,67 ;18,35 ;33,18 ;50,65 ;60,16 ;54,86 ;39,10 ;92,9 ;107,07 ;-;;;;
03/2005;0,65 ;0,76 ;60,35 ;55,29 ;83,52 ;71,32 ;71,51 ;63,07 ;44,87 ;36,91;102,61 ;20,69 ;40,23 ;56,83 ;60,07 ;54,61 ;47,11 ;93,6 ;108,72 ;-;;;;
04/2005;1,29 ;1,35 ;57,89 ;52,31 ;76,69 ;65,26 ;65,37 ;77,51 ;45,57 ;34,02;76,05 ;21,21 ;44,07 ;54,91 ;59,15 ;53,28 ;42,83 ;93,0 ;108,13 ;-;;;;
05/2005;0,29 ;0,41 ;59,08 ;52,92 ;81,57 ;63,34 ;63,47 ;80,85 ;51,84 ;36,74;69,35 ;22,05 ;42,98 ;54,03 ;59,48 ;53,93 ;42,88 ;97,2 ;108,21 ;-;;;;
06/2005;-0,15 ;-0,32 ;58,43 ;52,41 ;84,10 ;63,60 ;63,67 ;71,37 ;50,10 ;37,02;66,88 ;24,16 ;41,05 ;55,02 ;61,00 ;54,05 ;42,33 ;94,6 ;108,31 ;-;;;;
07/2005;0,52 ;0,25 ;60,54 ;52,98 ;82,02 ;68,43 ;68,56 ;79,76 ;48,40 ;37,57;72,01 ;22,40 ;40,39 ;53,05 ;60,82 ;53,67 ;40,79 ;93,1 ;108,27 ;-;;;;
08/2005;0,13 ;-0,04 ;57,27 ;52,65 ;80,10 ;62,12 ;62,11 ;68,14 ;48,66 ;38,83;83,99 ;25,88 ;41,34 ;57,55 ;58,55 ;52,28 ;44,65 ;93,6 ;108,66 ;-;;;;
09/2005;0,33 ;0,20 ;55,52 ;50,07 ;75,84 ;62,36 ;62,34 ;65,69 ;45,06 ;36,71;70,07 ;23,22 ;38,57 ;51,37 ;58,96 ;51,95 ;41,37 ;91,3 ;108,93 ;-;;;;
10/2005;0,54 ;0,27 ;58,90 ;53,08 ;77,24 ;67,03 ;67,01 ;67,14 ;48,79 ;37,75;65,65 ;24,62 ;43,10 ;53,86 ;59,20 ;53,10 ;43,66 ;91,0 ;108,54 ;-;;;;
11/2005;0,43 ;0,42 ;58,26 ;53,66 ;77,70 ;63,92 ;63,78 ;71,10 ;49,55 ;38,55;64,39 ;24,89 ;45,94 ;56,86 ;59,41 ;53,17 ;45,82 ;91,1 ;108,84 ;-;;;;
12/2005;0,39 ;0,36 ;81,75 ;70,51 ;80,72 ;84,89 ;85,00 ;135,22 ;83,14 ;45,54;107,05 ;31,23 ;83,20 ;58,03 ;60,15 ;54,70 ;54,93 ;93,1 ;108,72 ;-;;;;
01/2006;0,57 ;0,08 ;55,87 ;50,09 ;70,57 ;63,22 ;63,16 ;57,57 ;48,37 ;38,42;93,62 ;23,23 ;40,68 ;51,78 ;59,55 ;53,64 ;40,40 ;91,6 ;111,42 ;-;;;;
02/2006;0,22 ;0,05 ;53,08 ;46,93 ;71,88 ;61,12 ;61,30 ;49,98 ;41,62 ;33,79;109,03 ;22,28 ;37,39 ;43,23 ;60,56 ;54,04 ;37,45 ;91,4 ;110,70 ;-;;;;
03/2006;0,51 ;0,32 ;59,83 ;55,61 ;76,80 ;68,25 ;68,41 ;58,30 ;49,02 ;40,58;94,48 ;30,40 ;44,27 ;52,51 ;60,60 ;54,65 ;49,49 ;89,5 ;109,73 ;-;;;;
04/2006;0,20 ;0,13 ;60,93 ;52,50 ;74,19 ;71,41 ;71,72 ;72,91 ;45,31 ;36,64;69,43 ;25,42 ;49,23 ;46,06 ;61,70 ;55,34 ;39,83 ;89,5 ;111,00 ;-;;;;
05/2006;0,19 ;0,25 ;62,15 ;56,41 ;73,66 ;65,44 ;65,69 ;90,33 ;56,47 ;41,15;67,87 ;30,38 ;52,55 ;52,95 ;61,34 ;55,30 ;47,77 ;91,6 ;111,81 ;-;;;;
