10/2011;0.78 ;0.64 ;86.06 ;86.97 ;87.43 ;88.00 ;88.18 ;87.06 ;82.94 ;77.20;72.09 ;118.98 ;77.28 ;82.43 ;86.74 ;87.29 ;90.12 ;103.5 ;143.09 ;91.16;84.52 ;106.18 ;88.84 ;97.80
11/2011;0.45 ;0.38 ;87.35 ;90.77 ;86.50 ;88.43 ;88.48 ;86.73 ;90.30 ;78.63;77.56 ;116.59 ;76.39 ;85.59 ;88.27 ;89.02 ;98.61 ;104.0 ;145.00 ;91.72;84.68 ;107.28 ;89.58 ;100.11
12/2011;0.30 ;0.24 ;120.38 ;115.61 ;91.85 ;117.16 ;117.55 ;160.57 ;138.05 ;92.39;146.88 ;148.07 ;132.01 ;86.05 ;90.06 ;91.92 ;114.81 ;110.1 ;148.04 ;93.57;85.45 ;107.76 ;95.90 ;98.96
01/2012;0.33 ;0.24 ;91.04 ;88.13 ;83.87 ;97.16 ;97.87 ;71.68 ;98.15 ;78.76;150.47 ;96.70 ;75.06 ;82.05 ;93.86 ;91.83 ;85.66 ;101.8 ;141.45 ;93.50;85.22 ;111.58 ;92.86 ;105.12
02/2012;0.36 ;0.35 ;85.52 ;81.95 ;81.79 ;93.31 ;93.78 ;65.67 ;85.16 ;72.96;151.03 ;95.18 ;64.82 ;78.15 ;92.27 ;91.27 ;78.06 ;99.8 ;138.67 ;92.69;86.18 ;109.24 ;90.28 ;93.82
03/2012;0.21 ;0.26 ;93.92 ;93.76 ;91.04 ;99.14 ;99.42 ;88.22 ;91.15 ;87.74;117.61 ;112.82 ;76.08 ;88.62 ;92.91 ;91.49 ;95.15 ;98.9 ;134.99 ;92.69;85.85 ;121.38 ;90.37 ;97.10
04/2012;0.76 ;0.86 ;89.65 ;86.08 ;84.48 ;94.98 ;95.47 ;95.78 ;81.27 ;79.67;90.43 ;106.32 ;79.27 ;78.74 ;93.84 ;92.75 ;83.07 ;99.1 ;138.26 ;93.11;85.26 ;109.74 ;91.46 ;97.04
05/2012;0.44 ;0.57 ;91.21 ;92.93 ;89.02 ;89.91 ;89.73 ;109.20 ;93.58 ;86.09;96.94 ;110.85 ;84.81 ;89.61 ;92.27 ;92.90 ;96.70 ;100.4 ;144.78 ;94.46;86.17 ;112.83 ;93.50 ;98.37
06/2012;0.06 ;0.21 ;90.52 ;97.15 ;85.92 ;91.54 ;91.64 ;103.50 ;90.74 ;84.55;92.13 ;100.99 ;82.50 ;82.60 ;93.98 ;99.97 ;113.31 ;99.4 ;146.64 ;94.80;86.40 ;112.40 ;96.40 ;91.70
07/2012;0.48 ;0.46 ;89.38 ;94.38 ;88.34 ;90.67 ;90.76 ;93.88 ;87.35 ;86.01;96.03 ;110.54 ;80.30 ;86.98 ;93.90 ;96.61 ;104.98 ;99.8 ;146.19 ;93.93;85.77 ;112.79 ;93.08 ;95.07
08/2012;0.53 ;0.51 ;93.03 ;102.53 ;92.46 ;94.41 ;94.45 ;95.07 ;92.31 ;88.88;102.16 ;121.64 ;82.58 ;95.43 ;94.11 ;101.29 ;120.02 ;101.2 ;148.30 ;95.29;87.41 ;111.00 ;96.81 ;93.89
09/2012;0.44 ;0.46 ;90.20 ;86.96 ;91.32 ;95.83 ;96.14 ;83.49 ;81.09 ;84.51;90.46 ;107.68 ;75.64 ;84.96 ;94.95 ;90.78 ;82.83 ;100.8 ;146.24 ;94.74;86.52 ;107.75 ;94.91 ;95.96
10/2012;0.45 ;0.45 ;94.41 ;100.77 ;96.13 ;97.51 ;97.65 ;88.68 ;89.99 ;89.99;79.62 ;117.15 ;88.17 ;94.33 ;95.12 ;98.06 ;113.29 ;99.7 ;146.68 ;95.36;87.89 ;105.98 ;97.53 ;96.28
11/2012;0.77 ;0.58 ;95.51 ;98.39 ;89.71 ;98.09 ;98.25 ;93.29 ;97.69 ;89.57;82.12 ;115.55 ;91.55 ;94.13 ;95.58 ;96.29 ;104.60 ;98.6 ;146.97 ;94.39;87.82 ;105.87 ;95.81 ;94.37
12/2012;0.70 ;0.56 ;124.34 ;117.30 ;92.02 ;121.52 ;122.30 ;164.66 ;140.41 ;98.09;156.55 ;146.76 ;150.37 ;86.62 ;94.98 ;95.97 ;116.17 ;99.0 ;146.79 ;94.70;88.80 ;104.26 ;95.66 ;95.14
01/2013;0.78 ;0.81 ;95.39 ;95.67 ;92.29 ;100.36 ;100.82 ;76.17 ;97.87 ;89.53;146.34 ;104.99 ;81.53 ;92.82 ;95.95 ;96.98 ;97.02 ;101.0 ;148.05 ;94.57;88.39 ;101.52 ;96.24 ;95.09
02/2013;0.41 ;0.30 ;85.12 ;83.98 ;83.68 ;91.17 ;91.50 ;71.31 ;79.03 ;80.78;145.10 ;93.30 ;67.73 ;83.97 ;95.15 ;96.82 ;82.50 ;101.7 ;149.59 ;95.76;87.93 ;103.61 ;98.83 ;97.77
03/2013;0.40 ;0.61 ;98.64 ;98.28 ;93.03 ;105.01 ;105.53 ;99.85 ;88.11 ;92.67;114.55 ;114.45 ;84.34 ;91.13 ;96.19 ;98.45 ;100.26 ;102.4 ;148.08 ;95.87;88.49 ;103.80 ;100.47 ;97.03
04/2013;0.47 ;0.58 ;89.96 ;95.62 ;93.53 ;89.58 ;89.67 ;98.18 ;87.18 ;91.58;104.94 ;114.37 ;78.42 ;98.40 ;95.92 ;99.48 ;103.85 ;106.1 ;150.39 ;96.82;88.62 ;103.06 ;102.51 ;94.85
05/2013;0.40 ;0.32 ;95.16 ;97.58 ;93.63 ;92.79 ;92.90 ;113.16 ;96.28 ;92.69;103.54 ;122.83 ;92.08 ;94.84 ;96.52 ;99.78 ;102.52 ;105.8 ;151.80 ;96.37;89.83 ;100.82 ;100.06 ;96.05
06/2013;0.08 ;0.15 ;92.24 ;96.65 ;94.66 ;91.72 ;91.87 ;97.33 ;91.39 ;89.19;96.71 ;112.77 ;86.95 ;89.34 ;96.96 ;100.86 ;106.39 ;105.3 ;151.39 ;96.07;88.63 ;98.61 ;100.17 ;96.51
07/2013;0.28 ;0.24 ;96.79 ;101.52 ;99.66 ;94.69 ;94.78 ;99.30 ;102.77 ;96.60;105.73 ;119.14 ;90.10 ;103.08 ;100.41 ;101.80 ;108.52 ;106.2 ;152.42 ;97.73;92.39 ;97.25 ;101.88 ;95.40
08/2013;0.41 ;0.35 ;98.75 ;103.56 ;99.43 ;99.49 ;99.54 ;95.12 ;101.79 ;98.86;110.51 ;122.28 ;88.04 ;103.27 ;99.24 ;102.44 ;111.44 ;106.5 ;154.01 ;97.69;94.04 ;98.62 ;100.87 ;97.35
09/2013;0.44 ;0.41 ;93.56 ;97.14 ;96.89 ;95.70 ;95.76 ;83.02 ;92.40 ;93.74;96.66 ;108.77 ;84.46 ;100.38 ;100.50 ;101.99 ;101.81 ;107.0 ;153.71 ;98.22;90.84 ;101.03 ;102.55 ;96.91
10/2013;0.59 ;0.60 ;99.13 ;105.33 ;101.91 ;99.69 ;99.70 ;93.78 ;98.33 ;99.51;87.89 ;107.28 ;96.59 ;109.96 ;99.24 ;102.30 ;113.79 ;108.5 ;153.89 ;97.97;92.99 ;98.03 ;101.20 ;97.35
11/2013;0.56 ;0.53 ;101.85 ;106.44 ;98.06 ;103.40 ;103.58 ;99.88 ;106.01 ;97.59;86.91 ;102.56 ;98.67 ;106.38 ;99.66 ;103.33 ;113.74 ;104.9 ;154.44 ;99.00;97.10 ;101.50 ;100.25 ;98.22
12/2013;0.76 ;0.56 ;131.63 ;126.30 ;100.35 ;127.33 ;127.91 ;173.49 ;150.18 ;106.76;156.62 ;125.69 ;161.32 ;99.98 ;102.38 ;102.95 ;126.09 ;97.1 ;152.45 ;98.47;96.69 ;99.24 ;100.83 ;99.01
01/2014;0.65 ;0.68 ;101.60 ;103.21 ;99.23 ;105.49 ;105.86 ;80.84 ;110.57 ;94.39;142.02 ;87.44 ;89.42 ;102.23 ;101.14 ;104.06 ;105.87 ;103.2 ;153.70 ;98.78;97.31 ;97.69 ;100.98 ;96.16
02/2014;0.42 ;0.38 ;91.53 ;92.22 ;96.41 ;94.32 ;94.17 ;74.36 ;92.52 ;88.55;137.77 ;88.77 ;79.13 ;97.12 ;100.36 ;100.80 ;91.82 ;104.8 ;154.08 ;100.25;99.30 ;99.37 ;102.23 ;99.89
03/2014;0.96 ;1.03 ;96.08 ;94.70 ;99.46 ;98.92 ;98.81 ;91.79 ;87.46 ;99.50;102.78 ;98.15 ;86.64 ;96.24 ;98.49 ;100.33 ;92.00 ;101.9 ;153.14 ;101.59;99.46 ;99.54 ;105.14 ;98.51
04/2014;0.98 ;1.08 ;95.81 ;97.25 ;97.22 ;97.86 ;97.88 ;99.62 ;87.36 ;96.24;87.85 ;90.18 ;92.28 ;93.08 ;99.08 ;101.19 ;100.98 ;99.0 ;151.12 ;102.68;101.35 ;102.95 ;102.41 ;99.33
05/2014;0.61 ;0.66 ;99.82 ;99.77 ;98.93 ;95.88 ;95.78 ;123.16 ;100.30 ;100.88;89.60 ;93.77 ;103.52 ;99.29 ;99.79 ;100.10 ;99.97 ;99.3 ;151.39 ;100.02;99.88 ;99.61 ;99.39 ;99.66
06/2014;0.33 ;0.10 ;91.08 ;87.73 ;91.60 ;90.21 ;90.13 ;95.93 ;89.40 ;94.38;78.39 ;87.37 ;92.12 ;90.49 ;98.16 ;93.86 ;81.32 ;93.4 ;147.16 ;98.04;99.01 ;97.52 ;97.69 ;99.40
07/2014;0.27 ;0.52 ;95.68 ;97.46 ;101.82 ;94.30 ;94.12 ;95.02 ;93.55 ;102.73;87.61 ;104.50 ;91.07 ;102.83 ;99.12 ;97.82 ;98.93 ;97.9 ;147.61 ;100.10;100.02 ;99.32 ;100.88 ;99.76
08/2014;0.12 ;0.07 ;97.84 ;96.91 ;101.68 ;98.21 ;97.93 ;95.44 ;93.15 ;102.65;95.02 ;105.57 ;93.80 ;102.51 ;99.90 ;98.08 ;93.52 ;100.2 ;150.85 ;99.37;99.04 ;99.11 ;98.67 ;112.85
09/2014;0.45 ;0.38 ;93.43 ;97.82 ;98.76 ;93.16 ;92.96 ;85.43 ;92.20 ;99.98;82.88 ;103.05 ;90.53 ;99.86 ;99.62 ;100.12 ;103.54 ;102.1 ;152.39 ;98.94;99.99 ;98.83 ;98.55 ;98.43
10/2014;0.52 ;0.48 ;102.09 ;104.83 ;106.14 ;101.69 ;101.56 ;94.83 ;101.59 ;107.29;74.30 ;111.08 ;101.48 ;111.75 ;101.36 ;101.67 ;107.11 ;102.4 ;151.22 ;101.69;101.87 ;107.07 ;98.67 ;100.61
11/2014;0.41 ;0.39 ;103.06 ;104.43 ;102.82 ;102.05 ;102.25 ;97.55 ;108.66 ;101.29;80.85 ;100.97 ;109.79 ;106.32 ;101.82 ;103.99 ;106.44 ;100.7 ;151.78 ;101.12;102.21 ;98.37 ;100.39 ;99.43
12/2014;0.82 ;0.68 ;132.14 ;123.77 ;105.99 ;127.91 ;128.54 ;166.05 ;143.24 ;112.10;140.85 ;129.16 ;170.14 ;98.39 ;101.40 ;99.28 ;118.50 ;96.2 ;151.99 ;97.46;100.53 ;99.44 ;94.86 ;97.27
01/2015;1.07 ;1.23 ;102.61 ;97.69 ;102.79 ;106.08 ;106.65 ;79.76 ;105.40 ;100.43;128.90 ;95.86 ;97.07 ;103.43 ;100.91 ;98.11 ;88.53 ;94.4 ;150.22 ;97.87;102.84 ;97.94 ;92.87 ;97.59
02/2015;1.25 ;1.20 ;88.76 ;81.50 ;85.86 ;95.05 ;95.37 ;68.01 ;78.33 ;93.65;126.66 ;92.56 ;80.82 ;84.22 ;98.71 ;92.79 ;69.22 ;93.5 ;149.45 ;97.06;101.12 ;95.88 ;92.28 ;93.98
03/2015;1.75 ;2.23 ;97.05 ;93.13 ;100.75 ;98.99 ;99.14 ;83.50 ;88.18 ;105.90;99.22 ;108.40 ;95.55 ;99.76 ;99.24 ;93.12 ;84.72 ;93.8 ;150.77 ;99.33;103.04 ;100.62 ;99.14 ;92.12
04/2015;1.01 ;1.03 ;94.53 ;87.22 ;101.22 ;96.63 ;96.80 ;90.60 ;79.36 ;99.07;88.18 ;95.10 ;94.03 ;91.64 ;97.47 ;91.47 ;74.27 ;93.8 ;148.84 ;96.94;101.37 ;94.92 ;90.90 ;95.39
05/2015;0.87 ;0.90 ;96.40 ;87.89 ;97.47 ;93.80 ;93.77 ;115.35 ;87.22 ;99.05;87.20 ;95.87 ;106.23 ;91.12 ;97.83 ;90.13 ;73.42 ;91.4 ;146.20 ;95.57;99.92 ;94.51 ;91.08 ;94.69
06/2015;0.83 ;0.88 ;90.60 ;85.09 ;94.70 ;90.05 ;90.02 ;92.19 ;81.19 ;99.42;78.05 ;90.45 ;92.42 ;92.25 ;96.78 ;88.54 ;73.97 ;90.3 ;145.76 ;95.38;100.81 ;96.35 ;91.13 ;95.47
07/2015;0.85 ;0.98 ;91.47 ;87.63 ;96.48 ;90.99 ;90.71 ;86.61 ;83.83 ;105.29;82.75 ;98.06 ;90.53 ;92.76 ;94.32 ;87.97 ;80.21 ;89.1 ;142.34 ;95.67;100.97 ;96.55 ;90.77 ;92.24
08/2015;0.37 ;0.40 ;91.01 ;85.47 ;97.46 ;91.80 ;91.56 ;83.99 ;79.25 ;103.96;80.80 ;92.77 ;90.21 ;92.45 ;94.07 ;87.64 ;74.71 ;88.7 ;144.02 ;95.71;98.48 ;94.56 ;93.90 ;92.86
09/2015;0.55 ;0.61 ;87.85 ;83.37 ;93.98 ;89.36 ;89.25 ;73.84 ;78.64 ;104.32;76.16 ;83.00 ;82.76 ;88.81 ;93.13 ;85.60 ;74.41 ;88.8 ;143.25 ;95.80;101.81 ;92.57 ;91.50 ;96.78
10/2015;0.69 ;0.68 ;95.80 ;88.66 ;92.54 ;98.97 ;99.01 ;83.37 ;87.72 ;107.36;71.65 ;85.92 ;97.50 ;97.09 ;94.03 ;85.80 ;74.74 ;87.6 ;142.48 ;95.07;100.41 ;95.20 ;89.50 ;89.19
11/2015;1.05 ;1.08 ;91.97 ;85.45 ;86.62 ;90.95 ;90.93 ;84.58 ;94.59 ;105.18;71.10 ;89.04 ;101.21 ;94.67 ;91.81 ;84.88 ;72.28 ;87.5 ;141.40 ;94.13;99.01 ;89.48 ;91.99 ;88.43
12/2015;0.97 ;0.88 ;120.42 ;104.86 ;91.68 ;116.78 ;117.42 ;155.30 ;122.49 ;120.38;127.94 ;95.77 ;157.80 ;89.86 ;92.35 ;84.75 ;85.11 ;85.7 ;140.89 ;93.55;99.36 ;91.08 ;90.73 ;88.37
01/2016;1.16 ;1.10 ;91.02 ;80.63 ;87.40 ;95.60 ;95.97 ;69.66 ;83.49 ;104.20;103.85 ;78.08 ;86.20 ;86.95 ;90.55 ;82.58 ;62.15 ;89.6 ;141.92 ;94.14;99.50 ;91.34 ;89.87 ;90.10
02/2016;0.90 ;1.03 ;85.14 ;76.64 ;84.04 ;90.95 ;91.09 ;62.92 ;72.83 ;97.00;114.52 ;75.74 ;77.06 ;82.23 ;91.62 ;83.64 ;61.78 ;85.3 ;140.87 ;92.99;99.85 ;91.36 ;86.49 ;87.57
03/2016;0.62 ;0.62 ;90.86 ;84.11 ;85.42 ;95.19 ;95.54 ;78.29 ;74.80 ;114.14;83.35 ;77.61 ;89.62 ;87.11 ;88.73 ;82.31 ;72.94 ;87.0 ;140.79 ;92.77;99.62 ;96.54 ;85.59 ;91.09
04/2016;0.85 ;0.85 ;87.01 ;78.59 ;85.66 ;90.44 ;90.76 ;84.13 ;72.19 ;100.11;71.95 ;71.98 ;84.99 ;80.85 ;90.39 ;80.78 ;64.99 ;85.4 ;141.62 ;91.07;101.83 ;87.35 ;82.69 ;92.06
05/2016;0.79 ;0.96 ;88.37 ;79.85 ;87.42 ;86.37 ;86.31 ;103.73 ;80.74 ;101.42;65.41 ;68.62 ;92.10 ;83.29 ;92.89 ;84.05 ;65.59 ;85.7 ;141.75 ;91.25;100.16 ;86.45 ;84.27 ;93.28
06/2016;0.03 ;0.03 ;86.90 ;79.47 ;87.11 ;86.21 ;86.20 ;93.50 ;78.04 ;99.92;64.28 ;73.36 ;88.83 ;85.69 ;91.45 ;82.14 ;66.16 ;87.0 ;141.95 ;91.03;100.12 ;87.71 ;83.29 ;91.71
07/2016;0.34 ;0.35 ;88.27 ;80.75 ;88.39 ;90.54 ;90.73 ;80.95 ;77.99 ;102.27;69.16 ;71.87 ;85.93 ;84.32 ;91.16 ;82.45 ;68.39 ;86.7 ;141.26 ;90.18;98.46 ;86.45 ;82.21 ;92.87
08/2016;0.31 ;0.27 ;86.56 ;80.14 ;88.02 ;88.08 ;87.96 ;78.36 ;75.52 ;104.02;71.68 ;77.65 ;83.38 ;89.05 ;89.92 ;80.09 ;67.58 ;84.9 ;141.00 ;89.78;99.69 ;87.42 ;81.24 ;90.71
09/2016;0.17 ;0.04 ;84.92 ;77.68 ;85.09 ;89.26 ;89.31 ;69.87 ;69.91 ;101.19;63.43 ;73.95 ;80.62 ;83.54 ;89.73 ;80.05 ;65.12 ;84.9 ;141.49 ;89.92;100.12 ;87.59 ;81.57 ;93.21
10/2016;0.12 ;0.10 ;89.45 ;80.91 ;85.90 ;93.40 ;93.45 ;78.62 ;75.57 ;103.03;61.33 ;75.55 ;93.45 ;86.19 ;89.67 ;80.77 ;66.29 ;87.2 ;141.24 ;88.68;96.40 ;88.05 ;78.80 ;91.03
11/2016;0.27 ;0.13 ;91.75 ;84.10 ;85.77 ;90.18 ;90.23 ;81.37 ;95.17 ;103.99;63.18 ;78.79 ;105.90 ;93.20 ;89.44 ;80.56 ;69.65 ;87.0 ;141.57 ;87.37;92.50 ;86.20 ;82.98 ;89.94
12/2016;0.05 ;-0.13 ;117.63 ;100.21 ;92.15 ;113.83 ;113.97 ;150.63 ;116.42 ;115.62;111.57 ;93.84 ;156.90 ;89.12 ;88.81 ;81.15 ;76.79 ;90.7 ;139.20 ;85.14;87.96 ;84.10 ;83.93 ;90.73
01/2017;0.24 ;0.16 ;92.98 ;84.12 ;89.60 ;98.92 ;97.77 ;75.90 ;83.25 ;99.57;94.43 ;69.25 ;91.89 ;88.07 ;94.98 ;86.62 ;63.07 ;90.2 ;143.41 ;91.21;91.57 ;93.45 ;88.32 ;88.24
02/2017;0.34 ;0.41 ;86.08 ;77.29 ;88.19 ;94.18 ;92.61 ;63.38 ;68.57 ;89.82;99.94 ;79.05 ;76.74 ;79.15 ;95.16 ;86.94 ;57.03 ;91.2 ;148.82 ;89.65;92.19 ;88.93 ;85.41 ;90.49
03/2017;0.25 ;0.33 ;96.82 ;90.09 ;101.73 ;100.86 ;98.28 ;83.66 ;80.89 ;110.40;79.10 ;99.85 ;86.56 ;95.91 ;96.08 ;87.39 ;73.04 ;89.3 ;148.96 ;87.90;90.47 ;89.40 ;87.77 ;88.66
04/2017;0.09 ;0.05 ;94.79 ;84.08 ;95.91 ;100.78 ;99.06 ;93.82 ;71.02 ;97.07;59.34 ;92.13 ;91.86 ;79.26 ;97.55 ;89.14 ;61.63 ;87.8 ;146.49 ;89.49;89.92 ;86.26 ;88.32 ;83.88
05/2017;0.46 ;0.55 ;93.77 ;87.09 ;97.62 ;92.06 ;90.02 ;99.03 ;83.78 ;107.59;60.84 ;101.74 ;91.90 ;91.00 ;96.81 ;88.33 ;70.81 ;88.6 ;144.28 ;90.52;90.43 ;91.70 ;89.87 ;85.60
06/2017;-0.21 ;-0.31 ;93.06 ;87.82 ;96.63 ;93.35 ;91.20 ;95.87 ;79.97 ;102.98;58.26 ;96.22 ;92.18 ;90.46 ;98.55 ;91.82 ;74.88 ;89.4 ;144.80 ;91.47;89.82 ;95.53 ;91.96 ;85.38
07/2017;0.17 ;0.14 ;94.43 ;89.44 ;103.70 ;94.07 ;91.45 ;89.05 ;82.96 ;105.29;57.03 ;92.70 ;90.95 ;95.48 ;98.41 ;92.35 ;76.22 ;88.9 ;145.13 ;92.18;89.51 ;91.89 ;90.66 ;86.29
08/2017;0.34 ;0.30 ;95.75 ;92.22 ;97.71 ;98.85 ;96.37 ;84.15 ;82.14 ;107.86;62.26 ;92.16 ;94.80 ;103.19 ;99.40 ;92.40 ;80.48 ;88.6 ;144.51 ;90.14;89.28 ;89.34 ;89.49 ;86.76
09/2017;0.10 ;-0.02 ;95.53 ;90.09 ;94.60 ;101.96 ;99.41 ;81.60 ;77.73 ;104.26;53.36 ;86.92 ;94.15 ;97.81 ;99.41 ;92.36 ;75.18 ;88.8 ;144.47 ;89.60;87.11 ;90.41 ;89.52 ;86.95
10/2017;0.51 ;0.49 ;96.91 ;91.80 ;100.09 ;99.69 ;97.33 ;80.17 ;81.88 ;105.42;58.64 ;93.74 ;106.00 ;101.44 ;98.89 ;91.19 ;76.79 ;89.0 ;143.64 ;88.83;85.86 ;88.20 ;88.87 ;84.03
11/2017;0.21 ;0.22 ;103.30 ;97.60 ;99.36 ;104.80 ;102.76 ;88.06 ;101.80 ;107.11;59.81 ;96.58 ;117.71 ;106.20 ;99.72 ;94.05 ;81.93 ;90.3 ;144.97 ;89.71;86.52 ;92.02 ;88.06 ;87.33
12/2017;0.42 ;0.25 ;128.08 ;113.07 ;101.99 ;129.50 ;127.63 ;153.12 ;120.23 ;121.14;89.84 ;113.42 ;163.82 ;93.93 ;98.10 ;93.73 ;85.69 ;95.1 ;147.52 ;90.79;89.72 ;90.32 ;89.68 ;85.71
01/2018;0.48 ;0.38 ;100.64 ;93.28 ;94.71 ;106.66 ;105.76 ;77.15 ;93.23 ;105.79;89.13 ;81.27 ;107.60 ;96.62 ;101.24 ;94.24 ;76.07 ;91.0 ;145.57 ;89.32;86.13 ;88.12 ;89.14 ;89.58
02/2018;0.09 ;0.04 ;92.99 ;84.91 ;88.98 ;102.96 ;101.66 ;67.74 ;73.89 ;96.73;92.67 ;91.51 ;89.01 ;85.36 ;102.54 ;95.36 ;66.97 ;91.8 ;147.34 ;89.88;85.67 ;87.74 ;90.61 ;96.15
03/2018;0.11 ;0.05 ;108.03 ;99.62 ;99.98 ;118.79 ;117.38 ;85.68 ;84.32 ;115.24;75.18 ;103.90 ;109.58 ;95.56 ;103.40 ;96.27 ;82.45 ;91.2 ;146.39 ;89.12;86.81 ;86.13 ;91.93 ;92.25
04/2018;0.25 ;0.25 ;96.80 ;92.37 ;97.85 ;101.53 ;100.09 ;80.37 ;78.20 ;109.75;58.03 ;104.57 ;96.70 ;96.33 ;104.01 ;97.65 ;81.28 ;93.3 ;148.05 ;90.07;85.69 ;87.40 ;93.18 ;94.60
05/2018;0.60 ;0.73 ;98.04 ;89.87 ;93.22 ;99.55 ;97.93 ;100.93 ;81.27 ;111.04;50.62 ;105.52 ;107.75 ;86.98 ;101.72 ;93.47 ;72.54 ;80.4 ;142.08 ;83.59;86.21 ;85.69 ;76.89 ;90.29
06/2018;1.49 ;1.76 ;97.57 ;92.19 ;91.15 ;97.15 ;95.83 ;102.52 ;86.60 ;105.38;52.46 ;95.72 ;116.97 ;98.30 ;101.41 ;94.19 ;78.12 ;93.3 ;149.47 ;89.60;86.61 ;87.54 ;93.67 ;90.23
07/2018;0.16 ;0.09 ;95.21 ;91.93 ;98.42 ;94.63 ;92.61 ;88.95 ;79.97 ;109.99;57.81 ;98.29 ;105.53 ;98.51 ;100.90 ;94.45 ;82.61 ;95.7 ;150.29 ;89.48;84.88 ;87.66 ;90.91 ;91.67
08/2018;-0.15 ;0.00 ;101.46 ;99.19 ;105.09 ;101.68 ;99.77 ;91.67 ;85.32 ;114.10;55.94 ;104.54 ;114.65 ;110.74 ;104.79 ;99.27 ;90.89 ;97.1 ;151.10 ;90.53;84.75 ;88.64 ;94.24 ;91.59
09/2018;0.57 ;0.45 ;97.91 ;92.91 ;101.59 ;101.63 ;99.89 ;82.23 ;78.87 ;105.25;51.71 ;95.81 ;107.58 ;95.31 ;103.45 ;98.07 ;81.34 ;95.4 ;150.85 ;89.59;85.79 ;86.00 ;91.51 ;87.71
10/2018;0.65 ;0.65 ;102.60 ;100.08 ;104.35 ;105.04 ;103.50 ;86.90 ;83.41 ;112.62;55.61 ;96.47 ;119.15 ;110.13 ;103.26 ;97.50 ;91.67 ;94.8 ;150.20 ;89.98;85.98 ;88.28 ;91.95 ;93.16
11/2018;-0.34 ;-0.44 ;109.24 ;103.79 ;104.19 ;106.19 ;105.10 ;98.10 ;112.77 ;114.31;51.36 ;112.27 ;142.74 ;109.33 ;104.70 ;98.54 ;90.29 ;95.7 ;151.39 ;89.91;85.61 ;87.92 ;92.07 ;95.63
12/2018;0.05 ;-0.06 ;133.10 ;117.80 ;112.12 ;131.69 ;131.08 ;156.69 ;117.89 ;126.92;84.82 ;119.77 ;185.82 ;93.73 ;102.96 ;98.88 ;92.00 ;94.9 ;149.63 ;90.00;85.88 ;86.47 ;91.64 ;92.44
01/2019;0.05 ;0.03 ;105.41 ;97.95 ;101.82 ;110.10 ;109.96 ;78.68 ;95.84 ;110.99;93.98 ;93.58 ;122.59 ;100.84 ;105.60 ;99.27 ;81.54 ;96.4 ;149.78 ;89.50;85.91 ;87.50 ;90.07 ;91.00
