2012-05-01;0.4;0.42;93.05;94.25;88.56;95.84;96.08;95.21;93.26;84.18;107.61;112.04;83.14;86.09;92.96;93.99;98.87;101.25;143.77;93.82;86.07;110.81;93.56;96.95
2012-06-01;0.43;0.43;93.73;94.89;88.83;96.64;96.89;95.75;93.88;85.09;107.99;111.96;84.4;86.8;93.57;94.6;99.37;100.8;143.93;94.04;86.33;110.69;94.08;96.47
2012-07-01;0.46;0.46;94.06;95.03;88.84;97.01;97.29;96.09;94.07;85.57;108.8;111.85;85.93;86.85;93.98;94.93;99.49;99.88;143.83;94.14;86.61;110.4;94.06;96.16
2012-08-01;0.5;0.51;94.42;95.66;89.54;97.27;97.53;96.47;94.05;86.47;108.45;112.54;86.47;87.75;94.16;95.36;100.43;99.81;144.38;94.23;86.87;109.56;94.34;95.32
2012-09-01;0.5;0.5;94.39;95.82;89.7;97.09;97.34;96.94;93.54;87.12;107.96;112.38;86.71;88.23;94.4;95.83;100.8;99.97;145.29;94.48;87.02;109.09;95.05;95.65
2012-10-01;0.52;0.53;94.78;96.2;89.87;97.58;97.85;97.91;93.29;87.53;107.7;112.52;87.4;88.44;94.67;96.41;101.23;100.26;146.38;94.75;87.24;107.63;95.89;95.64
2012-11-01;0.49;0.51;94.81;97.0;90.62;97.13;97.37;98.11;93.78;88.52;108.91;113.19;87.33;90.08;94.84;96.97;102.96;100.84;147.39;95.06;87.52;107.07;96.81;95.46
2012-12-01;0.49;0.49;95.14;97.38;91.0;97.37;97.63;98.44;94.0;89.07;109.46;114.19;87.93;90.52;95.2;97.54;103.45;101.29;147.98;95.22;87.82;106.07;97.36;95.27
2013-01-01;0.49;0.48;95.28;97.34;91.73;97.39;97.65;97.92;94.06;89.46;109.84;115.17;88.31;91.08;95.44;97.61;102.87;101.78;148.37;95.32;88.01;104.92;97.67;95.67
2013-02-01;0.48;0.46;95.9;97.94;92.68;97.72;97.99;98.37;95.34;90.34;110.65;115.89;89.12;92.42;95.99;98.05;103.16;102.32;148.89;95.64;88.56;103.63;98.41;95.7
2013-03-01;0.47;0.45;96.38;98.02;93.26;98.15;98.41;98.38;96.13;91.17;111.35;115.94;89.58;93.07;96.41;98.14;102.45;102.76;149.37;95.84;89.11;102.6;98.74;95.98
2013-04-01;0.47;0.45;96.66;98.87;93.72;98.14;98.38;98.34;97.08;91.94;111.86;116.03;90.31;94.36;96.88;99.08;104.03;103.28;149.99;96.13;89.47;102.04;99.38;96.06
2013-05-01;0.48;0.46;97.05;99.25;94.2;98.32;98.55;98.76;97.77;92.73;112.55;115.21;91.01;95.66;97.22;99.43;104.07;104.01;150.59;96.35;89.9;101.37;99.69;96.15
2013-06-01;0.46;0.46;97.58;99.92;94.9;98.76;99.0;99.31;98.46;93.4;112.95;114.12;91.61;96.68;97.56;100.02;104.83;104.53;151.21;96.73;90.67;101.01;100.06;96.47
2013-07-01;0.47;0.46;98.19;100.67;95.59;99.24;99.46;100.05;99.28;94.12;112.96;112.37;92.52;97.8;98.18;100.6;105.66;104.38;151.69;97.04;91.33;100.59;100.49;96.79
2013-08-01;0.45;0.44;98.7;101.3;96.17;99.67;99.88;100.44;100.34;94.53;112.6;110.91;93.18;98.58;98.61;101.19;106.4;104.56;152.16;97.4;92.07;100.27;100.88;96.88
2013-09-01;0.46;0.45;99.24;101.99;97.23;99.93;100.11;100.69;101.46;95.18;111.99;110.53;94.13;99.68;99.04;101.52;107.18;104.82;152.53;97.77;93.02;99.92;101.17;97.06
2013-10-01;0.5;0.49;99.02;101.69;97.77;99.43;99.55;100.02;101.41;95.75;111.01;109.17;94.32;100.1;99.24;101.68;106.49;104.78;152.95;98.25;93.93;99.56;101.56;97.18
2013-11-01;0.54;0.53;99.51;101.82;98.08;100.12;100.23;100.14;101.42;96.14;109.58;107.15;95.47;99.66;99.5;101.82;106.25;104.18;153.01;98.74;94.99;99.55;101.55;97.56
2013-12-01;0.56;0.56;99.9;102.01;98.52;100.37;100.47;100.97;101.76;96.82;108.42;104.73;96.43;100.03;99.77;101.85;106.04;103.64;152.98;99.04;95.83;99.45;101.49;97.86
2014-01-01;0.58;0.55;99.8;101.26;98.26;100.25;100.32;100.86;101.59;97.25;106.89;102.62;96.86;100.13;99.87;101.26;103.95;102.65;152.63;99.2;96.7;99.36;101.29;98.1
2014-02-01;0.58;0.58;99.71;100.93;98.44;100.22;100.27;100.5;100.82;97.76;105.38;101.4;96.94;100.1;99.76;100.93;103.15;101.96;152.23;99.4;97.33;99.53;101.2;98.46
2014-03-01;0.56;0.55;99.63;100.37;98.63;100.11;100.14;100.53;100.1;98.08;104.09;100.0;97.42;100.04;99.82;100.57;101.65;101.43;151.96;99.54;97.75;99.58;101.02;99.75
2014-04-01;0.56;0.55;99.62;100.43;98.79;99.9;99.9;100.73;100.09;98.6;102.94;99.53;97.92;100.0;99.75;100.41;101.8;101.03;151.85;99.6;98.51;99.39;100.69;99.88
2014-05-01;0.55;0.54;99.87;100.39;99.14;100.06;100.06;100.82;100.36;99.25;101.81;99.84;98.33;100.15;99.92;100.36;101.24;100.52;151.63;99.91;99.25;100.15;100.47;100.15
2014-06-01;0.54;0.53;99.97;100.22;99.54;99.95;99.95;100.62;100.58;99.55;101.31;99.71;99.26;100.14;100.1;100.41;100.63;100.17;151.41;100.09;99.68;99.88;100.49;100.25
2014-07-01;0.55;0.54;100.01;100.01;100.01;100.0;100.0;100.0;100.0;100.0;99.99;100.0;99.99;100.01;100.02;100.11;100.0;100.09;151.37;100.0;100.0;99.9;99.99;100.11
2014-08-01;0.58;0.58;100.1;99.55;100.3;100.05;100.07;99.91;99.57;100.5;98.9;100.7;100.63;100.11;100.0;99.61;98.56;99.36;151.08;99.93;100.46;99.92;99.31;100.23
2014-09-01;0.65;0.65;99.87;98.65;99.42;100.11;100.16;99.38;98.39;100.93;97.97;101.02;100.77;99.03;99.86;98.94;96.67;98.42;150.69;99.66;100.61;99.63;98.48;99.73
2014-10-01;0.72;0.75;99.95;98.52;99.53;100.12;100.19;98.69;98.45;101.46;97.68;101.87;101.51;99.33;99.93;98.34;96.07;97.74;150.5;99.47;100.91;99.72;97.98;99.2
2014-11-01;0.72;0.75;99.84;97.69;99.86;100.01;100.1;97.94;97.78;101.7;97.7;102.28;101.66;99.21;99.79;97.53;93.84;97.31;150.31;99.0;100.91;99.05;97.02;98.87
2014-12-01;0.74;0.77;99.56;96.7;99.74;99.84;99.94;97.29;96.69;101.54;97.5;102.46;101.89;98.53;99.63;96.7;91.63;96.65;149.87;98.62;100.91;98.63;96.33;98.46
2015-01-01;0.78;0.83;99.52;96.48;100.0;99.83;99.93;96.98;96.01;101.96;97.48;102.71;101.91;98.67;99.51;96.26;91.01;96.39;149.76;98.4;101.06;98.53;95.79;98.13
2015-02-01;0.83;0.87;99.16;95.66;99.56;99.55;99.64;96.28;95.2;102.18;97.07;102.18;101.87;97.83;99.11;95.44;89.45;95.66;149.32;98.03;101.14;98.3;94.94;97.51
2015-03-01;0.85;0.9;98.6;94.71;99.2;99.02;99.11;95.32;94.04;102.29;95.89;101.11;101.57;97.0;98.63;94.57;87.89;94.7;148.75;97.73;101.1;97.92;94.54;95.84
2015-04-01;0.86;0.92;98.13;93.5;98.8;98.7;98.8;94.36;92.91;102.65;95.33;99.44;100.92;96.08;98.09;93.36;85.46;93.59;147.99;97.47;101.25;97.4;93.96;95.7
2015-05-01;0.87;0.93;97.61;92.15;97.67;98.47;98.59;93.4;91.75;102.65;95.11;97.34;100.59;94.85;97.48;92.04;82.76;92.36;147.26;96.92;101.13;96.41;93.19;94.75
2015-06-01;0.93;0.99;96.68;90.57;96.32;97.55;97.65;92.32;90.58;102.98;94.29;96.35;99.87;93.88;96.64;90.44;79.92;91.26;146.39;96.33;100.86;95.67;92.49;93.83
2015-07-01;0.94;1.01;95.71;89.0;95.13;96.62;96.72;91.42;88.85;103.67;93.22;93.57;98.84;93.17;95.89;89.23;77.13;90.38;145.47;96.01;100.76;94.97;92.15;93.09
2015-08-01;0.95;1.0;94.74;87.57;93.85;95.75;95.83;90.58;87.02;103.98;91.13;92.08;97.94;91.8;95.02;87.94;74.93;89.98;144.78;95.7;100.48;94.42;91.9;92.47
2015-09-01;0.92;0.98;94.44;87.17;93.7;95.41;95.47;90.16;86.57;104.26;90.12;90.68;97.63;91.63;94.43;87.18;74.31;89.3;144.06;95.36;100.38;94.04;91.42;91.93
2015-10-01;0.82;0.85;93.92;86.42;92.42;95.09;95.17;89.72;85.45;104.95;88.8;88.12;97.13;90.58;93.56;86.28;73.33;88.73;143.23;94.81;100.09;93.7;90.29;91.85
2015-11-01;0.81;0.83;93.3;85.7;91.12;94.57;94.67;89.19;84.85;105.03;87.44;86.19;96.38;89.68;92.97;85.39;72.56;88.03;142.63;94.32;100.13;93.07;89.6;91.57
2015-12-01;0.8;0.84;92.63;85.03;90.28;93.95;94.05;88.22;84.31;105.23;85.63;83.92;95.2;89.03;92.56;84.88;71.91;87.56;142.26;93.96;100.15;92.4;89.04;91.45
2016-01-01;0.74;0.77;92.32;84.56;89.65;93.63;93.73;88.33;84.05;105.27;84.48;82.5;94.9;88.48;92.11;84.35;71.26;87.28;141.94;93.6;100.09;91.68;88.38;91.14
2016-02-01;0.69;0.72;92.05;83.99;88.98;93.6;93.73;87.86;83.56;105.02;83.35;80.31;94.52;87.78;91.85;83.89;70.27;87.08;141.85;93.14;99.88;90.84;87.67;91.19
2016-03-01;0.69;0.7;91.68;83.54;88.19;93.29;93.43;87.39;83.25;105.03;82.59;79.05;93.95;87.49;91.5;83.26;69.68;86.77;141.6;92.65;99.99;90.25;86.61;91.01
2016-04-01;0.66;0.66;91.44;83.07;87.45;93.28;93.44;87.06;82.53;104.77;81.53;78.3;93.77;87.05;91.22;82.79;68.9;86.44;141.45;92.16;99.84;89.83;85.79;90.72
2016-05-01;0.61;0.61;90.91;82.42;86.9;92.81;92.97;86.66;81.51;104.41;80.67;77.43;93.43;86.15;90.86;82.37;68.2;86.41;141.35;91.62;99.51;89.23;84.89;90.87
2016-06-01;0.54;0.53;90.89;82.31;86.82;92.75;92.91;86.39;81.56;104.31;80.01;76.58;93.82;86.02;90.66;82.01;67.98;86.37;141.36;91.06;98.97;88.96;84.14;90.99
2016-07-01;0.47;0.45;90.66;81.92;86.86;92.5;92.63;86.0;81.06;103.91;78.64;76.42;93.75;85.96;90.36;81.71;67.29;86.78;141.22;90.36;98.02;88.38;83.58;91.19
2016-08-01;0.39;0.37;90.82;82.21;87.05;92.78;92.78;86.52;81.04;103.52;77.86;75.68;94.22;86.06;90.73;82.05;67.36;86.83;141.35;90.12;97.36;88.56;83.45;91.04
2016-09-01;0.34;0.32;90.9;82.27;87.39;93.05;92.9;86.56;80.68;102.93;76.64;75.96;94.2;85.8;91.03;82.33;66.97;87.33;142.01;89.84;96.72;88.35;83.36;91.28
2016-10-01;0.31;0.29;91.4;82.77;88.75;93.52;93.13;87.01;81.19;102.61;76.29;77.81;93.94;86.53;91.64;82.75;66.98;87.52;142.69;89.43;95.96;87.76;83.54;91.08
2016-11-01;0.25;0.22;92.04;83.22;89.61;94.38;93.82;87.82;81.09;102.36;75.24;79.49;94.51;86.4;92.24;83.45;66.7;87.72;143.1;89.3;94.96;87.67;84.01;90.4
2016-12-01;0.22;0.19;92.49;83.83;90.46;94.86;94.13;87.42;81.34;102.87;74.86;82.25;94.5;87.04;92.56;83.8;67.13;87.96;143.31;89.24;94.15;88.11;84.48;89.76
2017-01-01;0.2;0.16;93.01;84.52;91.25;95.45;94.55;87.62;81.5;103.13;74.35;84.16;94.78;87.44;93.16;84.61;67.86;88.16;143.54;89.28;93.29;88.76;85.2;89.23
2017-02-01;0.19;0.14;93.52;85.25;92.53;95.75;94.61;88.3;81.92;103.38;73.34;85.89;95.19;88.37;93.76;85.43;68.51;88.34;143.87;89.44;92.55;89.21;85.9;88.68
2017-03-01;0.19;0.15;94.29;86.25;93.33;96.64;95.31;88.78;82.47;103.7;72.56;87.1;96.15;89.55;94.55;86.46;69.58;88.65;144.16;89.47;91.68;89.37;86.59;88.35
2017-04-01;0.19;0.14;95.17;87.29;94.13;97.7;96.15;89.76;83.12;103.96;71.72;88.18;97.27;90.74;95.36;87.49;70.42;88.98;144.41;89.45;90.6;89.61;87.25;87.83
2017-05-01;0.22;0.17;95.79;88.2;95.31;98.23;96.47;89.89;83.65;104.16;71.5;89.7;98.32;92.01;96.12;88.35;71.3;89.12;144.61;89.46;89.72;89.62;88.09;87.25
2017-06-01;0.21;0.18;96.75;89.32;96.44;99.45;97.52;90.44;84.2;104.42;71.21;91.18;99.3;93.09;96.98;89.48;72.32;89.4;144.89;89.65;89.22;90.1;88.51;87.03
2017-07-01;0.24;0.21;97.63;90.39;97.26;100.75;98.66;90.65;84.52;104.88;69.4;92.81;99.88;93.49;97.76;90.53;73.06;89.77;145.58;90.12;89.37;90.62;88.99;86.61
2017-08-01;0.26;0.23;98.26;91.16;97.69;101.4;99.32;90.76;85.35;105.39;68.96;93.81;101.19;94.2;98.28;91.16;74.15;89.83;145.76;89.97;88.91;90.18;89.06;86.72
2017-09-01;0.24;0.2;98.84;91.79;97.75;102.13;100.08;91.12;85.79;105.97;68.36;94.85;102.21;94.72;98.89;91.86;74.97;89.88;145.64;89.99;88.37;90.08;89.5;87.19
2017-10-01;0.23;0.18;99.77;92.58;97.61;103.62;101.67;91.29;86.08;106.37;68.03;95.19;104.13;94.69;99.5;92.6;75.76;90.04;145.43;90.09;88.07;89.8;89.84;87.49
2017-11-01;0.24;0.19;99.94;93.28;97.77;103.68;101.76;90.17;86.68;107.43;67.92;96.23;104.53;96.12;100.04;93.31;77.4;90.5;145.56;90.14;87.71;89.9;90.25;88.39
2017-12-01;0.26;0.21;100.3;93.51;97.4;104.31;102.41;90.32;86.47;107.72;67.07;96.54;105.85;95.78;100.45;93.74;77.54;89.82;145.37;89.56;87.36;89.4;89.17;88.78
2018-01-01;0.4;0.38;100.67;93.87;96.94;104.63;102.8;90.88;87.02;107.92;66.59;96.5;107.92;96.43;100.69;93.94;77.81;90.14;145.76;89.4;87.09;88.73;89.31;89.18
2018-02-01;0.4;0.38;100.74;94.08;96.5;104.67;102.9;90.87;86.77;108.31;66.65;96.97;109.14;96.69;100.9;94.11;78.34;90.71;146.19;89.18;86.71;88.38;89.33;89.63
2018-03-01;0.36;0.35;101.21;94.66;97.12;104.91;103.18;91.5;87.04;108.83;66.12;98.0;110.79;97.32;101.34;94.69;79.21;91.42;146.74;89.21;86.33;88.32;89.72;90.03
2018-04-01;0.4;0.39;101.41;94.89;97.7;104.88;103.22;91.55;87.13;108.91;65.99;98.74;111.91;97.11;101.68;95.16;79.72;91.97;147.27;89.21;86.22;87.96;89.89;90.09
2018-05-01;0.41;0.41;101.89;95.58;98.06;105.33;103.73;92.11;87.26;109.51;65.73;98.97;113.0;97.83;102.05;95.69;80.96;92.45;147.82;89.31;86.23;87.96;90.15;90.86
2018-06-01;0.36;0.35;102.38;96.1;98.46;105.44;103.93;92.95;88.17;110.11;65.03;100.27;115.09;98.09;102.46;96.06;81.66;92.9;148.35;89.32;86.15;87.62;90.48;91.55
2018-07-01;0.33;0.32;102.8;96.49;99.3;105.63;104.22;93.24;87.98;110.59;64.61;100.8;116.92;98.07;102.87;96.49;82.19;92.88;148.53;89.26;85.83;87.3;90.64;92.11
2018-08-01;0.29;0.3;103.2;96.88;99.9;105.91;104.57;93.37;88.2;111.03;65.02;101.83;118.17;98.43;103.23;96.91;82.64;93.33;148.88;89.27;85.82;87.25;90.72;92.23
2018-09-01;0.3;0.31;103.49;97.47;100.29;105.93;104.66;93.76;88.6;111.64;64.79;103.68;119.32;99.3;103.38;97.17;83.85;93.64;149.08;89.1;85.65;87.13;90.72;91.67
2018-10-01;0.38;0.39;103.15;97.25;100.24;105.24;104.06;93.93;88.42;111.73;63.08;103.76;119.54;99.51;103.52;97.46;83.82;94.08;149.46;88.93;85.45;87.07;90.47;91.59
2018-11-01;0.41;0.43;103.47;97.65;100.01;105.64;104.55;94.37;88.46;111.79;62.74;104.5;121.11;100.37;103.57;97.64;84.29;94.43;149.76;88.82;85.47;87.26;90.12;91.37
2018-12-01;0.37;0.38;103.84;98.33;100.11;105.93;104.9;94.67;88.93;112.32;62.81;106.22;122.17;101.91;103.84;98.2;85.46;95.84;150.64;89.18;85.51;87.44;91.06;91.59
2019-01-01;0.23;0.22;103.93;98.46;100.33;106.2;105.21;94.15;88.31;112.91;62.18;107.47;122.07;101.98;104.16;98.75;85.76;96.17;150.93;89.02;85.33;87.33;90.6;91.95
2019-02-01;0.25;0.24;104.5;99.16;100.34;106.82;105.94;94.97;88.68;113.75;61.71;109.03;123.26;103.19;104.63;99.31;86.62;96.21;151.08;88.9;85.36;87.15;90.43;92.13
2019-03-01;0.26;0.25;104.63;99.39;98.93;107.34;106.54;95.27;88.66;114.26;61.55;110.19;123.88;103.28;104.67;99.51;87.13;96.08;151.17;88.64;85.35;86.94;89.94;92.27
2019-04-01;0.22;0.22;104.72;99.72;97.61;107.57;106.87;95.63;88.91;115.08;61.03;111.4;124.86;104.29;104.92;99.87;87.84;96.26;151.27;88.51;85.18;86.97;89.87;92.58
2019-05-01;0.16;0.15;105.05;100.2;96.65;108.09;107.46;95.99;89.46;115.91;60.4;113.32;126.04;105.26;105.23;100.35;88.5;96.46;151.44;88.4;84.97;86.73;89.95;92.5
2019-06-01;0.23;0.23;105.47;100.73;95.49;108.87;108.25;96.45;89.5;116.75;60.15;116.6;127.49;105.79;105.45;100.78;89.34;96.28;151.46;88.26;84.79;86.57;89.86;92.16
2019-07-01;0.33;0.34;105.77;101.14;94.97;108.98;108.38;96.66;91.38;117.38;59.95;119.93;128.74;106.38;105.84;101.08;89.99;96.23;151.48;88.05;84.54;86.55;89.72;91.99
2019-08-01;0.34;0.35;105.82;101.4;94.75;109.06;108.46;96.43;91.35;118.02;59.27;119.59;129.58;106.59;105.82;101.34;90.72;96.27;151.56;87.95;84.22;86.46;89.82;91.91
2019-09-01;0.33;0.34;106.22;101.63;94.76;109.71;109.12;96.28;91.31;118.63;58.61;118.0;130.76;106.44;105.96;101.7;90.74;96.52;151.71;88.03;84.1;86.49;89.9;91.73
2019-10-01;0.24;0.25;105.87;100.78;93.88;110.59;110.02;93.41;89.61;119.57;56.91;116.35;128.07;105.28;105.69;100.49;88.85;95.45;151.3;87.44;83.65;86.22;89.68;91.24
2019-11-01;0.13;0.14;104.77;98.85;92.65;111.22;110.7;88.29;87.93;119.12;53.57;112.32;122.59;103.45;104.49;98.57;85.1;92.79;149.89;85.84;82.93;84.5;88.01;90.59
2019-12-01;0.09;0.1;104.91;98.41;92.13;112.31;111.86;85.56;89.37;118.94;51.81;108.35;120.77;103.31;104.63;98.26;83.25;90.98;148.88;84.46;81.99;83.01;86.86;89.73
2020-01-01;0.1;0.11;105.47;98.83;91.98;113.4;112.98;84.59;90.3;119.54;52.44;108.14;121.22;103.68;104.57;98.03;83.4;90.42;148.51;84.17;81.77;82.71;86.73;89.3
2020-02-01;0.09;0.1;105.82;98.68;91.33;114.53;114.15;83.17;90.88;119.49;52.46;107.25;121.36;102.75;104.37;97.72;82.44;89.84;148.16;83.78;81.42;82.44;86.52;88.85
2020-03-01;0.09;0.09;106.13;98.32;91.67;115.27;114.94;81.83;91.53;119.4;52.29;106.01;121.27;101.75;104.27;97.28;80.83;89.2;147.71;83.38;81.07;82.03;86.32;88.35
2020-04-01;0.1;0.1;107.02;98.5;92.42;116.62;116.33;81.23;92.75;119.95;53.13;105.46;121.51;101.04;104.0;96.65;79.7;88.16;147.17;82.8;80.73;81.49;85.77;87.97
2020-05-01;0.12;0.14;107.08;97.45;92.36;117.38;117.16;79.81;93.12;119.57;53.86;103.46;119.83;98.07;103.58;95.7;76.85;86.87;146.44;81.95;80.33;80.92;84.76;87.37
