11/1993;35,65 ;-;-;-;-;-;-;-;-;-;35,35 ;-;-;-;-;-;-;-;-;-
12/1993;38,26 ;-;-;-;-;-;-;-;-;-;37,23 ;-;-;-;-;-;-;-;-;-
01/1994;40,74 ;-;-;-;-;-;-;-;-;-;41,14 ;-;-;-;-;-;-;-;-;-
02/1994;40,45 ;-;-;-;-;-;-;-;-;-;40,35 ;-;-;-;-;-;-;-;-;-
03/1994;43,01 ;-;-;-;-;-;-;-;-;-;42,80 ;-;-;-;-;-;-;-;-;-
04/1994;43,33 ;-;-;-;-;-;-;-;-;-;42,85 ;-;-;-;-;-;-;-;-;-
05/1994;42,87 ;-;-;-;-;-;-;-;-;-;44,04 ;-;-;-;-;-;-;-;-;-
06/1994;48,32 ;-;-;-;-;-;-;-;-;-;47,58 ;-;-;-;-;-;-;-;-;-
07/1994;7,82 ;-;-;-;-;-;-;-;-;-;6,99 ;-;-;-;-;-;-;-;-;-
08/1994;2,15 ;-;-;-;-;-;-;-;-;-;2,01 ;-;-;-;-;-;-;-;-;-
09/1994;1,57 ;-;-;-;-;-;-;-;-;-;1,56 ;-;-;-;-;-;-;-;-;-
10/1994;2,78 ;-;-;-;-;-;-;-;-;-;2,60 ;-;-;-;-;-;-;-;-;-
11/1994;3,21 ;-;-;-;-;-;-;-;-;-;3,03 ;-;-;-;-;-;-;-;-;-
12/1994;1,66 ;-;-;-;-;-;-;-;-;-;1,61 ;-;-;-;-;-;-;-;-;-
01/1995;1,42 ;-;-;-;-;-;-;-;-;-;1,66 ;-;-;-;-;-;-;-;-;-
02/1995;1,24 ;-;-;-;-;-;-;-;-;-;1,21 ;-;-;-;-;-;-;-;-;-
03/1995;1,53 ;-;-;-;-;-;-;-;-;-;1,46 ;-;-;-;-;-;-;-;-;-
04/1995;2,66 ;-;-;-;-;-;-;-;-;-;2,54 ;-;-;-;-;-;-;-;-;-
05/1995;2,01 ;-;-;-;-;-;-;-;-;-;2,58 ;-;-;-;-;-;-;-;-;-
06/1995;2,20 ;-;-;-;-;-;-;-;-;-;2,34 ;-;-;-;-;-;-;-;-;-
07/1995;2,67 ;-;-;-;-;-;-;-;-;-;2,56 ;-;-;-;-;-;-;-;-;-
08/1995;1,06 ;-;-;-;-;-;-;-;-;-;0,96 ;-;-;-;-;-;-;-;-;-
09/1995;1,31 ;-;-;-;-;-;-;-;-;-;1,04 ;-;-;-;-;-;-;-;-;-
10/1995;1,63 ;-;-;-;-;-;-;-;-;-;1,47 ;-;-;-;-;-;-;-;-;-
11/1995;1,82 ;-;-;-;-;-;-;-;-;-;1,62 ;-;-;-;-;-;-;-;-;-
12/1995;2,04 ;-;-;-;-;-;-;-;-;-;1,78 ;-;-;-;-;-;-;-;-;-
01/1996;1,80 ;-;-;-;-;-;-;-;-;-;1,52 ;-;-;-;-;-;-;-;-;-
02/1996;0,83 ;-;-;-;-;-;-;-;-;-;1,02 ;-;-;-;-;-;-;-;-;-
03/1996;0,43 ;-;-;-;-;-;-;-;-;-;0,41 ;-;-;-;-;-;-;-;-;-
04/1996;1,24 ;-;-;-;-;-;-;-;-;-;1,44 ;-;-;-;-;-;-;-;-;-
05/1996;1,28 ;-;-;-;-;-;-;-;-;-;1,24 ;-;-;-;-;-;-;-;-;-
06/1996;1,75 ;-;-;-;-;-;-;-;-;-;1,46 ;-;-;-;-;-;-;-;-;-
07/1996;1,44 ;-;-;-;-;-;-;-;-;-;1,27 ;-;-;-;-;-;-;-;-;-
08/1996;0,35 ;-;-;-;-;-;-;-;-;-;0,35 ;-;-;-;-;-;-;-;-;-
09/1996;0,09 ;-;-;-;-;-;-;-;-;-;0,19 ;-;-;-;-;-;-;-;-;-
10/1996;0,53 ;-;-;-;-;-;-;-;-;-;0,37 ;-;-;-;-;-;-;-;-;-
11/1996;0,44 ;-;-;-;-;-;-;-;-;-;0,37 ;-;-;-;-;-;-;-;-;-
12/1996;0,45 ;-;-;-;-;-;-;-;-;-;0,55 ;-;-;-;-;-;-;-;-;-
01/1997;1,13 ;-;-;-;-;-;-;-;-;-;1,45 ;-;-;-;-;-;-;-;-;-
02/1997;0,77 ;-;-;-;-;-;-;-;-;-;0,62 ;-;-;-;-;-;-;-;-;-
03/1997;0,83 ;-;-;-;-;-;-;-;-;-;0,58 ;-;-;-;-;-;-;-;-;-
04/1997;0,71 ;-;-;-;-;-;-;-;-;-;0,87 ;-;-;-;-;-;-;-;-;-
05/1997;0,12 ;-;-;-;-;-;-;-;-;-;0,43 ;-;-;-;-;-;-;-;-;-
06/1997;0,75 ;-;-;-;-;-;-;-;-;-;0,77 ;-;-;-;-;-;-;-;-;-
07/1997;0,22 ;-;-;-;-;-;-;-;-;-;0,22 ;-;-;-;-;-;-;-;-;-
08/1997;-0,13 ;-;-;-;-;-;-;-;-;-;-0,07 ;-;-;-;-;-;-;-;-;-
09/1997;0,11 ;-;-;-;-;-;-;-;-;-;0,09 ;-;-;-;-;-;-;-;-;-
10/1997;0,39 ;-;-;-;-;-;-;-;-;-;0,28 ;-;-;-;-;-;-;-;-;-
11/1997;0,15 ;-;-;-;-;-;-;-;-;-;0,16 ;-;-;-;-;-;-;-;-;-
12/1997;0,47 ;-;-;-;-;-;-;-;-;-;0,33 ;-;-;-;-;-;-;-;-;-
01/1998;0,94 ;-;-;-;-;-;-;-;-;-;0,82 ;-;-;-;-;-;-;-;-;-
02/1998;0,61 ;-;-;-;-;-;-;-;-;-;0,52 ;-;-;-;-;-;-;-;-;-
03/1998;0,40 ;-;-;-;-;-;-;-;-;-;0,26 ;-;-;-;-;-;-;-;-;-
04/1998;0,39 ;-;-;-;-;-;-;-;-;-;0,21 ;-;-;-;-;-;-;-;-;-
05/1998;0,46 ;-;-;-;-;-;-;-;-;-;0,37 ;-;-;-;-;-;-;-;-;-
06/1998;0,03 ;-;-;-;-;-;-;-;-;-;-0,06 ;-;-;-;-;-;-;-;-;-
07/1998;-0,32 ;-;-;-;-;-;-;-;-;-;-0,12 ;-;-;-;-;-;-;-;-;-
08/1998;-0,46 ;-;-;-;-;-;-;-;-;-;-0,53 ;-;-;-;-;-;-;-;-;-
09/1998;-0,23 ;-;-;-;-;-;-;-;-;-;-0,17 ;-;-;-;-;-;-;-;-;-
10/1998;0,03 ;-;-;-;-;-;-;-;-;-;-0,03 ;-;-;-;-;-;-;-;-;-
11/1998;-0,16 ;-;-;-;-;-;-;-;-;-;-0,11 ;-;-;-;-;-;-;-;-;-
12/1998;0,48 ;-;-;-;-;-;-;-;-;-;0,33 ;-;-;-;-;-;-;-;-;-
01/1999;0,58 ;-;-;-;-;-;-;-;-;-;0,66 ;-;-;-;-;-;-;-;-;-
02/1999;1,27 ;-;-;-;-;-;-;-;-;-;0,96 ;-;-;-;-;-;-;-;-;-
03/1999;1,20 ;-;-;-;-;-;-;-;-;-;1,03 ;-;-;-;-;-;-;-;-;-
04/1999;0,40 ;-;-;-;-;-;-;-;-;-;0,44 ;-;-;-;-;-;-;-;-;-
05/1999;0,02 ;-;-;-;-;-;-;-;-;-;0,26 ;-;-;-;-;-;-;-;-;-
06/1999;0,07 ;-;-;-;-;-;-;-;-;-;0,17 ;-;-;-;-;-;-;-;-;-
07/1999;0,84 ;-;-;-;-;-;-;-;-;-;1,06 ;-;-;-;-;-;-;-;-;-
08/1999;0,73 ;-;-;-;-;-;-;-;-;-;0,69 ;-;-;-;-;-;-;-;-;-
09/1999;0,39 ;-;-;-;-;-;-;-;-;-;0,29 ;-;-;-;-;-;-;-;-;-
10/1999;0,81 ;-;-;-;-;-;-;-;-;-;1,21 ;-;-;-;-;-;-;-;-;-
11/1999;0,89 ;-;-;-;-;-;-;-;-;-;0,93 ;-;-;-;-;-;-;-;-;-
12/1999;0,66 ;-;-;-;-;-;-;-;-;-;0,53 ;-;-;-;-;-;-;-;-;-
01/2000;0,64 ;52,80 ;27,41 ;69,72 ;52,40 ;-;-;-;-;-;0,69 ;49,67 ;-;-;-;-;-;-;-;-
02/2000;-0,12 ;53,07 ;26,63 ;82,63 ;52,55 ;-;-;-;-;-;-0,07 ;50,63 ;-;-;-;-;-;-;-;-
03/2000;0,23 ;56,01 ;28,36 ;78,05 ;55,96 ;-;-;-;-;-;0,27 ;51,16 ;-;-;-;-;-;-;-;-
04/2000;0,12 ;57,95 ;27,51 ;73,74 ;57,95 ;-;-;-;-;-;0,45 ;51,36 ;-;-;-;-;-;-;-;-
05/2000;-0,12 ;55,79 ;32,72 ;82,43 ;55,74 ;-;-;-;-;-;-0,07 ;51,83 ;-;-;-;-;-;-;-;-
06/2000;0,34 ;55,68 ;28,04 ;74,65 ;55,68 ;-;-;-;-;-;0,17 ;51,31 ;-;-;-;-;-;-;-;-
07/2000;1,49 ;58,16 ;31,14 ;82,42 ;58,51 ;-;-;-;-;-;1,63 ;51,59 ;-;-;-;-;-;-;-;-
08/2000;1,18 ;57,49 ;32,56 ;90,16 ;57,64 ;-;-;-;-;-;1,30 ;51,18 ;-;-;-;-;-;-;-;-
09/2000;0,26 ;57,73 ;30,65 ;78,07 ;58,04 ;-;-;-;-;-;0,15 ;51,19 ;-;-;-;-;-;-;-;-
10/2000;0,13 ;57,07 ;32,22 ;84,51 ;57,04 ;-;-;-;-;-;0,17 ;50,32 ;-;-;-;-;-;-;-;-
11/2000;0,44 ;57,33 ;34,14 ;84,75 ;57,14 ;-;-;-;-;-;0,37 ;51,06 ;-;-;-;-;-;-;-;-
12/2000;0,59 ;76,11 ;50,82 ;80,42 ;76,45 ;-;-;-;-;-;0,58 ;51,30 ;-;-;-;-;-;-;-;-
01/2001;0,49 ;56,24 ;30,94 ;84,25 ;55,98 ;-;-;-;-;-;0,38 ;51,25 ;-;-;-;-;-;-;-;-
02/2001;0,25 ;55,08 ;26,91 ;72,35 ;55,19 ;-;-;-;-;-;0,33 ;51,37 ;-;-;-;-;-;-;-;-
03/2001;0,51 ;59,80 ;31,39 ;91,10 ;60,03 ;-;-;-;-;-;0,39 ;50,93 ;-;-;-;-;-;-;-;-
04/2001;0,73 ;58,92 ;27,96 ;79,63 ;58,83 ;-;-;-;-;-;0,50 ;50,63 ;-;-;-;-;-;-;-;-
05/2001;0,47 ;56,45 ;32,19 ;79,75 ;56,70 ;-;-;-;-;-;0,32 ;50,17 ;-;-;-;-;-;-;-;-
06/2001;1,04 ;56,00 ;27,58 ;72,65 ;56,36 ;-;-;-;-;-;0,68 ;50,18 ;-;-;-;-;-;-;-;-
07/2001;1,19 ;56,75 ;29,58 ;79,12 ;57,05 ;-;-;-;-;-;1,44 ;50,01 ;-;-;-;-;-;-;-;-
08/2001;0,74 ;57,36 ;30,02 ;74,54 ;57,63 ;-;-;-;-;-;0,68 ;49,96 ;-;-;-;-;-;-;-;-
09/2001;0,18 ;57,66 ;29,09 ;62,99 ;57,99 ;-;-;-;-;-;0,14 ;50,27 ;-;-;-;-;-;-;-;-
10/2001;0,91 ;58,19 ;32,05 ;73,51 ;58,30 ;-;-;-;-;-;0,71 ;50,65 ;-;-;-;-;-;-;-;-
11/2001;1,72 ;56,97 ;32,17 ;68,01 ;57,18 ;-;-;-;-;-;0,74 ;49,98 ;-;-;-;-;-;-;-;-
12/2001;0,71 ;74,56 ;49,29 ;62,82 ;75,41 ;-;-;-;-;-;0,64 ;50,61 ;-;-;-;-;-;-;-;-
01/2002;1,12 ;55,86 ;31,51 ;67,02 ;56,27 ;-;-;-;-;-;0,55 ;50,55 ;76,9 ;-;-;-;-;-;-;-
02/2002;0,10 ;53,12 ;26,87 ;56,23 ;53,34 ;-;-;-;-;-;0,29 ;50,37 ;78,8 ;-;-;-;-;-;-;-
03/2002;0,38 ;62,18 ;30,33 ;65,38 ;62,55 ;-;-;-;-;-;0,41 ;50,91 ;78,7 ;-;-;-;-;-;-;-
04/2002;0,65 ;55,33 ;30,28 ;70,09 ;55,48 ;-;-;-;-;-;0,79 ;50,84 ;78,5 ;-;-;-;-;-;-;-
05/2002;0,13 ;58,75 ;32,52 ;61,28 ;59,04 ;-;-;-;-;-;0,26 ;50,89 ;78,6 ;-;-;-;-;-;-;-
06/2002;0,59 ;55,28 ;27,71 ;54,63 ;55,73 ;-;-;-;-;-;0,37 ;49,84 ;77,6 ;-;-;-;-;-;-;-
07/2002;1,18 ;56,54 ;28,69 ;61,97 ;57,16 ;-;-;-;-;-;1,17 ;50,35 ;78,4 ;-;-;-;-;-;-;-
08/2002;0,80 ;58,30 ;29,77 ;63,80 ;59,00 ;-;-;-;-;-;0,64 ;50,55 ;75,7 ;-;-;-;-;-;-;-
09/2002;0,65 ;54,07 ;27,91 ;64,06 ;54,64 ;-;-;-;-;-;0,63 ;49,90 ;77,2 ;-;-;-;-;-;-;-
10/2002;1,52 ;57,67 ;31,42 ;65,76 ;58,17 ;-;-;-;-;-;1,17 ;50,61 ;80,0 ;-;-;-;-;-;-;-
11/2002;3,22 ;56,83 ;30,59 ;58,67 ;57,40 ;-;-;-;-;-;2,92 ;49,51 ;78,2 ;-;-;-;-;-;-;-
12/2002;2,45 ;67,84 ;43,34 ;55,67 ;69,12 ;-;-;-;-;-;2,00 ;48,64 ;77,4 ;-;-;-;-;-;-;-
01/2003;2,76 ;52,53 ;26,89 ;56,27 ;53,33 ;-;-;-;-;-;2,38 ;47,74 ;77,8 ;100,29 ;-;-;-;-;-;-
02/2003;1,56 ;50,79 ;25,21 ;58,36 ;51,61 ;-;-;-;-;-;1,56 ;48,92 ;78,4 ;101,26 ;-;-;-;-;-;-
03/2003;1,26 ;53,72 ;24,40 ;50,88 ;54,54 ;-;-;-;-;-;1,13 ;47,32 ;77,9 ;100,12 ;-;-;-;-;-;-
04/2003;1,12 ;54,50 ;23,76 ;52,88 ;55,18 ;-;-;-;-;-;0,89 ;47,17 ;77,8 ;99,13 ;-;-;-;-;-;-
05/2003;0,99 ;54,39 ;27,82 ;51,31 ;54,99 ;-;-;-;-;-;0,65 ;46,87 ;75,7 ;98,03 ;-;-;-;-;-;-
06/2003;-0,02 ;50,78 ;25,56 ;49,38 ;51,43 ;-;-;-;-;-;-0,11 ;47,14 ;76,5 ;98,75 ;-;-;-;-;-;-
07/2003;0,10 ;53,48 ;27,68 ;51,93 ;54,21 ;-;-;-;-;-;0,24 ;47,68 ;75,0 ;98,98 ;-;-;-;-;-;-
08/2003;0,28 ;55,06 ;28,84 ;49,64 ;55,79 ;-;-;-;-;-;0,33 ;47,96 ;76,3 ;99,45 ;-;-;-;-;-;-
09/2003;0,76 ;51,73 ;29,16 ;57,39 ;52,31 ;-;-;-;-;-;0,73 ;48,32 ;78,8 ;99,62 ;-;-;-;-;-;-
10/2003;0,29 ;55,08 ;32,47 ;60,28 ;55,75 ;-;-;-;-;-;0,23 ;48,62 ;80,0 ;99,90 ;-;-;-;-;-;-
11/2003;0,41 ;55,02 ;32,89 ;59,44 ;55,47 ;-;-;-;-;-;0,36 ;49,43 ;81,7 ;100,75 ;-;-;-;-;-;-
12/2003;0,47 ;68,77 ;51,27 ;61,62 ;70,11 ;-;-;-;-;-;0,49 ;49,38 ;80,5 ;101,19 ;-;-;-;-;-;-
01/2004;0,53 ;54,19 ;30,93 ;58,41 ;54,93 ;43,13 ;85,45 ;19,89 ;26,50 ;66,29;0,61 ;50,18 ;81,9 ;101,78 ;-;-;-;-;-;-
02/2004;0,21 ;53,28 ;28,97 ;53,97 ;54,05 ;41,69 ;76,35 ;15,71 ;27,61 ;60,03;0,53 ;51,05 ;82,5 ;102,59 ;-;-;-;-;-;-
03/2004;0,47 ;55,45 ;33,20 ;64,72 ;56,15 ;48,07 ;71,91 ;18,64 ;28,14 ;73,53;0,44 ;51,24 ;83,3 ;103,15 ;-;-;-;-;-;-
04/2004;0,30 ;58,01 ;32,77 ;57,03 ;58,85 ;44,53 ;56,97 ;12,90 ;28,87 ;65,82;0,31 ;51,71 ;83,8 ;103,75 ;-;-;-;-;-;-
05/2004;0,53 ;56,63 ;38,40 ;60,13 ;57,37 ;46,79 ;59,50 ;16,25 ;31,63 ;68,49;0,54 ;52,33 ;84,2 ;103,51 ;-;-;-;-;-;-
06/2004;0,64 ;54,79 ;34,86 ;62,77 ;55,58 ;46,20 ;60,49 ;18,13 ;29,87 ;68,40;0,78 ;52,47 ;85,3 ;104,39 ;-;-;-;-;-;-
07/2004;1,04 ;58,16 ;36,35 ;62,09 ;59,03 ;46,81 ;57,89 ;16,64 ;30,47 ;73,19;1,04 ;52,42 ;85,3 ;105,05 ;-;-;-;-;-;-
08/2004;0,58 ;56,72 ;36,72 ;65,26 ;57,62 ;45,47 ;59,82 ;15,33 ;31,04 ;72,43;0,69 ;52,07 ;86,4 ;105,89 ;-;-;-;-;-;-
09/2004;0,28 ;56,10 ;34,93 ;65,10 ;56,95 ;44,26 ;55,17 ;16,89 ;29,50 ;70,52;0,37 ;52,23 ;88,3 ;106,98 ;-;-;-;-;-;-
10/2004;0,19 ;60,32 ;37,84 ;63,46 ;61,30 ;44,73 ;55,63 ;14,28 ;33,92 ;69,71;0,46 ;52,58 ;86,5 ;106,87 ;-;-;-;-;-;-
11/2004;0,48 ;58,25 ;38,77 ;67,14 ;59,13 ;43,44 ;53,31 ;16,12 ;34,31 ;72,24;0,72 ;52,55 ;86,9 ;106,98 ;-;-;-;-;-;-
12/2004;0,87 ;76,39 ;62,88 ;71,03 ;77,71 ;51,24 ;89,00 ;20,13 ;60,21 ;70,86;0,87 ;54,06 ;87,7 ;107,65 ;-;-;-;-;-;-
01/2005;0,50 ;56,69 ;36,46 ;63,76 ;57,41 ;43,20 ;75,42 ;11,76 ;30,74 ;65,66;0,58 ;52,99 ;88,8 ;107,89 ;-;-;-;-;-;-
02/2005;0,42 ;51,83 ;32,45 ;51,01 ;51,37 ;40,64 ;79,03 ;18,72 ;27,55 ;53,82;0,60 ;51,87 ;86,7 ;107,64 ;-;-;-;-;-;-
03/2005;0,99 ;59,64 ;38,39 ;64,04 ;60,15 ;47,87 ;69,48 ;27,74 ;35,93 ;62,15;0,73 ;53,02 ;87,5 ;108,14 ;-;-;-;-;-;-
04/2005;1,09 ;56,18 ;39,75 ;58,71 ;56,61 ;45,93 ;58,09 ;24,85 ;32,00 ;61,19;0,91 ;53,14 ;87,3 ;108,43 ;-;-;-;-;-;-
05/2005;0,76 ;56,26 ;44,99 ;60,04 ;56,59 ;48,05 ;59,26 ;26,48 ;34,83 ;61,31;0,52 ;53,23 ;89,5 ;108,72 ;-;-;-;-;-;-
06/2005;-0,13 ;55,16 ;42,66 ;61,97 ;55,40 ;48,18 ;55,20 ;29,48 ;33,97 ;62,73;-0,05 ;54,06 ;88,6 ;109,08 ;-;-;-;-;-;-
07/2005;-0,15 ;58,85 ;43,28 ;57,98 ;59,21 ;47,39 ;55,21 ;27,53 ;34,84 ;61,56;0,12 ;54,64 ;87,8 ;108,95 ;-;-;-;-;-;-
08/2005;-0,16 ;59,09 ;41,56 ;67,61 ;59,33 ;49,32 ;62,23 ;27,69 ;36,20 ;65,97;0,08 ;54,35 ;88,5 ;109,49 ;-;-;-;-;-;-
09/2005;0,21 ;57,90 ;36,42 ;62,63 ;58,18 ;46,34 ;57,18 ;28,00 ;34,01 ;61,53;0,39 ;53,82 ;87,9 ;109,72 ;-;-;-;-;-;-
10/2005;0,38 ;60,72 ;41,52 ;62,48 ;60,96 ;47,50 ;53,85 ;26,90 ;39,15 ;62,36;0,71 ;54,30 ;87,2 ;110,26 ;-;-;-;-;-;-
11/2005;0,38 ;59,07 ;44,18 ;68,57 ;59,30 ;47,15 ;53,77 ;26,97 ;39,82 ;66,67;0,50 ;54,56 ;89,1 ;110,94 ;-;-;-;-;-;-
12/2005;0,33 ;76,89 ;67,74 ;68,83 ;77,44 ;53,27 ;83,76 ;47,04 ;69,99 ;63,44;0,31 ;55,80 ;90,4 ;111,25 ;-;-;-;-;-;-
01/2006;0,48 ;59,73 ;39,66 ;62,56 ;59,94 ;45,00 ;78,08 ;29,30 ;38,52 ;61,72;0,64 ;56,80 ;90,9 ;112,27 ;-;-;-;-;-;-
02/2006;0,28 ;56,07 ;35,22 ;49,04 ;55,54 ;42,00 ;73,92 ;25,70 ;31,60 ;53,21;0,47 ;55,67 ;91,2 ;112,61 ;-;-;-;-;-;-
03/2006;0,12 ;62,56 ;40,68 ;63,41 ;61,90 ;48,43 ;69,45 ;32,07 ;37,35 ;64,33;0,38 ;55,71 ;90,6 ;112,82 ;-;-;-;-;-;-
04/2006;0,14 ;64,58 ;40,31 ;53,53 ;64,97 ;45,74 ;62,82 ;27,24 ;39,63 ;56,00;0,23 ;56,59 ;91,8 ;113,64 ;-;-;-;-;-;-
05/2006;0,10 ;60,79 ;50,63 ;64,78 ;61,16 ;48,53 ;65,51 ;35,95 ;42,22 ;63,49;0,06 ;56,79 ;92,4 ;114,04 ;-;-;-;-;-;-
06/2006;-0,09 ;60,70 ;42,68 ;55,48 ;61,11 ;47,26 ;59,33 ;35,06 ;38,99 ;67,11;-0,22 ;56,77 ;90,5 ;113,54 ;-;-;-;-;-;-
07/2006;0,23 ;62,51 ;42,53 ;63,60 ;62,93 ;47,17 ;59,06 ;34,11 ;40,15 ;71,78;0,22 ;56,90 ;91,6 ;115,12 ;-;-;-;-;-;-
08/2006;0,10 ;63,33 ;46,13 ;69,13 ;63,64 ;48,19 ;64,58 ;34,29 ;44,49 ;75,81;0,12 ;57,98 ;91,4 ;114,78 ;-;-;-;-;-;-
09/2006;0,23 ;64,12 ;45,02 ;63,92 ;64,48 ;46,91 ;60,45 ;35,48 ;45,17 ;71,30;0,24 ;58,88 ;89,8 ;114,92 ;-;-;-;-;-;-
10/2006;0,35 ;64,75 ;50,51 ;69,65 ;65,15 ;48,22 ;58,28 ;32,07 ;49,74 ;72,90;0,29 ;59,35 ;90,1 ;116,03 ;-;-;-;-;-;-
11/2006;0,36 ;64,67 ;50,78 ;70,95 ;65,06 ;47,60 ;55,39 ;33,40 ;49,49 ;73,60;0,26 ;59,45 ;91,1 ;116,49 ;-;-;-;-;-;-
12/2006;1,01 ;82,26 ;72,38 ;70,36 ;83,09 ;53,55 ;84,48 ;52,01 ;82,70 ;60,30;0,66 ;59,83 ;92,8 ;117,45 ;-;-;-;-;-;-
