11/2000;49,30 ;54,40 ;70,40 ;18,50 ;44,00 ;70,60 ;102,82 ;0,05;-0,17 ;-;-;-;-;-;-;-;-
12/2000;68,10 ;56,20 ;94,00 ;25,20 ;45,80 ;93,70 ;98,37 ;0,87;0,97 ;-;-;-;-;-;-;-;-
01/2001;46,00 ;54,40 ;64,50 ;17,80 ;46,60 ;64,30 ;97,18 ;0,07;0,11 ;-;-;-;-;-;-;-;-
02/2001;41,40 ;48,30 ;59,20 ;14,10 ;37,30 ;59,10 ;88,81 ;0,29;0,23 ;-;-;-;-;-;-;-;-
03/2001;47,70 ;55,30 ;68,80 ;16,70 ;47,70 ;69,00 ;87,24 ;0,47;0,49 ;-;-;-;-;-;-;-;-
04/2001;43,90 ;55,20 ;65,30 ;14,40 ;41,10 ;65,50 ;89,95 ;0,82;1,23 ;-;-;-;-;-;-;-;-
05/2001;46,00 ;60,30 ;63,20 ;18,30 ;43,00 ;63,50 ;96,01 ;0,35;0,48 ;-;-;-;-;-;-;-;-
06/2001;45,30 ;57,90 ;63,50 ;14,70 ;34,60 ;63,80 ;97,52 ;0,40;0,42 ;-;-;-;-;-;-;-;-
07/2001;43,40 ;60,90 ;61,20 ;15,90 ;36,70 ;61,50 ;98,37 ;1,01;0,88 ;-;-;-;-;-;-;-;-
08/2001;44,00 ;55,70 ;62,10 ;15,20 ;35,20 ;62,60 ;95,29 ;0,74;0,82 ;-;-;-;-;-;-;-;-
09/2001;42,00 ;57,10 ;60,40 ;15,00 ;28,40 ;60,90 ;91,12 ;0,79;1,17 ;-;-;-;-;-;-;-;-
10/2001;44,60 ;61,20 ;61,90 ;16,90 ;33,60 ;62,30 ;92,25 ;0,68;0,60 ;-;-;-;-;-;-;-;-
11/2001;46,00 ;61,20 ;60,10 ;19,00 ;35,90 ;60,40 ;96,71 ;0,59;0,78 ;-;-;-;-;-;-;-;-
12/2001;67,40 ;62,20 ;83,90 ;25,00 ;35,90 ;84,00 ;98,91 ;0,91;0,86 ;-;-;-;-;-;-;-;-
01/2002;45,60 ;64,80 ;59,10 ;19,10 ;35,20 ;59,40 ;105,28 ;0,48;1,22 ;-;-;-;-;-;-;-;-
02/2002;40,80 ;58,80 ;57,40 ;12,60 ;29,60 ;57,80 ;102,72 ;0,95;0,82 ;-;-;-;-;-;-;-;-
03/2002;45,20 ;61,00 ;63,10 ;14,70 ;39,30 ;63,30 ;103,67 ;0,77;0,65 ;-;-;-;-;-;-;-;-
04/2002;42,70 ;59,70 ;57,30 ;16,20 ;40,70 ;57,60 ;105,09 ;0,82;0,89 ;-;-;-;-;-;-;-;-
05/2002;46,80 ;59,80 ;60,30 ;19,20 ;35,20 ;60,50 ;101,95 ;-0,03;-0,31 ;-;-;-;-;-;-;-;-
06/2002;43,50 ;56,40 ;57,80 ;15,00 ;28,20 ;58,00 ;107,23 ;0,41;0,59 ;-;-;-;-;-;-;-;-
07/2002;44,90 ;61,10 ;59,50 ;18,80 ;34,60 ;59,80 ;109,49 ;1,04;0,86 ;-;-;-;-;-;-;-;-
08/2002;46,10 ;63,10 ;57,20 ;17,90 ;36,10 ;57,40 ;109,83 ;0,91;1,02 ;-;-;-;-;-;-;-;-
09/2002;42,30 ;62,50 ;54,00 ;15,80 ;32,90 ;54,10 ;109,38 ;0,62;0,79 ;-;-;-;-;-;-;-;-
10/2002;46,00 ;62,70 ;58,40 ;18,50 ;37,30 ;58,70 ;110,81 ;1,58;1,84 ;-;-;-;-;-;-;-;-
11/2002;47,10 ;61,60 ;55,60 ;21,10 ;31,10 ;55,60 ;116,25 ;2,97;3,25 ;-;-;-;-;-;-;-;-
12/2002;64,80 ;66,50 ;75,10 ;26,30 ;32,10 ;75,10 ;124,81 ;2,92;4,16 ;-;-;-;-;-;-;-;-
01/2003;45,60 ;62,10 ;53,90 ;16,90 ;34,10 ;54,10 ;126,62 ;1,70;1,80 ;-;-;-;-;-;-;100,78 ;-
02/2003;40,90 ;60,70 ;52,10 ;14,10 ;33,60 ;52,20 ;135,99 ;0,53;0,33 ;-;-;-;-;-;-;99,92 ;-
03/2003;38,50 ;55,90 ;52,10 ;15,40 ;29,20 ;52,40 ;136,71 ;1,69;1,58 ;-;-;-;-;-;-;98,75 ;-
04/2003;39,70 ;60,00 ;53,60 ;16,60 ;28,70 ;54,10 ;147,50 ;2,03;3,43 ;-;-;-;-;-;-;98,96 ;-
05/2003;40,30 ;58,40 ;50,50 ;20,50 ;29,90 ;50,80 ;142,36 ;1,82;2,37 ;-;-;-;-;-;-;98,01 ;-
06/2003;40,30 ;58,90 ;47,00 ;18,00 ;27,40 ;47,30 ;141,83 ;-0,27;-0,16 ;-;-;-;-;-;-;99,04 ;-
07/2003;40,70 ;62,20 ;50,70 ;19,30 ;32,30 ;51,00 ;137,43 ;0,01;-0,28 ;-;-;-;-;-;-;98,37 ;-
08/2003;42,20 ;61,70 ;51,20 ;21,00 ;30,90 ;51,50 ;124,65 ;0,09;-0,34 ;-;-;-;-;-;-;98,28 ;-
09/2003;39,80 ;59,80 ;48,40 ;19,90 ;32,60 ;48,70 ;125,64 ;0,87;0,85 ;-;-;-;-;-;-;98,49 ;-
10/2003;42,80 ;67,40 ;49,80 ;20,70 ;32,70 ;50,00 ;123,10 ;0,14;0,20 ;-;-;-;-;-;-;97,78 ;-
11/2003;44,10 ;66,00 ;51,40 ;21,90 ;31,20 ;51,70 ;127,59 ;0,33;0,18 ;-;-;-;-;-;-;97,90 ;-
12/2003;62,70 ;65,10 ;65,20 ;34,00 ;36,40 ;65,50 ;129,70 ;0,66;0,63 ;-;-;-;-;-;-;98,79 ;-
01/2004;41,30 ;60,90 ;49,00 ;20,50 ;35,70 ;49,50 ;136,30 ;0,99;1,22 ;2.490 ;4.396 ;6.886 ;14,18 ;3,67 ;6,50 ;99,05 ;-
02/2004;39,30 ;55,50 ;50,20 ;15,60 ;32,00 ;50,60 ;140,32 ;0,88;0,78 ;2.530 ;4.409 ;6.939 ;13,85 ;3,69 ;6,44 ;99,20 ;-
03/2004;42,90 ;60,00 ;54,30 ;20,90 ;41,10 ;54,50 ;137,44 ;0,69;0,75 ;2.592 ;4.206 ;6.797 ;13,61 ;3,71 ;6,53 ;100,09 ;-
04/2004;41,90 ;59,30 ;54,10 ;19,10 ;35,40 ;54,30 ;138,10 ;0,27;0,42 ;2.632 ;4.288 ;6.920 ;13,41 ;3,62 ;6,41 ;100,61 ;-
05/2004;45,30 ;60,30 ;55,10 ;24,60 ;38,30 ;55,50 ;133,18 ;-0,09;-0,60 ;2.695 ;4.328 ;7.023 ;12,96 ;3,40 ;6,16 ;101,79 ;-
06/2004;44,50 ;58,70 ;51,60 ;21,00 ;36,50 ;51,90 ;132,30 ;0,37;0,23 ;2.759 ;4.388 ;7.147 ;12,52 ;3,12 ;5,86 ;101,95 ;-
07/2004;45,30 ;61,80 ;55,90 ;23,80 ;40,70 ;56,60 ;141,58 ;0,56;0,15 ;2.871 ;4.392 ;7.263 ;10,08 ;2,83 ;4,98 ;101,40 ;-
08/2004;44,60 ;58,90 ;54,10 ;23,60 ;40,10 ;54,60 ;147,03 ;0,34;0,00 ;2.856 ;4.385 ;7.241 ;11,56 ;3,60 ;6,02 ;103,05 ;-
09/2004;42,20 ;57,70 ;52,90 ;20,90 ;37,70 ;53,30 ;131,53 ;0,33;-0,12 ;2.907 ;4.369 ;7.276 ;11,71 ;3,66 ;6,17 ;104,01 ;-
10/2004;46,40 ;58,80 ;56,20 ;25,20 ;36,40 ;56,90 ;123,81 ;0,09;-0,11 ;3.021 ;4.448 ;7.468 ;11,29 ;3,11 ;5,67 ;104,45 ;-
11/2004;49,00 ;58,10 ;57,10 ;28,10 ;39,40 ;57,80 ;121,61 ;0,63;0,47 ;3.052 ;4.490 ;7.542 ;10,91 ;2,93 ;5,49 ;102,74 ;-
12/2004;72,40 ;62,30 ;79,70 ;43,40 ;44,70 ;80,70 ;122,99 ;1,31;1,72 ;3.248 ;4.533 ;7.780 ;10,22 ;2,95 ;5,33 ;106,21 ;-
01/2005;46,80 ;57,40 ;57,80 ;28,30 ;38,20 ;58,60 ;132,31 ;0,42;0,36 ;3.421 ;4.513 ;7.934 ;10,06 ;3,12 ;5,44 ;104,76 ;-
02/2005;45,50 ;60,90 ;60,20 ;22,60 ;39,00 ;58,90 ;130,79 ;0,54;0,66 ;3.529 ;4.469 ;7.999 ;9,65 ;3,17 ;5,38 ;105,70 ;-
03/2005;50,80 ;70,00 ;67,30 ;26,40 ;49,80 ;66,30 ;131,19 ;0,59;0,55 ;3.599 ;4.504 ;8.103 ;9,32 ;2,99 ;5,19 ;106,01 ;-
04/2005;48,50 ;67,90 ;61,30 ;28,90 ;47,20 ;60,30 ;135,70 ;0,52;0,40 ;3.736 ;4.592 ;8.328 ;10,27 ;3,17 ;5,65 ;105,27 ;-
05/2005;51,40 ;67,90 ;62,20 ;32,70 ;48,10 ;61,00 ;146,96 ;1,16;1,61 ;3.829 ;4.849 ;8.678 ;9,34 ;3,01 ;5,17 ;106,54 ;-
06/2005;49,80 ;64,20 ;59,70 ;27,00 ;41,90 ;58,70 ;148,44 ;0,23;-0,16 ;3.891 ;4.870 ;8.761 ;9,01 ;3,12 ;5,15 ;106,33 ;-
07/2005;51,10 ;68,80 ;63,20 ;31,90 ;46,20 ;62,20 ;143,40 ;0,44;0,38 ;4.020 ;4.752 ;8.772 ;8,96 ;3,03 ;5,14 ;106,92 ;-
08/2005;52,30 ;70,10 ;61,30 ;36,30 ;53,00 ;60,40 ;134,26 ;0,01;-0,19 ;4.097 ;4.535 ;8.631 ;8,91 ;3,17 ;5,31 ;107,77 ;-
09/2005;50,30 ;71,20 ;61,60 ;30,40 ;49,10 ;60,60 ;130,22 ;0,48;0,22 ;4.137 ;4.697 ;8.835 ;8,83 ;3,28 ;5,34 ;106,57 ;-
10/2005;52,70 ;71,60 ;64,40 ;31,20 ;48,50 ;63,50 ;131,44 ;1,02;1,26 ;4.224 ;4.885 ;9.110 ;8,93 ;3,14 ;5,28 ;106,94 ;-
11/2005;54,20 ;69,30 ;61,90 ;34,10 ;51,60 ;61,10 ;141,29 ;0,94;1,03 ;4.315 ;5.099 ;9.414 ;8,98 ;3,11 ;5,24 ;108,25 ;-
12/2005;79,30 ;76,40 ;84,50 ;51,10 ;62,20 ;83,90 ;140,31 ;0,55;0,84 ;4.443 ;5.348 ;9.791 ;8,85 ;2,75 ;4,94 ;108,40 ;-
01/2006;52,50 ;72,70 ;63,60 ;34,80 ;53,50 ;63,00 ;126,03 ;0,02;-0,12 ;4.633 ;5.113 ;9.746 ;8,99 ;3,01 ;5,26 ;108,61 ;-
02/2006;46,50 ;58,30 ;62,20 ;25,50 ;45,60 ;61,50 ;127,28 ;0,58;0,48 ;4.782 ;5.225 ;10.007 ;9,03 ;3,18 ;5,39 ;108,94 ;-
03/2006;52,20 ;61,40 ;68,30 ;34,30 ;59,10 ;67,40 ;133,46 ;0,48;0,53 ;4.863 ;5.355 ;10.218 ;9,24 ;3,50 ;5,67 ;109,10 ;-
04/2006;50,60 ;54,50 ;70,90 ;28,90 ;48,00 ;70,30 ;143,00 ;0,28;0,19 ;5.012 ;5.447 ;10.459 ;9,20 ;3,67 ;5,78 ;110,62 ;-
05/2006;53,80 ;53,70 ;67,50 ;41,40 ;57,40 ;66,50 ;151,03 ;0,36;0,07 ;5.121 ;5.587 ;10.708 ;9,31 ;3,92 ;5,98 ;109,77 ;-
06/2006;51,70 ;54,00 ;65,10 ;32,10 ;49,40 ;63,90 ;144,98 ;0,21;0,25 ;5.303 ;5.793 ;11.097 ;9,12 ;3,76 ;5,79 ;110,50 ;-
07/2006;54,20 ;56,50 ;69,90 ;37,20 ;59,80 ;68,90 ;135,89 ;0,14;-0,04 ;5.444 ;5.963 ;11.406 ;9,12 ;3,67 ;5,73 ;111,97 ;-
08/2006;55,40 ;60,80 ;68,90 ;39,90 ;61,50 ;67,60 ;130,87 ;-0,08;-0,06 ;5.549 ;6.108 ;11.657 ;8,84 ;3,83 ;5,74 ;111,96 ;-
09/2006;54,60 ;58,40 ;68,90 ;38,40 ;57,60 ;67,50 ;131,66 ;0,19;0,17 ;5.689 ;6.311 ;12.000 ;8,50 ;3,79 ;5,56 ;112,71 ;-
10/2006;56,90 ;60,20 ;72,00 ;39,10 ;58,80 ;70,90 ;130,62 ;0,12;0,13 ;5.769 ;6.291 ;12.060 ;8,43 ;4,00 ;5,70 ;113,97 ;-
11/2006;60,30 ;60,20 ;71,70 ;43,20 ;64,50 ;70,50 ;134,69 ;0,34;0,40 ;5.959 ;6.517 ;12.476 ;8,26 ;4,74 ;6,07 ;114,05 ;-
12/2006;83,30 ;62,30 ;96,10 ;56,80 ;64,60 ;95,00 ;132,14 ;0,24;0,35 ;6.032 ;6.550 ;12.582 ;7,95 ;4,28 ;5,69 ;114,59 ;-
01/2007;56,30 ;59,60 ;69,00 ;41,90 ;64,60 ;67,60 ;137,12 ;0,18;0,16 ;6.287 ;6.384 ;12.671 ;7,73 ;4,45 ;5,75 ;113,89 ;-
02/2007;50,80 ;52,50 ;68,90 ;31,10 ;53,20 ;67,80 ;148,92 ;0,70;0,67 ;6.444 ;6.487 ;12.931 ;7,60 ;4,36 ;5,68 ;114,09 ;-
03/2007;57,90 ;55,40 ;77,30 ;38,90 ;71,50 ;75,90 ;152,83 ;0,48;0,35 ;6.652 ;6.193 ;12.845 ;7,48 ;4,28 ;5,61 ;113,85 ;-
04/2007;53,80 ;50,30 ;74,10 ;33,10 ;64,20 ;73,10 ;146,10 ;0,29;0,20 ;6.589 ;6.377 ;12.966 ;7,53 ;4,40 ;5,70 ;115,57 ;-
05/2007;60,80 ;53,50 ;74,60 ;47,60 ;70,30 ;73,40 ;134,17 ;0,21;0,09 ;6.878 ;6.389 ;13.267 ;7,60 ;4,32 ;5,71 ;116,68 ;-
06/2007;59,40 ;50,50 ;74,30 ;38,80 ;67,80 ;73,10 ;138,59 ;0,31;0,19 ;7.143 ;6.651 ;13.794 ;7,22 ;3,80 ;5,24 ;117,09 ;-
07/2007;60,60 ;55,20 ;80,20 ;42,90 ;73,70 ;79,40 ;143,48 ;0,28;0,27 ;7.376 ;6.837 ;14.213 ;7,38 ;3,63 ;5,21 ;116,80 ;-
08/2007;61,50 ;54,20 ;76,30 ;47,60 ;78,60 ;75,00 ;149,26 ;0,63;0,61 ;7.606 ;6.939 ;14.545 ;7,33 ;3,25 ;5,00 ;117,20 ;-
09/2007;59,70 ;54,00 ;76,70 ;42,70 ;72,30 ;75,60 ;145,15 ;0,55;0,58 ;7.889 ;7.147 ;15.036 ;7,17 ;2,68 ;4,61 ;117,67 ;-
