2013-10-01;98.5;99.49;101.78;97.39;103.08;101.82;279.95;0.5;0.48;29579.83;42925.42;72505.17;5.16;1.38;2.92;152.75;100.75
2013-11-01;99.11;99.59;102.45;98.22;102.43;102.52;279.15;0.5;0.47;29912.83;42508.83;72421.58;5.14;1.4;2.94;152.97;100.72
2013-12-01;99.67;99.88;102.52;99.73;102.43;102.61;280.14;0.53;0.51;30235.33;41931.17;72166.5;5.12;1.42;2.97;153.11;100.73
2014-01-01;99.81;99.4;102.35;100.4;101.47;102.45;281.03;0.58;0.54;30560.67;41275.42;71836.08;5.1;1.45;3.01;153.08;100.65
2014-02-01;99.64;99.18;101.8;100.17;100.76;101.82;282.38;0.56;0.54;30879.25;40585.17;71464.42;5.09;1.5;3.05;152.99;100.84
2014-03-01;99.56;99.2;101.38;99.81;99.58;101.42;284.1;0.57;0.57;31191.75;39858.83;71050.58;5.09;1.56;3.11;152.97;100.81
2014-04-01;99.58;99.5;100.79;100.0;99.84;100.78;285.33;0.58;0.59;31487.42;39241.83;70729.33;5.07;1.62;3.15;153.08;100.68
2014-05-01;99.72;99.42;100.64;99.99;99.67;100.64;286.22;0.54;0.54;31796.25;38655.92;70452.25;5.04;1.68;3.2;153.01;100.53
2014-06-01;99.98;99.44;100.22;100.7;100.14;100.24;286.72;0.55;0.54;32110.5;37969.67;70080.25;5.02;1.75;3.25;153.0;100.36
2014-07-01;100.01;99.99;100.0;99.99;100.0;99.99;287.7;0.51;0.5;32437.5;37305.25;69742.83;4.98;1.83;3.29;152.87;100.07
2014-08-01;100.04;100.53;99.88;99.4;99.3;99.8;288.51;0.51;0.52;32766.08;36602.33;69368.58;4.95;1.94;3.36;152.74;99.76
2014-09-01;99.73;100.43;99.43;98.93;98.3;99.42;289.86;0.6;0.6;33077.17;35901.67;68979.0;4.93;2.06;3.43;152.68;99.6
2014-10-01;99.7;100.26;98.93;98.47;98.82;99.0;291.41;0.61;0.61;33413.42;36228.17;69641.83;4.88;2.15;3.46;152.4;99.48
2014-11-01;99.16;100.27;98.38;97.12;97.69;98.52;292.97;0.6;0.61;33725.08;36406.5;70131.83;4.84;2.3;3.52;151.84;99.06
2014-12-01;98.4;99.58;98.04;94.98;95.92;98.18;295.34;0.63;0.64;34025.75;36601.33;70627.33;4.8;2.44;3.57;151.18;98.76
2015-01-01;97.98;99.08;97.57;93.88;95.38;97.59;296.27;0.66;0.68;34311.58;36815.5;71127.33;4.75;2.56;3.61;150.81;98.31
2015-02-01;97.35;98.09;97.01;92.43;93.98;96.94;297.37;0.73;0.74;34588.08;36990.0;71578.33;4.71;2.68;3.66;150.33;97.55
2015-03-01;96.4;97.02;96.17;90.55;92.45;95.99;298.91;0.72;0.72;34861.33;37179.58;72041.17;4.68;2.79;3.7;149.61;97.12
2015-04-01;95.44;95.94;95.67;88.33;90.18;95.37;300.02;0.69;0.7;35125.33;37336.58;72462.08;4.69;2.89;3.76;148.83;96.66
2015-05-01;94.59;95.07;95.05;86.49;87.24;94.56;301.43;0.74;0.75;35360.67;37408.17;72769.0;4.71;3.03;3.84;148.02;96.01
2015-06-01;93.53;93.76;94.15;84.07;84.74;93.48;305.49;0.76;0.77;35596.67;37418.08;73014.92;4.76;3.11;3.91;147.22;95.43
2015-07-01;92.27;92.5;93.23;80.72;81.07;92.34;308.94;0.81;0.83;35784.92;37435.17;73220.17;4.83;3.17;3.98;146.21;94.79
2015-08-01;91.28;91.07;92.68;78.08;78.48;91.75;313.45;0.87;0.88;35957.17;37416.42;73373.67;4.89;3.21;4.03;144.89;93.93
2015-09-01;90.52;90.47;92.1;76.47;77.21;90.97;318.03;0.84;0.89;36131.17;37378.75;73510.0;4.97;3.25;4.1;143.6;93.08
2015-10-01;89.7;89.82;91.28;74.68;74.78;89.89;322.08;0.79;0.83;36286.5;37241.0;73527.5;5.05;3.35;4.19;142.6;92.28
2015-11-01;88.88;88.56;90.43;73.18;73.41;88.81;326.34;0.79;0.82;36428.92;37124.83;73553.75;5.13;3.41;4.26;141.92;91.58
2015-12-01;87.82;87.67;89.42;70.68;72.13;87.65;328.22;0.73;0.76;36564.0;36974.42;73538.42;5.2;3.48;4.34;141.37;90.71
2016-01-01;87.08;87.63;88.88;68.92;70.98;87.04;332.16;0.68;0.72;36696.58;36740.25;73436.83;5.26;3.51;4.38;140.84;89.97
2016-02-01;86.37;87.42;88.41;66.58;69.42;86.53;337.59;0.69;0.74;36823.42;36474.5;73297.92;5.28;3.54;4.41;140.49;89.43
2016-03-01;85.63;87.51;87.48;64.63;68.14;85.53;342.77;0.67;0.72;36950.75;36160.67;73111.42;5.27;3.54;4.41;140.17;88.58
2016-04-01;85.06;87.64;86.7;62.86;67.07;84.7;349.18;0.68;0.74;37067.75;35845.0;72912.75;5.26;3.54;4.41;139.95;87.88
2016-05-01;84.37;87.54;85.92;61.11;66.43;83.96;355.51;0.64;0.69;37173.58;35525.25;72698.83;5.22;3.52;4.38;139.82;87.31
2016-06-01;83.84;87.43;85.35;59.24;66.05;83.37;358.0;0.62;0.67;37268.67;35246.0;72514.67;5.16;3.51;4.36;139.52;86.78
2016-07-01;83.08;87.42;84.36;57.52;66.16;82.34;359.68;0.57;0.63;37376.0;34890.83;72266.92;5.09;3.52;4.33;139.39;86.31
2016-08-01;82.85;87.67;83.49;57.52;66.19;80.78;359.84;0.49;0.53;37492.08;34537.75;72030.0;5.01;3.55;4.3;139.44;86.28
2016-09-01;82.75;87.68;83.21;56.72;65.63;79.87;359.35;0.4;0.42;37616.33;34198.08;71814.58;4.92;3.55;4.27;139.39;85.88
2016-10-01;83.08;87.99;83.1;57.28;65.93;79.07;360.1;0.45;0.47;37747.67;33888.83;71636.75;4.83;3.49;4.2;139.41;85.29
2016-11-01;83.48;88.43;83.4;57.4;65.73;78.73;360.95;0.44;0.47;37881.75;33586.92;71468.92;4.75;3.4;4.11;139.45;84.74
2016-12-01;84.0;89.18;83.35;58.48;66.13;77.97;363.08;0.42;0.45;38034.17;33277.17;71311.58;4.67;3.34;4.05;139.5;84.48
2017-01-01;84.53;89.49;83.51;59.3;66.73;77.36;363.76;0.39;0.39;38201.5;33051.92;71253.67;4.57;3.3;3.98;139.55;84.21
2017-02-01;84.91;89.84;83.42;61.18;66.98;76.54;362.68;0.35;0.34;38386.17;32825.83;71212.17;4.52;3.27;3.94;139.52;83.84
2017-03-01;85.34;89.81;83.56;62.81;68.42;75.92;360.09;0.37;0.34;38579.42;32622.92;71202.5;4.47;3.22;3.89;139.69;83.51
2017-04-01;85.94;89.47;84.08;64.52;69.4;75.66;356.18;0.31;0.27;38784.42;32405.25;71189.83;4.42;3.14;3.83;139.89;82.99
2017-05-01;86.14;89.3;84.19;65.66;70.43;75.05;352.21;0.3;0.26;39018.67;32203.92;71222.83;4.38;3.1;3.8;140.15;82.59
2017-06-01;86.87;89.44;84.61;67.51;70.73;74.85;350.11;0.27;0.22;39279.33;32003.42;71283.0;4.34;3.08;3.77;140.49;82.23
2017-07-01;86.99;89.06;85.09;69.12;70.41;74.47;348.79;0.27;0.22;39529.25;31840.0;71369.42;4.29;3.05;3.73;141.11;81.98
2017-08-01;87.09;89.29;85.37;69.47;71.13;74.68;349.62;0.25;0.19;39792.0;31633.83;71425.92;4.26;3.05;3.72;141.28;81.47
2017-09-01;87.01;89.05;85.37;70.07;71.58;74.67;350.62;0.25;0.17;40052.25;31418.25;71470.58;4.23;3.08;3.73;141.53;81.16
2017-10-01;87.04;88.66;86.02;69.61;72.12;75.42;349.48;0.18;0.1;40329.75;31288.33;71618.08;4.21;3.07;3.71;141.68;81.11
2017-11-01;86.79;88.47;85.58;70.0;73.65;75.06;346.51;0.17;0.07;40634.33;31022.42;71656.75;4.18;3.08;3.7;141.72;81.03
2017-12-01;86.74;87.87;85.91;69.92;73.89;75.46;342.92;0.17;0.07;40932.33;30891.92;71824.25;4.14;3.05;3.67;141.61;80.57
2018-01-01;86.48;87.15;86.02;70.12;74.6;75.63;341.43;0.3;0.21;41233.17;30747.42;71980.58;4.13;3.05;3.67;141.86;80.39
2018-02-01;86.2;86.37;86.11;69.45;75.19;75.78;340.25;0.27;0.17;41542.67;30578.92;72121.67;4.11;3.0;3.64;142.2;80.17
2018-03-01;86.18;86.12;86.22;69.07;75.45;75.9;340.21;0.25;0.18;41866.33;30450.08;72316.5;4.09;2.99;3.63;142.63;80.48
2018-04-01;86.12;86.13;86.31;68.69;75.88;76.07;340.56;0.28;0.21;42193.33;30342.67;72536.08;4.07;3.01;3.62;143.07;80.74
2018-05-01;86.18;86.18;86.25;68.63;76.45;75.92;340.91;0.29;0.22;42540.17;30212.75;72752.92;4.03;3.04;3.62;143.2;80.89
2018-06-01;86.33;86.25;86.07;68.58;77.24;75.77;341.38;0.26;0.21;42914.08;30069.5;72983.58;4.0;3.09;3.62;143.22;80.93
2018-07-01;86.31;86.68;85.87;68.33;78.13;75.63;342.08;0.23;0.19;43311.08;29910.67;73221.75;3.98;3.11;3.63;143.01;81.0
2018-08-01;86.06;86.56;85.61;68.05;78.71;75.52;341.45;0.25;0.22;43704.33;29721.0;73425.33;3.96;3.14;3.63;143.08;81.03
2018-09-01;86.26;86.92;85.36;68.39;80.07;75.43;343.14;0.28;0.27;44118.92;29527.75;73646.75;3.94;3.13;3.61;143.23;81.07
2018-10-01;85.78;86.71;84.49;68.43;79.83;74.71;348.04;0.38;0.38;44535.17;29158.17;73693.42;3.92;3.2;3.63;143.29;81.09
2018-11-01;85.93;86.67;84.27;68.53;79.98;74.51;355.04;0.4;0.39;44968.83;28892.42;73861.33;3.9;3.21;3.62;143.58;81.22
2018-12-01;85.93;86.87;83.67;68.74;81.03;73.98;361.83;0.36;0.36;45429.83;28510.0;73940.0;3.89;3.22;3.62;144.04;81.53
2019-01-01;85.88;86.99;83.07;68.29;81.0;73.52;365.18;0.23;0.23;45898.0;28143.83;74042.0;3.89;3.18;3.61;144.08;81.73
2019-02-01;86.03;87.58;82.56;68.42;81.76;73.04;367.99;0.25;0.26;46386.17;27780.25;74166.58;3.89;3.11;3.6;143.94;81.97
2019-03-01;86.33;87.97;82.41;68.47;82.58;73.26;369.78;0.26;0.26;46887.17;27412.67;74300.0;3.91;3.07;3.61;143.75;81.8
2019-04-01;86.36;88.23;81.55;68.92;83.28;72.78;372.65;0.24;0.24;47425.67;27115.75;74541.58;3.93;3.09;3.64;143.6;81.76
2019-05-01;86.58;88.81;81.15;69.32;84.38;72.73;375.1;0.22;0.22;47975.42;26814.0;74789.58;3.96;3.0;3.63;143.85;81.83
2019-06-01;86.53;89.43;80.82;69.9;84.88;72.54;376.86;0.24;0.24;48519.75;26507.42;75027.33;4.0;2.84;3.6;144.15;81.78
2019-07-01;86.73;89.79;79.83;71.01;85.23;71.86;381.29;0.31;0.29;49080.92;26226.42;75307.42;4.05;2.95;3.67;144.48;81.5
2019-08-01;87.0;90.09;79.31;73.68;85.77;71.47;385.22;0.31;0.28;49659.17;25980.5;75639.75;4.09;2.78;3.65;144.8;81.77
2019-09-01;87.1;90.42;78.94;75.35;85.58;71.3;388.88;0.29;0.27;50222.25;25727.75;75950.08;4.15;2.73;3.68;145.22;81.82
2019-10-01;86.73;89.96;78.71;76.5;84.6;71.17;391.54;0.25;0.23;50754.08;25634.25;76388.42;4.23;2.67;3.71;144.99;81.26
2019-11-01;85.14;88.1;78.71;76.57;80.69;71.37;395.22;0.18;0.2;51166.92;25635.67;76802.75;4.33;2.87;3.85;143.66;79.38
2019-12-01;85.21;88.33;78.77;76.65;80.18;71.59;393.17;0.17;0.2;51448.45;25652.64;77101.18;4.36;2.85;3.86;143.59;79.2
2020-01-01;85.55;89.02;78.99;78.44;80.61;71.99;392.86;0.19;0.23;51742.9;25640.7;77383.7;4.4;2.88;3.9;143.55;78.83
2020-02-01;85.84;89.21;79.16;79.79;79.81;72.46;394.17;0.19;0.23;52025.89;25686.78;77712.78;4.43;2.99;3.96;143.62;78.48
2020-03-01;85.61;89.06;78.76;81.34;78.18;72.1;398.24;0.22;0.26;52290.38;25709.12;77999.62;4.46;3.07;4.01;143.52;77.99
2020-04-01;86.01;88.96;79.36;83.24;77.0;72.63;402.68;0.26;0.32;52543.43;25616.14;78159.71;4.5;3.11;4.04;143.26;77.4
