05/2012;89.80 ;88.60 ;99.00 ;97.20 ;98.80 ;97.30 ;239.92 ;0.61;0.67 ;24077;37370;61447;6.01 ;1.47 ;3.25 ;148.31 ;102.80
06/2012;89.10 ;80.50 ;98.40 ;80.80 ;113.00 ;96.30 ;231.46 ;0.15;0.28 ;24455;37626;62081;5.91 ;1.32 ;3.13 ;149.50 ;99.50
07/2012;88.60 ;81.90 ;98.20 ;85.60 ;112.70 ;96.40 ;237.66 ;0.30;0.33 ;24731;37759;62489;5.88 ;1.38 ;3.16 ;148.34 ;98.60
08/2012;92.70 ;85.10 ;106.40 ;86.10 ;132.20 ;105.70 ;240.79 ;0.38;0.45 ;25160;37994;63153;5.77 ;1.48 ;3.19 ;149.05 ;100.00
09/2012;86.30 ;86.50 ;97.90 ;77.70 ;86.90 ;96.10 ;239.53 ;0.79;0.75 ;25263;37900;63163;5.68 ;1.43 ;3.13 ;146.98 ;99.80
10/2012;91.70 ;89.70 ;100.40 ;83.30 ;107.90 ;98.80 ;250.28 ;0.71;0.84 ;25605;38099;63704;5.67 ;1.39 ;3.11 ;149.66 ;100.20
11/2012;94.30 ;87.90 ;99.10 ;94.00 ;99.80 ;97.70 ;248.05 ;0.51;0.47 ;26068;39474;65542;5.55 ;1.35 ;3.02 ;150.26 ;100.60
12/2012;128.90 ;94.20 ;124.40 ;123.50 ;107.20 ;124.20 ;248.95 ;0.80;0.82 ;26414;40075;66489;5.58 ;1.37 ;3.04 ;150.93 ;99.70
01/2013;93.60 ;89.40 ;97.40 ;100.40 ;99.60 ;96.60 ;257.43 ;0.90;0.97 ;26684;39765;66449;5.49 ;1.43 ;3.06 ;152.71 ;96.40
02/2013;79.40 ;80.10 ;88.50 ;75.10 ;82.00 ;87.70 ;278.92 ;0.98;1.14 ;26709;39626;66335;5.44 ;1.43 ;3.05 ;151.48 ;102.50
03/2013;93.30 ;94.10 ;105.50 ;85.30 ;103.80 ;104.90 ;280.01 ;0.37;0.47 ;27037;39870;66908;5.49 ;1.46 ;3.09 ;151.83 ;101.10
04/2013;86.60 ;95.60 ;92.50 ;82.10 ;100.40 ;91.80 ;298.35 ;0.90;0.96 ;27466;39868;67334;5.37 ;1.43 ;3.04 ;151.96 ;101.50
05/2013;93.80 ;96.50 ;97.10 ;98.70 ;102.70 ;96.60 ;290.94 ;0.74;0.69 ;28034;41720;69753;5.37 ;1.40 ;2.99 ;152.42 ;100.30
06/2013;91.50 ;97.30 ;94.90 ;78.20 ;92.40 ;94.60 ;296.67 ;0.15;0.08 ;28343;42712;71055;5.34 ;1.36 ;2.95 ;151.22 ;101.00
07/2013;97.90 ;102.50 ;102.60 ;98.50 ;112.50 ;103.00 ;279.98 ;0.00;-0.11 ;28745;43702;72447;5.28 ;1.32 ;2.89 ;151.92 ;99.60
08/2013;100.60 ;100.70 ;107.20 ;102.00 ;110.70 ;107.10 ;270.37 ;0.16;0.04 ;29138;44107;73245;5.25 ;1.36 ;2.91 ;152.14 ;100.30
09/2013;94.00 ;98.30 ;100.10 ;92.10 ;98.00 ;100.10 ;270.43 ;0.44;0.33 ;29553;43132;72685;5.26 ;1.44 ;3.00 ;149.98 ;101.10
10/2013;98.30 ;104.00 ;101.30 ;94.40 ;108.30 ;101.00 ;270.21 ;0.66;0.74 ;29858;43414;73272;5.21 ;1.40 ;2.95 ;151.37 ;101.50
11/2013;103.30 ;103.40 ;105.30 ;105.30 ;100.30 ;105.40 ;268.34 ;0.45;0.53 ;30183;44896;75079;5.05 ;1.40 ;2.87 ;151.87 ;100.60
12/2013;134.60 ;105.10 ;125.10 ;133.80 ;121.40 ;126.60 ;274.69 ;0.90;0.90 ;30668;45749;76418;5.03 ;1.35 ;2.82 ;153.44 ;101.20
01/2014;99.00 ;98.60 ;97.60 ;108.20 ;110.00 ;98.00 ;280.75 ;0.56;0.54 ;30903;45958;76860;4.92 ;1.28 ;2.74 ;156.77 ;101.50
02/2014;89.80 ;92.40 ;95.80 ;84.30 ;90.10 ;96.00 ;278.65 ;0.56;0.52 ;31043;45935;76978;4.88 ;1.22 ;2.70 ;155.05 ;100.80
03/2014;92.60 ;99.50 ;101.90 ;91.10 ;90.20 ;101.60 ;280.06 ;0.52;0.54 ;31024;33912;64936;4.99 ;1.62 ;3.23 ;154.84 ;99.60
04/2014;93.90 ;96.80 ;100.50 ;92.00 ;92.60 ;100.30 ;288.67 ;0.81;0.85 ;31462;34869;66331;5.04 ;1.61 ;3.24 ;154.64 ;101.20
05/2014;100.50 ;100.00 ;98.00 ;116.80 ;102.70 ;97.60 ;302.81 ;1.16;1.14 ;31904;34788;66692;5.15 ;1.70 ;3.35 ;154.12 ;100.40
06/2014;93.20 ;91.50 ;92.80 ;86.30 ;80.80 ;92.70 ;307.44 ;0.71;0.44 ;32247;34843;67090;5.16 ;1.75 ;3.39 ;150.81 ;100.00
07/2014;95.90 ;99.90 ;96.00 ;95.70 ;104.00 ;95.50 ;296.16 ;-0.26;-0.10 ;32568;35419;67987;5.19 ;1.84 ;3.44 ;150.80 ;101.90
08/2014;99.60 ;100.90 ;102.20 ;97.70 ;96.50 ;102.20 ;290.97 ;0.29;0.39 ;32888;35391;68279;5.23 ;2.12 ;3.62 ;151.94 ;99.90
09/2014;94.20 ;101.90 ;93.00 ;94.40 ;101.20 ;92.50 ;285.18 ;0.57;0.56 ;33101;35728;68830;4.96 ;2.16 ;3.51 ;151.29 ;99.60
10/2014;100.00 ;103.00 ;99.50 ;94.30 ;106.20 ;99.30 ;280.88 ;0.25;0.20 ;33564;36383;69947;4.91 ;2.11 ;3.45 ;150.60 ;99.70
11/2014;106.50 ;103.70 ;100.20 ;113.80 ;106.00 ;100.60 ;274.44 ;0.55;0.48 ;33954;36661;70615;4.77 ;2.26 ;3.47 ;151.75 ;98.50
12/2014;134.90 ;111.70 ;122.50 ;125.30 ;119.70 ;123.60 ;286.39 ;0.42;0.39 ;34592;37776;72369;4.60 ;2.31 ;3.40 ;151.79 ;97.70
01/2015;99.40 ;105.10 ;96.10 ;101.10 ;101.60 ;95.70 ;290.43 ;0.57;0.78 ;34846;37523;72369;4.58 ;2.53 ;3.52 ;155.26 ;97.80
02/2015;86.10 ;91.20 ;90.50 ;78.60 ;78.10 ;91.40 ;294.93 ;1.64;1.56 ;34776;37527;72303;4.56 ;2.69 ;3.59 ;154.36 ;98.90
03/2015;92.20 ;97.40 ;95.90 ;85.60 ;96.40 ;96.60 ;298.60 ;0.56;0.64 ;35059;37830;72890;4.44 ;2.70 ;3.54 ;151.41 ;98.10
04/2015;87.40 ;96.90 ;93.80 ;75.80 ;79.10 ;94.50 ;307.46 ;0.78;0.85 ;35202;37009;72211;4.53 ;3.45 ;3.98 ;147.95 ;96.20
05/2015;91.40 ;91.80 ;94.00 ;91.10 ;81.40 ;93.60 ;331.23 ;1.51;1.49 ;35512;37126;72638;4.63 ;3.38 ;3.99 ;146.18 ;96.80
06/2015;88.20 ;85.50 ;87.10 ;73.20 ;74.40 ;85.60 ;318.53 ;0.98;0.86 ;35677;37413;73090;4.59 ;3.12 ;3.84 ;146.33 ;94.60
07/2015;88.30 ;88.00 ;89.30 ;78.30 ;87.20 ;87.70 ;309.38 ;0.68;0.69 ;35886;37513;73399;4.74 ;3.28 ;4.00 ;145.08 ;92.80
08/2015;88.20 ;88.10 ;92.10 ;75.10 ;78.10 ;90.80 ;309.42 ;0.18;0.16 ;36167;37666;73833;4.88 ;3.46 ;4.15 ;143.35 ;94.80
09/2015;82.70 ;88.90 ;87.00 ;67.80 ;74.00 ;85.10 ;298.58 ;0.17;0.29 ;36269;37612;73881;5.02 ;3.37 ;4.18 ;141.92 ;94.00
10/2015;89.80 ;92.60 ;92.10 ;72.20 ;70.90 ;89.50 ;297.78 ;0.84;0.77 ;36388;37242;73630;5.20 ;3.76 ;4.47 ;140.81 ;91.90
11/2015;93.80 ;87.90 ;89.40 ;84.70 ;76.00 ;87.70 ;323.15 ;0.80;0.76 ;36786;36780;73566;5.33 ;3.24 ;4.29 ;142.23 ;91.60
12/2015;119.70 ;96.60 ;111.50 ;85.10 ;75.60 ;109.90 ;327.82 ;1.00;1.07 ;36851;37981;74832;5.41 ;3.10 ;4.24 ;139.62 ;90.00
01/2016;87.50 ;88.00 ;89.40 ;69.50 ;70.50 ;88.60 ;344.47 ;1.32;1.47 ;36913;37298;74211;5.37 ;2.94 ;4.15 ;139.40 ;87.40
02/2016;77.00 ;84.00 ;83.60 ;59.20 ;62.90 ;82.00 ;349.96 ;1.29;1.61 ;36864;37075;73939;5.45 ;3.21 ;4.32 ;138.90 ;88.80
03/2016;82.40 ;89.60 ;86.10 ;64.10 ;67.30 ;83.70 ;347.21 ;-0.04;-0.03 ;36923;36177;73100;5.41 ;3.91 ;4.66 ;139.46 ;88.50
04/2016;77.50 ;81.70 ;83.60 ;57.90 ;62.60 ;81.50 ;358.55 ;0.69;0.67 ;36911;35615;72526;5.55 ;4.13 ;4.86 ;139.75 ;87.70
05/2016;78.70 ;81.20 ;81.90 ;61.10 ;66.10 ;79.70 ;353.78 ;0.90;0.83 ;37133;35321;72454;5.51 ;4.20 ;4.87 ;139.60 ;86.40
06/2016;79.30 ;85.00 ;80.50 ;52.00 ;60.50 ;78.30 ;365.79 ;0.32;0.37 ;37268;34603;71871;5.28 ;3.49 ;4.42 ;139.92 ;85.70
07/2016;79.80 ;85.40 ;83.70 ;50.30 ;68.50 ;81.60 ;374.54 ;0.79;0.92 ;37408;34324;71732;4.92 ;3.61 ;4.29 ;140.92 ;86.30
08/2016;79.30 ;89.20 ;81.00 ;51.70 ;62.80 ;78.80 ;371.60 ;-0.09;-0.07 ;37695;33900;71595;4.83 ;3.55 ;4.22 ;139.56 ;84.60
09/2016;75.90 ;90.50 ;77.60 ;46.50 ;61.10 ;75.10 ;375.55 ;0.38;0.49 ;37673;33824;71497;4.84 ;3.38 ;4.15 ;139.26 ;85.70
10/2016;81.50 ;91.40 ;82.70 ;51.20 ;63.20 ;80.60 ;373.66 ;0.30;0.20 ;37658;33405;71063;4.78 ;3.43 ;4.15 ;139.20 ;85.00
11/2016;87.50 ;86.60 ;82.60 ;62.30 ;71.50 ;80.70 ;353.08 ;0.60;0.55 ;37927;33429;71356;4.61 ;3.21 ;3.96 ;138.63 ;85.30
12/2016;110.60 ;96.40 ;99.60 ;64.40 ;76.90 ;97.50 ;347.96 ;0.43;0.50 ;38139;33719;71859;4.50 ;3.15 ;3.87 ;138.10 ;84.30
01/2017;84.70 ;91.00 ;79.00 ;69.50 ;70.90 ;69.90 ;346.44 ;0.32;0.38 ;38306;33061;71368;4.42 ;3.28 ;3.89 ;139.92 ;87.10
02/2017;75.80 ;84.10 ;80.20 ;49.70 ;56.10 ;71.10 ;344.06 ;0.25;0.29 ;38355;32999;71354;4.37 ;3.25 ;3.85 ;138.34 ;84.00
03/2017;86.40 ;93.40 ;84.80 ;70.70 ;71.00 ;74.00 ;356.21 ;0.54;0.53 ;38499;32466;70966;4.37 ;3.18 ;3.82 ;139.72 ;81.40
04/2017;82.20 ;86.90 ;87.20 ;59.40 ;60.20 ;77.50 ;368.74 ;0.49;0.60 ;38520;31992;70512;4.53 ;3.09 ;3.88 ;140.22 ;81.10
05/2017;85.00 ;90.30 ;81.30 ;74.10 ;70.80 ;70.50 ;379.39 ;0.72;0.61 ;38962;31604;70566;4.58 ;3.42 ;4.06 ;140.22 ;83.20
06/2017;85.60 ;88.70 ;82.40 ;61.80 ;67.70 ;71.00 ;373.84 ;-0.09;-0.26 ;39276;31900;71176;4.13 ;3.00 ;3.63 ;140.55 ;82.50
07/2017;84.40 ;89.60 ;82.60 ;72.80 ;71.60 ;71.80 ;361.65 ;0.29;0.32 ;39624;31611;71234;4.28 ;3.25 ;3.82 ;140.48 ;81.90
08/2017;84.50 ;88.80 ;82.70 ;71.30 ;80.00 ;71.30 ;340.54 ;0.18;-0.16 ;40014;31465;71479;4.19 ;2.95 ;3.65 ;141.62 ;80.60
09/2017;83.10 ;86.40 ;83.90 ;67.10 ;72.90 ;72.00 ;328.63 ;-0.26;-0.28 ;40133;31212;71345;4.24 ;2.42 ;3.44 ;141.70 ;79.50
10/2017;83.90 ;89.40 ;84.00 ;64.80 ;75.50 ;73.30 ;325.96 ;0.13;0.05 ;40469;30989;71459;4.29 ;3.02 ;3.74 ;142.31 ;80.20
11/2017;96.20 ;88.30 ;87.60 ;84.50 ;75.20 ;78.30 ;327.85 ;0.26;0.06 ;41055;31023;72078;4.14 ;2.95 ;3.62 ;142.74 ;80.90
12/2017;112.10 ;91.80 ;105.40 ;83.70 ;73.00 ;93.00 ;332.15 ;0.43;0.46 ;41138;31758;72896;3.90 ;2.78 ;3.41 ;145.48 ;81.40
01/2018;85.90 ;93.80 ;82.30 ;73.70 ;79.50 ;72.40 ;356.47 ;0.03;0.02 ;41459;30587;72046;4.09 ;3.33 ;3.76 ;142.00 ;80.90
02/2018;74.80 ;81.20 ;80.30 ;56.90 ;61.50 ;71.00 ;356.06 ;0.27;0.08 ;41478;30412;71890;4.08 ;3.62 ;3.89 ;141.33 ;80.30
03/2018;86.80 ;88.70 ;92.60 ;65.20 ;77.50 ;82.90 ;342.46 ;-0.31;-0.34 ;41829;30907;72736;4.11 ;3.04 ;3.65 ;141.53 ;80.80
04/2018;79.20 ;84.70 ;81.90 ;64.10 ;78.60 ;73.20 ;333.11 ;0.33;0.28 ;42175;28801;70976;4.11 ;3.17 ;3.73 ;140.69 ;80.20
05/2018;84.40 ;83.10 ;85.20 ;73.10 ;73.70 ;75.30 ;336.36 ;0.75;0.63 ;42538;30038;72576;4.13 ;3.06 ;3.69 ;138.90 ;77.60
06/2018;82.40 ;80.00 ;83.70 ;64.20 ;76.20 ;73.10 ;355.93 ;1.47;1.43 ;42886;30166;73052;4.04 ;2.97 ;3.60 ;143.48 ;80.40
07/2018;81.10 ;80.20 ;83.70 ;64.80 ;78.70 ;73.60 ;347.43 ;-0.07;-0.16 ;43338;29589;72927;4.05 ;2.72 ;3.51 ;144.61 ;79.20
08/2018;84.20 ;85.80 ;84.10 ;66.70 ;83.10 ;72.70 ;340.14 ;-0.09;-0.05 ;43898;29919;73817;3.96 ;2.84 ;3.50 ;146.76 ;84.40
09/2018;82.40 ;86.60 ;84.90 ;62.60 ;78.00 ;74.10 ;332.75 ;0.15;0.06 ;44057;29923;73980;3.93 ;2.57 ;3.38 ;147.05 ;82.60
10/2018;84.70 ;90.00 ;83.30 ;64.10 ;82.40 ;71.40 ;330.20 ;0.21;0.16 ;44631;29430;74061;3.85 ;3.45 ;3.69 ;143.78 ;82.00
11/2018;98.00 ;89.10 ;85.50 ;83.80 ;84.70 ;76.50 ;333.50 ;-0.11;-0.08 ;45542;29304;74846;3.74 ;3.58 ;3.68 ;143.03 ;81.40
12/2018;111.80 ;97.00 ;103.00 ;80.70 ;83.70 ;91.40 ;340.57 ;0.18;0.28 ;45902;29852;75754;3.73 ;2.97 ;3.43 ;142.94 ;82.20
01/2019;82.90 ;92.30 ;79.10 ;70.40 ;86.40 ;71.00 ;348.85 ;0.27;0.38 ;46178;28311;74489;3.84 ;3.66 ;3.77 ;142.88 ;81.20
02/2019;77.20 ;85.50 ;77.30 ;61.00 ;77.80 ;70.00 ;376.34 ;0.59;0.60 ;46453;28093;74547;3.76 ;3.58 ;3.69 ;143.16 ;80.80
03/2019;81.00 ;86.20 ;82.20 ;65.60 ;74.60 ;74.20 ;401.35 ;0.82;0.99 ;46824;26472;73296;3.88 ;3.83 ;3.86 ;142.24 ;81.10
04/2019;81.10 ;84.20 ;79.20 ;65.30 ;80.40 ;70.80 ;417.03 ;0.59;0.45 ;47379;25612;72991;3.88 ;3.30 ;3.67 ;144.09 ;81.70
05/2019;84.40 ;85.60 ;78.00 ;75.70 ;86.30 ;69.00 ;417.85 ;0.33;0.22 ;48070;25449;73520;4.01 ;3.15 ;3.72 ;144.43 ;81.30
06/2019;81.80 ;81.40 ;76.60 ;58.80 ;75.90 ;67.60 ;396.21 ;-0.08;-0.13 ;48504;25772;74276;4.01 ;2.47 ;3.47 ;144.00 ;82.90
07/2019;82.90 ;87.30 ;77.50 ;66.30 ;87.80 ;67.80 ;381.10 ;0.19;0.23 ;49196;25226;74422;4.13 ;1.95 ;3.39 ;142.92 ;82.00
08/2019;87.70 ;90.40 ;82.30 ;67.40 ;92.90 ;75.30 ;361.64 ;0.01;-0.01 ;49910;25508;75418;4.16 ;2.33 ;3.55 ;144.42 ;82.40
09/2019;82.80 ;89.80 ;74.60 ;68.00 ;86.40 ;68.40 ;367.16 ;-0.09;-0.15 ;50519;26360;76879;4.23 ;2.79 ;3.74 ;145.34 ;82.10
10/2019;87.30 ;96.90 ;78.50 ;68.80 ;95.70 ;70.80 ;359.55 ;-0.07;-0.11 ;51228;25809;77037;4.20 ;2.35 ;3.58 ;146.70 ;82.90
11/2019;97.50 ;96.60 ;81.50 ;90.80 ;90.60 ;74.20 ;354.64 ;0.14;0.09 ;52074;25625;77699;4.21 ;1.68 ;3.38 ;146.66 ;80.80
12/2019;114.10 ;101.30 ;91.20 ;94.00 ;88.00 ;83.20 ;393.80 ;0.96;0.97 ;52636;26480;79115;4.26 ;4.27 ;4.27 ;146.93 ;78.80
01/2020;86.20 ;95.90 ;72.80 ;102.50 ;92.80 ;66.30 ;395.93 ;0.30;0.25 ;53117;25360;78477;4.40 ;1.63 ;3.50 ;146.75 ;84.40
02/2020;78.40 ;89.50 ;72.90 ;81.00 ;75.60 ;68.00 ;420.27 ;0.38;0.42 ;53210;25060;78271;4.43 ;3.05 ;3.99 ;148.17 ;81.40
03/2020;76.60 ;80.60 ;79.40 ;79.40 ;62.80 ;72.70 ;433.28 ;0.31;0.52 ;53206;25350;78556;4.84 ;3.13 ;4.28 ;139.50 ;74.40
04/2020;62.00 ;61.90 ;79.20 ;66.20 ;33.50 ;73.20 ;461.26 ;-0.19;0.11 ;52333;25629;77963;5.13 ;5.67 ;5.31 ;128.13 ;59.10
