01/2013;92.90 ;252.13 ;12184;5529;17712;5.47 ;3.75 ;4.93 ;90.70
02/2013;80.10 ;270.06 ;12274;5574;17848;5.54 ;3.96 ;5.05 ;93.20
03/2013;94.20 ;274.64 ;12433;5614;18047;5.53 ;3.64 ;4.94 ;93.20
04/2013;88.30 ;290.96 ;12653;5670;18323;5.38 ;3.85 ;4.91 ;95.50
05/2013;96.00 ;286.58 ;12946;5820;18767;5.38 ;3.87 ;4.91 ;94.90
06/2013;91.50 ;285.47 ;13114;5935;19050;5.27 ;3.64 ;4.76 ;96.80
07/2013;97.60 ;275.54 ;13330;5982;19312;5.22 ;3.43 ;4.66 ;98.00
08/2013;99.00 ;266.20 ;13514;6014;19527;5.18 ;3.44 ;4.65 ;96.40
09/2013;92.20 ;259.79 ;13730;6136;19866;5.14 ;3.62 ;4.67 ;96.30
10/2013;101.50 ;254.45 ;13896;6268;20164;5.09 ;3.68 ;4.65 ;96.40
11/2013;107.70 ;257.16 ;14136;6544;20680;4.96 ;3.38 ;4.46 ;97.90
12/2013;128.10 ;258.81 ;14451;6728;21180;4.82 ;3.24 ;4.32 ;97.70
01/2014;97.30 ;264.17 ;14631;6650;21281;4.73 ;3.16 ;4.24 ;102.70
02/2014;84.60 ;298.04 ;14775;6623;21398;4.66 ;2.99 ;4.15 ;99.80
03/2014;91.00 ;263.17 ;14816;6661;21477;4.63 ;3.24 ;4.20 ;99.50
04/2014;94.50 ;270.15 ;15144;6760;21904;4.52 ;3.22 ;4.12 ;99.10
05/2014;102.00 ;272.35 ;15459;6869;22328;4.54 ;3.35 ;4.17 ;100.80
06/2014;98.20 ;281.70 ;15688;7030;22718;4.55 ;2.94 ;4.05 ;100.00
07/2014;95.50 ;270.06 ;15910;7117;23027;4.56 ;3.15 ;4.13 ;99.50
08/2014;98.10 ;268.87 ;16147;7264;23412;4.56 ;3.15 ;4.12 ;98.00
09/2014;97.30 ;268.56 ;16281;7309;23590;4.35 ;2.89 ;3.90 ;100.60
10/2014;107.20 ;266.47 ;16539;7376;23915;4.37 ;2.87 ;3.91 ;103.10
11/2014;109.90 ;264.99 ;16806;7481;24287;4.25 ;2.78 ;3.80 ;100.10
12/2014;124.50 ;272.02 ;17171;7922;25094;3.96 ;2.58 ;3.53 ;96.80
01/2015;94.40 ;278.73 ;17402;7814;25216;3.99 ;2.71 ;3.59 ;97.60
02/2015;79.60 ;286.22 ;17442;7696;25138;4.04 ;2.71 ;3.63 ;96.60
03/2015;87.30 ;288.43 ;17630;7686;25316;3.90 ;2.91 ;3.60 ;97.60
04/2015;84.00 ;299.90 ;17816;7658;25474;3.95 ;3.02 ;3.67 ;97.60
05/2015;88.10 ;303.80 ;18031;7634;25665;3.99 ;3.04 ;3.71 ;96.30
06/2015;89.30 ;309.48 ;18189;7673;25862;4.05 ;3.13 ;3.78 ;92.70
07/2015;93.80 ;306.53 ;18361;7608;25969;4.13 ;3.23 ;3.87 ;91.90
08/2015;85.30 ;307.39 ;18519;7538;26057;4.22 ;3.24 ;3.94 ;91.70
09/2015;82.70 ;299.65 ;18640;7604;26244;4.28 ;3.12 ;3.94 ;91.70
10/2015;88.00 ;298.17 ;18722;7617;26339;4.29 ;3.19 ;3.97 ;91.20
11/2015;93.10 ;310.15 ;18941;7625;26566;4.32 ;3.35 ;4.04 ;89.30
12/2015;110.70 ;316.82 ;19107;7762;26869;4.35 ;3.20 ;4.01 ;91.90
01/2016;87.20 ;349.75 ;19178;7628;26805;4.34 ;3.38 ;4.07 ;90.40
02/2016;78.50 ;360.66 ;19221;7508;26729;4.37 ;3.76 ;4.20 ;87.90
03/2016;85.00 ;351.88 ;19342;7452;26794;4.27 ;3.94 ;4.18 ;86.90
04/2016;82.30 ;365.83 ;19391;7399;26790;4.41 ;4.39 ;4.40 ;86.80
05/2016;84.70 ;361.39 ;19534;7328;26861;4.32 ;4.27 ;4.31 ;84.20
06/2016;84.00 ;366.06 ;19706;7268;26974;4.12 ;4.14 ;4.12 ;87.40
07/2016;85.30 ;387.24 ;19846;7181;27027;3.89 ;4.02 ;3.92 ;85.50
08/2016;86.40 ;385.83 ;19983;7064;27047;3.88 ;4.24 ;3.97 ;85.90
09/2016;82.10 ;386.92 ;20032;7023;27055;4.06 ;4.09 ;4.06 ;85.90
10/2016;88.70 ;385.50 ;19965;6959;26924;4.13 ;4.36 ;4.19 ;83.60
11/2016;103.30 ;370.65 ;20115;6978;27092;4.04 ;4.10 ;4.05 ;84.30
12/2016;110.50 ;366.16 ;20324;6866;27190;3.81 ;3.71 ;3.78 ;80.70
01/2017;88.00 ;368.95 ;20458;6791;27248;3.83 ;3.57 ;3.77 ;79.70
02/2017;78.80 ;364.75 ;20533;6728;27262;3.88 ;4.13 ;3.94 ;80.50
03/2017;84.60 ;374.18 ;20630;6599;27229;3.84 ;4.36 ;3.97 ;83.00
04/2017;82.70 ;382.52 ;20673;6481;27154;4.00 ;4.51 ;4.12 ;79.20
05/2017;87.50 ;383.81 ;20922;6365;27287;4.11 ;4.22 ;4.13 ;79.60
06/2017;81.50 ;369.78 ;21058;6282;27340;3.72 ;3.48 ;3.66 ;78.70
07/2017;80.60 ;361.41 ;21192;6172;27364;3.86 ;3.55 ;3.79 ;78.40
08/2017;79.60 ;351.08 ;21356;6136;27492;3.80 ;3.18 ;3.66 ;75.00
09/2017;81.50 ;334.86 ;21426;6124;27550;3.80 ;3.07 ;3.63 ;76.40
10/2017;80.80 ;330.38 ;21579;6060;27639;3.83 ;3.06 ;3.66 ;76.10
11/2017;91.00 ;324.90 ;21884;6069;27954;3.76 ;3.17 ;3.63 ;75.70
12/2017;106.50 ;329.52 ;22072;6017;28088;3.46 ;2.88 ;3.33 ;79.60
01/2018;87.40 ;368.76 ;22330;5872;28202;3.70 ;3.52 ;3.66 ;76.80
02/2018;75.30 ;354.15 ;22342;5742;28084;3.81 ;3.42 ;3.73 ;76.10
03/2018;89.60 ;349.83 ;22530;5683;28212;3.88 ;3.57 ;3.82 ;79.20
04/2018;83.50 ;335.77 ;22701;5627;28328;3.94 ;4.68 ;4.09 ;76.00
05/2018;88.90 ;346.42 ;22937;5566;28503;4.01 ;4.79 ;4.16 ;73.40
06/2018;88.60 ;349.80 ;23139;5639;28778;3.87 ;4.47 ;3.98 ;75.30
07/2018;81.90 ;347.15 ;23337;5599;28936;3.94 ;4.30 ;4.01 ;75.80
08/2018;90.50 ;335.49 ;23608;5556;29163;3.90 ;5.99 ;4.30 ;76.30
09/2018;79.80 ;328.99 ;23725;5624;29350;3.78 ;4.44 ;3.91 ;74.90
10/2018;81.80 ;334.10 ;23954;5649;29603;3.68 ;4.47 ;3.83 ;76.50
11/2018;91.80 ;339.39 ;24378;5654;30032;3.60 ;3.73 ;3.63 ;75.20
12/2018;106.30 ;345.21 ;24596;5673;30269;3.49 ;3.04 ;3.41 ;74.50
01/2019;83.80 ;360.92 ;24776;5573;30349;3.66 ;3.16 ;3.57 ;74.20
02/2019;74.60 ;378.26 ;24937;5598;30535;3.69 ;3.46 ;3.65 ;75.00
03/2019;80.10 ;400.38 ;25124;5517;30640;3.89 ;3.52 ;3.82 ;73.80
04/2019;78.70 ;412.27 ;25392;5509;30901;3.97 ;3.62 ;3.91 ;74.70
05/2019;82.50 ;403.57 ;25724;5488;31212;4.13 ;3.27 ;3.98 ;75.60
06/2019;80.40 ;398.72 ;25892;5428;31319;4.12 ;3.37 ;3.99 ;74.70
07/2019;81.90 ;385.58 ;26187;5347;31534;4.20 ;3.93 ;4.15 ;75.30
08/2019;82.40 ;367.86 ;26421;5367;31787;4.22 ;4.51 ;4.27 ;75.80
09/2019;78.80 ;359.62 ;26682;5427;32109;4.27 ;5.99 ;4.56 ;76.10
10/2019;87.60 ;351.19 ;26987;5422;32408;4.26 ;6.14 ;4.57 ;75.90
11/2019;107.60 ;347.14 ;27368;5369;32737;4.24 ;4.33 ;4.26 ;76.70
12/2019;117.00 ;373.56 ;27715;5497;33212;4.11 ;4.38 ;4.16 ;76.60
01/2020;90.60 ;388.02 ;27944;5415;33359;4.22 ;6.16 ;4.53 ;77.70
02/2020;83.40 ;403.98 ;27987;5318;33305;4.24 ;6.12 ;4.54 ;75.50
03/2020;80.10 ;414.05 ;28052;5493;33545;4.56 ;6.15 ;4.82 ;71.20
04/2020;65.30 ;437.93 ;27795;5437;33232;4.77 ;6.44 ;5.04 ;57.50
