2013-01-01;287.94;0.89;0.82;77.3;82.6;79.2;99.6;104.9;171.56 ;89.70;94.8;90.5;99.7;102.3;116.1;99.5
2013-02-01;286.34;0.41;0.28;74.5;76.0;62.7;85.5;104.3;170.03 ;92.40;82.6;85.7;92.5;78.5;94.5;92.6
2013-03-01;287.78;0.52;0.65;74.8;91.0;89.2;95.0;108.0;171.85 ;92.40;96.2;103.2;108.0;87.3;111.7;108.3
2013-04-01;284.22;0.31;0.3;77.7;90.7;67.7;102.3;107.1;170.92 ;92.80;90.1;102.4;94.8;87.5;110.6;95.5
2013-05-01;293.96;0.57;0.56;81.7;102.5;75.0;101.6;104.6;171.06 ;91.20;98.7;104.2;102.2;96.2;105.9;102.9
2013-06-01;289.62;0.05;0.03;80.7;87.4;70.5;103.9;104.8;170.66 ;93.10;93.2;104.4;97.7;87.5;107.4;98.0
2013-07-01;269.34;-0.23;-0.43;87.0;90.4;77.5;108.3;105.2;174.90 ;96.60;100.7;106.9;104.2;101.8;111.6;104.0
2013-08-01;258.45;0.41;0.45;89.6;105.7;81.1;110.4;103.4;173.68 ;94.90;101.6;99.8;106.2;105.4;109.4;106.4
2013-09-01;257.99;0.33;0.17;84.6;102.9;79.8;104.2;103.2;174.31 ;96.80;96.2;103.7;101.2;95.0;104.3;101.2
2013-10-01;262.47;0.92;0.93;89.7;107.3;90.9;109.6;102.5;173.31 ;96.90;100.2;101.6;102.8;103.5;107.4;102.8
2013-11-01;254.44;0.54;0.51;89.3;102.3;91.1;101.3;102.9;175.82 ;99.50;101.1;93.9;105.9;102.9;108.2;106.1
2013-12-01;274.67;0.75;0.55;118.2;86.8;150.5;90.6;112.1;180.50 ;98.10;128.0;95.0;123.7;133.8;103.2;123.8
2014-01-01;273.84;0.61;0.56;96.8;90.4;90.7;98.6;102.6;173.76 ;101.80;101.8;91.0;105.7;108.7;111.5;105.6
2014-02-01;275.32;0.39;0.4;89.6;85.3;78.9;96.2;107.8;175.07 ;105.20;91.1;91.8;98.0;87.5;88.8;98.3
2014-03-01;310.04;0.89;0.96;95.1;79.5;80.1;90.6;106.0;175.73 ;100.50;97.3;95.8;106.9;91.8;94.1;107.2
2014-04-01;293.27;0.84;0.89;94.6;81.8;94.3;93.2;111.4;177.11 ;100.90;97.5;98.2;105.0;91.1;104.0;105.3
2014-05-01;296.77;0.41;0.64;106.1;102.8;88.4;102.3;111.7;177.27 ;100.90;104.0;103.0;102.8;106.0;106.9;103.1
2014-06-01;295.12;0.27;0.27;98.6;103.7;93.1;96.2;112.2;177.93 ;100.00;92.0;95.4;89.8;88.6;91.4;89.6
2014-07-01;280.93;0.02;0.1;101.8;104.6;100.8;106.5;108.9;178.82 ;98.90;97.0;104.4;93.4;93.9;102.0;92.9
2014-08-01;276.18;0.31;0.14;105.3;103.5;100.1;110.8;113.1;179.88 ;97.90;97.2;99.3;96.6;93.2;97.0;96.4
2014-09-01;279.95;0.16;0.36;99.2;94.2;93.8;108.5;113.8;177.06 ;97.80;94.9;111.3;91.6;96.0;100.8;91.3
2014-10-01;287.46;0.78;0.7;102.3;96.1;106.6;114.1;115.1;177.67 ;99.50;104.5;110.6;107.1;103.6;106.2;107.3
2014-11-01;295.79;1.21;1.27;97.6;124.1;115.6;96.5;116.4;177.85 ;100.00;101.6;102.2;93.4;111.5;101.8;93.5
2014-12-01;301.21;1.11;1.13;112.8;134.0;157.5;86.3;110.0;175.82 ;98.80;121.1;97.0;109.8;128.1;95.4;109.6
2015-01-01;323.73;1.23;1.39;98.4;118.2;96.9;101.2;105.1;178.35 ;99.10;96.5;96.0;91.2;106.5;94.2;90.9
2015-02-01;325.64;1.41;1.27;88.7;113.9;82.3;92.5;111.9;174.56 ;97.50;81.4;90.9;82.6;75.8;73.1;82.3
2015-03-01;323.48;1.43;1.97;102.7;137.3;100.7;106.3;115.2;174.73 ;97.00;90.3;98.5;88.2;84.6;85.7;88.2
2015-04-01;327.69;0.55;0.55;98.4;102.9;104.7;96.8;111.9;172.77 ;94.70;86.5;91.0;88.8;74.5;77.1;88.7
2015-05-01;347.03;0.58;0.79;105.3;109.8;103.8;99.0;113.8;174.73 ;94.10;91.0;95.5;84.7;85.6;79.0;84.5
2015-06-01;329.65;0.21;0.25;102.5;100.1;96.6;100.7;113.4;173.94 ;93.50;85.0;97.4;80.0;74.3;79.2;79.6
2015-07-01;327.47;0.85;0.82;101.5;99.4;104.2;98.4;113.6;169.19 ;93.60;88.4;100.2;85.5;77.7;80.4;84.8
2015-08-01;320.69;0.23;0.19;103.6;99.8;95.2;104.0;112.4;172.52 ;95.40;86.7;101.8;86.1;72.9;74.6;86.2
2015-09-01;311.2;0.67;0.73;97.2;99.1;87.7;96.0;111.7;171.61 ;95.70;83.5;96.8;84.1;73.1;69.6;84.2
2015-10-01;310.73;1.18;1.18;100.1;92.0;102.0;90.6;110.5;172.01 ;94.10;90.6;101.1;91.9;80.7;67.7;91.6
2015-11-01;321.85;1.44;1.69;96.4;104.0;114.5;81.7;108.5;172.47 ;92.40;90.0;94.2;84.4;88.6;66.5;84.4
2015-12-01;335.87;0.8;0.75;112.7;90.7;169.6;75.8;110.1;172.44 ;91.80;107.9;96.8;101.8;91.6;66.6;101.4
2016-01-01;388.45;1.2;1.31;94.9;79.3;92.5;74.5;95.9;168.36 ;90.00;83.3;90.0;82.7;75.8;65.0;82.2
2016-02-01;371.8;0.81;0.68;93.8;75.4;75.5;71.3;107.4;168.64 ;88.90;75.6;87.6;76.4;68.8;64.1;76.1
2016-03-01;378.45;0.56;0.5;103.6;74.1;99.8;84.4;103.5;166.99 ;89.50;82.6;89.9;84.1;72.4;70.4;84.1
2016-04-01;382.16;0.53;0.57;95.2;73.1;94.2;78.4;113.3;168.85 ;88.60;79.0;86.8;80.2;66.4;65.9;80.3
2016-05-01;385.24;0.28;0.35;98.1;71.4;88.5;76.8;114.5;170.27 ;89.00;78.7;86.7;78.3;67.0;67.3;77.4
2016-06-01;421.46;0.39;0.56;97.0;53.7;89.1;85.0;112.4;170.03 ;88.60;76.2;87.7;75.4;61.2;70.7;74.7
2016-07-01;424.47;0.81;1.03;94.0;56.1;100.2;83.6;117.4;167.83 ;85.90;79.8;92.2;79.5;63.9;62.2;78.3
2016-08-01;411.12;0.29;0.25;97.2;56.1;89.3;89.9;112.6;169.51 ;85.40;77.9;87.8;79.2;63.0;63.1;78.4
2016-09-01;393.39;0.18;0.14;91.0;50.0;86.7;83.0;108.3;169.83 ;83.80;77.1;88.2;81.3;60.8;62.2;80.7
2016-10-01;389.44;0.37;0.28;91.9;49.9;104.7;80.0;105.7;168.90 ;82.90;81.1;89.1;84.9;64.5;56.3;84.2
2016-11-01;387.56;-0.31;-0.4;91.9;55.8;117.4;80.1;97.2;166.67 ;81.70;85.2;84.3;83.7;80.9;66.7;83.0
2016-12-01;386.84;0.05;-0.03;107.6;58.5;161.8;79.6;103.5;166.86 ;80.60;100.9;89.1;99.7;79.4;68.6;98.7
2017-01-01;385.84;0.2;0.08;91.1;42.4;79.6;75.6;107.3;163.94 ;82.60;76.7;66.0;82.9;67.0;46.1;83.4
2017-02-01;380.18;-0.39;-0.44;84.4;38.0;69.5;66.2;114.9;172.78 ;86.20;70.2;68.7;76.8;55.0;45.3;77.5
2017-03-01;388.31;0.27;0.42;101.9;47.6;76.9;86.8;109.0;173.26 ;82.50;69.4;73.9;62.8;72.2;59.5;62.0
2017-04-01;388.83;0.15;0.03;90.5;51.1;85.5;70.1;110.7;174.96 ;83.30;70.4;67.8;69.8;63.4;56.0;69.5
2017-05-01;392.72;0.16;0.18;98.5;51.0;83.7;76.2;112.3;171.47 ;83.70;73.0;73.0;67.5;74.5;63.4;66.9
2017-06-01;390.1;-0.04;-0.12;96.8;51.5;85.4;70.3;114.1;171.82 ;82.80;71.8;71.4;66.0;68.5;65.5;65.3
2017-07-01;386.67;0.38;0.25;96.1;51.2;87.2;77.6;114.9;180.47 ;83.40;72.2;65.0;68.8;68.8;54.1;67.0
2017-08-01;386.81;-0.03;-0.27;105.9;55.0;79.2;79.9;113.8;171.10 ;85.10;71.4;65.3;68.1;73.7;59.0;67.3
2017-09-01;372.99;0.04;0.03;101.8;48.8;81.2;74.5;116.2;170.81 ;82.60;71.6;66.9;71.3;67.1;52.8;70.6
2017-10-01;362.58;1.52;1.5;97.5;45.9;89.7;76.3;117.4;170.80 ;82.00;72.7;64.9;70.9;75.7;57.9;70.4
2017-11-01;361.96;0.96;0.98;98.5;51.8;103.9;74.9;114.8;171.18 ;82.90;80.4;63.1;79.8;89.2;56.3;79.9
2017-12-01;360.7;0.48;0.47;108.4;51.2;135.5;64.8;112.3;169.42 ;83.50;92.8;64.7;92.7;90.8;52.1;92.9
2018-01-01;362.23;0.05;-0.04;97.0;46.0;82.8;72.7;109.1;170.91 ;82.30;69.9;59.9;67.4;78.6;60.8;67.2
2018-02-01;364.01;0.07;-0.03;88.3;40.6;73.8;64.4;112.0;171.99 ;84.00;61.8;57.1;60.6;62.2;53.2;60.2
2018-03-01;360.43;0.02;-0.07;105.5;47.9;95.7;72.1;112.2;173.09 ;83.70;72.2;63.8;68.2;76.3;62.6;67.9
2018-04-01;365.81;-0.18;-0.27;101.2;47.3;84.7;70.0;111.9;173.86 ;85.40;71.4;65.9;68.0;69.8;64.3;68.0
2018-05-01;366.65;0.53;0.57;104.4;51.4;86.9;72.2;95.8;166.52 ;80.70;74.4;62.7;70.7;75.4;59.9;70.6
2018-06-01;365.81;1.25;1.16;105.5;48.1;97.0;70.5;111.8;171.24 ;82.40;72.4;56.8;68.0;72.6;56.4;68.1
2018-07-01;366.38;-0.05;-0.03;107.0;48.2;101.6;71.8;110.2;173.44 ;83.40;72.7;60.9;69.2;68.4;62.1;68.9
2018-08-01;362.47;0.3;0.39;112.1;53.2;97.1;79.4;109.8;173.63 ;82.40;75.9;62.1;71.4;79.4;69.2;71.3
2018-09-01;354.11;0.49;0.41;99.9;47.4;96.7;74.2;109.9;174.99 ;81.40;71.3;64.1;67.1;71.0;61.8;66.7
2018-10-01;357.72;0.55;0.54;104.5;48.3;108.5;76.9;107.0;173.09 ;81.10;74.8;66.2;71.1;72.0;66.8;70.9
2018-11-01;368.06;0.12;0.34;105.6;53.6;154.8;75.5;99.2;172.95 ;80.60;85.9;59.9;80.1;97.3;67.1;80.6
2018-12-01;388.86;-0.03;-0.1;115.8;55.7;169.9;65.8;112.7;177.29 ;81.30;94.1;62.5;91.0;86.1;62.7;92.1
2019-01-01;398.23;-0.17;-0.09;101.1;47.9;113.2;73.0;112.8;174.57 ;81.40;72.9;59.9;69.1;77.5;66.5;68.5
2019-02-01;416.4;0.87;0.88;96.8;43.4;96.9;67.1;110.8;173.19 ;79.80;66.5;56.5;63.8;63.5;64.6;63.7
2019-03-01;433.43;0.12;0.32;106.7;46.1;110.9;68.7;114.0;175.30 ;80.30;72.4;63.8;66.2;68.3;64.7;65.6
2019-04-01;445.28;0.62;0.58;100.6;53.0;121.6;70.4;112.0;174.34 ;80.30;69.6;60.5;61.9;70.4;63.5;61.3
2019-05-01;425.35;0.48;0.36;112.9;49.8;114.7;76.0;109.4;177.47 ;79.40;73.2;61.2;67.7;71.2;68.7;67.2
2019-06-01;421.65;-0.1;-0.07;108.1;43.0;115.6;69.7;109.4;178.01 ;80.90;71.2;57.2;66.4;63.2;64.7;66.4
2019-07-01;420.55;-0.22;-0.18;111.2;52.2;118.5;77.7;110.7;179.25 ;81.00;71.0;59.4;63.7;67.2;71.7;63.3
2019-08-01;399.4;0.11;0.19;113.3;53.8;119.2;77.0;110.6;176.34 ;79.90;73.6;61.6;66.2;74.4;72.7;65.9
2019-09-01;391.31;0.41;0.37;106.0;53.9;114.4;78.2;110.6;177.31 ;80.90;72.8;59.7;67.3;75.4;70.7;67.3
2019-10-01;395.7;0.07;-0.02;109.7;58.9;128.8;87.5;116.6;179.81 ;81.90;77.2;62.4;69.8;82.2;72.8;69.9
2019-11-01;400.16;0.7;0.84;107.9;66.4;163.1;80.4;111.1;180.01 ;80.30;87.3;61.7;77.3;106.9;69.6;78.0
2019-12-01;454.75;1.4;1.62;111.1;55.2;184.1;67.9;109.0;178.48 ;78.60;91.8;61.5;80.3;92.4;67.3;81.5
2020-01-01;455.08;0.1;0.06;105.2;55.8;130.4;74.6;110.9;179.90 ;79.20;73.0;54.5;65.3;82.5;75.7;65.5
2020-02-01;448.62;0.18;0.05;98.6;50.0;110.6;66.8;111.0;180.31 ;77.90;68.3;54.3;61.6;73.2;59.8;61.1
2020-03-01;456.18;-0.74;-0.67;109.2;47.4;84.3;66.6;108.2;177.61 ;74.10;66.4;55.4;70.2;57.0;64.9;70.1
2020-04-01;493.21;-0.53;-0.25;77.4;26.4;53.6;60.6;110.3;172.37 ;67.10;54.9;47.2;66.0;48.0;40.5;65.4
2020-05-01;505.99;-0.25;-0.12;91.3;40.7;91.2;79.1;113.6;-;-;67.8;51.3;67.1;89.5;51.5;67.2
