06/1996;-;-;-0,16 ;-0,46 ;-;-;-;-;-;-;;
07/1996;-;-;0,65 ;0,66 ;-;-;-;-;-;-;;
08/1996;-;-;1,57 ;1,98 ;-;-;-;-;-;-;;
09/1996;-;-;-0,24 ;-0,28 ;-;-;-;-;-;-;;
10/1996;-;-;0,25 ;0,35 ;-;-;-;-;-;-;;
11/1996;-;-;0,09 ;-0,03 ;-;-;-;-;-;-;;
12/1996;-;-;-0,06 ;-0,24 ;-;-;-;-;-;-;;
01/1997;-;-;0,26 ;0,06 ;-;-;-;-;-;-;;
02/1997;-;-;0,14 ;-0,04 ;-;-;-;-;-;-;;
03/1997;-;-;0,11 ;0,36 ;-;-;-;-;-;-;;
04/1997;-;-;0,71 ;0,28 ;-;-;-;-;-;-;;
05/1997;-;-;-0,06 ;-0,30 ;-;-;-;-;-;-;;
06/1997;-;-;-0,24 ;-0,64 ;-;-;-;-;-;-;;
07/1997;-;-;-0,06 ;-0,18 ;-;-;-;-;-;-;;
08/1997;-;-;0,02 ;-0,08 ;-;-;-;-;-;-;;
09/1997;-;-;0,07 ;0,16 ;-;-;-;-;-;-;;
10/1997;-;-;0,20 ;0,48 ;-;-;-;-;-;-;;
11/1997;-;-;-0,11 ;-0,08 ;-;-;-;-;-;-;;
12/1997;-;-;0,26 ;0,21 ;-;-;-;-;-;-;;
01/1998;-;81,12 ;0,47 ;0,73 ;-;-;-;-;-;-;;
02/1998;-;82,45 ;0,60 ;0,78 ;-;-;-;-;-;-;;
03/1998;-;85,31 ;0,05 ;0,09 ;-;-;-;-;-;-;;
04/1998;-;87,60 ;0,31 ;0,38 ;-;-;-;-;-;-;;
05/1998;-;91,70 ;0,60 ;0,72 ;-;-;-;-;-;-;;
06/1998;-;91,97 ;0,12 ;0,16 ;-;-;-;-;-;-;;
07/1998;-;88,35 ;-0,23 ;-0,66 ;-;-;-;-;-;-;;
08/1998;-;81,77 ;-0,55 ;-0,81 ;-;-;-;-;-;-;;
09/1998;-;78,62 ;-0,01 ;0,12 ;-;-;-;-;-;-;;
10/1998;-;79,10 ;0,03 ;0,24 ;-;-;-;-;-;-;;
11/1998;-;81,04 ;-0,01 ;-0,03 ;-;-;-;-;-;-;;
12/1998;-;84,27 ;1,47 ;1,89 ;-;-;-;-;-;-;;
01/1999;-;87,99 ;0,95 ;0,80 ;-;-;-;-;-;-;;
02/1999;-;89,77 ;1,22 ;1,35 ;-;-;-;-;-;-;;
03/1999;-;89,89 ;1,07 ;1,16 ;-;-;-;-;-;-;;
04/1999;-;90,12 ;0,36 ;0,12 ;-;-;-;-;-;-;;
05/1999;-;90,57 ;0,05 ;-0,17 ;-;-;-;-;-;-;;
06/1999;-;88,99 ;-0,21 ;-0,60 ;-;-;-;-;-;-;;
07/1999;-;86,86 ;0,50 ;-0,06 ;-;-;-;-;-;-;;
08/1999;-;89,25 ;0,28 ;0,09 ;-;-;-;-;-;-;;
09/1999;-;89,79 ;0,20 ;0,23 ;-;-;-;-;-;-;;
10/1999;-;92,19 ;1,51 ;1,78 ;-;-;-;-;-;-;;
11/1999;-;94,30 ;0,96 ;1,20 ;-;-;-;-;-;-;;
12/1999;-;95,83 ;1,18 ;1,73 ;-;-;-;-;-;-;;
01/2000;39,10 ;97,16 ;0,58 ;0,71 ;-;-;-;-;-;-;;
02/2000;38,00 ;97,63 ;0,37 ;0,10 ;-;-;-;-;-;-;;
03/2000;38,90 ;101,23 ;0,13 ;-0,07 ;-;-;-;-;-;-;;
04/2000;41,10 ;101,31 ;0,47 ;0,09 ;-;-;-;-;-;-;;
05/2000;43,30 ;96,90 ;0,08 ;-0,02 ;-;-;-;-;-;-;;
06/2000;41,70 ;95,69 ;-0,06 ;-0,11 ;-;-;-;-;-;-;;
07/2000;43,80 ;97,64 ;0,83 ;0,60 ;-;-;-;-;-;-;;
08/2000;45,80 ;98,97 ;1,30 ;1,47 ;-;-;-;-;-;-;;
09/2000;43,60 ;99,17 ;1,08 ;1,08 ;-;-;-;-;-;-;;
10/2000;46,50 ;100,05 ;0,10 ;0,05 ;-;-;-;-;-;-;;
11/2000;47,10 ;100,69 ;0,18 ;0,19 ;-;-;-;-;-;-;;
12/2000;77,60 ;102,09 ;0,78 ;0,83 ;-;-;-;-;-;-;;
01/2001;41,60 ;104,85 ;2,62 ;2,57 ;-;-;-;-;-;-;;
02/2001;38,80 ;106,04 ;1,54 ;2,10 ;-;-;-;-;-;-;;
03/2001;44,80 ;102,48 ;0,26 ;0,34 ;-;-;-;-;-;-;;
04/2001;42,40 ;105,64 ;0,74 ;0,94 ;-;-;-;-;-;-;;
05/2001;47,40 ;106,99 ;0,26 ;-0,06 ;-;-;-;-;-;-;;
06/2001;42,40 ;107,04 ;-0,34 ;-0,69 ;-;-;-;-;-;-;;
07/2001;41,60 ;105,62 ;1,09 ;0,86 ;-;-;-;-;-;-;;
08/2001;42,30 ;106,32 ;1,01 ;0,87 ;-;-;-;-;-;-;;
09/2001;39,10 ;107,97 ;0,22 ;0,04 ;-;-;-;-;-;-;;
10/2001;44,10 ;107,99 ;0,87 ;0,88 ;-;-;-;-;-;-;;
11/2001;42,10 ;108,07 ;0,40 ;0,54 ;-;-;-;-;-;-;;
12/2001;72,80 ;110,33 ;0,78 ;0,93 ;-;-;-;-;-;-;;
01/2002;44,00 ;113,67 ;0,67 ;1,25 ;-;-;-;-;-;-;;
02/2002;39,30 ;110,65 ;0,64 ;0,91 ;-;-;-;-;-;-;;
03/2002;43,70 ;114,84 ;1,17 ;1,24 ;-;-;-;-;-;-;;
04/2002;42,20 ;115,63 ;0,36 ;0,02 ;-;-;-;-;-;-;;
05/2002;47,70 ;118,85 ;-0,07 ;-0,32 ;-;-;-;-;-;-;;
06/2002;43,60 ;118,53 ;0,19 ;0,24 ;-;-;-;-;-;-;;
07/2002;45,20 ;118,68 ;0,94 ;0,80 ;-;-;-;-;-;-;;
08/2002;47,10 ;121,45 ;1,31 ;1,38 ;-;-;-;-;-;-;;
09/2002;43,80 ;122,05 ;1,01 ;1,31 ;-;-;-;-;-;-;;
10/2002;50,10 ;124,90 ;1,10 ;1,42 ;-;-;-;-;-;-;;
11/2002;47,30 ;132,10 ;3,22 ;3,93 ;-;-;-;-;-;-;;
12/2002;70,20 ;136,60 ;2,82 ;3,63 ;-;-;-;-;-;-;;
01/2003;42,80 ;139,39 ;1,96 ;2,14 ;-;-;-;-;-;-;-;102,41
02/2003;39,30 ;141,94 ;1,26 ;0,91 ;-;-;-;-;-;-;-;102,06
03/2003;40,40 ;151,22 ;1,44 ;1,38 ;-;-;-;-;-;-;-;103,26
04/2003;41,00 ;162,28 ;0,98 ;1,24 ;-;-;-;-;-;-;-;102,85
05/2003;45,80 ;158,50 ;0,20 ;0,23 ;-;-;-;-;-;-;-;104,72
06/2003;43,80 ;142,37 ;-0,36 ;-0,48 ;-;-;-;-;-;-;-;108,49
07/2003;44,10 ;140,74 ;0,08 ;-0,19 ;-;-;-;-;-;-;-;105,65
08/2003;45,80 ;132,68 ;0,92 ;0,65 ;-;-;-;-;-;-;-;107,04
09/2003;44,70 ;134,50 ;1,15 ;0,98 ;-;-;-;-;-;-;-;105,84
10/2003;50,10 ;137,50 ;0,77 ;0,78 ;-;-;-;-;-;-;-;102,75
11/2003;48,00 ;139,32 ;0,60 ;0,69 ;-;-;-;-;-;-;-;101,98
12/2003;78,80 ;140,59 ;0,99 ;1,22 ;-;-;-;-;-;-;-;104,01
01/2004;45,60 ;147,81 ;1,15 ;1,46 ;1.523 ;4.167 ;5.691 ;8,24 ;0,90 ;2,35;-;105,98
02/2004;41,60 ;146,00 ;0,78 ;0,69 ;1.553 ;4.165 ;5.718 ;8,08 ;0,93 ;2,36;-;105,68
03/2004;45,20 ;146,93 ;0,80 ;0,97 ;1.596 ;4.492 ;6.088 ;7,41 ;1,28 ;2,46;-;106,67
04/2004;45,90 ;148,39 ;0,42 ;0,53 ;1.634 ;4.449 ;6.083 ;7,61 ;1,42 ;2,66;-;109,05
05/2004;49,50 ;149,50 ;-0,10 ;-0,31 ;1.691 ;4.629 ;6.320 ;7,20 ;1,48 ;2,62;-;109,98
06/2004;48,00 ;150,92 ;0,11 ;0,00 ;1.738 ;4.631 ;6.370 ;6,84 ;0,89 ;2,11;-;111,58
07/2004;51,20 ;153,53 ;0,24 ;-0,08 ;1.792 ;4.509 ;6.301 ;6,82 ;0,98 ;2,22;-;111,54
08/2004;49,10 ;158,21 ;0,68 ;0,74 ;1.805 ;4.465 ;6.270 ;6,63 ;1,07 ;2,29;-;111,07
09/2004;46,80 ;154,64 ;0,13 ;-0,11 ;1.830 ;4.432 ;6.261 ;6,62 ;1,27 ;2,48;-;110,90
10/2004;51,80 ;149,08 ;0,31 ;0,05 ;1.893 ;4.260 ;6.153 ;6,60 ;1,28 ;2,54;-;110,02
11/2004;50,00 ;149,30 ;0,64 ;0,55 ;1.947 ;4.231 ;6.179 ;6,37 ;1,35 ;2,59;-;111,30
12/2004;82,90 ;149,70 ;0,87 ;0,93 ;2.073 ;4.091 ;6.164 ;5,98 ;1,26 ;2,51;-;113,04
01/2005;48,70 ;152,20 ;0,65 ;0,79 ;2.178 ;4.031 ;6.209 ;6,09 ;1,29 ;2,60;-;113,31
02/2005;45,50 ;155,26 ;0,51 ;0,41 ;2.247 ;4.146 ;6.393 ;6,06 ;1,40 ;2,67;-;115,22
03/2005;51,80 ;154,69 ;0,37 ;0,51 ;2.306 ;4.227 ;6.533 ;6,08 ;1,47 ;2,74;-;114,83
04/2005;51,20 ;155,37 ;0,31 ;0,29 ;2.377 ;4.352 ;6.729 ;6,01 ;1,26 ;2,56;-;116,00
05/2005;55,40 ;162,10 ;0,33 ;0,34 ;2.462 ;4.286 ;6.748 ;6,16 ;1,39 ;2,75;-;115,75
06/2005;53,50 ;153,86 ;-0,13 ;-0,24 ;2.523 ;4.481 ;7.004 ;5,97 ;1,38 ;2,68;-;116,45
07/2005;54,50 ;149,46 ;0,30 ;0,07 ;2.600 ;4.559 ;7.159 ;5,86 ;1,41 ;2,67;-;115,67
08/2005;58,00 ;145,35 ;1,83 ;1,83 ;2.644 ;4.547 ;7.191 ;6,21 ;1,41 ;2,80;-;116,56
09/2005;56,80 ;145,52 ;0,30 ;-0,14 ;2.675 ;4.358 ;7.033 ;6,27 ;1,50 ;2,94;-;116,81
10/2005;60,30 ;146,45 ;0,38 ;0,19 ;2.723 ;4.236 ;6.959 ;6,53 ;1,51 ;3,08;-;118,11
11/2005;56,40 ;149,97 ;0,66 ;0,67 ;2.812 ;3.998 ;6.810 ;6,63 ;1,66 ;3,31;-;118,33
12/2005;90,40 ;156,77 ;0,41 ;0,49 ;2.943 ;4.021 ;6.964 ;6,49 ;1,41 ;3,16;-;119,99
01/2006;52,70 ;158,06 ;0,55 ;0,52 ;3.049 ;3.927 ;6.976 ;6,79 ;1,53 ;3,40;-;120,86
02/2006;47,20 ;144,90 ;0,31 ;0,20 ;3.140 ;3.944 ;7.084 ;6,89 ;1,63 ;3,52;-;122,46
03/2006;50,60 ;146,29 ;0,44 ;0,29 ;3.190 ;4.075 ;7.264 ;7,17 ;1,70 ;3,65;-;123,09
04/2006;53,10 ;154,14 ;0,32 ;0,18 ;3.284 ;3.928 ;7.212 ;7,29 ;2,03 ;3,99;-;124,02
05/2006;61,20 ;156,19 ;0,21 ;0,37 ;3.357 ;4.125 ;7.482 ;7,27 ;2,12 ;4,01;-;124,34
06/2006;56,80 ;156,56 ;-0,04 ;-0,04 ;3.503 ;4.094 ;7.597 ;6,89 ;2,12 ;3,92;-;124,31
07/2006;57,40 ;152,64 ;0,11 ;0,00 ;3.598 ;4.137 ;7.735 ;6,75 ;2,11 ;3,89;-;126,23
08/2006;60,90 ;145,54 ;-0,32 ;-0,50 ;3.678 ;4.096 ;7.774 ;6,76 ;2,21 ;3,99;-;127,79
09/2006;59,30 ;144,69 ;0,03 ;-0,14 ;3.782 ;4.231 ;8.013 ;6,63 ;2,21 ;3,93;-;128,46
10/2006;62,10 ;147,40 ;0,78 ;0,91 ;3.857 ;4.191 ;8.048 ;6,60 ;2,46 ;4,11;-;129,89
11/2006;62,00 ;156,47 ;0,50 ;0,56 ;3.980 ;4.269 ;8.250 ;6,22 ;2,37 ;3,91;-;131,01
12/2006;98,20 ;157,16 ;0,24 ;0,28 ;4.114 ;4.131 ;8.244 ;5,76 ;3,03 ;4,18;-;130,95
01/2007;59,20 ;159,49 ;0,50 ;0,67 ;4.278 ;4.096 ;8.374 ;5,80 ;2,61 ;3,98;-;130,69
02/2007;51,80 ;163,21 ;0,45 ;0,44 ;4.397 ;4.177 ;8.574 ;5,71 ;2,58 ;3,94;-;130,69
03/2007;59,20 ;168,24 ;0,78 ;1,08 ;4.514 ;4.196 ;8.710 ;5,62 ;2,56 ;3,89;-;131,05
04/2007;59,00 ;170,44 ;0,67 ;0,81 ;4.572 ;4.237 ;8.809 ;5,71 ;2,54 ;3,94;-;131,05
05/2007;69,00 ;164,69 ;0,27 ;0,15 ;4.769 ;4.320 ;9.089 ;5,95 ;2,49 ;4,04;-;131,63
06/2007;64,20 ;154,91 ;0,06 ;0,00 ;4.929 ;4.342 ;9.271 ;5,45 ;2,48 ;3,82;-;130,02
07/2007;62,80 ;154,58 ;0,33 ;0,34 ;5.070 ;4.392 ;9.462 ;5,40 ;2,59 ;3,87;-;131,91
08/2007;65,10 ;161,64 ;0,87 ;1,05 ;5.207 ;4.570 ;9.777 ;5,33 ;2,45 ;3,76;-;132,82
09/2007;63,40 ;165,59 ;0,35 ;0,48 ;5.424 ;4.552 ;9.976 ;5,10 ;2,16 ;3,53;-;134,91
10/2007;68,90 ;172,72 ;0,73 ;0,82 ;5.568 ;4.716 ;10.284 ;4,93 ;1,88 ;3,30;-;134,57
11/2007;66,80 ;176,57 ;0,49 ;0,52 ;5.758 ;4.802 ;10.560 ;4,93 ;1,64 ;3,19;-;135,78
12/2007;105,70 ;190,01 ;1,40 ;1,54 ;5.969 ;5.003 ;10.972 ;4,84 ;1,62 ;3,13;-;136,43
01/2008;68,40 ;192,81 ;0,87 ;0,92 ;6.156 ;5.074 ;11.230 ;5,07 ;1,61 ;3,24;-;135,97
02/2008;55,40 ;191,43 ;0,63 ;0,68 ;6.336 ;5.315 ;11.650 ;5,12 ;1,56 ;3,21;-;135,16
03/2008;61,60 ;190,41 ;0,58 ;0,84 ;6.448 ;5.373 ;11.821 ;5,12 ;1,50 ;3,20;-;136,69
04/2008;60,60 ;202,60 ;1,31 ;1,61 ;6.633 ;5.449 ;12.082 ;5,16 ;1,63 ;3,30;-;136,97
05/2008;68,80 ;206,40 ;0,25 ;0,26 ;6.866 ;5.693 ;12.559 ;5,59 ;1,73 ;3,55;-;136,53
06/2008;63,70 ;209,91 ;0,41 ;0,39 ;7.079 ;5.791 ;12.869 ;5,43 ;1,72 ;3,48;-;137,16
07/2008;67,10 ;211,13 ;1,01 ;1,00 ;7.296 ;6.036 ;13.332 ;5,55 ;1,76 ;3,55;-;138,19
08/2008;66,50 ;206,33 ;0,79 ;0,69 ;7.487 ;6.241 ;13.729 ;5,70 ;1,82 ;3,63;-;140,97
09/2008;65,30 ;191,19 ;0,27 ;0,12 ;7.618 ;6.441 ;14.059 ;5,67 ;1,70 ;3,55;-;140,33
10/2008;68,70 ;195,31 ;0,32 ;0,24 ;7.844 ;6.540 ;14.384 ;5,85 ;1,61 ;3,59;-;140,47
11/2008;64,00 ;198,48 ;0,60 ;0,63 ;7.971 ;6.566 ;14.537 ;5,98 ;1,79 ;3,75;-;138,84
12/2008;98,10 ;199,05 ;0,62 ;0,70 ;8.032 ;6.591 ;14.623 ;5,97 ;2,10 ;3,92;-;136,52
01/2009;63,10 ;210,70 ;0,84 ;1,14 ;8.158 ;6.680 ;14.837 ;6,43 ;2,37 ;4,28;-;137,39
02/2009;55,80 ;201,62 ;0,56 ;0,49 ;8.256 ;6.707 ;14.963 ;6,73 ;3,11 ;4,81;-;139,61
03/2009;61,20 ;203,04 ;0,28 ;0,38 ;8.317 ;6.778 ;15.095 ;6,95 ;3,40 ;5,08;-;138,48
04/2009;60,70 ;200,52 ;0,82 ;1,00 ;8.467 ;6.836 ;15.303 ;7,10 ;3,45 ;5,19;-;136,76
05/2009;67,90 ;200,90 ;0,17 ;0,00 ;8.630 ;6.831 ;15.462 ;7,31 ;3,91 ;5,55;-;134,27
06/2009;64,10 ;201,60 ;0,13 ;0,12 ;8.830 ;6.944 ;15.774 ;7,52 ;4,94 ;6,19;-;138,51
07/2009;68,50 ;201,71 ;0,00 ;-0,14 ;9.023 ;7.049 ;16.072 ;7,60 ;4,55 ;6,03;-;139,61
08/2009;70,40 ;202,69 ;0,32 ;0,14 ;9.174 ;7.388 ;16.562 ;7,76 ;5,10 ;6,38;-;139,49
09/2009;68,70 ;202,18 ;0,02 ;-0,17 ;9.343 ;7.339 ;16.682 ;7,71 ;4,74 ;6,19;-;139,55
10/2009;75,50 ;202,80 ;0,48 ;0,52 ;9.565 ;7.452 ;17.017 ;7,62 ;4,43 ;6,00;-;141,83
11/2009;70,60 ;203,56 ;0,40 ;0,41 ;9.826 ;7.606 ;17.432 ;7,52 ;4,18 ;5,81;-;140,97
12/2009;110,70 ;204,32 ;0,36 ;0,52 ;9.813 ;7.766 ;17.579 ;6,84 ;4,01 ;5,39;-;140,16
01/2010;71,00 ;204,62 ;0,80 ;0,91 ;10.150 ;7.756 ;17.906 ;6,87 ;4,01 ;5,40;-;144,49
02/2010;63,60 ;204,93 ;1,37 ;1,57 ;10.142 ;7.878 ;18.020 ;6,84 ;4,81 ;5,79;-;149,19
03/2010;72,30 ;215,72 ;0,70 ;0,87 ;10.138 ;8.016 ;18.155 ;6,70 ;4,87 ;5,75;-;148,37
04/2010;69,80 ;227,04 ;0,58 ;0,68 ;10.402 ;8.237 ;18.640 ;6,71 ;4,92 ;5,78;-;148,92
05/2010;79,50 ;221,74 ;0,21 ;0,04 ;10.612 ;8.432 ;19.044 ;6,57 ;4,56 ;5,52;-;147,28
06/2010;72,10 ;215,22 ;0,13 ;0,15 ;10.845 ;8.829 ;19.674 ;6,22 ;4,45 ;5,29;-;147,03
07/2010;77,20 ;215,32 ;0,05 ;0,02 ;10.997 ;9.044 ;20.041 ;6,03 ;3,91 ;4,91;-;147,59
08/2010;78,20 ;207,97 ;-0,29 ;-0,66 ;11.140 ;9.402 ;20.542 ;5,87 ;3,80 ;4,76;-;148,10
09/2010;77,80 ;211,31 ;0,36 ;0,29 ;11.418 ;9.796 ;21.214 ;5,74 ;3,97 ;4,79;-;148,45
10/2010;81,80 ;219,57 ;0,96 ;1,09 ;11.623 ;9.760 ;21.383 ;5,81 ;3,55 ;4,60;-;148,76
11/2010;78,40 ;224,00 ;1,40 ;1,60 ;11.852 ;10.030 ;21.881 ;5,49 ;3,17 ;4,25;-;152,92
12/2010;121,70 ;226,09 ;0,39 ;0,40 ;12.193 ;10.585 ;22.779 ;5,26 ;2,69 ;3,87;-;151,37
01/2011;77,80 ;228,55 ;0,86 ;1,00 ;12.503 ;10.537 ;23.040 ;5,36 ;2,89 ;4,04;85,10 ;155,60
02/2011;70,10 ;228,94 ;0,46 ;0,36 ;12.602 ;10.592 ;23.195 ;4,52 ;2,83 ;3,61;85,80 ;151,76
03/2011;75,60 ;232,76 ;0,34 ;0,43 ;12.728 ;10.834 ;23.562 ;4,57 ;2,81 ;3,63;85,70 ;149,16
04/2011;78,70 ;231,40 ;0,40 ;0,39 ;12.953 ;10.981 ;23.933 ;4,72 ;2,58 ;3,57;87,10 ;151,87
05/2011;82,00 ;229,62 ;0,55 ;0,66 ;13.146 ;11.263 ;24.408 ;4,83 ;2,52 ;3,59;90,70 ;153,72
06/2011;79,90 ;232,63 ;0,24 ;0,24 ;13.455 ;11.393 ;24.848 ;4,72 ;2,37 ;3,47;90,10 ;156,27
07/2011;83,60 ;233,14 ;-0,06 ;-0,22 ;14.048 ;11.310 ;25.358 ;4,60 ;2,57 ;3,54;92,80 ;159,05
08/2011;86,20 ;235,66 ;0,41 ;0,38 ;14.303 ;11.545 ;25.848 ;4,67 ;2,52 ;3,56;98,10 ;157,53
09/2011;82,00 ;235,75 ;0,15 ;0,01 ;14.637 ;12.106 ;26.743 ;4,71 ;2,40 ;3,50;93,70 ;157,44
10/2011;87,40 ;237,85 ;0,17 ;0,22 ;14.840 ;12.268 ;27.108 ;5,01 ;2,37 ;3,62;95,40 ;156,32
11/2011;83,80 ;242,82 ;0,67 ;0,73 ;15.060 ;12.583 ;27.643 ;5,81 ;2,34 ;3,98;96,20 ;159,53
12/2011;132,50 ;243,75 ;0,45 ;0,47 ;15.343 ;12.920 ;28.263 ;5,79 ;2,45 ;4,03;105,40 ;161,49
01/2012;84,90 ;248,77 ;0,61 ;0,50 ;15.557 ;12.861 ;28.417 ;5,22 ;2,55 ;3,92;91,50 ;152,10
02/2012;77,20 ;248,84 ;0,61 ;0,56 ;15.705 ;13.001 ;28.706 ;5,55 ;2,63 ;4,15;90,20 ;153,75
03/2012;87,20 ;245,07 ;0,39 ;0,38 ;15.910 ;13.137 ;29.047 ;5,43 ;2,57 ;4,06;94,20 ;157,35
04/2012;84,50 ;248,41 ;0,77 ;0,73 ;16.171 ;13.442 ;29.614 ;5,40 ;2,98 ;4,30;91,60 ;160,88
05/2012;92,70 ;250,61 ;0,43 ;0,58 ;16.510 ;13.579 ;30.089 ;5,42 ;3,08 ;4,36;100,30 ;162,74
06/2012;87,70 ;252,97 ;0,23 ;0,18 ;16.836 ;13.876 ;30.712 ;5,37 ;7,18 ;6,19;100,20 ;162,48
07/2012;90,30 ;259,89 ;0,22 ;0,21 ;17.140 ;14.254 ;31.394 ;5,36 ;6,39 ;5,83;99,20 ;162,27
08/2012;92,80 ;262,33 ;0,72 ;0,74 ;17.440 ;14.474 ;31.914 ;5,27 ;7,23 ;6,16;101,20 ;163,98
09/2012;87,60 ;262,40 ;0,71 ;0,80 ;17.513 ;14.959 ;32.472 ;5,26 ;6,01 ;5,60;96,40 ;163,28
10/2012;94,50 ;268,58 ;1,02 ;1,08 ;17.778 ;15.153 ;32.930 ;5,27 ;6,07 ;5,64;104,00 ;165,19
11/2012;87,90 ;270,22 ;1,27 ;1,24 ;18.079 ;15.487 ;33.566 ;5,22 ;3,61 ;4,48;95,50 ;163,50
