07/2013;96.20 ;299.07 ;0.06 ;0.05 ;20383;15027;35410;5.41 ;3.60 ;4.64;103.00 ;168.34
08/2013;98.20 ;296.11 ;0.41 ;0.32 ;20670;15430;36100;5.37 ;3.57 ;4.60;100.30 ;167.51
09/2013;92.30 ;292.35 ;0.17 ;0.15 ;20919;15883;36802;5.45 ;2.94 ;4.36;101.20 ;168.35
10/2013;100.20 ;293.20 ;0.58 ;0.63 ;21126;16105;37231;5.47 ;2.79 ;4.31;103.60 ;171.40
11/2013;96.40 ;296.05 ;0.52 ;0.48 ;21393;16329;37722;5.44 ;3.01 ;4.39;102.20 ;170.87
12/2013;143.60 ;296.34 ;0.63 ;0.47 ;21709;16676;38384;5.33 ;2.69 ;4.19;106.50 ;173.51
01/2014;97.30 ;296.39 ;0.50 ;0.62 ;21907;16492;38399;5.09 ;2.63 ;4.04;93.70 ;175.68
02/2014;86.80 ;298.86 ;0.38 ;0.45 ;22005;16519;38524;5.10 ;3.28 ;4.32;96.40 ;167.18
03/2014;92.80 ;308.45 ;0.53 ;0.45 ;22026;16700;38726;5.09 ;3.45 ;4.38;96.60 ;168.30
04/2014;91.80 ;310.91 ;0.52 ;0.57 ;22402;16708;39109;5.11 ;3.36 ;4.36;99.80 ;170.48
05/2014;101.30 ;315.08 ;0.79 ;0.90 ;22741;16757;39499;5.02 ;3.29 ;4.28;99.40 ;172.99
06/2014;91.30 ;318.46 ;0.21 ;0.31 ;23075;16856;39931;4.95 ;3.27 ;4.24;97.90 ;171.88
07/2014;96.80 ;308.37 ;-0.02 ;0.04 ;23328;16504;39831;4.96 ;3.48 ;4.35;100.80 ;172.81
08/2014;97.60 ;301.52 ;0.98 ;0.72 ;23560;16626;40186;4.97 ;3.81 ;4.49;102.40 ;173.62
09/2014;93.20 ;298.68 ;0.47 ;0.41 ;23716;16430;40146;4.69 ;3.74 ;4.30;105.50 ;173.02
10/2014;113.00 ;298.64 ;0.29 ;0.27 ;24062;16640;40702;4.73 ;3.64 ;4.28;104.40 ;174.58
11/2014;100.20 ;302.28 ;0.76 ;0.81 ;24355;16670;41024;4.72 ;2.97 ;4.01;99.80 ;175.62
12/2014;137.80 ;307.63 ;1.00 ;0.89 ;24778;17402;42180;4.51 ;3.01 ;3.89;103.30 ;181.27
01/2015;95.60 ;310.78 ;1.02 ;0.95 ;24982;17130;42112;4.62 ;3.14 ;4.02;94.30 ;174.68
02/2015;82.60 ;314.89 ;1.07 ;1.02 ;25064;16610;41674;4.71 ;3.24 ;4.12;92.90 ;176.36
03/2015;96.40 ;320.02 ;0.58 ;0.55 ;25304;16510;41814;4.56 ;3.40 ;4.10;101.10 ;177.30
04/2015;90.80 ;322.81 ;0.89 ;0.84 ;25534;16461;41995;4.58 ;3.83 ;4.29;97.10 ;177.13
05/2015;97.50 ;338.92 ;0.86 ;1.07 ;25775;16160;41935;4.63 ;4.51 ;4.58;100.60 ;174.41
06/2015;89.60 ;356.24 ;1.02 ;0.96 ;25994;16210;42204;4.47 ;5.03 ;4.68;98.00 ;174.90
07/2015;95.10 ;339.27 ;-0.07 ;-0.22 ;26212;15960;42172;4.58 ;5.88 ;5.07;99.70 ;173.12
08/2015;91.50 ;334.45 ;0.32 ;0.49 ;26426;15902;42328;4.67 ;6.64 ;5.41;101.20 ;172.43
09/2015;86.50 ;319.20 ;0.13 ;0.08 ;26542;16354;42896;4.73 ;6.55 ;5.42;102.20 ;175.21
10/2015;96.80 ;321.72 ;1.07 ;1.16 ;26622;16024;42646;4.92 ;4.79 ;4.87;103.10 ;171.74
11/2015;94.10 ;325.69 ;1.25 ;1.35 ;26853;15774;42627;5.00 ;4.12 ;4.67;100.30 ;171.09
12/2015;125.60 ;351.38 ;1.39 ;1.19 ;26967;15857;42824;5.00 ;4.21 ;4.70;103.00 ;170.83
01/2016;85.90 ;374.50 ;1.06 ;1.19 ;27033;15675;42708;5.10 ;4.94 ;5.04;93.60 ;168.05
02/2016;79.40 ;406.86 ;1.11 ;1.12 ;27071;15409;42481;5.28 ;4.58 ;5.03;91.50 ;170.90
03/2016;84.90 ;413.87 ;0.53 ;0.65 ;27196;15420;42616;5.15 ;4.82 ;5.03;95.60 ;171.47
04/2016;82.40 ;412.51 ;0.90 ;0.92 ;27236;15406;42642;5.24 ;9.03 ;6.61;93.40 ;172.63
05/2016;81.20 ;402.97 ;0.60 ;0.59 ;27409;15004;42413;5.26 ;9.43 ;6.74;94.70 ;169.06
06/2016;77.70 ;419.28 ;0.52 ;0.61 ;27596;14869;42465;4.93 ;8.66 ;6.24;97.80 ;169.73
07/2016;80.30 ;416.75 ;0.73 ;0.76 ;27676;14570;42246;4.72 ;8.91 ;6.16;95.40 ;168.90
08/2016;78.30 ;421.33 ;0.24 ;0.23 ;27821;14626;42447;4.83 ;8.35 ;6.04;95.30 ;172.45
09/2016;72.90 ;424.43 ;0.31 ;0.31 ;27755;14466;42221;4.95 ;8.89 ;6.30;92.00 ;170.26
10/2016;78.70 ;425.03 ;0.51 ;0.43 ;27719;14454;42173;5.07 ;8.57 ;6.27;93.20 ;165.05
11/2016;80.50 ;415.86 ;-0.14 ;-0.18 ;27902;14153;42055;4.95 ;7.39 ;5.77;93.80 ;165.92
12/2016;109.80 ;410.71 ;0.20 ;0.06 ;27946;14368;42313;4.77 ;7.44 ;5.67;94.80 ;164.68
01/2017;75.70 ;406.40 ;0.37 ;0.57 ;28015;13624;41639;4.73 ;5.50 ;4.98;84.20 ;167.51
02/2017;68.10 ;395.57 ;0.35 ;0.35 ;28012;13534;41546;4.79 ;6.47 ;5.34;81.90 ;168.51
03/2017;80.40 ;394.21 ;0.13 ;0.11 ;28141;13412;41554;4.74 ;6.67 ;5.36;86.90 ;171.66
04/2017;78.40 ;398.12 ;0.09 ;0.01 ;28185;13543;41729;4.94 ;7.39 ;5.74;82.50 ;173.89
05/2017;83.20 ;402.76 ;-0.13 ;-0.09 ;28437;13300;41738;5.01 ;6.89 ;5.61;88.10 ;176.63
06/2017;79.90 ;393.01 ;-0.08 ;-0.08 ;28616;13643;42260;4.68 ;6.90 ;5.40;86.70 ;179.42
07/2017;84.40 ;388.67 ;0.10 ;-0.03 ;28781;13743;42523;4.85 ;7.31 ;5.65;85.30 ;176.29
08/2017;84.40 ;375.82 ;-0.22 ;-0.35 ;28967;13687;42654;4.88 ;6.92 ;5.53;86.20 ;174.73
09/2017;81.80 ;369.89 ;0.33 ;0.32 ;29049;13836;42885;4.85 ;6.37 ;5.34;84.10 ;175.33
10/2017;84.70 ;367.03 ;0.31 ;0.24 ;29235;14243;43477;4.84 ;6.39 ;5.35;83.00 ;169.91
11/2017;89.70 ;358.74 ;0.05 ;-0.02 ;29501;14024;43524;4.71 ;7.18 ;5.51;83.70 ;170.45
12/2017;115.50 ;356.67 ;-0.18 ;-0.29 ;29519;14093;43612;4.52 ;6.94 ;5.30;86.90 ;172.53
01/2018;84.50 ;366.99 ;0.29 ;0.11 ;29692;13774;43466;4.69 ;7.18 ;5.48;76.30 ;176.44
02/2018;74.30 ;379.36 ;0.57 ;0.52 ;29627;13666;43293;4.62 ;6.65 ;5.26;76.70 ;174.67
03/2018;87.30 ;367.06 ;0.03 ;0.13 ;29805;13981;43786;4.58 ;6.10 ;5.07;78.40 ;178.51
04/2018;80.70 ;366.19 ;0.35 ;0.31 ;30022;14037;44059;4.51 ;6.23 ;5.06;78.00 ;174.92
05/2018;88.00 ;367.56 ;0.28 ;0.15 ;30424;14512;44936;4.49 ;4.47 ;4.48;79.10 ;173.36
06/2018;84.30 ;381.65 ;0.69 ;0.71 ;30726;14485;45211;4.37 ;4.13 ;4.30;82.00 ;173.66
07/2018;87.00 ;361.11 ;0.00 ;-0.03 ;30923;14419;45341;4.30 ;3.94 ;4.18;81.70 ;174.92
08/2018;90.80 ;360.30 ;-0.12 ;-0.09 ;31256;13946;45203;4.14 ;4.11 ;4.13;85.30 ;174.46
09/2018;86.30 ;359.51 ;0.06 ;-0.13 ;31444;14056;45500;4.07 ;3.66 ;3.95;81.40 ;176.32
10/2018;90.90 ;361.70 ;0.54 ;0.50 ;31777;14131;45908;3.96 ;3.23 ;3.73;83.80 ;177.22
11/2018;100.60 ;372.24 ;0.00 ;-0.03 ;32264;14505;46769;3.90 ;2.91 ;3.59;84.50 ;177.50
12/2018;120.70 ;382.31 ;0.48 ;0.44 ;32515;14769;47284;3.82 ;2.58 ;3.43;88.80 ;174.86
01/2019;87.50 ;384.78 ;0.30 ;0.36 ;32718;14415;47134;3.94 ;3.37 ;3.77;78.60 ;175.87
02/2019;80.40 ;383.76 ;0.93 ;0.97 ;32877;14834;47711;3.75 ;3.05 ;3.53;74.80 ;176.27
03/2019;88.60 ;408.67 ;0.49 ;0.45 ;33150;14809;47959;3.81 ;3.74 ;3.79;73.20 ;174.90
04/2019;85.00 ;423.17 ;0.62 ;0.64 ;33551;14702;48253;3.74 ;3.54 ;3.68;75.60 ;164.47
05/2019;89.60 ;418.05 ;0.05 ;0.01 ;34023;15081;49104;3.88 ;5.46 ;4.36;80.30 ;178.34
06/2019;85.40 ;407.67 ;0.16 ;0.31 ;34382;15408;49790;3.80 ;8.02 ;5.11;76.10 ;181.66
07/2019;89.30 ;403.35 ;0.03 ;-0.04 ;34807;14497;49305;3.92 ;6.02 ;4.54;83.10 ;180.87
08/2019;94.70 ;393.94 ;-0.20 ;-0.24 ;35344;14671;50015;3.95 ;6.47 ;4.69;85.00 ;180.72
09/2019;90.80 ;382.11 ;0.08 ;0.04 ;35817;14990;50807;4.01 ;6.44 ;4.73;81.10 ;176.71
10/2019;98.90 ;377.37 ;0.22 ;0.30 ;36276;14962;51238;4.00 ;5.23 ;4.36;85.60 ;180.24
11/2019;109.80 ;381.28 ;0.93 ;0.96 ;37217;15441;52659;3.93 ;5.95 ;4.52;83.20 ;179.63
12/2019;126.80 ;414.13 ;1.78 ;1.90 ;38039;15654;53694;3.90 ;6.35 ;4.61;90.70 ;181.54
01/2020;94.30 ;415.56 ;0.39 ;0.55 ;38577;15421;53998;4.01 ;6.64 ;4.76;79.80 ;178.86
02/2020;88.10 ;432.95 ;0.21 ;0.16 ;38811;15366;54177;4.04 ;5.88 ;4.56;78.90 ;181.66
03/2020;86.00 ;418.80 ;-0.16 ;-0.12 ;39055;16066;55122;4.31 ;6.45 ;4.94;74.50 ;177.08
04/2020;71.20 ;434.19 ;-0.13 ;-0.17 ;38784;16071;54855;4.56 ;5.52 ;4.84;68.20 ;172.18
05/2020;75.20 ;453.36 ;-0.39 ;-0.13 ;38524;16905;55429;4.60 ;5.09 ;4.75;nan;nan
