2018-12-01;93.46;15109.67;10055.42;25165.08;3.75;3.13;3.51;76.84;160.61;72.17
2019-01-01;94.51;15258.33;10078.67;25337.0;3.73;2.97;3.43;77.07;161.73;71.83
2019-02-01;95.76;15422.17;10100.75;25522.83;3.71;2.8;3.35;77.38;162.12;71.42
2019-03-01;96.78;15601.75;10118.33;25720.0;3.71;2.63;3.28;77.14;163.13;71.0
2019-04-01;97.73;15799.5;10124.42;25923.92;3.71;2.45;3.22;77.37;164.42;71.17
2019-05-01;98.67;16004.75;10175.58;26180.42;3.72;2.3;3.17;77.61;165.02;71.58
2019-06-01;99.82;16215.33;10297.67;26513.17;3.72;2.25;3.15;78.17;165.89;72.17
2019-07-01;100.5;16429.58;10406.92;26836.67;3.74;2.21;3.14;78.75;166.92;72.58
2019-08-01;101.32;16649.67;10498.25;27148.0;3.74;2.2;3.15;79.4;167.35;73.5
2019-09-01;102.25;16873.17;10585.0;27458.25;3.76;2.21;3.16;79.5;167.76;74.42
2019-10-01;101.83;17093.33;10742.0;27835.42;3.81;2.2;3.19;79.75;167.29;75.08
2019-11-01;100.15;17272.08;10901.08;28173.17;3.89;2.21;3.24;78.92;164.64;74.42
2019-12-01;99.17;17425.25;11066.25;28491.5;3.96;2.23;3.29;78.05;162.31;75.0
2020-01-01;99.16;17538.73;11134.09;28672.82;3.99;2.29;3.32;78.29;161.8;75.64
2020-02-01;98.82;17650.8;11244.8;28895.7;4.01;2.32;3.35;78.36;161.51;76.2
2020-03-01;98.17;17749.33;11366.67;29116.11;4.04;2.36;3.38;78.02;160.69;76.78
2020-04-01;97.83;17836.12;11504.25;29340.38;4.07;2.4;3.41;78.06;159.68;76.62
2020-05-01;96.74;17911.0;11638.86;29549.71;4.11;2.44;3.45;76.99;158.31;76.43
