08/2014;102.10 ;11858;12277;24135;5.39 ;2.68 ;4.01 ;100.90 ;170.36 ;81
09/2014;98.10 ;11909;12470;24379;5.37 ;2.03 ;3.66 ;101.60 ;169.19 ;81
10/2014;103.70 ;12068;12362;24430;5.41 ;2.14 ;3.76 ;105.70 ;170.53 ;81
11/2014;104.30 ;12198;12594;24792;5.35 ;2.23 ;3.76 ;101.00 ;168.68 ;80
12/2014;128.80 ;12386;12335;24722;5.14 ;2.31 ;3.72 ;95.70 ;171.05 ;78
01/2015;94.50 ;12505;12027;24533;5.22 ;2.36 ;3.82 ;90.90 ;169.18 ;78
02/2015;84.30 ;12573;12136;24709;5.29 ;2.63 ;3.99 ;93.20 ;168.23 ;78
03/2015;88.20 ;12709;12192;24900;5.05 ;2.52 ;3.81 ;99.80 ;162.31 ;81
04/2015;88.60 ;12852;11998;24850;5.05 ;2.28 ;3.71 ;92.40 ;164.21 ;80
05/2015;92.30 ;12993;11990;24983;5.27 ;2.35 ;3.87 ;91.20 ;160.82 ;80
06/2015;87.30 ;13072;12360;25432;5.02 ;2.17 ;3.63 ;86.90 ;160.69 ;80
07/2015;90.20 ;13119;12318;25437;5.03 ;2.19 ;3.65 ;85.70 ;159.39 ;77
08/2015;94.70 ;13219;12196;25415;5.12 ;2.26 ;3.75 ;94.30 ;161.98 ;76
09/2015;88.50 ;13244;12455;25699;5.16 ;2.20 ;3.72 ;88.10 ;158.10 ;76
10/2015;94.80 ;13272;12347;25619;5.22 ;2.34 ;3.83 ;89.10 ;156.06 ;75
11/2015;92.90 ;13354;12254;25608;5.42 ;2.56 ;4.05 ;85.90 ;152.26 ;76
12/2015;115.70 ;13386;12435;25821;5.57 ;2.77 ;4.22 ;85.30 ;151.12 ;77
01/2016;82.50 ;13418;12093;25511;5.57 ;2.94 ;4.32 ;78.20 ;146.42 ;74
02/2016;75.40 ;13429;11805;25234;5.77 ;3.22 ;4.58 ;76.20 ;149.83 ;71
03/2016;79.40 ;13444;11434;24878;5.79 ;3.27 ;4.63 ;83.50 ;152.47 ;72
04/2016;75.50 ;13438;11378;24816;6.19 ;3.34 ;4.88 ;78.30 ;146.52 ;69
05/2016;78.30 ;13453;11106;24558;6.28 ;3.55 ;5.04 ;80.20 ;154.40 ;71
06/2016;76.20 ;13471;11231;24702;5.87 ;3.38 ;4.74 ;73.80 ;152.57 ;71
07/2016;83.80 ;13466;10971;24437;5.62 ;3.94 ;4.87 ;75.00 ;154.77 ;71
08/2016;85.50 ;13514;10733;24247;5.59 ;4.13 ;4.94 ;79.20 ;152.87 ;70
09/2016;78.00 ;13493;10807;24300;5.60 ;4.07 ;4.92 ;77.70 ;152.00 ;75
10/2016;83.40 ;13458;10547;24005;5.67 ;4.32 ;5.08 ;74.60 ;149.04 ;73
11/2016;84.70 ;13494;10587;24081;5.55 ;4.55 ;5.11 ;77.00 ;150.59 ;72
12/2016;111.30 ;13487;10714;24201;5.28 ;4.52 ;4.94 ;79.40 ;149.15 ;74
01/2017;84.50 ;13502;10326;23828;5.23 ;4.60 ;4.96 ;69.80 ;144.33 ;73
02/2017;75.50 ;13485;10436;23921;5.16 ;4.87 ;5.03 ;68.90 ;148.47 ;74
03/2017;81.50 ;13494;10399;23894;5.11 ;4.91 ;5.02 ;73.70 ;147.69 ;72
04/2017;83.00 ;13490;10343;23833;5.13 ;4.27 ;4.76 ;69.90 ;151.15 ;74
05/2017;84.50 ;13551;10291;23842;5.17 ;4.63 ;4.94 ;77.90 ;154.05 ;75
06/2017;82.10 ;13580;10486;24066;4.83 ;4.30 ;4.60 ;77.70 ;155.80 ;75
07/2017;90.70 ;13642;9980;23622;4.90 ;4.31 ;4.65 ;77.90 ;156.76 ;75
08/2017;91.30 ;13741;10035;23776;4.87 ;4.43 ;4.69 ;78.80 ;158.14 ;75
09/2017;89.40 ;13751;10182;23933;4.87 ;4.45 ;4.70 ;75.80 ;158.61 ;75
10/2017;91.30 ;13842;9901;23743;4.70 ;4.54 ;4.63 ;78.90 ;159.82 ;75
11/2017;96.40 ;13921;9819;23741;4.58 ;4.22 ;4.43 ;83.10 ;156.86 ;75
12/2017;120.70 ;13939;10081;24020;4.33 ;4.32 ;4.33 ;85.70 ;163.88 ;77
01/2018;91.60 ;13986;9742;23728;4.47 ;4.49 ;4.48 ;69.40 ;164.24 ;76
02/2018;84.10 ;13973;9753;23726;4.32 ;4.35 ;4.33 ;67.50 ;162.05 ;76
03/2018;93.60 ;14046;10017;24063;4.09 ;4.80 ;4.39 ;75.20 ;165.10 ;76
04/2018;82.90 ;14164;9994;24158;4.08 ;4.93 ;4.43 ;72.40 ;162.70 ;76
05/2018;92.40 ;14300;10039;24340;4.09 ;4.79 ;4.38 ;75.60 ;157.58 ;76
06/2018;86.60 ;14393;10041;24434;3.95 ;3.54 ;3.78 ;72.70 ;154.59 ;72
07/2018;87.60 ;14452;9762;24214;3.96 ;4.10 ;4.02 ;73.80 ;159.90 ;75
08/2018;92.40 ;14609;9937;24546;3.77 ;4.02 ;3.87 ;84.30 ;156.66 ;76
09/2018;89.60 ;14682;10193;24875;3.73 ;4.11 ;3.88 ;75.00 ;153.22 ;76
10/2018;94.10 ;14849;9948;24797;3.74 ;3.97 ;3.83 ;82.70 ;162.13 ;73
11/2018;103.00 ;15060;9886;24946;3.68 ;3.13 ;3.46 ;78.30 ;158.92 ;72
12/2018;120.20 ;15179;10395;25574;3.65 ;2.87 ;3.33 ;82.80 ;157.73 ;75
01/2019;88.70 ;15322;10085;25407;3.77 ;2.67 ;3.34 ;70.10 ;163.00 ;70
02/2019;82.80 ;15432;10155;25587;3.58 ;2.52 ;3.16 ;69.50 ;164.04 ;71
03/2019;92.70 ;15580;10021;25601;3.68 ;2.31 ;3.14 ;77.10 ;165.06 ;66
04/2019;88.50 ;15754;10177;25931;3.68 ;2.28 ;3.13 ;76.10 ;165.03 ;70
05/2019;95.30 ;16004;10065;26069;3.80 ;2.08 ;3.13 ;79.70 ;166.81 ;70
06/2019;99.20 ;16177;10320;26497;3.70 ;1.62 ;2.89 ;75.40 ;168.02 ;68
07/2019;102.60 ;16418;10027;26444;3.73 ;1.99 ;3.07 ;77.60 ;164.42 ;70
08/2019;104.70 ;16764;10148;26912;3.74 ;1.95 ;3.06 ;81.40 ;168.79 ;71
09/2019;100.90 ;17055;10266;27322;3.82 ;2.04 ;3.15 ;77.70 ;168.56 ;78
10/2019;105.40 ;17312;10562;27875;3.76 ;2.11 ;3.13 ;85.60 ;169.04 ;78
11/2019;116.80 ;17587;11351;28939;3.76 ;2.50 ;3.27 ;85.00 ;169.17 ;79
12/2019;128.40 ;17750;11706;29456;3.80 ;2.41 ;3.25 ;89.80 ;170.09 ;80
01/2020;98.50 ;17963;11181;29143;3.87 ;2.64 ;3.40 ;77.90 ;167.97 ;81
02/2020;94.00 ;18114;11196;29310;3.79 ;2.55 ;3.31 ;70.70 ;168.65 ;82
