04/1993;-;-;-;-;-;-;-;26,98;27,82 ;-;-;-;-;-;-;-;-;-
05/1993;-;-;-;-;-;-;-;28,94;29,25 ;-;-;-;-;-;-;-;-;-
06/1993;-;-;-;-;-;-;-;27,90;28,20 ;-;-;-;-;-;-;-;-;-
07/1993;-;-;-;-;-;-;-;31,71;31,13 ;-;-;-;-;-;-;-;-;-
08/1993;-;-;-;-;-;-;-;31,64;31,85 ;-;-;-;-;-;-;-;-;-
09/1993;-;-;-;-;-;-;-;35,58;35,43 ;-;-;-;-;-;-;-;-;-
10/1993;-;-;-;-;-;-;-;33,34;33,30 ;-;-;-;-;-;-;-;-;-
11/1993;-;-;-;-;-;-;-;37,90;38,49 ;-;-;-;-;-;-;-;-;-
12/1993;-;-;-;-;-;-;-;37,85;38,68 ;-;-;-;-;-;-;-;-;-
01/1994;-;-;-;-;-;-;-;42,87;43,32 ;-;-;-;-;-;-;-;-;-
02/1994;-;-;-;-;-;-;-;39,57;39,44 ;-;-;-;-;-;-;-;-;-
03/1994;-;-;-;-;-;-;-;40,12;40,11 ;-;-;-;-;-;-;-;-;-
04/1994;-;-;-;-;-;-;-;44,30;43,59 ;-;-;-;-;-;-;-;-;-
05/1994;-;-;-;-;-;-;-;41,57;42,03 ;-;-;-;-;-;-;-;-;-
06/1994;-;-;-;-;-;-;-;47,77;48,89 ;-;-;-;-;-;-;-;-;-
07/1994;-;-;-;-;-;-;-;7,34;8,61 ;-;-;-;-;-;-;-;-;-
08/1994;-;-;-;-;-;-;-;1,35;1,33 ;-;-;-;-;-;-;-;-;-
09/1994;-;-;-;-;-;-;-;1,45;1,41 ;-;-;-;-;-;-;-;-;-
10/1994;-;-;-;-;-;-;-;2,51;2,60 ;-;-;-;-;-;-;-;-;-
11/1994;-;-;-;-;-;-;-;3,19;3,55 ;-;-;-;-;-;-;-;-;-
12/1994;-;-;-;-;-;-;-;1,73;1,92 ;-;-;-;-;-;-;-;-;-
01/1995;-;-;-;-;-;-;-;1,96;1,67 ;-;-;-;-;-;-;-;-;-
02/1995;-;-;-;-;-;-;-;0,23;0,23 ;-;-;-;-;-;-;-;-;-
03/1995;-;-;-;-;-;-;-;1,42;1,39 ;-;-;-;-;-;-;-;-;-
04/1995;-;-;-;-;-;-;-;1,77;1,56 ;-;-;-;-;-;-;-;-;-
05/1995;-;-;-;-;-;-;-;2,66;2,40 ;-;-;-;-;-;-;-;-;-
06/1995;-;-;-;-;-;-;-;2,14;1,99 ;-;-;-;-;-;-;-;-;-
07/1995;-;-;-;-;-;-;-;1,82;2,01 ;-;-;-;-;-;-;-;-;-
08/1995;-;-;-;-;-;-;-;0,86;0,93 ;-;-;-;-;-;-;-;-;-
09/1995;-;-;-;-;-;-;-;0,90;0,97 ;-;-;-;-;-;-;-;-;-
10/1995;-;-;-;-;-;-;-;1,08;1,04 ;-;-;-;-;-;-;-;-;-
11/1995;-;-;-;-;-;-;-;1,39;1,11 ;-;-;-;-;-;-;-;-;-
12/1995;-;-;-;-;-;-;-;0,69;0,69 ;-;-;-;-;-;-;-;-;-
01/1996;-;-;-;-;-;-;-;1,14;1,05 ;-;-;-;-;-;-;-;-;-
02/1996;-;-;-;-;-;-;-;0,88;0,28 ;-;-;-;-;-;-;-;-;-
03/1996;-;-;-;-;-;-;-;-0,08;-0,17 ;-;-;-;-;-;-;-;-;-
04/1996;-;-;-;-;-;-;-;0,91;0,58 ;-;-;-;-;-;-;-;-;-
05/1996;-;-;-;-;-;-;-;1,91;2,15 ;-;-;-;-;-;-;-;-;-
06/1996;-;-;-;-;-;-;-;1,18;1,45 ;-;-;-;-;-;-;-;-;-
07/1996;-;-;-;-;-;-;-;0,57;0,40 ;-;-;-;-;-;-;-;-;-
08/1996;-;-;-;-;-;-;-;-0,04;-0,02 ;-;-;-;-;-;-;-;-;-
09/1996;-;-;-;-;-;-;-;-0,04;-0,06 ;-;-;-;-;-;-;-;-;-
10/1996;-;-;-;-;-;-;-;0,12;0,23 ;-;-;-;-;-;-;-;-;-
11/1996;-;-;-;-;-;-;-;0,26;0,25 ;-;-;-;-;-;-;-;-;-
12/1996;-;-;-;-;-;-;-;0,36;0,23 ;-;-;-;-;-;-;-;-;-
01/1997;-;-;-;-;-;-;-;0,86;0,58 ;-;-;-;-;-;-;-;-;-
02/1997;-;-;-;-;-;-;-;0,38;0,20 ;-;-;-;-;-;-;-;-;-
03/1997;-;-;-;-;-;-;-;0,24;0,26 ;-;-;-;-;-;-;-;-;-
04/1997;-;-;-;-;-;-;-;0,72;0,19 ;-;-;-;-;-;-;-;-;-
05/1997;-;-;-;-;-;-;-;0,50;0,36 ;-;-;-;-;-;-;-;-;-
06/1997;-;-;-;-;-;-;-;-0,26;-0,41 ;-;-;-;-;-;-;-;-;-
07/1997;-;-;-;-;-;-;-;-0,22;-0,26 ;-;-;-;-;-;-;-;-;-
08/1997;-;-;-;-;-;-;-;0,02;-0,02 ;-;-;-;-;-;-;-;-;-
09/1997;-;-;-;-;-;-;-;0,12;0,12 ;-;-;-;-;-;-;-;-;-
10/1997;-;-;-;-;-;-;-;-0,02;-0,08 ;-;-;-;-;-;-;-;-;-
11/1997;-;-;-;-;-;-;-;-0,05;-0,23 ;-;-;-;-;-;-;-;-;-
12/1997;-;-;-;-;-;-;-;0,59;0,64 ;-;-;-;-;-;-;-;-;-
01/1998;-;-;-;-;-;-;73,79 ;1,12;1,29 ;-;-;-;-;-;-;-;-;-
02/1998;-;-;-;-;-;-;77,59 ;0,54;0,63 ;-;-;-;-;-;-;-;-;-
03/1998;-;-;-;-;-;-;84,29 ;0,57;0,64 ;-;-;-;-;-;-;-;-;-
04/1998;-;-;-;-;-;-;88,58 ;0,23;0,26 ;-;-;-;-;-;-;-;-;-
05/1998;-;-;-;-;-;-;94,33 ;0,76;1,03 ;-;-;-;-;-;-;-;-;-
06/1998;-;-;-;-;-;-;94,93 ;0,16;0,26 ;-;-;-;-;-;-;-;-;-
07/1998;-;-;-;-;-;-;87,08 ;0,06;0,24 ;-;-;-;-;-;-;-;-;-
08/1998;-;-;-;-;-;-;83,05 ;-0,45;-0,52 ;-;-;-;-;-;-;-;-;-
09/1998;-;-;-;-;-;-;79,76 ;-0,66;-0,72 ;-;-;-;-;-;-;-;-;-
10/1998;-;-;-;-;-;-;82,64 ;0,08;-0,15 ;-;-;-;-;-;-;-;-;-
11/1998;-;-;-;-;-;-;84,00 ;-0,19;-0,31 ;-;-;-;-;-;-;-;-;-
12/1998;-;-;-;-;-;-;84,06 ;0,43;0,42 ;-;-;-;-;-;-;-;-;-
01/1999;-;-;-;-;-;-;87,34 ;0,78;1,03 ;-;-;-;-;-;-;-;-;-
02/1999;-;-;-;-;-;-;90,71 ;1,83;1,53 ;-;-;-;-;-;-;-;-;-
03/1999;-;-;-;-;-;-;87,66 ;0,78;0,72 ;-;-;-;-;-;-;-;-;-
04/1999;-;-;-;-;-;-;85,30 ;0,00;-0,15 ;-;-;-;-;-;-;-;-;-
05/1999;-;-;-;-;-;-;86,71 ;0,23;0,10 ;-;-;-;-;-;-;-;-;-
06/1999;-;-;-;-;-;-;87,53 ;0,60;0,22 ;-;-;-;-;-;-;-;-;-
07/1999;-;-;-;-;-;-;85,65 ;0,68;0,44 ;-;-;-;-;-;-;-;-;-
08/1999;-;-;-;-;-;-;83,98 ;0,22;0,23 ;-;-;-;-;-;-;-;-;-
09/1999;-;-;-;-;-;-;80,87 ;0,26;0,09 ;-;-;-;-;-;-;-;-;-
10/1999;-;-;-;-;-;-;81,65 ;1,32;1,38 ;-;-;-;-;-;-;-;-;-
11/1999;-;-;-;-;-;-;83,49 ;0,84;1,15 ;-;-;-;-;-;-;-;-;-
12/1999;-;-;-;-;-;-;85,24 ;0,53;0,52 ;-;-;-;-;-;-;-;-;-
01/2000;37,50 ;62,00 ;45,80 ;14,80 ;27,10 ;44,80 ;92,07 ;0,50;0,58 ;-;-;-;-;-;-;-;-;-
02/2000;35,30 ;62,20 ;43,60 ;13,90 ;28,80 ;42,30 ;92,76 ;-0,18;-0,34 ;-;-;-;-;-;-;-;-;-
03/2000;34,30 ;60,20 ;46,80 ;12,60 ;27,20 ;45,60 ;94,25 ;0,34;0,33 ;-;-;-;-;-;-;-;-;-
04/2000;35,50 ;60,40 ;48,60 ;14,10 ;27,10 ;47,50 ;91,79 ;0,20;0,00 ;-;-;-;-;-;-;-;-;-
05/2000;38,70 ;61,90 ;46,10 ;19,00 ;30,70 ;44,80 ;81,79 ;0,09;0,05 ;-;-;-;-;-;-;-;-;-
06/2000;37,00 ;62,30 ;46,30 ;15,80 ;29,80 ;45,10 ;80,33 ;0,26;0,21 ;-;-;-;-;-;-;-;-;-
07/2000;40,00 ;64,40 ;49,50 ;18,10 ;30,80 ;48,40 ;80,02 ;1,27;0,94 ;-;-;-;-;-;-;-;-;-
08/2000;40,90 ;60,30 ;53,80 ;18,80 ;32,20 ;53,30 ;86,17 ;1,33;1,07 ;-;-;-;-;-;-;-;-;-
09/2000;37,60 ;63,60 ;50,30 ;14,70 ;28,10 ;49,20 ;92,94 ;0,52;0,88 ;-;-;-;-;-;-;-;-;-
10/2000;38,90 ;60,90 ;51,20 ;14,90 ;31,60 ;50,20 ;94,27 ;0,29;0,32 ;-;-;-;-;-;-;-;-;-
11/2000;40,00 ;58,50 ;52,60 ;15,50 ;30,80 ;51,50 ;93,41 ;-0,21;-0,27 ;-;-;-;-;-;-;-;-;-
12/2000;56,80 ;63,00 ;68,40 ;22,90 ;30,90 ;67,70 ;91,02 ;0,73;0,67 ;-;-;-;-;-;-;-;-;-
01/2001;38,80 ;59,00 ;51,20 ;14,70 ;30,10 ;50,10 ;92,33 ;0,93;1,27 ;-;-;-;-;-;-;-;-;-
02/2001;33,80 ;52,50 ;46,90 ;10,90 ;27,20 ;46,20 ;91,82 ;0,30;0,18 ;-;-;-;-;-;-;-;-;-
03/2001;36,10 ;56,10 ;53,50 ;14,10 ;34,60 ;52,80 ;93,24 ;0,50;0,61 ;-;-;-;-;-;-;-;-;-
04/2001;34,10 ;52,00 ;51,00 ;12,80 ;28,90 ;50,00 ;96,50 ;0,54;0,80 ;-;-;-;-;-;-;-;-;-
05/2001;39,20 ;58,10 ;50,50 ;18,00 ;31,10 ;49,40 ;102,47 ;0,55;0,71 ;-;-;-;-;-;-;-;-;-
06/2001;36,10 ;54,30 ;49,20 ;12,80 ;28,30 ;48,70 ;101,49 ;0,46;0,44 ;-;-;-;-;-;-;-;-;-
07/2001;38,90 ;56,80 ;50,90 ;14,60 ;30,10 ;50,00 ;99,71 ;0,71;0,49 ;-;-;-;-;-;-;-;-;-
08/2001;40,50 ;57,60 ;49,70 ;15,10 ;28,40 ;48,50 ;97,66 ;0,39;0,52 ;-;-;-;-;-;-;-;-;-
09/2001;36,20 ;55,60 ;47,50 ;13,50 ;24,40 ;46,60 ;94,57 ;0,11;0,17 ;-;-;-;-;-;-;-;-;-
10/2001;39,30 ;58,00 ;49,40 ;15,70 ;26,60 ;48,20 ;95,80 ;1,05;1,09 ;-;-;-;-;-;-;-;-;-
11/2001;39,00 ;56,70 ;50,10 ;14,40 ;23,80 ;49,20 ;98,21 ;0,94;1,16 ;-;-;-;-;-;-;-;-;-
12/2001;54,90 ;56,90 ;63,00 ;24,10 ;25,10 ;61,90 ;99,19 ;0,79;0,97 ;-;-;-;-;-;-;-;-;-
01/2002;39,10 ;56,90 ;48,90 ;17,20 ;25,50 ;48,10 ;104,74 ;0,49;1,12 ;-;-;-;-;-;-;91,9 ;-;-
02/2002;34,00 ;53,10 ;45,50 ;13,10 ;25,60 ;44,80 ;104,34 ;0,19;0,50 ;-;-;-;-;-;-;93,0 ;-;-
03/2002;36,70 ;54,50 ;50,90 ;16,00 ;25,90 ;50,20 ;107,70 ;0,70;0,62 ;-;-;-;-;-;-;93,3 ;-;-
04/2002;36,30 ;55,10 ;46,20 ;16,70 ;24,20 ;45,00 ;104,31 ;0,98;0,99 ;-;-;-;-;-;-;94,1 ;-;-
05/2002;41,90 ;56,90 ;49,70 ;22,30 ;22,00 ;48,80 ;104,12 ;0,06;-0,08 ;-;-;-;-;-;-;95,6 ;-;-
06/2002;37,00 ;54,50 ;47,10 ;16,80 ;19,30 ;45,80 ;107,04 ;0,82;1,04 ;-;-;-;-;-;-;96,0 ;-;-
07/2002;41,50 ;62,80 ;50,10 ;19,70 ;27,70 ;49,10 ;110,68 ;1,07;1,02 ;-;-;-;-;-;-;96,1 ;-;-
08/2002;40,90 ;56,50 ;50,70 ;19,80 ;26,10 ;50,00 ;114,55 ;1,44;1,50 ;-;-;-;-;-;-;89,0 ;-;-
09/2002;37,40 ;57,10 ;45,60 ;17,60 ;26,00 ;44,90 ;113,28 ;0,42;0,66 ;-;-;-;-;-;-;94,3 ;-;-
10/2002;39,70 ;60,30 ;47,30 ;20,30 ;27,20 ;46,50 ;110,94 ;1,53;1,75 ;-;-;-;-;-;-;93,4 ;-;-
11/2002;39,50 ;54,60 ;46,40 ;19,60 ;22,80 ;45,90 ;118,80 ;3,24;3,53 ;-;-;-;-;-;-;95,8 ;-;-
12/2002;53,80 ;58,10 ;56,00 ;27,50 ;24,90 ;55,30 ;119,39 ;2,46;2,99 ;-;-;-;-;-;-;99,1 ;-;-
01/2003;36,50 ;52,20 ;43,40 ;18,10 ;24,60 ;42,60 ;132,40 ;2,04;2,36 ;-;-;-;-;-;-;97,7 ;99,74 ;-
02/2003;32,60 ;46,80 ;41,60 ;14,40 ;24,50 ;41,00 ;136,16 ;2,04;2,24 ;-;-;-;-;-;-;95,2 ;99,49 ;-
03/2003;31,70 ;45,10 ;42,50 ;14,70 ;24,20 ;42,20 ;142,43 ;0,66;0,50 ;-;-;-;-;-;-;94,5 ;99,17 ;-
04/2003;33,90 ;46,40 ;42,10 ;15,70 ;25,20 ;41,70 ;149,66 ;1,59;1,76 ;-;-;-;-;-;-;97,8 ;99,31 ;-
05/2003;36,50 ;49,20 ;42,70 ;19,70 ;25,50 ;42,00 ;142,65 ;1,17;1,06 ;-;-;-;-;-;-;90,2 ;99,01 ;-
06/2003;34,20 ;50,40 ;39,50 ;16,60 ;26,50 ;39,00 ;137,80 ;-0,22;-0,19 ;-;-;-;-;-;-;92,0 ;100,94 ;-
07/2003;38,10 ;51,80 ;42,10 ;20,30 ;28,40 ;41,60 ;131,79 ;-0,05;-0,28 ;-;-;-;-;-;-;88,1 ;98,90 ;-
08/2003;38,00 ;52,90 ;44,40 ;18,80 ;26,70 ;43,90 ;128,15 ;0,03;-0,13 ;-;-;-;-;-;-;90,6 ;99,33 ;-
09/2003;35,00 ;52,00 ;41,50 ;16,10 ;28,80 ;40,90 ;126,97 ;0,40;0,36 ;-;-;-;-;-;-;90,5 ;98,83 ;-
10/2003;38,50 ;55,70 ;44,10 ;19,80 ;28,40 ;43,50 ;127,83 ;0,43;0,41 ;-;-;-;-;-;-;94,5 ;98,13 ;-
11/2003;38,90 ;53,50 ;44,30 ;19,60 ;26,00 ;44,00 ;129,20 ;0,29;0,28 ;-;-;-;-;-;-;90,7 ;98,97 ;-
12/2003;55,50 ;57,90 ;56,30 ;31,20 ;33,40 ;55,50 ;127,74 ;0,91;1,30 ;-;-;-;-;-;-;91,5 ;100,16 ;-
01/2004;37,50 ;49,80 ;44,20 ;20,30 ;28,70 ;43,70 ;135,79 ;1,43;1,40 ;2.073 ;3.968 ;6.041 ;11,39 ;3,89 ;5,74 ;94,2 ;100,82 ;-
02/2004;34,10 ;45,50 ;43,80 ;16,10 ;26,40 ;43,40 ;139,17 ;0,88;0,93 ;2.102 ;4.049 ;6.151 ;11,37 ;3,66 ;5,55 ;96,7 ;101,46 ;-
03/2004;36,70 ;49,00 ;46,20 ;18,80 ;32,40 ;45,70 ;143,63 ;0,35;0,44 ;2.143 ;4.024 ;6.167 ;11,03 ;3,44 ;5,32 ;99,2 ;102,01 ;-
04/2004;37,20 ;50,00 ;46,90 ;20,00 ;28,80 ;46,40 ;137,23 ;0,44;0,33 ;2.170 ;4.099 ;6.269 ;10,90 ;3,10 ;5,03 ;95,5 ;102,39 ;-
05/2004;39,50 ;49,40 ;47,40 ;23,40 ;30,70 ;47,00 ;135,94 ;0,53;0,29 ;2.216 ;4.234 ;6.450 ;10,75 ;2,73 ;4,70 ;101,2 ;102,72 ;-
06/2004;37,90 ;48,70 ;45,00 ;20,70 ;31,30 ;44,60 ;138,54 ;0,29;0,20 ;2.258 ;4.263 ;6.521 ;10,72 ;2,69 ;4,68 ;100,8 ;103,72 ;-
07/2004;41,90 ;53,70 ;49,00 ;25,50 ;34,10 ;48,70 ;144,19 ;0,36;0,02 ;2.326 ;4.231 ;6.556 ;10,35 ;2,82 ;4,72 ;106,1 ;104,86 ;-
08/2004;40,00 ;51,40 ;48,70 ;22,60 ;31,70 ;48,70 ;139,70 ;0,59;0,40 ;2.307 ;4.131 ;6.438 ;9,97 ;2,88 ;4,73 ;105,9 ;105,60 ;-
09/2004;38,00 ;50,80 ;45,60 ;20,50 ;31,60 ;45,50 ;135,69 ;0,15;0,00 ;2.358 ;4.201 ;6.559 ;10,74 ;2,68 ;4,83 ;111,8 ;107,24 ;-
10/2004;40,90 ;52,00 ;49,80 ;24,20 ;31,50 ;49,70 ;127,41 ;0,38;0,18 ;2.443 ;4.240 ;6.683 ;10,60 ;2,49 ;4,66 ;111,1 ;106,83 ;-
11/2004;41,50 ;49,60 ;48,70 ;25,60 ;30,10 ;48,30 ;124,68 ;0,59;0,31 ;2.459 ;4.217 ;6.676 ;10,17 ;2,52 ;4,65 ;109,6 ;107,85 ;-
12/2004;62,50 ;53,40 ;66,50 ;39,10 ;34,70 ;66,50 ;124,73 ;1,00;1,03 ;2.592 ;4.193 ;6.786 ;9,73 ;2,50 ;4,55 ;109,1 ;109,59 ;-
01/2005;41,20 ;50,00 ;44,60 ;28,30 ;29,40 ;44,30 ;125,20 ;1,01;1,22 ;2.728 ;4.202 ;6.930 ;9,54 ;2,55 ;4,56 ;105,1 ;106,86 ;-
02/2005;37,50 ;49,60 ;45,20 ;21,30 ;25,40 ;43,30 ;124,91 ;0,32;0,39 ;2.807 ;4.205 ;7.011 ;9,26 ;3,51 ;5,18 ;101,1 ;106,55 ;-
03/2005;41,40 ;51,00 ;50,90 ;25,20 ;31,00 ;48,90 ;127,42 ;0,56;0,48 ;2.845 ;4.209 ;7.053 ;9,20 ;2,64 ;4,59 ;99,3 ;106,62 ;-
04/2005;42,40 ;49,80 ;51,60 ;27,20 ;32,00 ;49,80 ;134,36 ;0,62;0,45 ;2.932 ;4.279 ;7.212 ;9,77 ;2,56 ;4,71 ;104,1 ;107,51 ;-
05/2005;45,90 ;52,30 ;52,70 ;32,30 ;34,00 ;50,40 ;142,41 ;0,29;0,17 ;3.005 ;4.270 ;7.276 ;9,10 ;2,39 ;4,42 ;106,3 ;107,60 ;-
06/2005;46,00 ;53,00 ;56,60 ;27,70 ;34,80 ;54,40 ;145,20 ;0,09;0,01 ;3.049 ;4.221 ;7.270 ;8,53 ;2,40 ;4,29 ;100,9 ;108,10 ;-
07/2005;48,50 ;57,50 ;59,60 ;29,40 ;39,90 ;57,70 ;140,29 ;0,22;-0,04 ;3.144 ;4.235 ;7.379 ;8,57 ;2,45 ;4,35 ;101,1 ;109,12 ;-
08/2005;49,40 ;59,00 ;60,10 ;30,30 ;36,80 ;58,00 ;134,42 ;0,18;-0,01 ;3.194 ;4.276 ;7.470 ;8,57 ;2,52 ;4,43 ;100,7 ;108,75 ;-
09/2005;46,60 ;55,20 ;57,30 ;30,40 ;36,50 ;55,20 ;132,44 ;0,42;0,24 ;3.210 ;4.368 ;7.578 ;8,34 ;2,41 ;4,29 ;96,8 ;108,72 ;-
10/2005;48,30 ;56,20 ;58,80 ;31,40 ;33,80 ;56,70 ;129,92 ;0,73;0,61 ;3.260 ;4.454 ;7.715 ;8,37 ;2,39 ;4,28 ;95,8 ;110,16 ;-
11/2005;49,80 ;55,50 ;58,20 ;34,00 ;37,80 ;56,20 ;130,31 ;0,42;0,35 ;3.348 ;4.601 ;7.949 ;7,99 ;2,62 ;4,31 ;101,2 ;111,24 ;-
12/2005;69,20 ;62,40 ;73,70 ;44,20 ;41,80 ;71,50 ;133,04 ;0,66;0,64 ;3.448 ;4.778 ;8.226 ;7,70 ;2,42 ;4,07 ;101,2 ;112,17 ;-
01/2006;48,80 ;56,50 ;58,70 ;33,70 ;37,20 ;56,70 ;132,17 ;0,56;0,51 ;3.582 ;4.722 ;8.304 ;7,77 ;2,50 ;4,19 ;113,6 ;114,23 ;-
02/2006;41,90 ;38,70 ;51,80 ;30,20 ;34,80 ;50,20 ;127,50 ;0,36;0,25 ;3.727 ;4.822 ;8.549 ;7,57 ;2,55 ;4,17 ;108,2 ;114,54 ;-
03/2006;45,00 ;40,60 ;55,30 ;33,40 ;44,20 ;53,60 ;125,03 ;0,37;0,35 ;3.781 ;4.806 ;8.586 ;7,75 ;2,61 ;4,31 ;109,2 ;116,40 ;-
04/2006;44,40 ;38,20 ;57,10 ;29,90 ;36,40 ;55,50 ;126,99 ;0,50;0,31 ;3.889 ;4.834 ;8.722 ;7,87 ;2,65 ;4,39 ;108,6 ;117,29 ;-
05/2006;50,70 ;41,30 ;56,70 ;42,40 ;48,20 ;55,60 ;133,77 ;-0,30;-0,48 ;3.926 ;4.990 ;8.916 ;8,11 ;2,68 ;4,47 ;108,5 ;119,75 ;-
06/2006;48,50 ;39,60 ;57,90 ;36,90 ;43,00 ;57,30 ;137,18 ;-0,20;-0,42 ;4.064 ;4.943 ;9.007 ;7,76 ;2,71 ;4,41 ;108,4 ;119,71 ;-
07/2006;50,10 ;42,90 ;58,70 ;36,10 ;48,70 ;58,00 ;134,83 ;0,31;0,22 ;4.157 ;5.075 ;9.232 ;7,83 ;2,72 ;4,44 ;114,4 ;122,07 ;-
08/2006;52,00 ;44,90 ;61,80 ;37,90 ;51,50 ;61,30 ;129,46 ;-0,04;-0,20 ;4.239 ;5.122 ;9.361 ;7,62 ;2,48 ;4,24 ;108,2 ;120,99 ;-
09/2006;51,30 ;46,90 ;61,50 ;36,60 ;48,70 ;61,10 ;126,15 ;0,23;0,18 ;4.359 ;5.329 ;9.687 ;7,35 ;2,32 ;4,02 ;107,4 ;120,38 ;-
10/2006;54,00 ;47,50 ;61,60 ;41,60 ;50,90 ;61,00 ;128,00 ;0,30;0,44 ;4.419 ;5.366 ;9.785 ;7,28 ;2,37 ;4,04 ;105,4 ;121,48 ;-
11/2006;56,60 ;47,40 ;60,90 ;45,90 ;52,70 ;60,40 ;129,27 ;0,27;0,42 ;4.575 ;5.313 ;9.888 ;7,10 ;2,36 ;4,01 ;107,8 ;120,10 ;-
12/2006;76,90 ;49,80 ;76,50 ;57,50 ;48,80 ;75,80 ;132,92 ;0,23;0,31 ;4.638 ;5.124 ;9.762 ;6,76 ;2,41 ;3,99 ;108,5 ;120,56 ;-
01/2007;55,20 ;48,10 ;63,00 ;43,70 ;51,30 ;62,30 ;128,18 ;0,32;0,36 ;4.821 ;5.050 ;9.871 ;6,60 ;2,46 ;4,01 ;108,0 ;120,87 ;-
02/2007;48,40 ;41,30 ;60,20 ;38,20 ;39,20 ;59,90 ;142,93 ;0,12;0,13 ;4.950 ;5.144 ;10.094 ;6,52 ;2,32 ;3,89 ;109,2 ;121,52 ;-
03/2007;52,90 ;45,60 ;64,00 ;38,00 ;55,00 ;63,70 ;156,40 ;0,40;0,38 ;5.054 ;5.191 ;10.245 ;6,45 ;2,17 ;3,77 ;107,3 ;120,95 ;-
