03/2013;95,10 ;7.879 ;4.677 ;12.555 ;5,39 ;2,50 ;4,32 ;97,60 ;97,80
04/2013;88,50 ;7.976 ;4.723 ;12.699 ;5,39 ;2,62 ;4,36 ;97,00 ;100,20
05/2013;97,20 ;8.128 ;4.880 ;13.008 ;5,40 ;2,68 ;4,38 ;99,70 ;100,00
06/2013;91,70 ;8.302 ;4.957 ;13.259 ;5,23 ;2,68 ;4,28 ;103,40 ;102,20
07/2013;103,20 ;8.448 ;4.950 ;13.398 ;5,08 ;2,37 ;4,08 ;104,00 ;100,90
08/2013;101,30 ;8.583 ;5.285 ;13.869 ;4,98 ;2,30 ;3,95 ;105,00 ;102,40
09/2013;94,20 ;8.698 ;5.318 ;14.016 ;5,03 ;2,30 ;3,99 ;100,90 ;101,30
10/2013;96,60 ;8.797 ;5.429 ;14.226 ;4,97 ;2,27 ;3,94 ;101,90 ;100,30
11/2013;97,30 ;8.952 ;5.523 ;14.474 ;4,79 ;2,21 ;3,80 ;98,80 ;98,50
12/2013;127,20 ;9.100 ;5.595 ;14.695 ;4,65 ;2,13 ;3,69 ;104,30 ;100,40
01/2014;99,80 ;9.208 ;5.605 ;14.813 ;4,61 ;2,31 ;3,74 ;102,50 ;102,60
02/2014;90,40 ;9.277 ;5.645 ;14.922 ;4,56 ;2,19 ;3,66 ;99,90 ;105,30
03/2014;94,60 ;9.112 ;5.588 ;14.700 ;4,76 ;2,07 ;3,74 ;97,70 ;101,20
04/2014;93,70 ;9.448 ;5.590 ;15.038 ;4,58 ;1,97 ;3,61 ;94,40 ;97,70
05/2014;103,10 ;9.592 ;5.558 ;15.150 ;4,57 ;2,02 ;3,63 ;100,10 ;99,40
06/2014;91,20 ;9.738 ;5.569 ;15.308 ;4,64 ;2,02 ;3,69 ;97,10 ;96,90
07/2014;98,00 ;9.850 ;5.591 ;15.441 ;4,62 ;2,09 ;3,70 ;102,20 ;99,30
08/2014;99,60 ;9.975 ;5.615 ;15.590 ;4,66 ;2,14 ;3,75 ;100,80 ;98,10
09/2014;97,10 ;10.010 ;5.702 ;15.712 ;4,38 ;2,19 ;3,59 ;99,30 ;99,50
10/2014;103,30 ;10.151 ;5.745 ;15.896 ;4,47 ;2,26 ;3,67 ;101,50 ;99,80
11/2014;100,90 ;10.298 ;6.517 ;16.815 ;4,37 ;2,01 ;3,46 ;102,90 ;102,40
12/2014;128,20 ;10.502 ;6.624 ;17.125 ;4,11 ;2,10 ;3,33 ;101,50 ;97,70
01/2015;102,20 ;10.613 ;6.596 ;17.209 ;4,12 ;2,16 ;3,37 ;95,10 ;96,20
02/2015;86,30 ;10.671 ;6.619 ;17.290 ;4,18 ;2,21 ;3,42 ;89,10 ;97,20
03/2015;94,20 ;10.807 ;6.668 ;17.475 ;4,13 ;2,21 ;3,40 ;95,20 ;94,80
04/2015;90,20 ;10.843 ;6.550 ;17.393 ;4,24 ;2,29 ;3,51 ;93,90 ;97,40
05/2015;94,60 ;10.988 ;6.774 ;17.762 ;4,34 ;2,26 ;3,55 ;96,30 ;95,20
06/2015;90,20 ;11.099 ;6.750 ;17.849 ;4,14 ;2,58 ;3,55 ;93,70 ;93,70
07/2015;97,00 ;11.211 ;6.754 ;17.966 ;4,15 ;2,64 ;3,58 ;96,60 ;94,10
08/2015;93,30 ;11.308 ;6.785 ;18.093 ;4,26 ;2,74 ;3,69 ;97,10 ;94,20
09/2015;90,00 ;11.385 ;6.879 ;18.265 ;4,32 ;2,63 ;3,68 ;94,20 ;94,40
10/2015;95,60 ;11.436 ;6.835 ;18.271 ;4,49 ;2,70 ;3,82 ;94,40 ;92,70
11/2015;93,50 ;11.584 ;6.791 ;18.375 ;4,60 ;2,89 ;3,97 ;93,40 ;92,70
12/2015;117,30 ;11.689 ;7.115 ;18.804 ;4,58 ;2,90 ;3,94 ;96,60 ;92,80
01/2016;91,30 ;11.785 ;7.082 ;18.868 ;4,55 ;3,10 ;4,01 ;89,50 ;91,70
02/2016;81,80 ;11.822 ;6.962 ;18.784 ;4,61 ;2,93 ;3,99 ;87,20 ;95,30
03/2016;87,50 ;11.923 ;6.848 ;18.771 ;4,56 ;2,99 ;3,98 ;88,30 ;87,60
04/2016;85,80 ;11.988 ;6.766 ;18.754 ;4,67 ;3,29 ;4,17 ;89,10 ;92,40
05/2016;86,30 ;12.045 ;6.737 ;18.782 ;4,52 ;3,58 ;4,18 ;91,60 ;92,00
06/2016;82,80 ;12.136 ;6.612 ;18.748 ;4,21 ;3,39 ;3,92 ;93,20 ;91,10
07/2016;86,10 ;12.235 ;6.553 ;18.788 ;3,98 ;3,48 ;3,80 ;93,60 ;91,50
08/2016;84,20 ;12.277 ;6.518 ;18.794 ;4,01 ;3,22 ;3,73 ;93,70 ;90,60
09/2016;81,80 ;12.345 ;6.461 ;18.806 ;4,08 ;3,04 ;3,72 ;90,70 ;91,20
10/2016;82,40 ;12.348 ;6.410 ;18.758 ;4,16 ;3,24 ;3,85 ;91,90 ;90,40
11/2016;86,60 ;12.510 ;6.517 ;19.027 ;4,02 ;3,24 ;3,76 ;91,30 ;90,30
12/2016;107,70 ;12.607 ;6.493 ;19.101 ;3,79 ;3,30 ;3,62 ;91,70 ;87,80
01/2017;83,30 ;12.669 ;6.378 ;19.047 ;3,82 ;3,20 ;3,61 ;100,30 ;104,10
02/2017;73,70 ;12.754 ;6.371 ;19.125 ;3,88 ;3,36 ;3,71 ;81,10 ;88,50
03/2017;82,20 ;12.813 ;6.405 ;19.219 ;3,72 ;3,25 ;3,56 ;90,40 ;89,50
04/2017;80,10 ;12.843 ;6.361 ;19.204 ;3,91 ;3,40 ;3,74 ;83,40 ;86,60
05/2017;87,50 ;12.965 ;6.372 ;19.337 ;3,93 ;3,43 ;3,77 ;89,50 ;87,70
06/2017;81,10 ;13.075 ;6.383 ;19.458 ;3,11 ;2,66 ;2,96 ;88,70 ;88,60
07/2017;88,80 ;13.171 ;6.390 ;19.562 ;3,28 ;2,71 ;3,10 ;85,70 ;84,00
08/2017;90,80 ;13.259 ;6.706 ;19.965 ;3,31 ;2,48 ;3,03 ;89,80 ;86,70
09/2017;87,60 ;13.341 ;6.502 ;19.843 ;3,41 ;2,57 ;3,13 ;88,30 ;89,10
10/2017;86,20 ;13.393 ;6.492 ;19.885 ;3,52 ;2,61 ;3,22 ;83,10 ;82,00
11/2017;94,30 ;13.545 ;6.511 ;20.057 ;3,47 ;12,39 ;6,36 ;88,80 ;87,70
12/2017;110,70 ;13.654 ;7.274 ;20.929 ;3,23 ;10,69 ;5,82 ;96,30 ;91,00
01/2018;90,90 ;13.750 ;6.798 ;20.548 ;3,57 ;5,69 ;4,27 ;82,30 ;86,00
02/2018;79,60 ;13.749 ;6.531 ;20.280 ;3,68 ;9,76 ;5,64 ;79,70 ;87,10
03/2018;84,30 ;13.852 ;6.569 ;20.421 ;3,70 ;9,94 ;5,70 ;89,10 ;88,20
04/2018;80,00 ;13.927 ;6.581 ;20.509 ;3,80 ;1,99 ;3,22 ;82,90 ;86,00
05/2018;88,80 ;14.074 ;6.614 ;20.688 ;3,90 ;2,26 ;3,38 ;89,70 ;87,70
06/2018;83,30 ;14.203 ;6.415 ;20.618 ;3,66 ;1,96 ;3,13 ;87,60 ;87,30
07/2018;86,70 ;14.241 ;6.281 ;20.523 ;3,73 ;1,96 ;3,19 ;87,90 ;86,20
08/2018;88,10 ;14.376 ;6.400 ;20.776 ;3,75 ;1,85 ;3,17 ;90,60 ;87,40
09/2018;82,40 ;14.439 ;6.355 ;20.794 ;3,68 ;1,85 ;3,12 ;82,90 ;84,20
10/2018;82,80 ;14.569 ;6.282 ;20.852 ;3,67 ;1,74 ;3,09 ;86,60 ;85,70
11/2018;91,50 ;14.788 ;6.384 ;21.172 ;3,68 ;1,59 ;3,05 ;84,30 ;83,10
12/2018;104,60 ;14.933 ;6.548 ;21.481 ;3,44 ;1,45 ;2,83 ;90,20 ;84,60
01/2019;84,60 ;15.036 ;6.403 ;21.439 ;3,56 ;1,55 ;2,96 ;78,70 ;82,50
02/2019;74,20 ;15.053 ;6.429 ;21.482 ;3,57 ;1,80 ;3,04 ;77,40 ;82,20
03/2019;77,80 ;15.188 ;6.269 ;21.456 ;3,79 ;1,77 ;3,20 ;81,50 ;83,10
04/2019;76,10 ;15.308 ;6.244 ;21.552 ;3,78 ;1,78 ;3,20 ;80,90 ;84,00
05/2019;83,10 ;15.525 ;6.210 ;21.735 ;3,88 ;1,84 ;3,30 ;84,10 ;82,20
06/2019;66,80 ;15.698 ;6.224 ;21.922 ;3,80 ;1,61 ;3,18 ;78,10 ;77,90
07/2019;73,40 ;15.846 ;6.415 ;22.261 ;3,96 ;1,47 ;3,24 ;85,30 ;83,50
08/2019;83,80 ;16.178 ;6.571 ;22.748 ;3,99 ;1,59 ;3,30 ;83,80 ;80,80
09/2019;79,70 ;16.357 ;6.544 ;22.901 ;4,01 ;1,37 ;3,26 ;77,90 ;79,40
10/2019;82,70 ;16.546 ;6.873 ;23.419 ;4,07 ;1,28 ;3,25 ;80,50 ;79,80
11/2019;92,00 ;16.822 ;7.014 ;23.836 ;4,06 ;1,23 ;3,22 ;82,40 ;81,20
12/2019;106,20 ;17.021 ;7.375 ;24.396 ;3,99 ;1,24 ;3,16 ;87,00 ;81,20
01/2020;85,00 ;17.161 ;6.905 ;24.066 ;4,11 ;1,36 ;3,32 ;75,50 ;79,30
02/2020;78,40 ;17.220 ;6.912 ;24.132 ;4,11 ;1,44 ;3,34 ;72,50 ;79,20
03/2020;74,80 ;17.281 ;7.079 ;24.359 ;4,57 ;1,60 ;3,70 ;73,10 ;72,70
04/2020;58,80 ;17.035 ;7.102 ;24.137 ;4,86 ;2,58 ;4,19 ;59,30 ;61,40
05/2020;66,40 ;16.936 ;7.107 ;24.043 ;4,83 ;2,29 ;4,08 ;-;-
Fonte;IBGE;BCB;BCB;BCB;BCB;BCB;BCB;IBGE;BCB e IBGE
