02/2004;0,88 ;0,60 ;49,89 ;68,8 ;-;112,07 ;-;;;;
03/2004;0,19 ;0,34 ;51,52 ;68,2 ;-;111,07 ;-;;;;
04/2004;0,45 ;0,71 ;52,06 ;67,2 ;-;108,65 ;-;;;;
05/2004;0,52 ;0,44 ;52,61 ;75,8 ;-;107,91 ;-;;;;
06/2004;0,47 ;0,37 ;52,79 ;70,7 ;-;109,52 ;-;;;;
07/2004;0,54 ;0,25 ;53,01 ;70,4 ;-;111,65 ;-;;;;
08/2004;0,98 ;0,70 ;52,40 ;72,5 ;-;110,02 ;-;;;;
09/2004;0,52 ;0,75 ;51,99 ;76,2 ;-;110,83 ;-;;;;
10/2004;0,67 ;0,86 ;52,96 ;75,5 ;-;110,37 ;-;;;;
11/2004;0,87 ;0,46 ;53,45 ;76,6 ;-;110,92 ;-;;;;
12/2004;0,84 ;0,78 ;53,95 ;75,3 ;-;110,21 ;-;;;;
01/2005;0,41 ;0,47 ;52,43 ;75,7 ;-;111,00 ;-;;;;
02/2005;0,98 ;0,69 ;57,34 ;74,9 ;-;123,22 ;-;;;;
03/2005;0,30 ;0,55 ;57,05 ;77,3 ;-;124,43 ;-;;;;
04/2005;0,89 ;1,02 ;56,55 ;77,9 ;-;114,95 ;-;;;;
05/2005;0,10 ;0,10 ;57,92 ;76,0 ;-;110,86 ;-;;;;
06/2005;0,13 ;0,06 ;58,17 ;77,2 ;-;112,85 ;-;;;;
07/2005;0,65 ;0,40 ;58,46 ;77,6 ;-;112,66 ;-;;;;
08/2005;0,20 ;-0,10 ;59,10 ;76,1 ;-;112,52 ;-;;;;
09/2005;-0,02 ;-0,09 ;59,69 ;74,5 ;-;112,70 ;-;;;;
10/2005;1,00 ;0,91 ;59,53 ;75,0 ;-;112,94 ;-;;;;
11/2005;1,00 ;1,08 ;58,98 ;74,9 ;-;113,66 ;-;;;;
12/2005;0,51 ;0,45 ;60,80 ;79,1 ;-;114,32 ;-;;;;
01/2006;0,99 ;0,85 ;59,76 ;75,1 ;-;114,82 ;-;;;;
02/2006;0,33 ;0,05 ;59,22 ;78,0 ;-;112,31 ;-;;;;
03/2006;0,61 ;0,51 ;57,48 ;75,3 ;-;113,13 ;-;;;;
04/2006;0,05 ;-0,35 ;59,67 ;78,1 ;-;116,85 ;-;;;;
05/2006;-0,17 ;0,01 ;59,48 ;80,7 ;-;118,37 ;-;;;;
06/2006;-0,49 ;-0,12 ;59,21 ;77,7 ;-;119,72 ;-;;;;
07/2006;0,60 ;0,23 ;57,61 ;77,5 ;-;120,57 ;-;;;;
08/2006;0,23 ;0,07 ;59,58 ;78,0 ;-;120,78 ;-;;;;
09/2006;0,13 ;0,17 ;60,31 ;77,0 ;-;120,52 ;-;;;;
10/2006;0,22 ;0,39 ;61,33 ;78,0 ;-;120,96 ;-;;;;
11/2006;0,49 ;0,59 ;62,57 ;78,4 ;-;122,06 ;-;;;;
12/2006;0,37 ;0,47 ;62,57 ;80,3 ;-;121,85 ;-;;;;
01/2007;-0,01 ;0,18 ;64,05 ;84,1 ;-;122,98 ;-;;;;
02/2007;0,63 ;0,39 ;64,10 ;77,9 ;-;112,75 ;-;;;;
03/2007;0,45 ;0,43 ;63,56 ;78,2 ;-;115,47 ;-;;;;
04/2007;0,33 ;0,20 ;63,78 ;77,8 ;-;123,08 ;-;;;;
05/2007;0,36 ;0,17 ;65,13 ;78,4 ;-;125,77 ;-;;;;
06/2007;0,25 ;0,29 ;64,27 ;75,5 ;-;124,72 ;-;;;;
07/2007;0,13 ;0,34 ;63,61 ;76,8 ;-;124,43 ;-;;;;
08/2007;0,04 ;0,41 ;65,76 ;78,6 ;-;127,54 ;-;;;;
09/2007;0,14 ;0,15 ;66,58 ;80,8 ;-;128,06 ;-;;;;
10/2007;0,68 ;0,41 ;66,35 ;81,6 ;-;129,52 ;-;;;;
11/2007;0,60 ;0,70 ;67,44 ;82,1 ;-;131,84 ;-;;;;
12/2007;0,94 ;1,35 ;67,66 ;83,2 ;-;130,16 ;-;;;;
01/2008;0,29 ;0,32 ;67,86 ;86,3 ;-;128,45 ;-;;;;
02/2008;0,61 ;0,46 ;67,36 ;85,2 ;-;125,58 ;-;;;;
03/2008;-0,03 ;0,10 ;69,31 ;87,3 ;-;128,04 ;-;;;;
04/2008;0,36 ;0,56 ;70,53 ;84,6 ;-;130,57 ;-;;;;
05/2008;1,02 ;1,67 ;69,94 ;85,6 ;-;131,86 ;-;;;;
06/2008;0,60 ;0,85 ;71,30 ;88,1 ;-;134,04 ;-;;;;
07/2008;0,46 ;0,59 ;71,20 ;87,1 ;-;135,44 ;-;;;;
08/2008;0,25 ;0,01 ;70,96 ;85,2 ;-;134,61 ;-;;;;
09/2008;0,02 ;0,02 ;71,62 ;82,4 ;-;134,76 ;-;;;;
10/2008;0,59 ;0,66 ;70,69 ;84,6 ;-;135,12 ;-;;;;
11/2008;0,65 ;0,51 ;69,38 ;83,6 ;-;134,05 ;-;;;;
12/2008;0,44 ;0,32 ;68,96 ;85,4 ;-;134,35 ;-;;;;
01/2009;0,27 ;0,27 ;69,65 ;82,5 ;-;134,44 ;-;;;;
02/2009;0,25 ;-0,07 ;69,64 ;83,9 ;-;133,63 ;-;;;;
03/2009;0,22 ;0,17 ;70,29 ;82,5 ;-;134,43 ;-;;;;
04/2009;0,37 ;0,54 ;70,44 ;83,7 ;-;135,64 ;-;;;;
05/2009;0,79 ;1,19 ;70,64 ;83,8 ;-;134,93 ;-;;;;
06/2009;0,29 ;0,33 ;71,63 ;84,8 ;-;136,00 ;-;;;;
07/2009;0,05 ;0,13 ;71,88 ;86,2 ;-;135,30 ;-;;;;
08/2009;0,35 ;0,05 ;72,85 ;85,5 ;-;136,26 ;-;;;;
09/2009;0,14 ;0,11 ;73,49 ;85,0 ;-;137,41 ;-;;;;
10/2009;0,09 ;0,01 ;75,18 ;82,1 ;-;137,05 ;-;;;;
11/2009;0,57 ;0,39 ;75,97 ;87,4 ;-;137,86 ;-;;;;
12/2009;0,68 ;0,25 ;77,35 ;88,3 ;-;139,04 ;-;;;;
01/2010;0,41 ;0,52 ;77,82 ;95,2 ;-;141,49 ;-;;;;
02/2010;0,60 ;0,49 ;79,58 ;104,9 ;-;143,80 ;-;;;;
03/2010;-0,08 ;0,44 ;81,14 ;97,6 ;-;144,44 ;-;;;;
04/2010;0,56 ;0,85 ;78,81 ;98,9 ;-;143,93 ;-;;;;
05/2010;0,27 ;0,30 ;81,10 ;94,3 ;-;142,26 ;-;;;;
06/2010;0,19 ;-0,17 ;81,16 ;83,8 ;-;139,43 ;-;;;;
07/2010;0,10 ;-0,11 ;81,54 ;91,1 ;-;140,75 ;-;;;;
08/2010;0,14 ;0,10 ;82,35 ;91,4 ;-;143,13 ;-;;;;
09/2010;0,64 ;0,77 ;82,34 ;93,5 ;-;144,26 ;-;;;;
10/2010;0,94 ;1,15 ;83,46 ;96,4 ;-;145,90 ;-;;;;
11/2010;0,77 ;0,96 ;83,80 ;97,1 ;-;147,34 ;-;;;;
12/2010;0,74 ;0,45 ;85,25 ;95,9 ;-;149,14 ;-;;;;
01/2011;0,55 ;0,57 ;85,16 ;96,6 ;74,78 ;148,85 ;82,59;79,03 ;110,36 ;92,39 ;106,06
02/2011;0,78 ;0,39 ;84,94 ;101,8 ;76,00 ;147,48 ;80,57;79,73 ;106,43 ;93,43 ;91,92
03/2011;0,98 ;0,51 ;84,83 ;97,5 ;79,11 ;145,79 ;78,04;80,12 ;118,67 ;90,85 ;92,13
04/2011;0,70 ;0,67 ;84,61 ;93,0 ;78,10 ;148,86 ;78,92;80,51 ;105,88 ;89,07 ;98,63
05/2011;0,29 ;0,48 ;86,21 ;96,6 ;81,44 ;150,08 ;80,28;82,09 ;105,07 ;89,92 ;98,10
06/2011;0,06 ;0,39 ;85,33 ;95,8 ;81,09 ;150,26 ;82,67;83,42 ;107,91 ;88,68 ;98,89
07/2011;0,36 ;0,18 ;85,90 ;96,8 ;84,54 ;151,16 ;82,09;83,76 ;105,84 ;88,01 ;99,43
08/2011;0,37 ;0,51 ;86,42 ;88,7 ;85,79 ;150,11 ;82,42;84,26 ;106,82 ;87,79 ;100,06
09/2011;0,62 ;0,46 ;84,81 ;98,3 ;83,73 ;153,38 ;83,67;84,82 ;110,61 ;87,84 ;97,60
10/2011;0,48 ;0,27 ;86,62 ;95,2 ;82,90 ;152,08 ;81,54;84,52 ;106,18 ;88,84 ;97,80
11/2011;0,60 ;0,64 ;88,09 ;106,8 ;81,87 ;154,29 ;80,94;84,68 ;107,28 ;89,58 ;100,11
12/2011;0,58 ;0,59 ;90,25 ;107,6 ;91,14 ;156,59 ;86,71;85,45 ;107,76 ;95,90 ;98,96
01/2012;0,60 ;0,51 ;90,17 ;90,7 ;74,52 ;150,84 ;82,49;85,22 ;111,58 ;92,86 ;105,12
02/2012;0,02 ;-0,02 ;90,70 ;95,5 ;79,21 ;152,49 ;83,85;86,18 ;109,24 ;90,28 ;93,82
03/2012;0,26 ;0,20 ;92,18 ;97,4 ;85,11 ;151,95 ;83,84;85,85 ;121,38 ;90,37 ;97,10
04/2012;0,37 ;0,36 ;93,87 ;103,0 ;82,76 ;155,39 ;83,58;85,26 ;109,74 ;91,46 ;97,04
05/2012;0,28 ;0,53 ;91,16 ;109,6 ;85,06 ;158,89 ;83,85;86,17 ;112,83 ;93,50 ;98,37
06/2012;0,11 ;0,39 ;93,80 ;103,7 ;83,32 ;160,44 ;84,98;86,40 ;112,40 ;96,40 ;91,70
07/2012;0,56 ;0,60 ;94,55 ;104,6 ;86,24 ;162,40 ;83,80;85,77 ;112,79 ;93,08 ;95,07
08/2012;0,33 ;0,34 ;95,10 ;102,6 ;89,02 ;161,77 ;85,66;87,41 ;111,00 ;96,81 ;93,89
09/2012;0,59 ;0,65 ;95,00 ;99,3 ;85,65 ;158,27 ;85,41;86,52 ;107,75 ;94,91 ;95,96
10/2012;0,82 ;0,89 ;95,14 ;99,5 ;89,84 ;160,54 ;88,57;87,89 ;105,98 ;97,53 ;96,28
11/2012;0,39 ;0,36 ;93,82 ;96,1 ;90,29 ;159,07 ;89,42;87,82 ;105,87 ;95,81 ;94,37
12/2012;0,95 ;0,85 ;93,42 ;91,4 ;93,12 ;158,42 ;88,69;88,80 ;104,26 ;95,66 ;95,14
01/2013;0,70 ;0,72 ;95,93 ;103,8 ;81,65 ;162,13 ;89,71;88,39 ;101,52 ;96,24 ;95,09
02/2013;0,57 ;0,41 ;95,49 ;102,2 ;82,49 ;162,13 ;87,36;87,93 ;103,61 ;98,83 ;97,77
03/2013;0,47 ;0,68 ;95,89 ;105,6 ;91,91 ;164,11 ;90,23;88,49 ;103,80 ;100,47 ;97,03
04/2013;0,37 ;0,35 ;96,79 ;105,0 ;92,70 ;163,47 ;93,52;88,62 ;103,06 ;102,51 ;94,85
05/2013;0,53 ;0,53 ;96,73 ;102,9 ;92,90 ;162,96 ;91,73;89,83 ;100,82 ;100,06 ;96,05
06/2013;0,12 ;0,05 ;98,70 ;104,5 ;90,57 ;163,76 ;92,28;88,63 ;98,61 ;100,17 ;96,51
07/2013;-0,18 ;-0,36 ;99,62 ;102,9 ;97,16 ;165,43 ;94,62;92,39 ;97,25 ;101,88 ;95,40
08/2013;0,43 ;0,41 ;100,01 ;101,3 ;98,62 ;164,87 ;95,23;94,04 ;98,62 ;100,87 ;97,35
09/2013;0,49 ;0,31 ;100,20 ;101,9 ;94,92 ;163,86 ;94,54;90,84 ;101,03 ;102,55 ;96,91
10/2013;0,72 ;0,77 ;99,88 ;102,5 ;97,48 ;164,64 ;96,48;92,99 ;98,03 ;101,20 ;97,35
11/2013;0,54 ;0,51 ;99,66 ;102,9 ;98,56 ;165,83 ;97,78;97,10 ;101,50 ;100,25 ;98,22
12/2013;0,86 ;0,53 ;100,52 ;107,2 ;101,82 ;167,08 ;97,43;96,69 ;99,24 ;100,83 ;99,01
01/2014;0,33 ;0,44 ;100,58 ;103,4 ;90,23 ;166,78 ;98,22;97,31 ;97,69 ;100,98 ;96,16
02/2014;0,26 ;0,39 ;101,73 ;105,8 ;98,51 ;169,33 ;103,61;99,30 ;99,37 ;102,23 ;99,89
03/2014;1,26 ;1,07 ;101,69 ;106,2 ;102,71 ;167,63 ;100,53;99,46 ;99,54 ;105,14 ;98,51
04/2014;0,76 ;0,88 ;101,68 ;109,3 ;100,41 ;168,29 ;101,43;101,35 ;102,95 ;102,41 ;99,33
05/2014;0,22 ;0,52 ;100,82 ;109,8 ;103,87 ;167,81 ;102,89;99,88 ;99,61 ;99,39 ;99,66
06/2014;0,40 ;0,38 ;99,35 ;108,5 ;97,09 ;166,59 ;98,66;99,01 ;97,52 ;97,69 ;99,40
07/2014;-0,12 ;0,05 ;97,37 ;108,4 ;103,33 ;167,75 ;100,70;100,02 ;99,32 ;100,88 ;99,76
08/2014;0,36 ;0,15 ;99,02 ;111,3 ;100,60 ;166,91 ;97,12;99,04 ;99,11 ;98,67 ;112,85
09/2014;0,59 ;0,59 ;100,24 ;111,0 ;100,18 ;167,37 ;99,56;99,99 ;98,83 ;98,55 ;98,43
10/2014;0,67 ;0,62 ;102,17 ;113,0 ;100,18 ;168,68 ;99,53;101,87 ;107,07 ;98,67 ;100,61
11/2014;0,71 ;0,92 ;99,33 ;114,1 ;98,97 ;168,62 ;98,37;102,21 ;98,37 ;100,39 ;99,43
12/2014;1,17 ;0,98 ;97,41 ;108,0 ;103,90 ;166,79 ;99,55;100,53 ;99,44 ;94,86 ;97,27
01/2015;1,09 ;1,24 ;97,64 ;106,9 ;88,33 ;170,65 ;96,09;102,84 ;97,94 ;92,87 ;97,59
02/2015;0,98 ;0,99 ;95,55 ;108,3 ;87,87 ;169,45 ;93,18;101,12 ;95,88 ;92,28 ;93,98
03/2015;1,41 ;1,93 ;95,30 ;110,0 ;100,31 ;169,61 ;97,66;103,04 ;100,62 ;99,14 ;92,12
04/2015;0,68 ;0,55 ;93,74 ;109,1 ;96,01 ;168,59 ;97,31;101,37 ;94,92 ;90,90 ;95,39
05/2015;0,52 ;0,86 ;94,20 ;109,4 ;97,86 ;167,83 ;97,30;99,92 ;94,51 ;91,08 ;94,69
06/2015;0,52 ;0,40 ;93,34 ;110,8 ;95,80 ;166,50 ;97,05;100,81 ;96,35 ;91,13 ;95,47
07/2015;0,62 ;0,65 ;92,03 ;112,4 ;99,59 ;165,30 ;96,84;100,97 ;96,55 ;90,77 ;92,24
08/2015;0,10 ;0,17 ;91,74 ;113,2 ;102,04 ;166,62 ;98,42;98,48 ;94,56 ;93,90 ;92,86
09/2015;0,69 ;0,70 ;89,75 ;113,4 ;100,94 ;167,80 ;100,21;101,81 ;92,57 ;91,50 ;96,78
10/2015;1,20 ;1,38 ;91,33 ;109,6 ;99,00 ;167,88 ;98,71;100,41 ;95,20 ;89,50 ;89,19
11/2015;1,13 ;1,38 ;89,93 ;110,1 ;95,89 ;166,80 ;95,48;99,01 ;89,48 ;91,99 ;88,43
12/2015;0,97 ;0,83 ;89,41 ;110,7 ;101,79 ;167,06 ;97,29;99,36 ;91,08 ;90,73 ;88,37
01/2016;1,14 ;1,27 ;87,28 ;104,0 ;92,92 ;162,86 ;100,26;99,50 ;91,34 ;89,87 ;90,10
02/2016;0,72 ;0,63 ;87,10 ;110,0 ;91,03 ;162,45 ;96,48;99,85 ;91,36 ;86,49 ;87,57
03/2016;0,38 ;0,38 ;85,40 ;107,3 ;98,35 ;161,10 ;95,39;99,62 ;96,54 ;85,59 ;91,09
04/2016;0,53 ;0,51 ;86,08 ;111,9 ;92,46 ;162,70 ;94,20;101,83 ;87,35 ;82,69 ;92,06
05/2016;0,43 ;0,46 ;84,40 ;113,7 ;92,70 ;165,51 ;92,80;100,16 ;86,45 ;84,27 ;93,28
06/2016;0,30 ;0,54 ;84,34 ;113,0 ;92,50 ;163,25 ;93,37;100,12 ;87,71 ;83,29 ;91,71
07/2016;0,70 ;0,84 ;84,20 ;114,9 ;94,88 ;159,81 ;92,02;98,46 ;86,45 ;82,21 ;92,87
08/2016;0,25 ;0,18 ;82,99 ;108,5 ;93,54 ;162,72 ;89,75;99,69 ;87,42 ;81,24 ;90,71
09/2016;0,25 ;0,21 ;80,87 ;105,9 ;88,69 ;163,93 ;87,85;100,12 ;87,59 ;81,57 ;93,21
10/2016;0,40 ;0,29 ;82,28 ;99,4 ;84,10 ;161,69 ;83,99;96,40 ;88,05 ;78,80 ;91,03
11/2016;0,04 ;-0,08 ;82,13 ;103,5 ;85,25 ;162,54 ;84,98;92,50 ;86,20 ;82,98 ;89,94
12/2016;0,55 ;0,31 ;81,74 ;106,0 ;86,39 ;163,27 ;81,80;87,96 ;84,10 ;83,93 ;90,73
01/2017;0,45 ;0,43 ;83,83 ;111,6 ;80,19 ;161,17 ;86,99;91,57 ;93,45 ;88,32 ;88,24
02/2017;-0,14 ;-0,19 ;83,71 ;112,5 ;83,62 ;169,53 ;89,15;92,19 ;88,93 ;85,41 ;90,49
03/2017;0,14 ;0,32 ;78,89 ;109,5 ;91,22 ;167,65 ;88,14;90,47 ;89,40 ;87,77 ;88,66
04/2017;0,23 ;0,00 ;81,28 ;108,8 ;83,99 ;162,83 ;86,07;89,92 ;86,26 ;88,32 ;83,88
