03/2013;0.46 ;0.56 ;102.23 ;93.91 ;121.18 ;102.64 ;87.77 ;104.79 ;104.75 ;91.30;98.30 ;95.97 ;101.9 ;148.29 ;95.86 ;102.46 ;93.17 ;98.87 ;95.97 ;103.76
04/2013;0.57 ;0.57 ;88.84 ;94.40 ;123.84 ;88.81 ;90.32 ;91.56 ;95.03 ;80.44;103.57 ;96.38 ;102.8 ;149.16 ;98.01 ;102.76 ;94.55 ;100.22 ;98.17 ;104.75
05/2013;0.36 ;0.37 ;95.10 ;100.38 ;121.78 ;95.33 ;93.05 ;90.85 ;102.78 ;87.57;104.13 ;97.10 ;103.0 ;150.44 ;98.26 ;102.61 ;95.30 ;99.31 ;98.55 ;106.43
06/2013;0.35 ;0.48 ;92.30 ;91.26 ;119.18 ;92.37 ;88.66 ;85.23 ;100.30 ;82.69;97.31 ;97.07 ;102.7 ;150.48 ;97.39 ;103.20 ;94.93 ;100.53 ;95.51 ;107.20
07/2013;0.01 ;-0.26 ;96.58 ;100.12 ;123.11 ;96.28 ;95.80 ;92.13 ;101.31 ;87.80;108.08 ;100.11 ;102.0 ;150.80 ;97.90 ;104.06 ;95.90 ;99.45 ;97.10 ;101.12
08/2013;0.19 ;0.11 ;101.90 ;103.15 ;127.65 ;102.06 ;96.89 ;100.23 ;106.27 ;92.61;110.49 ;100.70 ;101.8 ;150.67 ;97.60 ;102.63 ;95.12 ;99.96 ;97.11 ;102.35
09/2013;0.36 ;0.28 ;96.64 ;92.56 ;113.78 ;96.24 ;93.32 ;88.67 ;106.22 ;92.11;105.90 ;100.47 ;104.0 ;151.48 ;98.61 ;104.84 ;96.71 ;100.18 ;98.56 ;102.14
10/2013;0.60 ;0.64 ;99.96 ;103.74 ;124.18 ;99.89 ;97.02 ;96.99 ;106.99 ;105.33;112.15 ;100.20 ;101.9 ;150.92 ;99.38 ;104.91 ;98.69 ;99.19 ;100.07 ;101.35
11/2013;0.53 ;0.52 ;102.09 ;111.17 ;123.82 ;101.69 ;93.98 ;103.50 ;100.68 ;97.86;105.84 ;99.95 ;102.5 ;151.71 ;99.81 ;103.84 ;98.48 ;100.72 ;99.43 ;101.39
12/2013;0.96 ;0.76 ;121.72 ;135.38 ;121.12 ;122.12 ;101.19 ;148.06 ;144.12 ;150.43;92.33 ;99.98 ;97.2 ;150.01 ;99.89 ;103.49 ;99.02 ;99.25 ;98.59 ;101.61
01/2014;0.55 ;0.63 ;98.38 ;110.51 ;110.18 ;98.13 ;94.82 ;162.46 ;88.72 ;100.46;102.81 ;100.32 ;98.6 ;151.18 ;101.41 ;103.91 ;101.48 ;101.76 ;100.12 ;101.27
02/2014;0.93 ;0.91 ;94.13 ;89.23 ;101.41 ;93.91 ;90.26 ;124.90 ;96.10 ;84.18;103.02 ;100.01 ;98.9 ;150.79 ;99.10 ;103.48 ;96.58 ;99.84 ;100.68 ;100.08
03/2014;0.97 ;0.86 ;99.96 ;97.04 ;93.65 ;100.03 ;95.19 ;94.20 ;93.84 ;86.62;97.32 ;99.86 ;99.0 ;150.49 ;99.49 ;101.45 ;98.60 ;100.08 ;100.82 ;101.01
04/2014;0.52 ;0.62 ;98.58 ;94.77 ;102.39 ;98.80 ;95.59 ;82.10 ;88.47 ;92.07;96.05 ;100.28 ;98.6 ;150.16 ;99.62 ;101.64 ;99.16 ;98.52 ;99.91 ;103.74
05/2014;0.33 ;0.45 ;97.87 ;105.83 ;105.79 ;98.00 ;102.57 ;89.86 ;93.74 ;96.58;102.05 ;100.31 ;97.9 ;149.42 ;99.38 ;101.68 ;99.13 ;99.29 ;99.07 ;98.91
06/2014;0.39 ;0.20 ;93.85 ;88.32 ;93.03 ;93.82 ;95.50 ;74.67 ;89.27 ;87.63;88.60 ;99.05 ;97.8 ;148.70 ;99.82 ;97.54 ;102.38 ;98.86 ;98.13 ;97.99
07/2014;0.08 ;0.21 ;97.09 ;89.05 ;99.87 ;96.96 ;101.69 ;80.06 ;91.50 ;91.44;101.73 ;99.19 ;97.2 ;147.87 ;99.74 ;95.42 ;99.89 ;99.00 ;101.29 ;100.13
08/2014;0.22 ;0.09 ;100.63 ;95.04 ;95.24 ;100.50 ;103.46 ;91.43 ;98.37 ;93.55;100.04 ;100.00 ;97.4 ;148.70 ;99.28 ;99.78 ;99.21 ;99.74 ;99.19 ;100.19
09/2014;0.56 ;0.46 ;95.27 ;91.31 ;97.16 ;94.92 ;103.35 ;81.78 ;100.70 ;94.02;103.47 ;100.17 ;97.1 ;148.10 ;100.90 ;98.26 ;100.86 ;102.23 ;101.13 ;100.19
10/2014;0.43 ;0.41 ;102.32 ;97.26 ;97.23 ;102.28 ;106.16 ;83.27 ;103.30 ;103.65;109.90 ;100.55 ;97.0 ;148.91 ;100.60 ;98.98 ;102.58 ;100.22 ;99.09 ;103.00
11/2014;0.47 ;0.50 ;100.85 ;110.99 ;101.77 ;100.87 ;99.82 ;97.84 ;104.34 ;107.54;101.48 ;100.67 ;95.7 ;148.43 ;101.30 ;98.39 ;102.29 ;99.44 ;102.36 ;98.38
12/2014;0.76 ;0.56 ;121.09 ;130.70 ;102.29 ;121.69 ;111.72 ;137.33 ;151.73 ;162.26;93.47 ;100.30 ;92.4 ;148.70 ;99.49 ;101.24 ;98.10 ;100.78 ;98.83 ;94.25
01/2015;1.46 ;1.96 ;98.93 ;107.54 ;85.24 ;99.00 ;100.13 ;153.21 ;111.82 ;102.27;96.49 ;100.33 ;95.4 ;149.94 ;98.88 ;99.40 ;100.96 ;100.35 ;94.55 ;93.18
02/2015;1.19 ;1.06 ;92.45 ;80.65 ;72.76 ;92.72 ;91.63 ;112.82 ;110.75 ;87.29;87.08 ;99.84 ;94.0 ;148.13 ;99.19 ;98.97 ;103.37 ;98.55 ;95.79 ;92.83
03/2015;1.36 ;1.63 ;97.52 ;86.46 ;88.52 ;97.65 ;107.24 ;88.73 ;119.44 ;101.01;96.20 ;99.37 ;93.0 ;147.74 ;99.56 ;97.23 ;105.05 ;99.80 ;98.39 ;90.53
04/2015;0.64 ;0.66 ;96.81 ;77.51 ;85.47 ;96.95 ;102.62 ;74.34 ;90.38 ;90.19;89.66 ;96.63 ;90.2 ;146.65 ;97.92 ;95.38 ;102.08 ;99.22 ;93.94 ;93.13
05/2015;0.62 ;0.91 ;96.25 ;85.24 ;83.61 ;96.19 ;105.90 ;78.98 ;98.79 ;98.93;87.80 ;97.47 ;89.9 ;145.58 ;97.44 ;92.76 ;101.46 ;98.54 ;94.03 ;90.09
06/2015;0.74 ;0.69 ;91.38 ;76.07 ;88.14 ;91.37 ;102.71 ;70.83 ;102.72 ;89.68;89.07 ;95.81 ;89.1 ;145.16 ;96.90 ;95.06 ;100.88 ;98.20 ;92.87 ;90.55
07/2015;0.66 ;0.69 ;95.37 ;77.04 ;90.80 ;95.23 ;105.04 ;73.13 ;85.93 ;89.91;94.63 ;95.62 ;86.6 ;142.94 ;95.66 ;89.96 ;100.72 ;96.58 ;91.56 ;89.62
08/2015;0.15 ;0.17 ;97.17 ;76.19 ;86.32 ;96.89 ;105.20 ;75.20 ;94.33 ;92.43;90.40 ;94.89 ;87.5 ;143.98 ;96.24 ;92.68 ;100.44 ;95.40 ;93.19 ;89.40
09/2015;0.62 ;0.57 ;94.76 ;76.37 ;83.85 ;94.40 ;101.10 ;67.52 ;93.99 ;90.43;89.56 ;95.34 ;84.6 ;143.13 ;95.15 ;92.49 ;100.74 ;94.03 ;91.38 ;88.49
10/2015;0.82 ;0.69 ;104.25 ;83.37 ;84.01 ;104.05 ;105.07 ;73.49 ;80.79 ;97.97;91.17 ;96.26 ;85.5 ;143.79 ;95.86 ;93.50 ;100.14 ;94.96 ;92.42 ;89.17
11/2015;0.95 ;1.02 ;98.00 ;96.93 ;85.99 ;97.77 ;100.59 ;77.35 ;106.13 ;104.13;86.11 ;95.18 ;83.1 ;141.46 ;94.51 ;93.25 ;98.93 ;94.36 ;90.98 ;89.87
12/2015;0.88 ;0.77 ;119.75 ;107.87 ;95.32 ;120.16 ;114.35 ;109.00 ;135.61 ;152.71;79.08 ;94.99 ;82.5 ;142.55 ;93.97 ;93.52 ;99.07 ;92.91 ;89.06 ;83.69
01/2016;1.28 ;1.61 ;95.32 ;79.01 ;75.23 ;95.45 ;99.49 ;127.74 ;94.98 ;86.98;78.08 ;91.19 ;83.3 ;142.10 ;93.69 ;94.85 ;98.82 ;93.97 ;87.87 ;83.54
02/2016;0.80 ;0.73 ;93.48 ;73.08 ;72.64 ;93.62 ;98.03 ;99.06 ;96.27 ;76.26;75.36 ;93.86 ;82.4 ;141.52 ;93.68 ;94.15 ;96.49 ;94.49 ;89.08 ;84.44
03/2016;0.48 ;0.54 ;98.92 ;76.18 ;85.14 ;99.34 ;109.32 ;75.00 ;120.40 ;88.75;82.65 ;92.88 ;83.5 ;141.01 ;94.23 ;92.46 ;98.53 ;94.59 ;92.12 ;96.06
04/2016;0.49 ;0.47 ;94.39 ;71.80 ;75.02 ;94.78 ;102.63 ;59.07 ;81.92 ;80.24;77.96 ;92.82 ;84.5 ;141.19 ;93.05 ;90.69 ;97.86 ;93.32 ;87.53 ;89.83
05/2016;0.82 ;1.17 ;93.12 ;74.04 ;74.27 ;93.63 ;104.08 ;58.78 ;92.86 ;83.46;78.89 ;91.74 ;83.8 ;139.58 ;93.46 ;88.75 ;99.39 ;92.01 ;89.13 ;87.22
06/2016;0.45 ;0.60 ;92.26 ;69.22 ;73.61 ;90.74 ;101.81 ;57.18 ;85.78 ;83.71;80.07 ;92.68 ;83.4 ;139.34 ;92.11 ;88.77 ;98.49 ;92.28 ;87.26 ;84.84
07/2016;0.44 ;0.56 ;95.43 ;72.81 ;69.36 ;95.58 ;104.32 ;58.91 ;79.99 ;80.76;81.51 ;91.49 ;85.4 ;139.50 ;93.37 ;88.65 ;99.62 ;93.69 ;87.35 ;90.22
08/2016;0.60 ;0.45 ;96.83 ;71.44 ;73.71 ;97.26 ;103.31 ;63.04 ;91.59 ;82.38;82.74 ;91.72 ;81.8 ;137.58 ;92.45 ;89.97 ;100.27 ;91.14 ;85.51 ;86.96
09/2016;-0.02 ;-0.09 ;93.13 ;68.09 ;71.10 ;92.92 ;100.43 ;55.37 ;87.01 ;82.60;79.72 ;90.54 ;83.0 ;138.43 ;91.86 ;86.05 ;99.70 ;90.69 ;85.63 ;86.29
10/2016;0.22 ;0.08 ;97.96 ;75.74 ;69.37 ;97.75 ;101.60 ;59.43 ;79.51 ;90.42;77.22 ;90.53 ;81.9 ;137.79 ;90.40 ;87.42 ;96.09 ;90.22 ;83.62 ;87.56
11/2016;0.19 ;0.02 ;96.74 ;89.44 ;74.36 ;96.41 ;100.36 ;69.03 ;101.12 ;102.99;80.73 ;90.16 ;83.3 ;137.62 ;90.34 ;86.77 ;96.83 ;89.40 ;84.30 ;89.39
12/2016;0.31 ;0.05 ;116.99 ;100.89 ;76.78 ;117.05 ;111.55 ;96.59 ;140.11 ;146.26;76.47 ;89.85 ;83.3 ;136.11 ;90.01 ;91.50 ;93.82 ;87.94 ;85.81 ;86.78
01/2017;0.36 ;0.35 ;98.61 ;85.89 ;71.85 ;100.36 ;100.58 ;120.81 ;76.52 ;78.93;83.60 ;92.22 ;84.8 ;136.96 ;91.11 ;88.02 ;101.55 ;86.79 ;87.38 ;78.79
02/2017;0.37 ;0.20 ;94.46 ;71.62 ;57.51 ;96.54 ;95.35 ;91.74 ;69.99 ;66.30;75.66 ;93.48 ;85.1 ;138.50 ;91.42 ;88.62 ;100.04 ;85.90 ;89.85 ;81.42
03/2017;0.25 ;0.32 ;89.87 ;87.85 ;76.00 ;90.53 ;109.25 ;80.75 ;88.09 ;81.88;91.71 ;89.76 ;84.0 ;138.93 ;88.44 ;87.02 ;97.30 ;84.82 ;88.20 ;80.23
04/2017;0.16 ;0.15 ;98.24 ;72.33 ;60.29 ;100.55 ;100.43 ;59.33 ;76.19 ;80.72;78.63 ;93.06 ;83.8 ;138.97 ;90.51 ;87.86 ;98.92 ;86.15 ;89.78 ;79.48
05/2017;0.30 ;0.41 ;93.59 ;87.28 ;74.29 ;95.31 ;108.57 ;59.16 ;86.56 ;83.86;87.72 ;93.50 ;84.4 ;139.11 ;90.47 ;89.30 ;97.69 ;86.26 ;88.66 ;82.87
06/2017;-0.29 ;-0.44 ;92.70 ;81.25 ;70.94 ;94.24 ;106.52 ;59.35 ;79.68 ;86.40;87.02 ;94.58 ;87.0 ;140.63 ;91.28 ;91.29 ;99.22 ;86.59 ;91.13 ;83.60
07/2017;0.27 ;0.17 ;96.73 ;82.56 ;70.95 ;98.55 ;108.11 ;63.88 ;78.81 ;83.56;91.99 ;94.64 ;86.3 ;140.22 ;91.12 ;88.51 ;98.31 ;87.36 ;89.64 ;82.73
08/2017;0.24 ;0.01 ;97.63 ;84.00 ;82.55 ;99.20 ;109.50 ;63.58 ;74.88 ;85.46;95.16 ;93.50 ;85.6 ;139.76 ;90.27 ;84.72 ;98.91 ;86.86 ;89.32 ;81.56
09/2017;0.20 ;-0.06 ;97.59 ;78.35 ;76.27 ;99.05 ;111.14 ;54.03 ;73.81 ;85.76;92.19 ;93.88 ;88.2 ;140.85 ;89.62 ;88.17 ;95.89 ;85.07 ;88.56 ;82.38
10/2017;0.36 ;0.29 ;100.59 ;81.61 ;77.62 ;102.83 ;111.77 ;59.65 ;70.97 ;88.30;93.13 ;93.83 ;87.4 ;140.41 ;89.84 ;87.25 ;97.80 ;85.19 ;88.19 ;80.01
11/2017;0.36 ;0.30 ;101.07 ;105.25 ;77.75 ;103.22 ;112.03 ;70.04 ;82.22 ;109.19;95.29 ;93.94 ;88.0 ;140.61 ;90.40 ;88.12 ;98.67 ;84.43 ;89.92 ;81.09
12/2017;0.54 ;0.32 ;124.98 ;107.36 ;81.12 ;128.54 ;121.68 ;93.95 ;91.01 ;134.79;89.18 ;94.38 ;90.1 ;140.86 ;90.72 ;84.15 ;96.58 ;87.50 ;89.95 ;83.60
01/2018;0.30 ;0.24 ;100.30 ;88.37 ;82.56 ;102.41 ;108.30 ;111.43 ;74.44 ;85.36;90.17 ;93.86 ;87.4 ;140.13 ;89.95 ;83.56 ;97.43 ;84.94 ;89.35 ;82.08
02/2018;0.39 ;0.22 ;95.17 ;71.30 ;72.35 ;96.95 ;101.24 ;85.93 ;70.50 ;69.34;79.83 ;93.69 ;85.7 ;139.87 ;90.07 ;84.90 ;95.48 ;86.35 ;89.87 ;84.00
03/2018;0.18 ;0.23 ;104.67 ;82.07 ;92.24 ;106.13 ;117.39 ;68.45 ;78.89 ;88.47;90.82 ;94.64 ;88.3 ;141.59 ;90.63 ;87.60 ;99.66 ;86.33 ;89.35 ;87.01
04/2018;0.17 ;0.15 ;98.73 ;75.38 ;89.01 ;100.34 ;111.45 ;56.25 ;79.01 ;78.42;89.53 ;96.96 ;89.3 ;143.27 ;91.13 ;88.98 ;99.15 ;86.49 ;90.78 ;87.26
05/2018;0.22 ;0.24 ;102.48 ;77.92 ;77.68 ;104.58 ;114.60 ;52.55 ;81.18 ;84.96;85.82 ;95.38 ;80.8 ;138.72 ;90.49 ;87.46 ;98.46 ;86.99 ;86.53 ;85.76
06/2018;1.28 ;1.58 ;96.64 ;77.56 ;85.22 ;98.03 ;112.13 ;53.08 ;77.76 ;86.45;91.56 ;94.30 ;88.6 ;142.55 ;92.04 ;86.19 ;101.52 ;84.94 ;93.15 ;86.12
07/2018;0.52 ;0.56 ;98.56 ;74.69 ;89.92 ;100.00 ;114.67 ;58.14 ;75.30 ;83.80;92.61 ;94.06 ;88.6 ;142.59 ;90.51 ;89.48 ;99.42 ;85.87 ;90.03 ;82.98
08/2018;-0.02 ;0.08 ;104.87 ;79.92 ;100.18 ;106.75 ;118.88 ;55.08 ;84.70 ;89.23;100.66 ;96.59 ;86.8 ;142.03 ;91.72 ;88.23 ;99.27 ;87.92 ;91.33 ;84.94
09/2018;0.50 ;0.35 ;99.03 ;76.18 ;88.80 ;100.57 ;114.14 ;45.21 ;73.18 ;87.58;90.28 ;94.26 ;84.4 ;141.88 ;91.75 ;90.13 ;100.60 ;85.92 ;90.30 ;84.47
10/2018;0.38 ;0.30 ;102.34 ;77.56 ;97.95 ;104.02 ;119.42 ;49.18 ;78.47 ;93.92;99.79 ;94.02 ;84.4 ;141.20 ;91.31 ;88.50 ;99.50 ;84.35 ;89.08 ;88.43
11/2018;-0.20 ;-0.32 ;105.86 ;101.81 ;88.53 ;108.43 ;121.48 ;49.27 ;86.46 ;123.48;96.95 ;96.75 ;85.1 ;142.61 ;91.33 ;89.80 ;100.40 ;84.95 ;89.43 ;88.52
12/2018;0.11 ;0.03 ;127.27 ;99.11 ;85.88 ;131.09 ;133.08 ;69.45 ;99.36 ;130.77;88.51 ;94.65 ;87.4 ;143.34 ;92.30 ;89.79 ;101.95 ;85.08 ;89.38 ;86.74
01/2019;0.46 ;0.56 ;103.79 ;82.87 ;92.98 ;106.31 ;118.41 ;75.26 ;82.75 ;90.41;91.90 ;95.77 ;84.9 ;143.87 ;92.40 ;91.52 ;102.06 ;85.14 ;88.91 ;90.08
02/2019;0.47 ;0.60 ;97.27 ;70.70 ;85.55 ;99.39 ;111.63 ;64.32 ;90.36 ;76.64;87.27 ;95.26 ;85.3 ;144.07 ;92.09 ;91.74 ;103.47 ;85.89 ;85.87 ;89.48
03/2019;0.68 ;0.66 ;99.14 ;77.42 ;92.47 ;101.26 ;123.35 ;43.83 ;90.59 ;84.80;90.88 ;95.66 ;85.4 ;143.46 ;91.48 ;92.44 ;102.56 ;86.76 ;87.09 ;88.70
04/2019;0.46 ;0.46 ;100.16 ;73.75 ;97.05 ;102.44 ;118.61 ;42.95 ;77.13 ;87.80;92.06 ;95.83 ;85.6 ;143.48 ;91.49 ;93.09 ;103.85 ;85.95 ;86.42 ;90.21
05/2019;0.11 ;0.18 ;100.42 ;82.58 ;103.72 ;102.76 ;126.30 ;45.41 ;83.17 ;84.21;96.24 ;94.94 ;86.0 ;144.06 ;93.57 ;93.60 ;105.68 ;87.23 ;86.50 ;92.01
06/2019;0.03 ;0.00 ;98.63 ;73.66 ;96.75 ;100.44 ;119.64 ;41.31 ;67.43 ;85.88;88.60 ;96.06 ;84.8 ;143.83 ;91.67 ;93.63 ;102.56 ;87.31 ;86.29 ;92.98
07/2019;0.27 ;0.14 ;100.75 ;81.66 ;108.10 ;102.60 ;126.69 ;48.47 ;72.40 ;89.33;100.53 ;97.28 ;84.8 ;143.26 ;92.47 ;92.88 ;105.35 ;86.07 ;86.55 ;94.00
08/2019;0.18 ;0.25 ;107.71 ;77.74 ;100.13 ;109.98 ;127.47 ;45.52 ;77.26 ;92.96;98.37 ;97.30 ;86.2 ;144.20 ;92.37 ;90.37 ;106.10 ;86.28 ;84.09 ;94.44
09/2019;-0.10 ;-0.11 ;100.16 ;83.75 ;98.32 ;101.84 ;122.31 ;37.78 ;73.00 ;94.18;95.13 ;98.09 ;86.0 ;145.01 ;93.82 ;92.75 ;105.46 ;88.49 ;87.50 ;95.50
10/2019;0.18 ;0.13 ;105.02 ;85.31 ;106.95 ;106.66 ;129.45 ;41.66 ;83.94 ;99.80;105.20 ;98.11 ;86.4 ;146.05 ;95.34 ;93.18 ;107.94 ;88.27 ;88.48 ;93.30
11/2019;0.53 ;0.57 ;107.71 ;107.55 ;93.80 ;110.05 ;137.85 ;41.10 ;88.86 ;121.84;100.46 ;98.18 ;85.0 ;145.46 ;94.92 ;91.12 ;107.06 ;88.74 ;87.51 ;94.57
12/2019;1.01 ;1.05 ;122.62 ;122.38 ;95.94 ;125.97 ;148.41 ;74.38 ;92.02 ;150.14;90.60 ;98.21 ;83.8 ;144.96 ;94.66 ;91.78 ;107.24 ;86.22 ;87.84 ;98.17
01/2020;0.26 ;0.17 ;99.51 ;97.39 ;102.92 ;101.87 ;131.10 ;85.54 ;76.78 ;95.35;93.76 ;97.03 ;84.8 ;145.56 ;94.19 ;91.30 ;106.27 ;84.79 ;88.12 ;99.89
02/2020;0.24 ;0.09 ;100.46 ;84.82 ;86.96 ;102.94 ;125.34 ;59.42 ;75.87 ;82.88;84.52 ;98.22 ;84.0 ;145.57 ;94.35 ;90.42 ;104.70 ;83.49 ;88.50 ;101.24
03/2020;0.15 ;0.26 ;112.73 ;73.51 ;72.47 ;116.59 ;142.53 ;29.70 ;65.86 ;73.59;85.56 ;97.90 ;80.8 ;141.63 ;87.50 ;62.94 ;103.23 ;80.36 ;83.64 ;101.93
04/2020;-0.23 ;-0.17 ;103.50 ;46.83 ;31.59 ;107.77 ;106.54 ;15.08 ;42.76 ;54.70;74.73 ;80.24 ;65.0 ;131.31 ;77.37 ;35.30 ;100.45 ;70.15 ;69.13 ;94.94
05/2020;-0.35 ;-0.20 ;109.15 ;71.05 ;56.08 ;113.62 ;125.38 ;13.46 ;46.72 ;76.94;91.49 ;88.29 ;70.2 ;134.22 ;76.79 ;36.54 ;97.49 ;67.30 ;69.68 ;89.05
