2015-01-01;0.71;0.76;99.22;93.98;91.44;99.26;103.04;95.88;106.99;101.82;96.37;99.19;94.03;147.83;99.27;97.57;101.39;99.67;97.62;95.54
2015-02-01;0.76;0.8;99.07;92.98;90.69;99.11;103.31;95.31;106.52;101.69;95.77;98.9;93.15;147.42;98.93;97.12;101.46;99.47;96.81;94.66
2015-03-01;0.75;0.81;98.78;91.41;89.94;98.81;103.46;93.96;106.19;101.6;94.97;98.47;92.32;147.02;98.67;96.53;101.57;99.11;96.31;93.76
2015-04-01;0.76;0.82;98.74;90.17;88.83;98.77;103.27;92.77;105.63;101.3;93.81;98.07;91.28;146.61;98.19;96.05;101.56;98.43;95.5;92.79
2015-05-01;0.79;0.84;98.9;89.01;87.73;98.92;103.18;91.95;103.75;100.83;92.25;97.71;90.32;146.18;97.8;95.59;101.35;97.99;94.94;91.63
2015-06-01;0.83;0.88;98.67;87.84;86.42;98.66;103.25;90.24;103.9;100.54;90.97;97.25;89.27;145.6;97.23;95.16;101.07;97.56;93.99;90.93
2015-07-01;0.84;0.9;98.55;85.94;85.84;98.53;103.46;87.88;102.56;99.75;89.77;96.81;88.45;145.09;96.77;94.52;101.15;96.91;93.18;90.05
2015-08-01;0.83;0.87;98.25;83.56;85.0;98.24;103.41;85.76;101.15;98.47;88.24;96.05;87.44;144.43;96.34;94.14;100.97;96.38;92.62;89.24
2015-09-01;0.79;0.84;98.34;82.93;84.99;98.31;103.94;84.61;99.95;97.55;87.26;95.55;86.47;143.88;95.88;93.74;100.4;96.04;92.06;88.54
2015-10-01;0.72;0.75;98.46;82.07;84.71;98.45;104.12;83.47;100.03;96.53;86.13;95.01;85.68;143.32;95.44;93.34;99.86;95.6;91.54;89.0
2015-11-01;0.71;0.74;98.25;81.6;83.84;98.27;104.12;82.2;99.32;95.7;85.16;94.69;85.21;142.87;95.03;92.95;99.51;95.11;91.01;88.73
2015-12-01;0.72;0.76;97.99;80.66;83.06;98.06;103.97;80.51;98.83;94.41;84.41;94.21;84.7;142.37;94.7;92.61;99.33;94.57;90.6;88.49
2016-01-01;0.7;0.75;98.07;80.09;81.85;98.0;103.89;79.38;97.42;93.92;83.66;93.95;84.22;141.88;94.3;92.09;99.14;94.08;90.13;88.01
2016-02-01;0.68;0.74;98.07;79.74;80.06;98.03;103.83;78.19;96.92;93.15;82.57;93.61;84.12;141.6;94.11;91.98;99.04;93.83;89.78;88.06
2016-03-01;0.72;0.77;98.04;79.34;79.01;98.06;103.67;77.18;96.69;92.32;81.93;93.35;83.65;141.06;93.79;91.75;99.03;93.48;89.14;87.86
2016-04-01;0.67;0.71;97.91;78.65;77.95;97.94;103.62;76.17;96.11;91.66;81.11;92.95;83.52;140.67;93.52;91.22;98.94;93.2;88.66;87.68
2016-05-01;0.62;0.66;97.38;78.02;76.73;97.42;103.33;74.99;96.0;91.03;79.95;92.47;83.22;140.17;93.06;90.71;98.6;92.81;87.93;87.54
2016-06-01;0.55;0.58;97.28;77.39;75.76;97.3;103.31;74.3;95.59;90.94;79.5;92.05;83.23;139.85;92.72;90.17;98.43;92.39;87.37;87.5
2016-07-01;0.5;0.52;97.05;76.81;74.22;97.04;103.08;73.27;95.96;90.4;79.28;91.62;83.3;139.31;92.39;90.0;97.99;91.98;87.1;87.76
2016-08-01;0.43;0.41;97.32;77.38;73.93;97.45;103.17;72.69;94.42;89.73;79.74;91.71;83.42;138.89;92.17;89.43;98.22;91.38;87.06;87.36
2016-09-01;0.39;0.37;97.4;77.26;72.67;97.7;102.94;72.08;92.23;88.9;79.77;91.68;83.65;138.63;91.98;88.97;98.52;90.66;87.12;87.11
2016-10-01;0.37;0.35;96.65;78.24;71.91;96.96;102.94;72.56;89.54;88.33;80.52;91.42;83.69;138.46;91.5;88.52;98.41;89.85;86.8;85.79
2016-11-01;0.35;0.32;96.97;78.28;70.68;97.44;102.76;72.58;89.06;88.37;80.58;91.44;83.63;138.28;91.29;88.28;98.5;89.25;86.98;84.93
2016-12-01;0.3;0.26;97.01;79.38;70.69;97.58;103.13;72.61;88.54;88.4;81.31;91.58;83.68;138.24;91.04;88.33;98.36;88.77;86.95;84.57
2017-01-01;0.24;0.17;97.05;80.39;70.46;97.87;103.52;72.79;88.03;88.62;81.89;91.74;83.98;138.34;90.97;88.54;98.42;88.3;87.27;84.47
2017-02-01;0.23;0.14;97.15;81.2;70.6;98.12;103.84;73.21;87.93;88.86;82.77;92.0;84.06;138.4;90.78;88.53;98.31;87.77;87.46;83.84
2017-03-01;0.2;0.1;97.22;82.24;71.33;98.28;104.35;73.25;86.54;89.11;83.8;92.15;84.37;138.59;90.6;88.09;98.2;87.42;87.78;83.39
2017-04-01;0.21;0.11;97.59;83.1;71.76;98.79;105.25;73.14;85.44;89.38;84.84;92.43;84.81;138.79;90.42;88.27;97.88;86.95;88.02;83.07
2017-05-01;0.23;0.12;97.81;83.59;72.45;99.22;106.09;73.16;84.73;89.2;86.17;92.7;85.27;139.01;90.37;88.25;98.02;86.53;88.4;82.44
2017-06-01;0.24;0.15;98.17;84.91;72.73;99.79;107.07;73.24;83.15;89.72;87.38;93.02;85.66;139.26;90.37;88.36;98.18;86.11;88.87;81.74
2017-07-01;0.26;0.17;98.84;85.45;73.1;100.74;107.91;73.02;79.06;88.76;88.44;93.4;86.22;139.65;90.43;87.75;98.41;86.08;89.22;81.48
2017-08-01;0.25;0.16;98.98;85.65;73.99;100.91;108.55;72.24;78.89;89.3;88.99;93.53;86.44;139.92;90.34;87.38;98.06;85.92;89.38;81.75
2017-09-01;0.26;0.16;99.04;85.63;75.22;100.95;109.05;71.76;78.93;89.55;89.33;93.55;86.49;140.03;90.22;87.07;97.68;85.96;89.38;81.97
2017-10-01;0.25;0.15;100.27;85.14;76.58;102.25;109.72;70.73;78.16;90.1;89.26;93.96;86.85;140.25;90.41;87.12;97.88;86.09;89.48;82.53
2017-11-01;0.25;0.15;100.31;85.4;78.97;102.23;110.64;70.48;78.4;89.91;90.17;94.28;87.31;140.61;90.46;87.21;97.9;86.11;89.56;83.18
2017-12-01;0.24;0.14;101.05;84.62;79.25;103.0;111.14;69.92;77.95;90.0;90.01;94.44;87.01;140.58;90.46;87.06;97.96;86.18;89.38;83.42
2018-01-01;0.38;0.31;101.38;84.31;80.44;103.32;111.61;69.4;77.79;90.0;90.39;94.42;87.14;140.74;90.52;86.63;98.15;86.04;89.55;83.63
2018-02-01;0.4;0.34;101.53;83.65;82.02;103.44;112.16;68.92;77.5;90.02;90.44;94.37;87.33;140.93;90.47;86.72;98.25;85.91;89.58;83.65
2018-03-01;0.37;0.35;102.14;83.31;83.49;104.07;112.94;68.22;78.32;90.34;90.9;94.63;87.43;141.12;90.59;87.01;98.28;86.0;89.75;83.94
2018-04-01;0.4;0.38;102.26;83.13;84.54;104.2;113.19;67.48;78.26;90.49;90.74;94.66;87.12;141.21;90.77;87.17;98.67;86.07;89.9;84.11
2018-05-01;0.4;0.38;102.4;82.8;86.23;104.29;113.83;66.61;78.89;90.96;91.29;94.67;86.87;141.28;90.89;87.28;98.81;86.0;89.97;84.81
2018-06-01;0.35;0.33;102.8;82.51;87.13;104.73;114.62;64.88;79.24;92.15;91.43;94.91;86.62;141.44;90.97;87.42;98.96;86.05;89.93;85.43
2018-07-01;0.32;0.31;102.99;81.82;87.53;104.94;115.57;62.84;79.94;91.81;91.38;94.93;86.4;141.65;91.1;87.88;99.4;85.84;89.88;85.69
2018-08-01;0.33;0.33;103.28;81.36;88.4;105.27;116.41;59.82;80.63;92.24;91.52;95.09;86.19;141.96;91.31;88.55;99.79;85.86;89.84;86.36
2018-09-01;0.34;0.36;103.46;81.31;89.5;105.47;117.27;58.02;82.28;92.84;92.14;95.22;86.16;142.31;91.47;89.12;100.45;85.82;89.51;86.82
2018-10-01;0.38;0.4;103.0;80.93;89.51;105.06;117.77;55.97;83.26;92.54;92.15;95.3;85.92;142.47;91.55;89.52;100.7;85.86;89.32;86.96
2018-11-01;0.4;0.42;103.12;80.79;90.18;105.24;118.37;54.86;83.1;93.32;92.36;95.21;85.61;142.48;91.58;89.86;101.09;85.81;88.96;87.2
2018-12-01;0.4;0.42;102.95;81.18;92.35;105.09;119.34;54.27;83.27;93.26;93.23;95.17;86.04;142.93;91.83;90.38;101.69;85.83;88.96;87.72
2019-01-01;0.29;0.29;103.11;80.85;93.32;105.29;119.97;53.28;82.41;93.21;92.98;95.32;85.72;143.04;91.8;91.0;101.78;86.03;88.39;88.29
2019-02-01;0.27;0.25;103.29;81.43;94.83;105.5;120.97;52.48;82.17;93.67;93.64;95.59;85.41;143.09;91.96;91.28;102.27;86.05;88.1;89.21
2019-03-01;0.29;0.27;103.53;81.25;94.83;105.77;121.69;51.68;81.55;93.98;93.45;95.65;85.36;143.27;92.02;91.46;102.84;85.91;87.49;90.0
2019-04-01;0.24;0.23;103.63;81.88;95.62;105.88;122.37;51.06;81.53;94.53;93.85;95.97;85.49;143.53;92.19;91.68;103.24;86.13;87.26;90.92
2019-05-01;0.22;0.21;103.85;82.53;96.37;106.1;123.2;50.44;81.99;95.02;94.3;96.31;85.66;143.94;92.53;92.07;103.95;86.45;87.21;91.33
2019-06-01;0.28;0.29;104.0;83.01;96.81;106.23;124.57;49.76;82.19;94.88;94.6;96.43;85.65;144.17;92.83;92.18;104.5;86.77;87.05;91.83
2019-07-01;0.36;0.37;103.62;84.95;97.65;105.81;125.84;50.17;81.58;96.5;94.77;96.72;85.35;144.31;93.02;92.34;104.94;86.86;86.92;92.79
2019-08-01;0.34;0.34;103.26;86.16;98.48;105.44;126.9;51.02;81.08;96.91;94.92;96.83;85.34;144.45;93.17;92.32;105.29;86.83;86.85;93.6
2019-09-01;0.32;0.3;103.52;87.33;98.59;105.73;128.04;50.61;79.87;97.43;94.7;97.08;85.23;144.58;93.36;92.21;105.4;86.63;87.07;94.58
2019-10-01;0.28;0.27;104.66;87.01;96.93;107.01;129.64;49.44;77.81;96.5;94.25;97.26;84.85;144.42;93.03;89.76;105.45;86.1;86.79;95.69
2019-11-01;0.22;0.21;104.94;84.76;91.47;107.46;128.64;47.11;74.95;93.74;92.81;95.96;83.13;143.41;91.85;84.94;105.17;84.78;85.35;96.08
2019-12-01;0.18;0.18;105.66;83.8;87.5;108.36;128.56;44.45;71.91;93.13;92.41;95.41;81.82;142.59;90.45;80.18;104.49;83.12;83.94;95.83
2020-01-01;0.19;0.2;106.3;84.73;86.66;109.08;129.37;44.74;72.32;93.79;92.76;95.35;81.55;142.48;90.34;78.96;104.66;82.74;83.73;96.09
2020-02-01;0.19;0.2;106.86;85.03;84.52;109.73;129.64;44.36;72.31;94.24;91.98;95.16;81.22;142.4;90.13;77.57;104.59;82.41;83.45;96.3
2020-03-01;0.19;0.2;106.76;85.84;82.78;109.7;129.88;44.24;71.76;94.38;91.27;94.92;80.67;142.2;89.88;76.15;104.43;81.98;83.38;96.51
2020-04-01;0.22;0.24;107.59;86.1;80.84;110.68;130.83;45.04;71.6;94.4;90.79;94.52;80.0;141.85;89.39;74.07;104.3;81.17;82.86;96.64
2020-05-01;0.23;0.25;107.95;86.22;77.11;111.26;131.02;45.53;69.84;93.63;88.73;94.01;79.09;141.24;88.54;71.34;103.78;80.15;82.06;97.11
