2006-12-01;1107131;221359.1 ;2409449.9 ;2409449.9 ;93605;1107131;119.95
2007-01-01;1128126;211130.6 ;211130.6 ;2435015.7 ;106106;106106;119.66
2007-02-01;1148722;202703.9 ;413834.5 ;2459237.3 ;105163;211269;120.18
2007-03-01;1171856;217588.6 ;631423.0 ;2486602.5 ;116698;327967;119.45
2007-04-01;1195746;215128.5 ;846551.5 ;2516700.4 ;113217;441184;121.24
2007-05-01;1219605;226537.7 ;1073089.2 ;2545363.7 ;117097;558281;122.34
2007-06-01;1244288;228988.5 ;1302077.7 ;2575280.3 ;115928;674209;123.41
2007-07-01;1268970;233823.9 ;1535901.6 ;2602129.8 ;120301;794510;124.26
2007-08-01;1293067;235019.1 ;1770920.7 ;2627330.9 ;121468;915978;124.26
2007-09-01;1316547;223002.9 ;1993923.6 ;2649278.5 ;116491;1032469;125.36
2007-10-01;1344982;241939.4 ;2235863.0 ;2676946.2 ;123912;1156381;126.21
2007-11-01;1371691;241938.8 ;2477801.9 ;2699161.0 ;121705;1278085;126.15
2007-12-01;1396797;242461.1 ;2720262.9 ;2720262.9 ;118712;1396797;126.89
2008-01-01;1421971;237248.1 ;237248.1 ;2746380.5 ;131280;131280;127.22
2008-02-01;1448459;232681.3 ;469929.5 ;2776357.9 ;131651;262931;126.75
2008-03-01;1471557;242125.8 ;712055.2 ;2800895.2 ;139795;402727;126.46
2008-04-01;1499293;248795.2 ;960850.5 ;2834561.9 ;140953;543680;127.91
2008-05-01;1523371;254938.0 ;1215788.5 ;2862962.2 ;141174;684854;129.43
2008-06-01;1551944;265791.9 ;1481580.4 ;2899765.6 ;144501;829355;131.11
2008-07-01;1583573;278096.8 ;1759677.2 ;2944038.6 ;151930;981285;130.94
2008-08-01;1610853;269235.7 ;2028912.9 ;2978255.1 ;148748;1130034;131.01
2008-09-01;1641825;265270.1 ;2294183.0 ;3020522.3 ;147463;1277497;130.87
2008-10-01;1666693;280522.4 ;2574705.4 ;3059105.3 ;148780;1426277;128.11
2008-11-01;1682088;270696.8 ;2845402.2 ;3087863.3 ;137099;1563376;124.91
2008-12-01;1693147;264400.9 ;3109803.1 ;3109803.1 ;129771;1693147;120.86
2009-01-01;1686763;249932.0 ;249932.0 ;3122486.9 ;124896;124896;120.90
2009-02-01;1680527;244020.2 ;493952.2 ;3133825.8 ;125416;250311;122.19
2009-03-01;1679666;262174.9 ;756127.1 ;3153875.0 ;138934;389246;122.98
2009-04-01;1673519;259557.8 ;1015684.9 ;3164637.6 ;134806;524052;123.75
2009-05-01;1668797;268320.2 ;1284005.1 ;3178019.7 ;136452;660504;124.89
2009-06-01;1663208;275699.5 ;1559704.6 ;3187927.3 ;138912;799416;125.89
2009-07-01;1655904;285440.4 ;1845145.0 ;3195270.9 ;144626;944042;126.23
2009-08-01;1651449;284240.7 ;2129385.7 ;3210275.9 ;144293;1088335;128.07
2009-09-01;1647573;283162.2 ;2412547.9 ;3228168.0 ;143587;1231923;129.12
2009-10-01;1647632;301896.1 ;2714443.9 ;3249541.6 ;148839;1380762;129.84
2009-11-01;1656646;305056.6 ;3019500.6 ;3283901.5 ;146113;1526875;129.97
2009-12-01;1672625;313538.8 ;3333039.4 ;3333039.4 ;145750;1672625;131.28
2010-01-01;1714592;288980.4 ;288980.4 ;3372087.7 ;166863;166863;133.61
2010-02-01;1758265;285739.0 ;574719.4 ;3413806.6 ;169089;335952;135.18
2010-03-01;1809458;311677.9 ;886397.3 ;3463309.5 ;190127;526079;136.52
2010-04-01;1857825;307106.9 ;1193504.2 ;3510858.6 ;183173;709252;137.30
2010-05-01;1903982;316005.2 ;1509509.4 ;3558543.6 ;182609;891861;136.43
2010-06-01;1947028;321032.8 ;1830542.2 ;3603877.0 ;181958;1073819;136.19
2010-07-01;1991735;332472.7 ;2163014.9 ;3650909.2 ;189333;1263152;136.95
2010-08-01;2036931;334225.3 ;2497240.2 ;3700893.9 ;189489;1452641;137.68
2010-09-01;2080336;331236.8 ;2828477.0 ;3748968.5 ;186993;1639634;139.27
2010-10-01;2122010;344965.9 ;3173442.8 ;3792038.3 ;190513;1830147;138.70
2010-11-01;2167372;356674.5 ;3530117.4 ;3843656.2 ;191475;2021622;140.04
2010-12-01;2209751;355729.6 ;3885847.0 ;3885847.0 ;188129;2209751;138.20
2011-01-01;2242058;333330.6 ;333330.6 ;3930197.2 ;199170;199170;140.17
2011-02-01;2278081;335117.6 ;668448.2 ;3979575.8 ;205112;404282;140.73
2011-03-01;2307374;348082.9 ;1016531.1 ;4015980.8 ;219420;623702;141.10
2011-04-01;2339018;349255.0 ;1365786.1 ;4058128.9 ;214817;838519;141.04
2011-05-01;2377055;366411.2 ;1732197.3 ;4108534.9 ;220646;1059165;141.26
2011-06-01;2413463;371046.4 ;2103243.7 ;4158548.5 ;218366;1277531;142.13
2011-07-01;2447221;373333.7 ;2476577.4 ;4199409.5 ;223091;1500622;142.21
2011-08-01;2485103;377006.0 ;2853583.4 ;4242190.2 ;227371;1727993;141.91
2011-09-01;2517926;361994.5 ;3215577.9 ;4272947.9 ;219817;1947810;141.81
2011-10-01;2550890;378842.5 ;3594420.4 ;4306824.6 ;223476;2171286;141.63
2011-11-01;2583068;389949.2 ;3984369.7 ;4340099.3 ;223653;2394939;142.23
2011-12-01;2614482;392012.3 ;4376382.0 ;4376382.0 ;219543;2614482;140.48
2012-01-01;2604712;367751.8 ;367751.8 ;4410803.2 ;189399;189399;138.92
2012-02-01;2592265;367852.5 ;735604.3 ;4443538.2 ;192665;382064;140.40
2012-03-01;2581604;393868.0 ;1129472.4 ;4489323.3 ;208759;590823;140.07
2012-04-01;2566843;382581.2 ;1512053.5 ;4522649.4 ;200056;790879;141.08
2012-05-01;2552563;401072.6 ;1913126.1 ;4557310.8 ;206366;997246;142.61
2012-06-01;2537141;399470.4 ;2312596.5 ;4585734.8 ;202944;1200189;143.56
2012-07-01;2525442;415385.3 ;2727981.8 ;4627786.4 ;211392;1411581;143.90
2012-08-01;2514223;420727.9 ;3148709.6 ;4671508.2 ;216153;1627734;144.30
2012-09-01;2499551;394335.8 ;3543045.4 ;4703849.5 ;205145;1832879;143.73
2012-10-01;2492272;423408.5 ;3966453.9 ;4748415.5 ;216197;2049075;144.86
2012-11-01;2479250;424494.1 ;4390948.0 ;4782960.3 ;210632;2259707;144.58
2012-12-01;2463549;423812.0 ;4814760.0 ;4814760.0 ;203842;2463549;144.14
2013-01-01;2468385;414584.4 ;414584.4 ;4861592.6 ;194235;194235;144.95
2013-02-01;2466552;399106.3 ;813690.7 ;4892846.3 ;190832;385067;143.85
2013-03-01;2464679;427931.1 ;1241621.8 ;4926909.4 ;206887;591954;144.97
2013-04-01;2473421;439449.9 ;1681071.7 ;4983778.1 ;208798;800751;146.30
2013-05-01;2472090;439659.0 ;2120730.7 ;5022364.5 ;205035;1005787;146.83
2013-06-01;2471651;443478.5 ;2564209.2 ;5066372.7 ;202504;1208291;146.34
2013-07-01;2473235;459578.4 ;3023787.5 ;5110565.8 ;212977;1421268;146.95
2013-08-01;2470118;454222.9 ;3478010.4 ;5144060.8 ;213036;1634304;147.16
2013-09-01;2471716;440332.0 ;3918342.4 ;5190057.0 ;206743;1841046;148.03
2013-10-01;2469019;468523.6 ;4386866.0 ;5235172.1 ;213500;2054546;148.05
2013-11-01;2466494;468298.3 ;4855164.3 ;5278976.4 ;208106;2262652;148.36
2013-12-01;2468456;476454.7 ;5331619.0 ;5331619.0 ;205804;2468456;148.73
2014-01-01;2472295;460550.4 ;460550.4 ;5377585.0 ;198074;198074;148.30
2014-02-01;2480881;456108.9 ;916659.3 ;5434587.6 ;199417;397491;147.97
2014-03-01;2481475;469286.1 ;1385945.4 ;5475942.7 ;207482;604973;147.83
2014-04-01;2479090;476296.7 ;1862242.1 ;5512789.4 ;206412;811385;147.00
2014-05-01;2480089;480664.1 ;2342906.2 ;5553794.5 ;206035;1017419;146.26
2014-06-01;2475115;465327.6 ;2808233.7 ;5575643.6 ;197530;1214949;143.52
2014-07-01;2471428;490266.0 ;3298499.8 ;5606331.2 ;209290;1424239;144.66
2014-08-01;2465442;485880.8 ;3784380.5 ;5637989.1 ;207050;1631289;145.64
2014-09-01;2465554;485979.5 ;4270360.0 ;5683636.6 ;206855;1838144;146.15
2014-10-01;2462301;502784.5 ;4773144.5 ;5717897.5 ;210246;2048391;145.48
2014-11-01;2457345;498050.2 ;5271194.7 ;5747649.3 ;203150;2251540;145.63
2014-12-01;2454846;507758.3 ;5778953.0 ;5778953.0 ;203306;2454846;146.21
2015-01-01;2403517;481108.8 ;481108.8 ;5799511.4 ;146745;146745;145.31
2015-02-01;2348805;467039.1 ;948147.9 ;5810441.6 ;144705;291450;144.34
2015-03-01;2300374;508688.9 ;1456836.8 ;5849844.4 ;159051;450501;144.02
2015-04-01;2245582;493490.7 ;1950327.5 ;5867038.4 ;151620;602120;142.47
2015-05-01;2188979;491309.0 ;2441636.5 ;5877683.3 ;149432;751553;141.18
2015-06-01;2140098;495331.1 ;2936967.6 ;5907686.9 ;148648;900201;139.89
2015-07-01;2084509;511082.5 ;3448050.2 ;5928503.4 ;153701;1053902;138.81
2015-08-01;2028548;501228.4 ;3949278.6 ;5943851.0 ;151089;1204991;139.12
2015-09-01;1969686;495908.8 ;4445187.3 ;5953780.3 ;147993;1352984;137.90
2015-10-01;1910075;517748.5 ;4962935.8 ;5968744.3 ;150635;1503619;138.86
2015-11-01;1853154;512545.9 ;5475481.8 ;5983240.1 ;146230;1649849;136.92
2015-12-01;1796168;520305.2 ;5995787.0 ;5995787.0 ;146319;1796168;136.40
2016-01-01;1791291;489389.9 ;489389.9 ;6004068.0 ;141868;141868;135.65
2016-02-01;1790961;491537.7 ;980927.6 ;6028566.6 ;144375;286243;135.53
2016-03-01;1787303;518555.5 ;1499483.1 ;6038433.3 ;155392;441636;134.62
2016-04-01;1786406;509734.4 ;2009217.5 ;6054677.0 ;150723;592359;134.72
2016-05-01;1785434;513257.0 ;2522474.5 ;6076625.0 ;148461;740819;134.06
2016-06-01;1787566;535294.2 ;3057768.7 ;6116588.0 ;150780;891600;134.64
2016-07-01;1786305;532228.9 ;3589997.6 ;6137734.4 ;152440;1044040;134.36
2016-08-01;1789742;533798.3 ;4123795.8 ;6170304.3 ;154525;1198565;133.83
2016-09-01;1791905;511197.1 ;4634992.9 ;6185592.6 ;150157;1348722;133.71
2016-10-01;1791317;526082.6 ;5161075.5 ;6193926.7 ;150047;1498769;133.29
2016-11-01;1794980;541300.5 ;5702376.1 ;6222681.3 ;149892;1648661;133.07
2016-12-01;1800134;566951.9 ;6269328.0 ;6269328.0 ;151473;1800134;132.27
2017-01-01;1819835;528484.2 ;528484.2 ;6308422.3 ;161569;161569;133.64
2017-02-01;1838494;515511.8 ;1043996.0 ;6332396.5 ;163033;324603;135.91
2017-03-01;1861804;545218.3 ;1589214.4 ;6359059.3 ;178703;503305;135.72
2017-04-01;1880263;525795.0 ;2115009.3 ;6375119.8 ;169183;672488;135.91
2017-05-01;1903838;549708.5 ;2664717.8 ;6411571.3 ;172035;844523;134.89
2017-06-01;1923994;558147.9 ;3222865.7 ;6434425.0 ;170936;1015459;136.00
2017-07-01;1946327;558824.6 ;3781690.3 ;6461020.8 ;174773;1190233;136.45
2017-08-01;1969542;557634.7 ;4339325.1 ;6484857.2 ;177740;1367972;135.74
2017-09-01;1991408;531220.7 ;4870545.8 ;6504880.9 ;172023;1539995;135.60
2017-10-01;2015411;552398.8 ;5422944.6 ;6531197.1 ;174050;1714045;135.67
2017-11-01;2039094;568669.1 ;5991613.7 ;6558565.6 ;173575;1887621;135.91
2017-12-01;2062508;591705.3 ;6583319.0 ;6583319.0 ;174887;2062508;137.67
2018-01-01;2051047;559193.7 ;559193.7 ;6614028.5 ;150108;150108;137.22
2018-02-01;2036039;532954.3 ;1092148.0 ;6631470.9 ;148025;298134;137.19
2018-03-01;2018770;565685.7 ;1657833.7 ;6651938.3 ;161434;459567;137.15
2018-04-01;2008457;565901.8 ;2223735.5 ;6692045.1 ;158869;618437;138.44
2018-05-01;1987977;552330.2 ;2776065.7 ;6694666.9 ;151556;769993;132.96
2018-06-01;1974484;586470.3 ;3362536.0 ;6722989.3 ;157442;927435;137.35
2018-07-01;1960982;589523.8 ;3952059.7 ;6753688.4 ;161272;1088707;138.15
2018-08-01;1947484;590312.8 ;4542372.5 ;6786366.5 ;164242;1252949;139.21
2018-09-01;1931345;557098.4 ;5099471.0 ;6812244.1 ;155884;1408833;138.19
2018-10-01;1918151;592470.2 ;5691941.1 ;6852315.5 ;160856;1569689;137.88
2018-11-01;1902878;594008.0 ;6285949.1 ;6877654.4 ;158302;1727991;138.34
2018-12-01;1884760;603227.0 ;6889176.1 ;6889176.1 ;156769;1884760;138.66
2019-01-01;1881051;578524.0 ;578524.0 ;6908506.4 ;146399;146399;139.09
2019-02-01;1879406;567984.1 ;1146508.0 ;6943536.1 ;146381;292779;137.48
2019-03-01;1870428;579172.6 ;1725680.6 ;6957023.0 ;152455;445234;137.29
2019-04-01;1864759;592873.5 ;2318554.1 ;6983994.7 ;153201;598435;137.35
2019-05-01;1866958;604606.9 ;2923161.0 ;7036271.4 ;153755;752190;138.11
2019-06-01;1858925;598325.5 ;3521486.4 ;7048126.6 ;149409;901599;138.45
2019-07-01;1855897;627079.2 ;4148565.6 ;7085682.0 ;158244;1059843;138.16
2019-08-01;1849284;616172.4 ;4764738.0 ;7111541.6 ;157629;1217472;138.71
2019-09-01;1847351;599448.0 ;5364186.0 ;7153891.1 ;153952;1371423;139.35
2019-10-01;1845279;628302.2 ;5992488.2 ;7189723.1 ;158784;1530207;139.71
2019-11-01;1841823;624630.9 ;6617119.1 ;7220346.0 ;154847;1685054;139.64
2019-12-01;1839292;639806.5 ;7256925.6 ;7256925.6 ;154238;1839292;139.14
2020-01-01;1813122;608395.1 ;608395.1 ;7286796.7 ;120229;120229;139.23
2020-02-01;1787274;595037.7 ;1203432.7 ;7313850.3 ;120533;240761;139.66
2020-03-01;1756772;599988.2 ;1803421.0 ;7334665.9 ;121953;362714;131.05
2020-04-01;1713267;546313.8 ;2349734.8 ;7288106.3 ;109696;472411;118.30
2020-05-01;1669451;555930.3 ;2905665.1 ;7239429.7 ;109939;582349;120.42
2020-06-01;1626053;553345.6 ;3458473.9 ;7193913.1 ;106856;688361;-
