2013-08-01;54102;43355;97457;5.21;2.96;4.21;98.14;96.68;104.56;0.41;94.04;98.62;100.87;97.35;165.36
2013-09-01;54758;44467;99225;5.24;2.76;4.13;92.28;97.25;105.39;0.17;90.84;101.03;102.55;96.91;167.0
2013-10-01;55335;45241;100576;5.2;2.75;4.1;98.38;97.17;106.61;0.58;92.99;98.03;101.2;97.35;168.31
2013-11-01;56024;45503;101526;5.15;2.85;4.12;98.38;96.71;105.36;0.52;97.1;101.5;100.25;98.22;168.88
2013-12-01;56876;46458;103334;5.03;3.0;4.12;135.16;100.74;110.14;0.63;96.69;99.24;100.83;99.01;170.25
2014-01-01;57485;45804;103289;4.87;3.0;4.04;95.04;98.66;105.76;0.5;97.31;97.69;100.98;96.16;171.04
2014-02-01;57815;46175;103989;4.87;3.19;4.13;86.3;98.28;106.44;0.38;99.3;99.37;102.23;99.89;168.54
2014-03-01;57915;46311;104226;4.91;2.93;4.03;91.19;97.66;109.68;0.53;99.46;99.54;105.14;98.51;170.03
2014-04-01;58926;46308;105234;4.88;2.83;3.98;91.15;98.01;106.19;0.52;101.35;102.95;102.41;99.33;170.45
2014-05-01;59811;46384;106195;4.87;2.84;3.99;102.65;101.84;102.73;0.79;99.88;99.61;99.39;99.66;169.21
2014-06-01;60693;46648;107341;4.73;2.79;3.89;93.21;99.41;98.25;0.21;99.01;97.52;97.69;99.4;166.27
2014-07-01;61313;46199;107512;4.72;2.77;3.88;97.71;97.63;102.35;-0.02;100.02;99.32;100.88;99.76;169.02
2014-08-01;62149;45830;107979;4.66;2.97;3.94;100.11;99.98;104.46;0.98;99.04;99.11;98.67;112.85;167.54
2014-09-01;62606;46026;108631;4.48;2.71;3.73;96.47;101.08;101.64;0.47;99.99;98.83;98.55;98.43;168.12
2014-10-01;63566;46367;109933;4.49;2.71;3.74;107.78;105.91;105.12;0.29;101.87;107.07;98.67;100.61;168.77
2014-11-01;64415;46917;111331;4.45;2.44;3.61;103.85;101.71;103.08;0.76;102.21;98.37;100.39;99.43;168.5
2014-12-01;65473;48053;113527;4.22;2.43;3.46;134.46;100.0;104.35;1.0;100.53;99.44;94.86;97.27;171.57
2015-01-01;66057;47297;113354;4.3;2.54;3.56;96.19;99.32;101.44;1.02;102.84;97.94;92.87;97.59;168.86
2015-02-01;66338;46845;113183;4.46;2.66;3.72;84.67;98.48;103.25;1.07;101.12;95.88;92.28;93.98;168.99
2015-03-01;66839;46824;113663;4.27;2.7;3.62;93.89;98.77;100.35;0.58;103.04;100.62;99.14;92.12;167.41
2015-04-01;67587;46528;114115;4.28;2.9;3.72;90.71;97.03;100.71;0.89;101.37;94.92;90.9;95.39;169.16
2015-05-01;68195;46241;114436;4.4;3.3;3.96;96.67;97.37;98.38;0.86;99.92;94.51;91.08;94.69;165.36
2015-06-01;68705;46684;115389;4.22;3.49;3.93;89.8;95.38;95.62;1.02;100.81;96.35;91.13;95.47;164.3
2015-07-01;69206;46475;115681;4.29;3.96;4.16;94.14;93.64;95.36;-0.07;100.97;96.55;90.77;92.24;162.89
2015-08-01;69782;46495;116277;4.37;4.69;4.5;93.03;92.96;94.42;0.32;98.48;94.56;93.9;92.86;162.5
2015-09-01;70163;47446;117609;4.45;4.66;4.53;87.86;91.95;100.15;0.13;101.81;92.57;91.5;96.78;163.78
2015-10-01;70457;47058;117516;4.56;4.19;4.41;95.04;92.76;94.23;1.07;100.41;95.2;89.5;89.19;160.7
2015-11-01;71020;46676;117697;4.66;4.07;4.43;94.09;91.96;95.21;1.25;99.01;89.48;91.99;88.43;158.96
2015-12-01;71392;47307;118698;4.69;4.15;4.47;120.2;90.27;92.46;1.39;99.36;91.08;90.73;88.37;158.12
2016-01-01;71627;46533;118160;4.75;4.53;4.66;85.25;89.12;93.19;1.06;99.5;91.34;89.87;90.1;157.4
2016-02-01;71746;45833;117580;4.88;4.62;4.78;79.1;88.37;94.18;1.11;99.85;91.36;86.49;87.57;158.13
2016-03-01;72106;44878;116983;4.79;3.9;4.45;83.67;86.07;97.96;0.53;99.62;96.54;85.59;91.09;158.22
2016-04-01;72206;44668;116874;4.96;5.44;5.14;80.51;85.77;96.67;0.9;101.83;87.35;82.69;92.06;156.07
2016-05-01;72472;43837;116309;4.98;5.68;5.24;81.72;83.76;101.28;0.6;100.16;86.45;84.27;93.28;158.71
2016-06-01;72896;43826;116722;4.6;5.18;4.82;78.99;83.49;99.17;0.52;100.12;87.71;83.29;91.71;157.67
2016-07-01;73089;43097;116186;4.4;5.47;4.8;83.75;83.75;100.08;0.73;98.46;86.45;82.21;92.87;157.62
2016-08-01;73440;42800;116239;4.43;5.45;4.8;82.9;82.59;97.55;0.24;99.69;87.42;81.24;90.71;158.05
2016-09-01;73450;42663;116113;4.49;5.61;4.9;77.12;80.27;99.07;0.31;100.12;87.59;81.57;93.21;157.82
2016-10-01;73383;42291;115675;4.61;5.64;4.99;82.03;81.22;93.3;0.51;96.4;88.05;78.8;91.03;155.09
2016-11-01;73757;41931;115687;4.52;5.33;4.82;85.12;81.72;99.39;-0.14;92.5;86.2;82.98;89.94;155.83
2016-12-01;73939;42191;116130;4.34;5.24;4.67;110.61;83.12;100.31;0.2;87.96;84.1;83.93;90.73;154.08
2017-01-01;74232;40887;115119;4.33;4.59;4.42;79.95;84.92;102.26;0.37;91.57;93.45;88.32;88.24;155.42
2017-02-01;74346;40755;115100;4.36;5.18;4.65;72.43;83.64;102.01;0.35;92.19;88.93;85.41;90.49;157.23
2017-03-01;74699;40445;115144;4.34;5.3;4.68;82.49;84.3;100.8;0.13;90.47;89.4;87.77;88.66;158.4
2017-04-01;74858;40432;115290;4.45;5.51;4.82;80.35;85.99;105.07;0.09;89.92;86.26;88.32;83.88;162.04
2017-05-01;75396;39921;115317;4.48;5.2;4.73;84.97;86.07;104.46;-0.13;90.43;91.7;89.87;85.6;161.8
2017-06-01;75794;40434;116228;4.14;5.02;4.45;82.25;87.08;106.4;-0.08;89.82;95.53;91.96;85.38;161.56
2017-07-01;76249;39782;116031;4.27;5.15;4.57;87.86;88.23;106.66;0.1;89.51;91.89;90.66;86.29;160.23
2017-08-01;76920;39710;116630;4.27;4.97;4.51;89.05;88.58;107.05;-0.22;89.28;89.34;89.49;86.76;161.37
2017-09-01;77219;40025;117244;4.27;4.74;4.43;86.41;88.74;107.49;0.33;87.11;90.41;89.52;86.95;162.2
2017-10-01;77792;40088;117880;4.23;4.74;4.4;88.57;88.73;108.01;0.31;85.86;88.2;88.87;84.03;160.99
2017-11-01;78512;39751;118263;4.12;4.84;4.36;93.6;88.83;108.07;0.05;86.52;92.02;88.06;87.33;160.33
2017-12-01;78745;40154;118899;3.97;4.74;4.23;115.92;89.22;112.58;-0.18;89.72;90.32;89.68;85.71;163.51
2018-01-01;79250;39214;118464;4.14;4.94;4.4;86.5;91.06;118.68;0.08;86.13;88.12;89.14;89.58;166.17
2018-02-01;79275;39130;118405;4.07;4.59;4.24;79.98;92.29;107.78;0.57;85.67;87.74;90.61;96.15;163.69
2018-03-01;79794;39757;119551;4.06;4.39;4.17;91.03;91.14;116.67;0.03;86.81;86.13;91.93;92.25;165.27
2018-04-01;80416;39625;120041;3.97;4.53;4.16;83.47;90.66;111.28;0.35;85.69;87.4;93.18;94.6;164.79
2018-05-01;81187;40006;121193;3.95;3.84;3.91;90.81;92.0;114.99;0.29;86.21;85.69;76.89;90.29;162.12
2018-06-01;81864;40176;122040;3.82;3.27;3.64;86.47;90.5;111.27;0.7;86.61;87.54;93.67;90.23;161.7
2018-07-01;82343;39710;122053;3.82;3.4;3.69;88.04;89.94;118.34;0.05;84.88;87.66;90.91;91.67;164.33
2018-08-01;83400;39488;122888;3.72;3.42;3.62;91.96;91.26;112.45;-0.09;84.75;88.64;94.24;91.59;162.25
2018-09-01;83970;39945;123915;3.7;3.28;3.57;88.85;91.72;113.62;0.09;85.79;86.0;91.51;87.71;162.91
2018-10-01;84901;39721;124622;3.72;3.09;3.52;93.1;91.94;114.42;0.54;85.98;88.28;91.95;93.16;165.81
2018-11-01;86164;40292;126456;3.65;2.68;3.34;102.5;96.61;114.55;-0.01;85.61;87.92;92.07;95.63;164.89
2018-12-01;86844;41209;128053;3.58;2.46;3.22;118.68;92.27;111.04;0.49;85.88;86.47;91.64;92.44;163.44
2019-01-01;87554;40368;127923;3.55;2.75;3.3;87.45;92.56;115.29;0.26;85.91;87.5;90.07;91.0;165.85
2019-02-01;88481;40896;129377;3.41;2.76;3.2;82.83;93.24;113.61;0.95;83.68;86.27;90.64;89.43;166.58
2019-03-01;89319;40629;129948;3.48;3.06;3.35;91.36;94.72;111.9;0.52;84.37;85.44;88.89;91.31;165.96
2019-04-01;90281;40610;130892;3.42;2.98;3.29;88.37;94.9;88.63;0.56;85.92;89.72;88.98;92.03;164.07
2019-05-01;91414;40875;132289;3.53;3.54;3.53;94.53;95.39;114.76;0.11;86.72;87.88;88.09;92.91;168.5
2019-06-01;92348;41667;134015;3.44;4.37;3.73;92.2;97.31;120.78;0.13;84.42;86.21;88.26;94.52;169.42
2019-07-01;93330;40403;133733;3.52;3.73;3.58;96.53;97.7;116.99;0.01;85.33;85.42;88.87;93.81;167.74
2019-08-01;94934;40739;135674;3.53;3.84;3.62;99.11;98.03;125.26;-0.17;84.53;86.17;88.31;93.29;169.39
2019-09-01;96296;41294;137591;3.61;3.86;3.69;95.76;99.37;117.69;0.1;83.79;86.38;90.66;91.42;168.88
2019-10-01;97642;41707;139349;3.59;3.42;3.54;101.59;99.91;115.97;0.19;83.52;85.42;92.87;92.18;169.63
2019-11-01;99464;43183;142646;3.55;3.76;3.61;112.91;104.92;114.82;0.91;83.44;85.95;91.06;91.53;169.52
2019-12-01;101058;43891;144949;3.52;3.79;3.6;125.8;99.59;116.14;1.67;82.89;86.26;89.92;90.43;170.36
2020-01-01;102393;42987;145381;3.61;3.94;3.71;94.21;99.78;112.82;0.32;82.0;86.34;91.25;90.04;169.23
2020-02-01;103160;42983;146143;3.63;3.67;3.64;90.82;100.6;117.01;0.24;82.23;86.74;91.64;87.35;171.42
2020-03-01;103833;44649;148482;3.91;3.85;3.89;85.76;87.34;102.89;-0.14;78.96;82.09;86.26;85.33;165.26
2020-04-01;103211;44800;148011;4.09;3.59;3.93;68.85;73.49;81.8;-0.17;77.38;69.1;68.98;84.24;155.92
2020-05-01;102933;45560;148492;4.12;3.38;3.9;80.3;81.48;87.49;-0.38;75.41;69.99;74.21;82.66;154.34
