2011-11-01;89.31;87.47;90.62;93.4;87.08;90.29;90.43;270.94;107.36;105.54;0.42;0.4;82.51;107.86;116.97;87.82;75.27;85.24;104.89;107.65;84.27;89.18;87.7;105.95;102.7;104.04;134.46;94.99
2011-12-01;89.88;87.72;91.57;93.3;87.73;90.53;91.38;271.5;106.97;105.21;0.41;0.4;82.35;107.72;117.61;88.28;75.65;85.51;105.02;107.23;84.46;89.68;88.11;105.53;101.39;103.47;134.61;95.24
2012-01-01;90.55;87.8;92.6;93.45;88.71;91.9;92.4;272.17;106.37;104.83;0.4;0.39;82.22;107.57;118.23;89.16;76.08;85.68;105.23;106.68;84.7;90.22;88.9;105.17;100.63;102.57;134.85;95.66
2012-02-01;90.78;87.45;92.94;93.5;89.19;93.13;92.74;275.53;106.64;104.73;0.44;0.43;82.18;107.36;118.84;89.81;77.24;85.93;105.63;106.85;84.79;90.68;89.56;105.14;100.41;101.78;135.04;95.77
2012-03-01;91.43;86.92;94.08;93.79;89.91;95.12;93.88;278.62;106.95;104.56;0.47;0.46;82.22;107.17;119.36;91.0;78.8;86.33;105.47;106.93;85.38;91.27;90.79;105.14;100.28;101.57;135.53;96.09
2012-04-01;92.19;86.43;95.73;93.68;90.17;94.07;95.55;281.9;106.52;103.96;0.47;0.46;82.25;106.95;119.78;91.26;80.03;86.54;105.26;106.78;85.74;92.1;91.27;104.75;99.41;101.43;135.8;95.95
2012-05-01;93.13;86.42;97.38;93.68;90.88;95.75;97.22;284.26;107.39;104.05;0.43;0.44;82.28;106.69;120.37;92.48;81.34;87.18;105.53;107.34;86.03;93.02;92.2;105.05;100.03;100.93;136.05;96.2
2012-06-01;93.94;86.6;98.46;94.26;91.67;96.01;98.28;284.86;108.17;103.76;0.42;0.42;82.24;106.42;120.99;93.26;82.88;87.63;105.44;109.9;86.65;93.77;92.95;105.09;99.97;100.66;136.28;96.19
2012-07-01;94.12;86.88;98.46;94.78;92.48;97.11;98.26;286.32;108.24;103.1;0.45;0.46;82.07;106.1;122.84;93.71;83.8;87.62;104.69;112.63;87.01;94.1;93.52;104.98;100.07;99.98;136.3;96.22
2012-08-01;94.42;87.63;98.48;95.49;92.76;97.88;98.29;289.21;108.82;102.93;0.5;0.52;81.94;105.83;122.82;94.28;84.93;88.39;104.18;114.05;87.33;94.27;93.95;105.2;101.35;99.84;136.89;96.14
2012-09-01;94.5;87.94;98.27;96.63;92.73;98.24;98.07;293.26;109.27;102.77;0.49;0.5;81.99;105.66;122.83;94.5;85.42;88.81;103.92;115.54;87.51;94.61;94.49;105.49;102.73;100.4;138.01;96.28
2012-10-01;94.97;88.0;98.67;98.6;93.09;98.72;98.49;298.07;109.58;102.46;0.51;0.53;81.99;105.59;122.78;94.97;85.88;88.98;104.24;117.09;88.1;94.98;95.11;105.53;103.05;100.73;139.28;96.32
2012-11-01;95.15;88.96;98.25;98.9;93.93;100.22;98.07;301.75;110.87;103.24;0.47;0.51;82.21;105.58;123.07;95.75;87.5;89.84;104.69;120.12;88.21;95.25;95.67;106.37;104.98;101.57;140.6;96.64
2012-12-01;95.51;89.55;98.38;99.92;94.48;100.2;98.22;305.98;111.56;103.4;0.48;0.49;82.28;105.58;123.32;96.03;88.07;90.23;104.44;120.81;88.67;95.58;96.02;106.7;105.65;102.16;141.28;96.84
2013-01-01;95.53;90.27;98.15;99.64;94.58;99.8;98.02;310.05;112.72;103.68;0.49;0.5;82.47;105.67;123.44;96.0;88.74;90.45;104.07;122.2;88.98;95.78;96.23;107.3;107.01;103.35;141.84;96.73
2013-02-01;96.13;91.56;98.41;100.25;95.52;100.49;98.32;310.55;113.8;104.08;0.45;0.46;82.56;105.78;123.49;96.76;90.4;91.25;103.93;122.86;89.67;96.28;96.84;107.85;108.1;104.43;142.58;97.11
2013-03-01;96.48;92.52;98.59;100.48;96.01;99.71;98.55;310.82;115.0;104.07;0.44;0.44;82.56;105.92;123.68;96.83;91.31;91.77;103.8;123.19;89.89;96.56;96.92;108.24;108.75;105.0;143.09;97.35
2013-04-01;96.62;93.11;98.31;100.88;96.57;102.08;98.27;310.81;116.75;104.59;0.44;0.45;82.54;106.13;124.01;97.82;92.58;92.25;103.9;123.26;90.46;96.84;97.93;108.96;109.86;105.8;143.81;97.57
2013-05-01;96.78;93.73;98.07;101.46;96.95;102.63;98.05;312.41;117.71;104.87;0.45;0.46;82.58;106.27;124.24;98.25;93.89;92.78;104.32;122.42;91.07;96.97;98.39;109.47;111.0;106.88;144.54;97.77
2013-06-01;97.2;94.3;98.3;102.25;97.55;103.91;98.32;315.9;118.17;104.98;0.47;0.48;82.54;106.42;124.24;99.0;94.77;93.23;104.44;122.02;91.67;97.18;99.04;109.68;111.43;107.48;145.29;98.03
2013-07-01;97.72;94.78;98.46;103.14;98.89;104.78;98.51;318.8;118.17;105.12;0.47;0.49;82.53;106.57;124.91;99.71;95.92;93.86;104.43;118.86;92.78;97.75;99.56;109.73;111.12;107.51;145.67;98.29
2013-08-01;98.26;95.41;98.89;103.62;100.13;106.32;98.94;319.77;118.17;105.3;0.44;0.45;82.47;106.73;125.0;100.58;96.6;94.02;104.33;117.33;93.34;98.21;100.39;109.7;110.62;107.71;146.1;98.63
2013-09-01;98.86;96.62;99.37;103.56;100.99;107.64;99.42;319.64;118.87;105.49;0.45;0.46;82.46;106.84;125.47;101.5;97.87;94.67;103.57;115.19;94.32;98.68;100.95;109.81;110.03;107.93;146.43;98.85
2013-10-01;98.61;97.47;98.88;102.27;100.67;106.94;98.92;322.49;118.51;105.5;0.49;0.5;82.33;106.85;125.91;101.23;98.55;95.27;102.28;112.16;94.35;98.89;101.26;109.66;109.59;107.99;147.07;99.27
2013-11-01;99.03;97.76;99.53;102.29;100.83;106.99;99.59;326.42;117.95;104.97;0.55;0.55;82.07;106.79;126.12;101.48;98.47;95.53;102.2;108.87;95.12;99.09;101.52;109.06;107.89;107.45;147.22;99.59
2013-12-01;99.49;98.12;99.84;102.97;101.35;107.22;99.9;329.99;117.42;104.75;0.57;0.58;81.85;106.71;126.27;101.91;99.22;96.21;102.14;107.26;96.32;99.43;101.92;108.79;107.6;106.78;147.1;99.66
2014-01-01;99.52;97.97;99.94;102.56;101.35;105.5;100.0;331.84;116.12;104.31;0.58;0.58;81.47;106.52;126.63;101.39;99.22;96.67;101.82;104.81;96.47;99.64;101.42;108.0;105.81;105.6;146.7;99.71
2014-02-01;99.65;98.17;100.19;102.14;100.98;104.19;100.23;333.9;114.22;103.96;0.58;0.58;81.37;106.33;126.71;101.03;99.12;97.13;101.66;103.6;96.78;99.8;101.12;107.26;104.54;104.55;146.21;99.73
2014-03-01;99.79;98.57;100.4;102.09;100.39;102.75;100.43;335.08;112.7;103.57;0.56;0.56;81.18;106.08;126.97;100.64;99.04;97.6;101.6;102.03;97.37;100.05;100.87;106.59;103.41;104.1;145.9;99.57
2014-04-01;99.9;99.06;100.2;102.06;100.54;102.86;100.22;336.44;112.46;103.55;0.54;0.54;81.17;105.76;127.34;100.78;99.31;98.4;101.52;101.55;97.91;100.07;100.77;106.34;102.64;103.96;145.67;99.72
2014-05-01;100.07;99.5;100.17;101.88;100.98;101.93;100.17;337.75;112.07;103.25;0.56;0.55;81.02;105.44;127.65;100.6;99.53;98.97;100.44;101.2;98.32;100.13;100.58;105.89;101.43;103.45;145.31;100.07
2014-06-01;100.17;99.78;100.09;101.1;101.22;101.08;100.1;338.91;111.69;102.95;0.54;0.53;81.0;105.07;128.16;100.42;99.81;99.33;100.8;100.0;99.47;100.35;100.65;105.45;100.13;103.17;144.97;100.1
2014-07-01;100.01;100.02;100.0;100.01;100.0;100.0;100.0;340.52;111.82;102.44;0.55;0.54;80.72;104.66;128.74;100.01;100.0;99.99;99.99;100.0;99.98;100.17;100.22;104.99;98.88;103.0;144.89;100.01
2014-08-01;99.84;99.58;100.01;99.7;99.08;98.12;100.0;343.86;110.68;101.82;0.6;0.6;80.5;104.23;129.02;99.3;99.86;100.27;99.51;100.12;100.12;99.87;99.45;104.17;97.07;101.99;144.6;99.99
2014-09-01;99.29;98.2;99.75;99.01;97.61;96.11;99.74;346.97;109.08;100.86;0.66;0.65;80.15;103.79;129.1;98.24;99.0;100.34;99.09;100.23;99.75;99.4;98.67;103.12;95.16;100.77;144.31;99.79
2014-10-01;99.18;97.95;99.64;97.76;97.45;95.68;99.63;347.29;109.48;100.38;0.73;0.75;80.11;103.33;129.35;98.08;99.28;100.58;99.08;101.7;100.13;99.13;97.93;102.82;94.22;100.13;144.17;99.53
2014-11-01;98.94;98.12;99.38;96.89;96.67;93.33;99.36;348.09;108.31;99.54;0.69;0.69;79.97;102.85;129.11;97.17;99.04;100.95;98.61;101.56;100.27;99.01;97.07;102.15;93.59;99.53;144.07;98.95
2014-12-01;98.5;97.79;99.13;96.46;95.28;91.05;99.11;349.64;106.61;98.65;0.71;0.71;79.82;102.38;128.77;96.06;98.03;100.71;98.08;101.08;99.95;98.67;96.07;101.13;91.71;98.72;143.67;98.66
2015-01-01;98.23;97.82;98.82;95.82;94.43;90.1;98.8;352.37;106.02;98.42;0.75;0.76;79.85;101.89;128.7;95.61;98.1;101.02;98.32;101.05;99.95;98.28;95.39;100.8;91.4;97.89;143.33;98.51
2015-02-01;97.65;96.87;98.46;94.62;93.15;88.37;98.43;356.74;105.69;97.72;0.81;0.83;79.63;101.26;128.29;94.62;97.14;101.18;97.87;100.32;99.62;97.63;94.37;100.09;89.9;97.48;143.05;98.2
2015-03-01;96.9;96.06;97.82;93.18;91.81;86.25;97.78;361.93;104.51;96.88;0.82;0.84;79.52;100.57;127.91;93.4;96.18;101.1;97.09;99.27;99.14;96.96;93.22;99.2;88.43;96.34;142.47;97.88
2015-04-01;96.2;95.32;97.32;91.69;90.48;82.87;97.29;366.76;102.94;95.93;0.84;0.86;79.21;99.88;127.24;91.83;95.27;101.05;96.63;97.73;98.31;96.19;91.65;98.19;87.12;94.62;141.64;97.53
2015-05-01;95.66;94.03;97.15;90.55;89.26;79.59;97.11;370.11;100.7;94.74;0.84;0.87;78.88;99.16;126.61;90.36;94.3;100.96;96.56;95.59;97.87;95.55;90.27;96.83;84.95;93.15;140.83;96.77
2015-06-01;94.72;92.51;96.35;89.39;87.63;76.14;96.3;375.28;99.25;93.98;0.89;0.93;78.48;98.45;126.43;88.61;93.24;101.08;95.6;95.46;96.76;94.68;88.47;95.89;83.74;91.87;139.92;96.23
2015-07-01;93.9;91.12;95.79;88.53;85.65;72.13;95.73;381.13;97.91;93.26;0.89;0.93;78.48;97.77;126.82;86.81;92.64;101.45;94.82;93.61;95.87;94.11;87.17;95.13;82.68;91.09;139.09;95.84
2015-08-01;93.24;89.63;95.22;87.72;84.68;69.52;95.16;387.09;97.23;92.62;0.92;0.95;78.41;96.98;126.77;85.54;92.03;101.91;93.84;92.24;95.12;93.47;85.96;94.49;81.74;91.04;138.5;95.22
2015-09-01;93.12;89.28;95.14;87.21;84.43;68.27;95.08;392.34;96.76;92.43;0.91;0.95;78.58;96.21;126.77;85.1;92.18;102.55;93.17;90.92;94.76;93.07;85.12;94.23;81.73;90.58;137.8;94.89
2015-10-01;92.74;87.72;94.98;86.98;83.43;66.53;94.92;397.42;94.98;91.93;0.81;0.82;78.51;95.49;126.27;84.2;91.18;103.36;92.41;88.12;94.3;92.47;84.11;93.38;80.69;89.82;136.91;94.66
2015-11-01;92.11;85.98;94.54;86.12;82.75;65.13;94.48;402.25;94.21;91.53;0.84;0.86;78.52;94.76;125.89;83.3;90.36;103.1;91.63;86.2;93.82;91.73;83.04;92.76;79.56;88.98;136.12;94.13
2015-12-01;91.35;85.03;93.88;84.22;81.99;64.1;93.83;407.16;93.58;91.08;0.84;0.88;78.46;93.97;125.86;82.53;90.06;103.26;90.49;84.1;92.59;91.27;82.41;92.32;79.37;88.78;135.82;93.74
2016-01-01;91.11;84.19;93.76;84.12;81.73;63.09;93.69;413.9;93.2;90.62;0.77;0.81;78.51;93.25;125.26;82.03;89.77;103.35;89.37;82.24;92.14;90.88;81.87;91.91;79.06;88.76;135.7;93.42
2016-02-01;90.86;83.56;93.67;83.61;81.59;61.43;93.61;421.03;91.75;89.9;0.75;0.79;78.32;92.69;125.2;81.33;89.45;103.05;88.44;80.3;91.75;90.65;81.26;91.14;78.19;88.04;135.43;92.88
2016-03-01;90.48;82.81;93.24;82.87;81.69;60.51;93.19;428.24;91.68;89.68;0.76;0.79;78.23;92.21;125.04;80.84;89.55;103.28;87.54;78.82;90.87;90.26;80.57;90.97;78.31;87.77;135.27;92.6
2016-04-01;90.22;82.12;93.05;82.74;81.29;59.27;92.99;435.9;89.96;89.09;0.73;0.74;78.17;91.72;125.37;80.19;88.77;103.29;86.4;77.32;90.65;89.97;79.95;90.32;77.82;87.61;135.2;92.3
2016-05-01;89.69;81.77;92.57;82.2;80.52;58.23;92.52;444.01;88.3;88.58;0.69;0.7;78.15;91.34;125.53;79.48;88.06;103.05;85.03;76.18;89.95;89.62;79.45;89.74;77.38;87.58;135.16;91.89
2016-06-01;89.43;81.82;91.95;81.7;80.97;57.33;91.88;449.38;88.0;88.24;0.63;0.63;78.19;91.04;125.46;79.08;88.27;102.95;84.28;74.13;90.25;89.19;78.85;89.59;77.58;87.37;135.18;91.57
2016-07-01;88.81;81.96;91.04;80.47;80.8;56.23;90.94;452.73;87.87;88.35;0.56;0.56;78.1;90.77;125.68;78.38;88.12;102.62;82.91;72.97;89.68;88.6;78.32;89.59;78.04;87.65;134.96;91.07
2016-08-01;88.98;82.15;91.01;82.37;80.77;56.82;90.87;454.48;87.51;88.17;0.45;0.44;78.15;90.57;125.72;78.79;87.81;102.49;81.03;73.61;90.87;88.94;78.74;89.44;77.94;87.27;135.03;90.79
2016-09-01;88.77;82.51;90.51;83.18;80.75;56.97;90.32;456.04;87.33;87.86;0.39;0.37;78.08;90.42;125.54;78.83;87.11;101.8;79.22;72.95;91.22;88.92;79.01;89.2;77.53;87.48;135.69;90.28
2016-10-01;88.95;83.73;90.22;84.38;81.66;57.75;89.92;457.4;87.37;87.68;0.35;0.34;78.08;90.23;126.16;79.41;87.77;101.44;78.73;73.73;91.27;89.2;79.5;89.13;77.4;87.72;136.51;89.55
2016-11-01;89.37;84.47;90.59;86.31;81.9;57.98;90.21;460.5;86.83;87.21;0.29;0.28;78.02;90.12;126.74;79.96;87.42;101.35;76.85;74.22;91.27;89.62;80.3;88.88;77.2;88.0;137.11;89.07
2016-12-01;89.8;84.92;90.9;87.19;82.61;58.93;90.5;461.93;87.53;87.34;0.25;0.23;78.22;90.06;127.04;80.73;87.91;102.0;75.73;75.51;91.24;89.88;80.8;89.05;76.98;88.16;137.34;88.92
2017-01-01;90.26;85.62;91.2;88.83;83.22;59.88;90.77;460.15;87.7;87.14;0.23;0.18;78.16;89.99;127.85;81.48;88.02;102.27;74.71;77.24;91.4;90.38;81.64;89.0;76.69;88.39;137.54;88.77
2017-02-01;90.52;87.02;90.71;90.8;83.99;61.38;90.17;458.89;88.43;87.1;0.17;0.12;78.25;89.89;128.37;82.32;88.7;102.69;72.91;78.86;91.68;90.77;82.58;89.3;77.4;88.56;137.77;88.73
2017-03-01;91.2;87.94;91.12;92.94;84.62;63.07;90.52;456.5;88.69;87.12;0.17;0.12;78.34;89.84;128.91;83.43;89.5;103.05;71.38;80.68;93.0;91.47;83.78;89.37;77.31;88.48;137.78;88.53
2017-04-01;92.07;88.68;91.93;95.16;85.53;64.65;91.26;453.09;89.34;86.99;0.16;0.11;78.52;89.83;128.79;84.66;89.99;103.13;69.78;82.62;94.48;92.28;85.04;89.47;77.15;88.3;137.83;88.17
2017-05-01;92.79;90.02;92.14;96.68;86.4;66.23;91.39;450.49;90.57;87.12;0.17;0.12;78.75;89.82;128.78;85.82;90.72;103.57;68.32;85.04;96.48;93.13;86.15;89.8;77.22;88.07;137.81;87.93
2017-06-01;93.86;91.4;93.32;98.37;87.07;68.01;92.54;448.41;90.95;87.1;0.18;0.15;78.96;89.84;128.99;87.2;91.22;104.08;66.43;87.63;97.65;94.15;87.55;89.88;76.98;88.15;137.88;87.85
2017-07-01;95.22;92.46;94.93;101.18;87.87;69.45;94.22;445.72;91.25;86.94;0.21;0.16;79.28;89.83;128.48;88.78;90.8;105.07;63.87;90.24;99.0;95.28;88.94;89.96;77.0;88.48;138.47;88.09
2017-08-01;95.74;93.23;95.18;101.69;88.88;70.25;94.53;445.14;92.08;87.21;0.25;0.21;79.37;89.86;128.28;89.41;91.63;105.35;63.61;91.99;100.11;95.67;89.43;90.3;77.58;88.74;138.58;88.03
2017-09-01;96.42;93.61;95.93;102.78;89.5;70.83;95.37;445.06;92.46;87.16;0.24;0.19;79.52;89.89;128.07;90.03;91.9;105.7;62.68;94.16;100.96;96.4;90.1;90.51;78.17;88.82;138.26;87.95
2017-10-01;97.37;93.78;97.26;103.97;89.83;71.31;96.8;444.85;92.51;86.91;0.23;0.18;79.66;89.94;127.53;90.78;91.9;106.32;61.94;95.76;102.44;97.03;90.77;90.5;78.26;88.84;137.83;87.89
2017-11-01;97.53;94.2;97.07;103.09;90.42;72.75;96.63;442.02;93.32;87.2;0.24;0.2;79.89;90.01;127.31;91.36;93.22;107.53;62.18;98.13;102.97;97.54;91.37;90.95;79.18;89.2;137.67;88.12
2017-12-01;98.02;94.39;97.51;104.29;90.6;72.67;97.04;440.11;91.68;86.92;0.26;0.22;79.78;90.09;127.08;91.63;92.71;107.88;61.28;100.13;104.18;98.07;91.73;90.44;78.53;88.33;137.65;87.57
2018-01-01;98.51;94.1;97.83;106.08;91.12;73.16;97.41;440.87;92.32;86.67;0.41;0.4;79.91;90.18;126.43;92.08;92.97;108.14;60.5;100.39;106.11;98.42;92.16;90.79;79.88;88.55;138.01;87.37
2018-02-01;98.65;93.66;97.96;106.84;90.92;73.89;97.59;439.33;92.99;86.65;0.42;0.41;80.12;90.28;126.01;92.33;92.79;108.48;59.81;101.22;107.08;98.7;92.34;91.1;80.62;89.33;138.54;87.19
2018-03-01;99.23;94.18;98.37;108.59;90.98;75.06;98.04;437.17;93.57;86.62;0.38;0.38;80.29;90.38;125.46;92.99;92.81;109.05;59.53;102.46;108.4;99.23;92.99;91.46;81.8;90.34;139.37;87.14
2018-04-01;99.48;94.71;98.43;109.46;90.99;75.66;98.16;436.03;93.61;86.59;0.43;0.42;80.44;90.45;125.24;93.29;92.82;109.32;58.8;103.42;108.79;99.68;93.59;91.67;82.71;91.51;140.16;87.03
2018-05-01;99.85;94.97;98.63;111.03;91.17;77.02;98.41;436.28;94.19;86.75;0.46;0.46;80.65;90.52;124.96;93.88;93.11;109.87;57.9;103.21;109.42;99.96;94.05;92.08;83.86;92.54;140.91;87.06
2018-06-01;100.29;95.3;98.79;113.07;91.56;78.13;98.63;437.86;94.13;86.81;0.38;0.36;80.79;90.55;124.59;94.44;93.2;110.48;56.42;103.02;110.24;100.31;94.47;92.26;84.62;93.43;141.61;86.97
2018-07-01;100.51;96.12;98.76;114.47;91.22;79.38;98.65;441.02;93.72;86.91;0.38;0.37;80.9;90.6;125.78;94.84;92.83;110.58;54.86;102.32;110.7;100.57;94.87;92.31;84.66;93.4;141.78;86.63
2018-08-01;100.91;97.41;98.9;114.96;91.66;79.98;98.83;440.6;94.27;86.84;0.33;0.33;81.13;90.64;125.43;95.18;92.24;110.8;54.46;102.75;110.97;100.93;95.28;92.45;84.7;93.91;142.14;86.56
2018-09-01;101.28;98.58;98.88;115.9;91.83;81.51;98.83;441.89;94.96;86.88;0.33;0.33;81.23;90.69;125.29;95.82;92.56;111.44;54.27;103.47;111.47;101.14;95.47;92.64;84.84;94.22;142.39;86.44
2018-10-01;101.01;99.44;98.22;116.53;91.03;81.66;98.25;445.63;94.9;86.89;0.42;0.43;81.25;90.74;124.95;95.61;92.05;111.38;51.55;103.73;110.84;101.33;95.79;92.66;84.97;94.68;142.89;86.14
2018-11-01;101.46;100.06;98.63;117.94;91.13;82.08;98.77;451.38;95.5;87.06;0.46;0.46;81.27;90.76;124.71;96.0;91.99;111.14;51.05;104.12;111.62;101.52;95.98;92.83;85.13;95.13;143.33;86.11
2018-12-01;101.69;100.64;98.63;118.98;91.31;83.38;98.81;456.25;97.52;87.23;0.41;0.4;81.57;90.77;124.75;96.5;92.44;111.22;50.78;105.62;112.0;101.69;96.5;93.75;87.37;96.57;144.04;86.36
2019-01-01;101.69;101.48;98.6;118.59;90.68;83.76;98.79;460.05;96.7;87.07;0.25;0.23;81.67;90.82;124.82;96.54;91.89;111.53;49.84;106.87;111.37;101.88;96.81;93.5;86.82;97.05;144.36;86.06
2019-02-01;102.35;101.97;99.19;120.4;90.92;84.13;99.49;464.9;96.83;87.15;0.29;0.28;81.76;90.84;124.83;97.1;92.21;112.13;49.34;108.12;112.31;102.45;97.23;93.43;86.09;97.03;144.39;85.84
2019-03-01;102.07;99.5;99.28;121.36;90.81;84.01;99.61;469.01;96.59;86.83;0.3;0.28;81.87;90.79;124.86;96.85;91.84;112.19;48.1;108.33;112.5;102.08;97.01;93.1;84.86;96.63;144.22;85.54
2019-04-01;101.76;97.18;99.08;121.98;90.64;84.34;99.49;471.95;97.12;86.83;0.25;0.25;81.95;90.76;124.99;96.73;91.79;112.62;47.72;109.02;113.38;101.89;96.83;93.11;84.28;96.42;144.04;85.39
2019-05-01;101.58;94.71;99.23;122.52;90.7;84.68;99.7;473.06;96.9;86.75;0.19;0.18;81.93;90.72;125.03;96.72;92.12;112.79;47.08;110.98;114.25;101.74;96.92;92.95;83.79;96.29;143.93;85.32
2019-06-01;101.68;92.16;99.65;123.3;90.72;85.14;100.15;472.29;96.86;86.55;0.26;0.26;81.88;90.67;124.92;96.87;91.87;113.05;46.84;113.81;116.47;101.68;97.02;92.69;82.84;96.01;143.87;85.15
2019-07-01;101.99;92.07;99.66;123.82;91.14;85.05;100.21;475.76;96.54;86.07;0.33;0.34;81.62;90.61;124.8;97.1;92.24;113.18;47.78;114.84;119.05;102.04;97.12;92.36;82.4;95.78;143.8;85.05
2019-08-01;102.01;91.48;99.85;123.31;90.3;85.23;100.43;480.87;96.18;86.13;0.34;0.35;81.63;90.63;124.43;97.18;92.52;113.28;47.1;115.42;120.89;101.95;97.17;92.27;82.28;95.67;143.63;84.79
2019-09-01;102.26;90.8;100.38;123.11;90.07;84.56;101.01;484.44;95.88;86.11;0.34;0.36;81.7;90.66;123.97;97.16;92.07;113.37;46.49;115.61;122.77;101.98;97.34;92.13;81.85;95.94;143.22;84.77
2019-10-01;101.73;89.68;101.22;118.03;88.25;82.03;101.88;485.97;95.18;85.26;0.22;0.23;81.23;90.57;124.25;96.08;90.62;113.63;45.35;114.47;121.37;101.48;95.77;91.6;81.35;94.52;141.97;84.04
2019-11-01;100.29;88.51;101.62;110.68;85.56;77.9;102.27;488.27;92.43;83.35;0.14;0.16;80.05;90.26;123.64;93.92;88.21;112.98;41.87;112.5;116.08;99.96;93.66;89.79;78.73;91.58;140.04;82.06
2019-12-01;100.03;88.28;102.19;106.16;86.43;75.54;102.86;490.15;91.95;82.72;0.1;0.12;79.75;90.15;124.14;93.25;88.73;112.42;39.83;110.56;114.34;99.7;93.07;89.1;76.62;89.4;138.64;80.31
2020-01-01;100.23;87.62;102.89;104.31;86.61;75.16;103.6;489.4;92.07;82.56;0.14;0.17;79.56;90.01;124.81;93.33;89.11;112.62;40.16;110.93;115.33;99.47;92.62;88.77;75.18;88.59;137.96;79.99
2020-02-01;100.22;86.55;103.75;101.93;86.45;74.13;104.47;489.02;91.04;81.65;0.1;0.13;79.21;89.86;125.21;93.02;88.47;112.06;40.4;110.73;115.78;98.96;92.17;88.04;73.84;87.83;137.33;79.53
2020-03-01;100.52;88.47;104.21;99.27;86.66;72.47;104.99;491.22;89.14;80.63;0.12;0.14;78.63;89.77;126.08;92.76;87.63;111.57;40.52;110.73;115.97;99.04;91.74;87.14;72.74;87.26;136.66;79.0
2020-04-01;101.49;90.99;105.28;97.97;87.62;71.26;106.09;495.34;86.8;79.97;0.14;0.15;78.03;89.73;126.94;93.13;87.7;111.75;41.24;111.37;116.44;98.89;91.24;86.29;71.91;86.13;135.87;78.3
2020-05-01;101.76;93.57;106.04;95.14;87.29;67.97;106.89;499.92;83.58;78.14;0.16;0.19;77.17;89.65;128.4;92.31;85.37;111.21;42.0;110.33;114.46;98.77;90.41;84.63;69.23;84.73;134.94;77.21
