02/1994;-;-;-;-;-;-;-;-;40,74;41,44 ;-;-;-;-;-;-;-;-
03/1994;-;-;-;-;-;-;-;-;43,36;43,76 ;-;-;-;-;-;-;-;-
04/1994;-;-;-;-;-;-;-;-;42,31;42,08 ;-;-;-;-;-;-;-;-
05/1994;-;-;-;-;-;-;-;-;43,65;42,22 ;-;-;-;-;-;-;-;-
06/1994;-;-;-;-;-;-;-;-;45,87;46,16 ;-;-;-;-;-;-;-;-
07/1994;-;-;-;-;-;-;-;-;7,31;8,02 ;-;-;-;-;-;-;-;-
08/1994;-;-;-;-;-;-;-;-;2,09;2,04 ;-;-;-;-;-;-;-;-
09/1994;-;-;-;-;-;-;-;-;1,39;1,35 ;-;-;-;-;-;-;-;-
10/1994;-;-;-;-;-;-;-;-;2,53;2,45 ;-;-;-;-;-;-;-;-
11/1994;-;-;-;-;-;-;-;-;2,57;2,89 ;-;-;-;-;-;-;-;-
12/1994;-;-;-;-;-;-;-;-;1,95;2,11 ;-;-;-;-;-;-;-;-
01/1995;-;-;-;-;-;-;-;-;1,91;1,56 ;-;-;-;-;-;-;-;-
02/1995;-;-;-;-;-;-;-;-;0,82;0,70 ;-;-;-;-;-;-;-;-
03/1995;-;-;-;-;-;-;-;-;1,32;1,34 ;-;-;-;-;-;-;-;-
04/1995;-;-;-;-;-;-;-;-;2,49;2,24 ;-;-;-;-;-;-;-;-
05/1995;-;-;-;-;-;-;-;-;3,71;2,96 ;-;-;-;-;-;-;-;-
06/1995;-;-;-;-;-;-;-;-;1,51;1,23 ;-;-;-;-;-;-;-;-
07/1995;-;-;-;-;-;-;-;-;1,65;1,44 ;-;-;-;-;-;-;-;-
08/1995;-;-;-;-;-;-;-;-;1,44;1,69 ;-;-;-;-;-;-;-;-
09/1995;-;-;-;-;-;-;-;-;1,36;1,74 ;-;-;-;-;-;-;-;-
10/1995;-;-;-;-;-;-;-;-;1,63;1,72 ;-;-;-;-;-;-;-;-
11/1995;-;-;-;-;-;-;-;-;1,59;1,64 ;-;-;-;-;-;-;-;-
12/1995;-;-;-;-;-;-;-;-;1,55;1,65 ;-;-;-;-;-;-;-;-
01/1996;-;-;-;-;-;-;-;-;1,37;1,63 ;-;-;-;-;-;-;-;-
02/1996;-;-;-;-;-;-;-;-;1,64;1,36 ;-;-;-;-;-;-;-;-
03/1996;-;-;-;-;-;-;-;-;0,64;0,68 ;-;-;-;-;-;-;-;-
04/1996;-;-;-;-;-;-;-;-;1,14;0,87 ;-;-;-;-;-;-;-;-
05/1996;-;-;-;-;-;-;-;-;1,23;1,21 ;-;-;-;-;-;-;-;-
06/1996;-;-;-;-;-;-;-;-;1,42;1,71 ;-;-;-;-;-;-;-;-
07/1996;-;-;-;-;-;-;-;-;1,15;1,09 ;-;-;-;-;-;-;-;-
08/1996;-;-;-;-;-;-;-;-;0,32;0,21 ;-;-;-;-;-;-;-;-
09/1996;-;-;-;-;-;-;-;-;-0,01;-0,13 ;-;-;-;-;-;-;-;-
10/1996;-;-;-;-;-;-;-;-;0,56;0,63 ;-;-;-;-;-;-;-;-
11/1996;-;-;-;-;-;-;-;-;0,23;0,14 ;-;-;-;-;-;-;-;-
12/1996;-;-;-;-;-;-;-;-;0,35;0,29 ;-;-;-;-;-;-;-;-
01/1997;-;-;-;-;-;-;-;-;1,16;1,06 ;-;-;-;-;-;-;-;-
02/1997;-;-;-;-;-;-;-;-;0,93;1,07 ;-;-;-;-;-;-;-;-
03/1997;-;-;-;-;-;-;-;-;0,42;0,71 ;-;-;-;-;-;-;-;-
04/1997;-;-;-;-;-;-;-;-;1,08;0,68 ;-;-;-;-;-;-;-;-
05/1997;-;-;-;-;-;-;-;-;0,24;-0,05 ;-;-;-;-;-;-;-;-
06/1997;-;-;-;-;-;-;-;-;0,47;0,34 ;-;-;-;-;-;-;-;-
07/1997;-;-;-;-;-;-;-;-;0,03;-0,08 ;-;-;-;-;-;-;-;-
08/1997;-;-;-;-;-;-;-;-;-0,15;-0,23 ;-;-;-;-;-;-;-;-
09/1997;-;-;-;-;-;-;-;-;-0,02;-0,09 ;-;-;-;-;-;-;-;-
10/1997;-;-;-;-;-;-;-;-;0,36;0,52 ;-;-;-;-;-;-;-;-
11/1997;-;-;-;-;-;-;-;-;0,29;0,28 ;-;-;-;-;-;-;-;-
12/1997;-;-;-;-;-;-;-;-;0,49;0,58 ;-;-;-;-;-;-;-;-
01/1998;-;-;-;-;-;-;-;95,17 ;0,92;1,35 ;-;-;-;-;-;-;-;-
02/1998;-;-;-;-;-;-;-;94,52 ;0,54;0,55 ;-;-;-;-;-;-;-;-
03/1998;-;-;-;-;-;-;-;94,79 ;0,33;0,49 ;-;-;-;-;-;-;-;-
04/1998;-;-;-;-;-;-;-;97,65 ;0,30;0,43 ;-;-;-;-;-;-;-;-
05/1998;-;-;-;-;-;-;-;103,12 ;0,34;0,32 ;-;-;-;-;-;-;-;-
06/1998;-;-;-;-;-;-;-;99,79 ;0,14;0,19 ;-;-;-;-;-;-;-;-
07/1998;-;-;-;-;-;-;-;93,16 ;-0,22;-0,60 ;-;-;-;-;-;-;-;-
08/1998;-;-;-;-;-;-;-;91,91 ;-0,58;-0,60 ;-;-;-;-;-;-;-;-
09/1998;-;-;-;-;-;-;-;90,59 ;-0,28;-0,39 ;-;-;-;-;-;-;-;-
10/1998;-;-;-;-;-;-;-;92,30 ;-0,05;0,14 ;-;-;-;-;-;-;-;-
11/1998;-;-;-;-;-;-;-;91,05 ;0,00;0,04 ;-;-;-;-;-;-;-;-
12/1998;-;-;-;-;-;-;-;93,58 ;0,53;0,77 ;-;-;-;-;-;-;-;-
01/1999;-;-;-;-;-;-;-;95,55 ;0,21;0,33 ;-;-;-;-;-;-;-;-
02/1999;-;-;-;-;-;-;-;100,26 ;1,36;1,55 ;-;-;-;-;-;-;-;-
03/1999;-;-;-;-;-;-;-;98,41 ;0,73;0,96 ;-;-;-;-;-;-;-;-
04/1999;-;-;-;-;-;-;-;97,34 ;0,47;0,22 ;-;-;-;-;-;-;-;-
05/1999;-;-;-;-;-;-;-;96,66 ;0,28;0,08 ;-;-;-;-;-;-;-;-
06/1999;-;-;-;-;-;-;-;94,53 ;0,29;0,20 ;-;-;-;-;-;-;-;-
07/1999;-;-;-;-;-;-;-;94,10 ;1,33;0,96 ;-;-;-;-;-;-;-;-
08/1999;-;-;-;-;-;-;-;98,50 ;0,48;0,32 ;-;-;-;-;-;-;-;-
09/1999;-;-;-;-;-;-;-;97,07 ;0,26;0,32 ;-;-;-;-;-;-;-;-
10/1999;-;-;-;-;-;-;-;100,79 ;0,82;0,60 ;-;-;-;-;-;-;-;-
11/1999;-;-;-;-;-;-;-;103,91 ;0,97;1,04 ;-;-;-;-;-;-;-;-
12/1999;-;-;-;-;-;-;-;98,44 ;0,55;0,91 ;-;-;-;-;-;-;-;-
01/2000;45,20 ;84,30 ;51,80 ;49,50 ;16,50 ;30,30 ;49,60 ;104,30 ;0,92;1,32 ;-;-;-;-;-;-;-;-
02/2000;45,60 ;76,90 ;54,00 ;54,80 ;16,20 ;35,60 ;51,20 ;107,40 ;0,09;-0,10 ;-;-;-;-;-;-;-;-
03/2000;46,90 ;79,90 ;56,40 ;60,30 ;16,60 ;35,40 ;55,40 ;110,80 ;0,09;-0,15 ;-;-;-;-;-;-;-;-
04/2000;47,80 ;81,70 ;58,20 ;65,70 ;15,50 ;32,40 ;58,50 ;110,28 ;0,35;0,02 ;-;-;-;-;-;-;-;-
05/2000;48,50 ;78,80 ;55,60 ;76,90 ;18,90 ;38,70 ;55,30 ;103,28 ;0,25;0,15 ;-;-;-;-;-;-;-;-
06/2000;47,40 ;80,60 ;56,10 ;73,30 ;16,50 ;36,80 ;56,10 ;99,81 ;0,26;0,42 ;-;-;-;-;-;-;-;-
07/2000;48,80 ;85,20 ;57,00 ;70,50 ;18,20 ;40,20 ;57,10 ;104,61 ;1,60;1,71 ;-;-;-;-;-;-;-;-
08/2000;48,10 ;78,90 ;57,10 ;68,40 ;18,10 ;40,20 ;57,50 ;106,60 ;1,13;1,12 ;-;-;-;-;-;-;-;-
09/2000;47,10 ;75,50 ;57,40 ;63,90 ;17,60 ;36,30 ;57,60 ;110,04 ;0,36;0,56 ;-;-;-;-;-;-;-;-
10/2000;48,00 ;78,30 ;57,20 ;64,40 ;18,20 ;40,10 ;56,20 ;113,55 ;0,12;0,02 ;-;-;-;-;-;-;-;-
11/2000;48,60 ;75,40 ;57,80 ;71,60 ;19,20 ;40,20 ;56,90 ;115,03 ;0,13;0,12 ;-;-;-;-;-;-;-;-
12/2000;65,50 ;77,70 ;74,70 ;127,00 ;29,70 ;41,10 ;73,90 ;111,12 ;0,78;0,89 ;-;-;-;-;-;-;-;-
01/2001;45,00 ;73,70 ;52,70 ;56,10 ;17,60 ;39,90 ;51,10 ;116,46 ;0,53;0,82 ;-;-;-;-;-;-;-;-
02/2001;42,60 ;70,20 ;51,30 ;52,50 ;15,10 ;38,50 ;50,30 ;118,45 ;0,71;0,34 ;-;-;-;-;-;-;-;-
03/2001;47,90 ;73,50 ;58,10 ;63,80 ;18,50 ;52,10 ;59,00 ;118,83 ;0,49;0,63 ;-;-;-;-;-;-;-;-
04/2001;45,70 ;73,00 ;56,60 ;60,90 ;16,30 ;42,30 ;57,50 ;127,38 ;1,11;1,31 ;-;-;-;-;-;-;-;-
05/2001;48,40 ;78,50 ;55,90 ;77,90 ;18,60 ;43,90 ;56,70 ;123,72 ;0,34;0,55 ;-;-;-;-;-;-;-;-
06/2001;46,80 ;79,20 ;55,60 ;69,50 ;15,30 ;40,30 ;56,40 ;115,91 ;0,11;0,02 ;-;-;-;-;-;-;-;-
07/2001;48,80 ;84,30 ;57,30 ;68,10 ;17,50 ;43,80 ;57,10 ;116,64 ;0,85;0,44 ;-;-;-;-;-;-;-;-
08/2001;47,50 ;76,90 ;55,90 ;69,70 ;16,90 ;39,90 ;56,10 ;113,80 ;0,73;1,01 ;-;-;-;-;-;-;-;-
09/2001;46,30 ;75,20 ;58,20 ;60,70 ;15,80 ;35,30 ;59,00 ;115,06 ;0,17;0,03 ;-;-;-;-;-;-;-;-
10/2001;48,50 ;76,50 ;57,30 ;65,60 ;17,90 ;41,00 ;57,50 ;118,95 ;0,86;1,13 ;-;-;-;-;-;-;-;-
11/2001;47,40 ;72,10 ;56,60 ;68,60 ;17,50 ;39,40 ;56,80 ;119,27 ;0,37;0,57 ;-;-;-;-;-;-;-;-
12/2001;63,90 ;76,80 ;72,50 ;118,60 ;29,20 ;37,90 ;72,40 ;121,02 ;0,56;0,69 ;-;-;-;-;-;-;-;-
01/2002;46,50 ;77,70 ;53,20 ;57,10 ;19,00 ;38,40 ;53,90 ;118,20 ;1,17;2,06 ;-;-;-;-;-;75,5 ;-;-
02/2002;43,60 ;73,40 ;53,00 ;50,70 ;15,00 ;32,80 ;53,00 ;121,59 ;0,05;-0,07 ;-;-;-;-;-;74,4 ;-;-
03/2002;49,60 ;81,50 ;60,90 ;60,90 ;18,10 ;36,80 ;61,60 ;116,18 ;0,29;0,20 ;-;-;-;-;-;77,1 ;-;-
04/2002;46,20 ;76,90 ;54,50 ;59,70 ;18,50 ;42,20 ;55,00 ;118,25 ;0,99;0,93 ;-;-;-;-;-;74,2 ;-;-
05/2002;49,60 ;78,30 ;58,70 ;71,10 ;19,60 ;35,60 ;58,80 ;116,93 ;0,30;0,34 ;-;-;-;-;-;74,6 ;-;-
06/2002;46,10 ;74,90 ;55,60 ;63,90 ;16,00 ;31,50 ;55,80 ;118,56 ;0,30;0,38 ;-;-;-;-;-;74,5 ;-;-
07/2002;50,20 ;90,80 ;58,20 ;69,70 ;17,60 ;35,20 ;58,50 ;121,93 ;0,94;0,77 ;-;-;-;-;-;74,7 ;-;-
08/2002;50,80 ;90,80 ;60,30 ;68,80 ;17,90 ;35,60 ;61,00 ;123,27 ;0,64;0,83 ;-;-;-;-;-;73,4 ;-;-
09/2002;47,10 ;90,50 ;55,30 ;60,70 ;15,90 ;37,00 ;55,50 ;134,09 ;0,61;0,83 ;-;-;-;-;-;77,3 ;-;-
10/2002;50,10 ;88,00 ;59,20 ;64,80 ;18,10 ;38,80 ;59,60 ;133,39 ;1,25;1,74 ;-;-;-;-;-;76,0 ;-;-
11/2002;49,60 ;81,40 ;57,80 ;66,80 ;18,70 ;36,00 ;58,70 ;144,43 ;2,58;2,86 ;-;-;-;-;-;76,1 ;-;-
12/2002;63,10 ;82,70 ;70,00 ;120,70 ;27,80 ;40,30 ;70,20 ;150,94 ;1,90;2,30 ;-;-;-;-;-;76,2 ;-;-
01/2003;45,60 ;71,90 ;52,70 ;58,10 ;17,50 ;39,80 ;53,90 ;150,53 ;2,57;3,14 ;-;-;-;-;-;75,6 ;101,33 ;-
02/2003;44,20 ;67,80 ;52,40 ;57,60 ;15,20 ;41,10 ;53,30 ;153,62 ;1,19;0,91 ;-;-;-;-;-;76,7 ;102,71 ;-
03/2003;43,80 ;71,10 ;54,40 ;55,30 ;14,60 ;42,00 ;55,40 ;163,76 ;1,57;1,90 ;-;-;-;-;-;76,7 ;101,29 ;-
04/2003;45,50 ;72,30 ;56,70 ;59,20 ;15,30 ;47,90 ;57,20 ;167,94 ;1,22;1,54 ;-;-;-;-;-;75,8 ;100,03 ;-
05/2003;47,80 ;76,40 ;58,00 ;65,30 ;18,30 ;44,60 ;57,80 ;161,02 ;1,37;2,08 ;-;-;-;-;-;75,0 ;99,29 ;-
06/2003;44,60 ;75,30 ;53,80 ;63,60 ;15,60 ;39,90 ;54,10 ;152,28 ;-0,08;-0,22 ;-;-;-;-;-;75,0 ;98,74 ;-
07/2003;48,90 ;87,70 ;57,50 ;66,40 ;18,50 ;40,60 ;57,40 ;144,45 ;0,45;0,07 ;-;-;-;-;-;74,4 ;97,34 ;-
08/2003;49,10 ;83,90 ;60,00 ;63,20 ;18,10 ;39,20 ;60,10 ;141,83 ;0,36;0,30 ;-;-;-;-;-;75,3 ;99,91 ;-
09/2003;46,70 ;82,10 ;56,00 ;59,30 ;17,90 ;40,10 ;55,90 ;146,87 ;0,81;0,69 ;-;-;-;-;-;77,2 ;100,94 ;-
10/2003;49,80 ;82,10 ;59,00 ;65,50 ;19,30 ;45,70 ;59,10 ;148,51 ;0,35;0,29 ;-;-;-;-;-;76,8 ;101,03 ;-
11/2003;49,90 ;80,50 ;59,70 ;65,10 ;19,60 ;42,80 ;58,90 ;151,76 ;0,30;0,26 ;-;-;-;-;-;78,0 ;102,26 ;-
12/2003;66,30 ;83,40 ;74,00 ;121,10 ;34,20 ;53,30 ;73,70 ;150,58 ;0,55;0,57 ;-;-;-;-;-;81,7 ;104,56 ;-
01/2004;48,80 ;77,20 ;57,10 ;57,70 ;20,90 ;47,00 ;57,30 ;158,92 ;0,66;0,75 ;36,30 ;131,50 ;41,90 ;26,70 ;62,20 ;76,9 ;103,65 ;-
02/2004;46,60 ;71,90 ;56,80 ;54,70 ;16,90 ;40,70 ;57,10 ;156,27 ;0,64;0,30 ;34,90 ;113,50 ;38,10 ;28,90 ;53,90 ;78,5 ;104,95 ;-
03/2004;50,20 ;79,30 ;60,00 ;61,40 ;20,80 ;49,80 ;60,30 ;154,51 ;0,68;0,84 ;41,00 ;89,90 ;30,50 ;25,80 ;69,50 ;78,5 ;104,75 ;-
04/2004;51,40 ;78,10 ;64,10 ;61,90 ;20,80 ;46,20 ;64,60 ;153,32 ;0,67;0,86 ;39,20 ;66,20 ;22,90 ;28,20 ;64,50 ;79,5 ;106,28 ;-
05/2004;52,10 ;79,00 ;61,60 ;74,00 ;23,70 ;46,70 ;62,00 ;161,69 ;0,73;0,73 ;40,30 ;70,60 ;27,20 ;28,80 ;67,00 ;80,2 ;105,54 ;-
06/2004;51,30 ;79,60 ;60,50 ;71,60 ;22,10 ;51,50 ;60,80 ;166,10 ;0,63;0,58 ;39,90 ;88,40 ;23,90 ;30,10 ;69,00 ;80,5 ;105,69 ;-
07/2004;54,60 ;86,30 ;64,10 ;75,80 ;23,60 ;52,30 ;64,50 ;169,59 ;0,69;0,63 ;41,60 ;90,20 ;29,60 ;31,00 ;72,20 ;81,4 ;105,61 ;-
08/2004;52,70 ;82,10 ;62,10 ;67,50 ;23,70 ;53,10 ;62,50 ;176,21 ;0,57;0,49 ;42,40 ;78,30 ;28,30 ;30,20 ;71,60 ;83,5 ;107,35 ;-
09/2004;51,70 ;81,80 ;61,60 ;64,40 ;22,60 ;59,40 ;62,10 ;166,05 ;0,66;0,47 ;41,00 ;68,90 ;23,20 ;28,90 ;71,20 ;81,5 ;107,57 ;-
10/2004;54,80 ;85,20 ;65,60 ;65,00 ;24,40 ;52,70 ;66,00 ;168,76 ;0,34;0,12 ;41,50 ;69,10 ;25,60 ;34,80 ;70,50 ;82,7 ;107,88 ;-
11/2004;53,80 ;80,70 ;63,70 ;66,90 ;24,70 ;54,20 ;64,10 ;155,99 ;0,90;0,80 ;40,80 ;73,90 ;37,30 ;35,20 ;73,00 ;82,5 ;108,23 ;-
12/2004;73,30 ;85,60 ;82,20 ;131,10 ;44,10 ;60,80 ;82,80 ;152,27 ;1,42;1,64 ;48,10 ;118,30 ;29,30 ;65,40 ;73,20 ;82,7 ;108,99 ;-
01/2005;53,00 ;78,40 ;62,40 ;59,50 ;26,80 ;52,70 ;62,80 ;150,56 ;0,51;0,50 ;40,20 ;111,90 ;20,50 ;31,50 ;68,10 ;84,0 ;109,13 ;-
02/2005;45,50 ;64,90 ;53,60 ;53,00 ;21,80 ;37,00 ;52,90 ;150,97 ;0,49;0,22 ;37,20 ;106,20 ;34,70 ;29,10 ;53,50 ;84,1 ;109,15 ;-
03/2005;55,20 ;75,00 ;67,00 ;60,90 ;26,70 ;45,70 ;66,30 ;157,47 ;0,87;0,89 ;43,00 ;96,60 ;41,40 ;38,70 ;63,10 ;84,3 ;110,43 ;-
04/2005;52,70 ;71,10 ;63,10 ;66,20 ;27,20 ;43,00 ;62,40 ;167,75 ;1,25;1,33 ;40,50 ;80,10 ;31,90 ;33,80 ;63,30 ;84,8 ;110,80 ;-
05/2005;54,20 ;71,90 ;62,00 ;77,50 ;30,70 ;43,20 ;61,30 ;180,36 ;0,60;0,79 ;41,80 ;76,00 ;34,80 ;38,20 ;65,60 ;84,7 ;109,53 ;-
06/2005;53,40 ;71,60 ;61,50 ;72,80 ;29,70 ;44,80 ;60,70 ;168,07 ;-0,10;-0,24 ;42,20 ;77,10 ;37,30 ;37,10 ;64,70 ;86,6 ;110,32 ;-
07/2005;55,50 ;75,20 ;65,00 ;76,70 ;30,00 ;43,60 ;64,20 ;164,87 ;0,50;0,29 ;41,80 ;77,10 ;37,00 ;36,10 ;63,90 ;86,4 ;110,15 ;-
08/2005;55,40 ;72,30 ;65,60 ;70,40 ;29,60 ;47,50 ;64,60 ;159,83 ;0,28;-0,01 ;42,30 ;82,70 ;42,40 ;39,80 ;70,50 ;85,0 ;110,17 ;-
09/2005;54,10 ;71,50 ;65,70 ;69,50 ;26,40 ;44,20 ;64,80 ;154,97 ;0,32;0,11 ;40,80 ;75,50 ;40,10 ;37,00 ;67,50 ;85,8 ;110,45 ;-
10/2005;56,40 ;71,40 ;68,40 ;69,50 ;29,60 ;43,70 ;67,40 ;157,58 ;0,54;0,29 ;41,70 ;69,30 ;48,20 ;40,90 ;65,60 ;86,6 ;111,31 ;-
11/2005;56,10 ;67,70 ;67,20 ;70,90 ;31,80 ;46,70 ;66,20 ;172,27 ;0,42;0,49 ;41,00 ;77,30 ;41,10 ;42,50 ;68,70 ;85,7 ;111,12 ;-
12/2005;75,20 ;70,10 ;83,30 ;135,50 ;52,60 ;47,80 ;82,20 ;176,88 ;0,40;0,56 ;48,90 ;114,90 ;64,90 ;73,00 ;68,50 ;86,3 ;111,04 ;-
01/2006;54,30 ;63,60 ;65,20 ;65,00 ;31,80 ;43,50 ;64,10 ;169,00 ;1,48;1,72 ;41,10 ;107,20 ;39,20 ;37,70 ;67,70 ;89,2 ;112,82 ;-
02/2006;47,80 ;61,90 ;58,00 ;54,70 ;25,00 ;38,90 ;56,80 ;162,75 ;0,55;0,24 ;39,20 ;87,60 ;35,10 ;27,80 ;55,00 ;90,5 ;113,37 ;-
03/2006;58,30 ;70,20 ;73,20 ;64,10 ;31,00 ;51,00 ;72,20 ;164,98 ;0,64;0,42 ;45,50 ;86,30 ;42,40 ;34,60 ;66,00 ;87,7 ;113,39 ;-
04/2006;58,70 ;64,10 ;76,70 ;66,80 ;29,70 ;42,40 ;75,80 ;170,22 ;0,51;0,43 ;43,80 ;70,80 ;37,00 ;38,30 ;60,00 ;89,3 ;114,17 ;-
05/2006;61,60 ;68,10 ;73,10 ;84,10 ;38,50 ;51,10 ;72,20 ;165,34 ;0,02;-0,11 ;48,50 ;84,20 ;52,50 ;39,90 ;65,00 ;89,6 ;115,35 ;-
06/2006;59,40 ;70,70 ;72,80 ;74,90 ;33,60 ;45,50 ;71,90 ;159,97 ;0,15;0,21 ;45,70 ;77,00 ;39,80 ;36,10 ;59,60 ;87,6 ;116,21 ;-
07/2006;60,80 ;71,80 ;75,20 ;73,10 ;33,70 ;51,10 ;74,40 ;156,75 ;0,23;0,19 ;47,20 ;81,50 ;43,90 ;37,30 ;62,70 ;88,1 ;117,65 ;-
08/2006;63,10 ;77,40 ;76,40 ;71,40 ;37,30 ;54,90 ;75,40 ;160,24 ;0,18;0,12 ;47,60 ;90,30 ;50,70 ;38,20 ;68,40 ;89,0 ;116,70 ;-
09/2006;62,30 ;71,80 ;77,60 ;69,30 ;36,00 ;51,70 ;76,70 ;161,17 ;0,21;0,22 ;47,00 ;84,00 ;49,60 ;37,40 ;65,70 ;89,7 ;117,04 ;-
10/2006;63,30 ;72,60 ;77,60 ;69,20 ;38,20 ;54,80 ;76,70 ;172,27 ;0,24;0,22 ;47,60 ;82,10 ;49,40 ;42,10 ;65,30 ;90,2 ;117,45 ;-
11/2006;62,90 ;68,70 ;77,00 ;78,20 ;37,90 ;56,10 ;76,00 ;179,25 ;0,35;0,44 ;48,50 ;84,90 ;52,30 ;40,90 ;64,00 ;91,4 ;118,50 ;-
12/2006;82,80 ;66,70 ;96,30 ;142,30 ;60,40 ;56,10 ;95,40 ;171,49 ;0,30;0,40 ;56,80 ;111,30 ;62,60 ;71,20 ;59,30 ;94,5 ;119,47 ;-
01/2007;60,40 ;67,10 ;72,30 ;66,40 ;38,60 ;54,50 ;71,50 ;176,24 ;0,75;1,14 ;48,40 ;116,40 ;54,70 ;36,90 ;61,60 ;93,4 ;119,95 ;-
