2014-04-01;100.12;100.86;100.27;101.18;101.58;108.9;100.22;339.13;0.54;0.49;97.85;102.22;96.4;99.03;100.71;102.32;98.86;152.39;99.64
2014-05-01;100.03;100.68;100.36;100.86;100.74;105.41;100.33;340.79;0.52;0.46;98.68;101.07;96.73;98.28;100.51;101.38;98.36;152.09;99.84
2014-06-01;100.08;100.45;100.24;100.83;100.42;102.62;100.23;342.66;0.52;0.47;99.17;100.68;97.88;99.19;100.04;100.69;97.39;151.66;100.02
2014-07-01;100.0;99.99;100.0;100.01;100.01;100.0;99.99;344.9;0.5;0.44;100.02;99.99;100.01;100.0;99.99;99.98;96.84;151.4;100.03
2014-08-01;100.08;99.78;100.0;99.93;99.75;97.12;100.03;348.88;0.58;0.57;100.58;99.63;103.26;99.98;99.26;99.28;96.42;151.21;99.8
2014-09-01;99.92;98.62;99.8;99.78;99.0;94.21;99.86;353.34;0.6;0.6;100.88;98.98;105.07;100.2;97.83;98.34;95.77;150.98;99.98
2014-10-01;99.88;98.05;99.54;99.59;97.79;93.36;99.59;355.66;0.63;0.66;101.93;98.44;107.88;101.48;97.53;98.08;95.52;150.74;100.08
2014-11-01;99.63;97.68;99.37;98.93;96.32;92.18;99.42;358.1;0.64;0.66;102.58;97.92;108.77;101.46;96.81;97.57;94.64;150.37;100.03
2014-12-01;99.35;97.36;99.22;98.17;94.72;90.35;99.27;361.06;0.69;0.73;102.88;96.79;108.86;101.65;95.69;96.84;93.43;149.99;99.93
2015-01-01;99.12;96.85;98.97;97.68;93.79;90.48;99.03;364.24;0.72;0.78;103.53;96.27;109.77;101.68;95.71;96.73;92.68;149.67;99.88
2015-02-01;98.82;96.35;98.82;96.64;92.85;89.8;98.88;368.44;0.78;0.83;103.74;95.53;109.85;101.38;95.18;96.32;91.59;149.18;99.58
2015-03-01;98.27;95.69;98.43;95.34;91.22;90.11;98.47;372.46;0.78;0.84;103.93;93.93;109.93;101.03;94.38;95.95;90.44;148.75;99.36
2015-04-01;97.93;94.87;98.39;94.37;90.07;89.62;98.43;376.63;0.79;0.86;103.72;92.38;109.67;100.66;93.23;95.53;89.23;148.4;98.8
2015-05-01;97.65;93.66;98.59;93.36;89.02;89.4;98.64;380.05;0.83;0.9;103.5;91.3;106.73;100.07;91.72;95.17;88.07;148.0;98.29
2015-06-01;97.13;92.3;98.42;91.45;87.97;88.85;98.47;384.33;0.86;0.92;103.43;89.23;106.41;99.25;90.49;94.58;87.02;147.48;97.68
2015-07-01;96.47;91.44;98.31;89.75;86.25;89.01;98.36;389.15;0.88;0.95;103.53;86.47;104.3;97.45;89.37;94.08;86.2;147.02;97.18
2015-08-01;95.6;89.98;98.05;88.46;83.91;88.83;98.1;395.58;0.85;0.89;103.34;84.31;100.43;95.62;88.09;93.36;85.14;146.45;96.72
2015-09-01;95.34;89.38;98.25;87.57;83.42;89.17;98.28;400.96;0.81;0.85;103.62;82.78;98.16;94.03;87.14;93.19;84.34;145.82;96.04
2015-10-01;94.96;88.72;98.38;86.11;82.73;89.38;98.43;406.35;0.75;0.78;103.58;81.54;97.43;92.08;86.1;92.92;83.38;145.24;95.56
2015-11-01;94.58;87.96;98.31;85.21;82.29;88.7;98.34;410.97;0.73;0.76;103.38;80.02;96.55;90.87;85.28;92.43;83.26;144.88;95.13
2015-12-01;94.03;87.01;98.17;84.12;81.43;88.08;98.21;414.94;0.75;0.8;103.01;78.16;95.48;89.08;84.52;91.85;82.86;144.35;94.74
2016-01-01;93.88;86.68;98.24;84.28;80.94;86.7;98.28;421.29;0.72;0.79;102.78;76.87;93.89;88.36;83.96;91.37;82.65;143.76;94.39
2016-02-01;93.68;85.83;98.47;82.83;80.73;84.85;98.53;427.91;0.68;0.76;102.66;75.58;93.46;87.28;82.88;90.7;82.53;143.44;94.31
2016-03-01;93.46;84.67;98.64;82.13;80.38;83.77;98.77;435.33;0.71;0.78;102.22;74.67;92.76;86.07;82.35;90.25;82.32;142.86;94.08
2016-04-01;93.08;83.87;98.53;81.37;79.86;82.53;98.64;442.7;0.65;0.71;102.02;73.68;91.63;84.88;81.63;89.62;82.34;142.41;93.95
2016-05-01;92.56;82.98;98.11;80.58;79.34;80.83;98.17;449.98;0.59;0.64;101.73;72.42;91.6;84.04;80.5;88.77;81.83;141.86;93.7
2016-06-01;92.28;82.23;97.96;79.92;78.94;79.48;97.95;454.25;0.54;0.58;101.78;71.59;90.89;83.63;80.16;88.23;81.9;141.49;93.48
2016-07-01;91.85;81.93;97.63;78.52;78.66;77.65;97.53;456.48;0.5;0.52;101.63;70.41;90.71;83.1;80.06;87.49;81.86;140.84;93.33
2016-08-01;91.89;82.18;97.89;78.41;79.54;77.67;97.88;455.44;0.43;0.41;101.8;70.22;90.7;82.32;80.53;87.57;81.95;140.31;93.19
2016-09-01;91.67;82.42;97.88;78.64;79.65;76.26;98.03;454.01;0.38;0.36;101.9;70.22;88.89;81.4;80.57;87.09;81.85;140.02;93.28
2016-10-01;90.98;83.13;96.47;79.39;80.83;75.39;96.61;453.28;0.36;0.34;102.09;70.56;85.98;81.09;81.55;86.51;81.95;139.78;92.88
2016-11-01;91.12;84.08;96.63;80.31;81.12;74.0;97.0;453.6;0.34;0.33;101.98;70.36;85.03;80.98;81.88;86.3;81.32;139.51;92.8
2016-12-01;91.26;85.43;96.45;80.45;82.48;74.08;96.98;454.37;0.29;0.25;102.33;70.08;85.5;81.03;82.94;86.52;81.64;139.56;92.82
2017-01-01;91.48;86.72;96.45;80.63;83.77;73.87;97.12;452.09;0.23;0.16;102.77;70.16;84.88;80.95;84.05;86.72;81.93;139.88;92.94
2017-02-01;91.74;87.86;96.37;82.13;84.8;74.15;97.2;449.63;0.24;0.14;103.21;70.59;85.49;81.09;85.64;87.12;82.25;140.19;93.03
2017-03-01;91.88;88.93;96.15;83.11;86.08;75.13;97.11;446.01;0.22;0.11;103.88;70.15;84.42;81.23;87.21;87.59;82.75;140.62;93.04
2017-04-01;92.35;89.74;96.68;83.93;86.83;75.7;97.85;441.8;0.23;0.11;105.04;69.72;83.42;81.46;88.96;88.22;83.14;141.05;92.93
2017-05-01;92.5;90.83;96.73;84.53;87.3;76.54;98.15;438.35;0.25;0.15;106.12;69.5;83.12;81.17;90.93;88.7;83.66;141.43;92.89
2017-06-01;92.86;91.28;97.06;85.38;88.58;76.75;98.75;436.09;0.28;0.19;107.39;69.42;80.89;81.12;92.8;89.16;84.15;141.81;92.99
2017-07-01;93.39;91.09;97.59;87.74;89.15;77.13;99.68;434.87;0.3;0.22;108.72;69.12;77.03;80.54;94.28;89.73;84.72;142.39;93.13
2017-08-01;93.54;90.79;97.68;87.74;89.32;77.87;99.88;435.15;0.3;0.24;109.46;68.03;76.82;81.15;95.13;90.08;85.13;142.77;93.15
2017-09-01;93.48;90.23;97.61;87.21;89.25;79.18;99.8;436.08;0.3;0.23;109.91;67.08;76.57;81.54;95.83;90.41;85.37;142.99;93.08
2017-10-01;94.17;89.78;98.98;87.21;88.69;80.69;101.28;436.28;0.29;0.22;110.51;65.81;75.64;82.04;95.94;91.23;85.66;143.36;93.38
2017-11-01;94.16;89.9;98.88;86.57;88.72;83.49;101.11;435.33;0.29;0.21;111.5;65.41;76.42;82.16;97.05;91.97;86.61;143.88;93.5
2017-12-01;94.38;89.65;99.53;86.15;87.77;83.99;101.75;433.85;0.27;0.19;112.2;64.62;75.49;82.28;97.04;92.23;86.24;143.91;93.35
2018-01-01;94.43;88.88;99.84;85.58;87.38;85.42;102.05;434.68;0.39;0.33;112.93;63.76;75.57;82.35;97.52;92.64;86.48;144.11;93.57
2018-02-01;94.43;88.34;99.98;84.44;86.77;87.32;102.17;433.98;0.41;0.37;113.7;63.32;74.77;83.15;97.58;93.08;86.72;144.33;93.56
2018-03-01;94.83;88.31;100.58;84.43;86.63;88.95;102.77;434.08;0.4;0.39;114.57;62.49;74.98;83.67;98.08;93.77;86.79;144.6;93.77
2018-04-01;94.9;87.76;100.43;84.55;86.9;90.32;102.61;435.06;0.43;0.42;114.82;61.46;74.73;84.8;97.81;94.11;86.25;144.75;94.12
2018-05-01;94.92;86.9;100.28;84.66;86.77;92.26;102.38;436.55;0.42;0.41;115.38;60.26;74.89;85.9;98.53;94.63;86.03;144.84;94.43
2018-06-01;95.36;86.66;100.44;85.08;86.68;93.2;102.54;440.56;0.35;0.33;116.13;58.11;75.02;88.38;98.48;95.14;85.77;145.09;94.76
2018-07-01;95.51;86.68;100.55;84.82;86.07;93.43;102.65;444.49;0.3;0.29;117.16;55.96;75.18;89.43;98.58;95.3;85.43;145.35;95.11
2018-08-01;95.74;86.82;100.71;84.69;85.76;94.34;102.82;446.86;0.32;0.32;118.13;51.87;75.66;90.78;98.93;95.7;85.12;145.68;95.44
2018-09-01;96.08;87.17;100.9;85.32;85.7;95.55;103.02;450.61;0.33;0.35;119.03;49.54;76.49;91.68;99.79;96.28;85.45;146.15;95.84
2018-10-01;95.77;86.46;100.31;85.06;85.43;95.97;102.44;456.55;0.37;0.39;119.79;47.33;77.72;92.08;100.28;96.22;84.94;146.38;96.1
2018-11-01;95.92;86.2;100.43;84.58;85.53;96.86;102.62;463.82;0.41;0.42;120.52;46.21;76.32;93.11;100.98;96.58;84.78;146.53;96.33
2018-12-01;96.03;86.48;100.13;84.43;86.25;99.41;102.34;469.32;0.4;0.42;121.66;45.78;75.93;93.99;102.19;97.35;85.6;147.2;96.93
2019-01-01;96.18;87.02;100.09;84.56;86.24;100.77;102.32;473.49;0.31;0.31;122.33;45.07;74.31;94.78;102.21;97.77;85.18;147.51;96.89
2019-02-01;96.39;87.6;100.06;85.03;87.01;102.6;102.28;478.13;0.28;0.26;123.26;44.18;73.4;94.97;102.86;98.4;84.98;147.64;97.13
2019-03-01;96.63;87.84;100.32;84.49;87.06;102.57;102.59;482.18;0.29;0.27;124.13;43.48;72.66;95.69;102.98;98.57;85.03;147.89;97.22
2019-04-01;96.81;88.68;100.29;84.15;87.86;103.37;102.56;485.6;0.24;0.23;124.81;43.11;71.42;96.18;103.72;98.94;85.29;148.19;97.45
2019-05-01;97.28;89.93;100.65;84.21;88.82;104.31;102.93;487.9;0.22;0.21;125.67;42.6;70.69;96.51;104.35;99.53;85.66;148.74;97.76
2019-06-01;97.56;90.97;100.72;84.17;89.72;104.67;102.99;487.44;0.3;0.31;127.43;41.97;69.98;96.32;105.03;99.88;85.52;148.96;98.0
2019-07-01;97.83;91.03;100.33;83.72;92.19;105.67;102.58;490.36;0.37;0.4;129.17;43.12;68.33;97.49;105.08;100.3;85.38;149.09;98.17
2019-08-01;97.96;91.15;99.84;83.92;93.83;106.57;102.07;494.51;0.37;0.37;130.54;44.89;67.23;98.01;105.49;100.63;85.49;149.27;98.38
2019-09-01;98.35;91.06;99.95;83.86;95.44;106.68;102.19;497.63;0.35;0.33;132.04;45.01;65.92;98.76;105.44;100.92;85.21;149.32;98.48
2019-10-01;98.81;90.64;101.49;81.28;95.32;104.24;103.93;498.41;0.3;0.29;133.81;43.97;62.91;98.07;105.22;100.65;84.92;149.15;98.1
2019-11-01;97.58;88.38;101.64;76.63;92.63;97.75;104.26;501.26;0.22;0.23;132.47;41.95;60.78;96.16;103.76;98.19;82.67;148.0;96.8
2019-12-01;96.92;85.4;102.33;71.69;90.61;92.97;105.18;505.37;0.19;0.2;132.38;39.47;58.45;96.19;103.64;96.63;80.83;147.1;95.22
2020-01-01;97.25;84.42;102.98;70.23;91.47;91.79;105.92;505.7;0.21;0.22;133.25;39.64;58.64;96.89;104.0;96.63;80.12;146.82;95.05
2020-02-01;97.47;83.14;103.56;68.94;91.76;89.14;106.6;506.96;0.2;0.23;133.82;38.96;58.19;97.67;103.55;96.12;78.7;146.68;94.72
2020-03-01;97.3;81.44;103.38;68.03;92.38;87.09;106.47;509.79;0.19;0.21;134.3;38.73;57.01;98.14;102.88;95.47;76.37;146.32;94.43
2020-04-01;97.68;79.6;104.25;67.55;92.41;84.65;107.5;514.28;0.22;0.25;135.6;39.44;56.99;98.33;102.44;95.12;74.33;145.85;93.84
2020-05-01;97.5;76.63;104.63;65.83;92.17;80.13;108.11;520.1;0.23;0.27;136.24;40.16;55.74;98.44;100.21;93.76;71.14;145.08;93.03
