2012-09-01;87.90 ;96.20 ;90.60 ;90.40 ;93.40 ;77.70 ;92.90 ;297.17;0.74;0.67;98.9 ;136.61 ;94.40
2012-10-01;93.50 ;98.90 ;95.30 ;94.80 ;102.60 ;103.00 ;97.80 ;295.39;0.47;0.57;100.6 ;137.88 ;97.40
2012-11-01;93.40 ;93.70 ;94.50 ;100.00 ;107.20 ;91.20 ;96.10 ;272.1;0.5;0.37;100.0 ;138.32 ;96.50
2012-12-01;129.20 ;106.40 ;119.30 ;196.00 ;153.20 ;101.50 ;122.50 ;281.83;1.29;1.12;100.9 ;139.49 ;98.10
2013-01-01;91.50 ;95.40 ;91.50 ;76.80 ;106.00 ;102.00 ;92.70 ;303.86;0.73;0.88;102.0 ;139.69 ;97.00
2013-02-01;84.10 ;88.40 ;89.40 ;65.60 ;85.60 ;74.50 ;90.50 ;306.83;0.25;-0.06;102.2 ;136.98 ;94.80
2013-03-01;97.60 ;97.30 ;99.40 ;83.10 ;97.00 ;94.00 ;101.10 ;314.99;0.27;0.6;102.3 ;138.71 ;97.00
2013-04-01;88.10 ;91.00 ;88.30 ;90.00 ;95.10 ;98.20 ;89.60 ;327.52;0.59;0.58;101.3 ;138.76 ;97.80
2013-05-01;93.90 ;95.20 ;94.00 ;104.00 ;104.00 ;103.30 ;95.40 ;321.41;0.63;0.59;99.6 ;138.90 ;96.70
2013-06-01;89.10 ;92.50 ;89.30 ;95.90 ;93.50 ;99.80 ;90.40 ;310.0;0.65;0.72;99.8 ;139.13 ;98.30
2013-07-01;95.10 ;94.10 ;94.10 ;106.10 ;104.00 ;109.60 ;93.30 ;300.71;-0.16;-0.61;99.5 ;139.45 ;97.00
2013-08-01;98.30 ;99.20 ;99.10 ;99.70 ;105.60 ;108.70 ;100.80 ;298.42;0.19;0.17;97.3 ;139.81 ;97.60
2013-09-01;92.60 ;98.70 ;94.90 ;87.40 ;94.10 ;100.60 ;94.10 ;295.59;0.4;0.34;100.5 ;141.16 ;98.90
2013-10-01;98.50 ;100.90 ;100.20 ;94.70 ;102.70 ;107.50 ;101.40 ;312.9;0.54;0.52;100.1 ;141.18 ;99.30
2013-11-01;101.80 ;104.20 ;99.90 ;103.40 ;114.30 ;106.30 ;98.20 ;316.88;0.75;0.73;98.3 ;141.17 ;99.30
2013-12-01;132.40 ;105.10 ;119.00 ;197.20 ;145.80 ;108.00 ;119.90 ;315.52;1.16;1.0;97.4 ;140.65 ;98.80
2014-01-01;95.90 ;102.30 ;96.40 ;77.40 ;107.50 ;100.70 ;95.30 ;310.52;0.5;0.57;98.9 ;141.22 ;100.20
2014-02-01;89.90 ;101.20 ;95.10 ;75.70 ;88.50 ;90.70 ;94.20 ;314.72;1.07;1.31;101.0 ;141.75 ;100.30
2014-03-01;92.00 ;98.90 ;97.70 ;74.00 ;93.20 ;88.80 ;97.70 ;345.11;1.28;1.09;103.8 ;141.59 ;100.00
2014-04-01;94.40 ;96.20 ;97.50 ;84.20 ;90.80 ;98.40 ;97.80 ;346.18;0.42;0.56;96.3 ;141.32 ;101.10
2014-05-01;98.80 ;98.00 ;97.70 ;105.10 ;108.30 ;101.10 ;98.30 ;348.04;0.55;0.92;94.4 ;140.65 ;100.50
2014-06-01;93.20 ;92.20 ;94.30 ;105.90 ;91.90 ;85.20 ;94.40 ;343.44;0.4;0.07;99.2 ;141.73 ;104.40
2014-07-01;96.60 ;95.60 ;98.50 ;97.70 ;90.30 ;99.80 ;97.90 ;330.22;-0.08;0.09;100.7 ;141.81 ;101.40
2014-08-01;100.20 ;100.80 ;103.30 ;100.50 ;93.80 ;99.30 ;103.10 ;327.64;0.42;0.35;98.9 ;141.51 ;98.90
2014-09-01;96.60 ;101.50 ;96.80 ;87.90 ;92.20 ;106.30 ;96.20 ;326.78;0.36;0.22;93.1 ;140.82 ;99.20
2014-10-01;103.70 ;104.90 ;104.70 ;96.40 ;94.30 ;107.40 ;105.30 ;336.1;0.53;0.45;94.5 ;140.70 ;98.80
2014-11-01;103.20 ;100.80 ;97.50 ;108.40 ;114.70 ;109.80 ;97.70 ;325.91;0.52;0.58;97.0 ;141.05 ;98.40
2014-12-01;135.50 ;107.60 ;120.60 ;186.90 ;134.60 ;112.40 ;122.00 ;338.03;1.39;1.17;95.9 ;141.11 ;97.20
2015-01-01;98.50 ;102.10 ;96.50 ;76.30 ;106.00 ;100.80 ;95.80 ;353.51;1.71;2.41;97.5 ;144.17 ;97.30
2015-02-01;89.90 ;90.60 ;94.90 ;68.00 ;82.40 ;67.40 ;95.40 ;357.27;1.19;1.13;92.4 ;140.39 ;97.10
2015-03-01;95.50 ;97.80 ;94.50 ;79.00 ;84.50 ;88.10 ;95.10 ;358.68;1.35;1.84;94.9 ;141.48 ;98.00
2015-04-01;90.70 ;89.20 ;94.40 ;79.10 ;72.30 ;81.10 ;94.40 ;374.85;0.81;0.81;94.7 ;140.77 ;97.10
2015-05-01;95.90 ;97.40 ;95.60 ;94.40 ;82.90 ;83.20 ;95.60 ;395.23;0.35;0.73;94.1 ;140.13 ;97.50
2015-06-01;89.80 ;94.10 ;90.80 ;88.80 ;69.20 ;82.80 ;90.40 ;368.71;0.65;0.48;92.3 ;139.14 ;95.10
2015-07-01;92.80 ;95.40 ;94.60 ;94.50 ;69.90 ;91.90 ;94.20 ;372.24;0.46;0.42;91.9 ;138.76 ;98.00
2015-08-01;94.50 ;94.00 ;100.20 ;86.70 ;70.00 ;82.60 ;100.10 ;361.93;-0.02;0.06;94.2 ;139.83 ;96.70
2015-09-01;90.80 ;92.90 ;95.20 ;79.10 ;72.50 ;79.00 ;94.30 ;362.9;0.49;0.34;82.6 ;137.53 ;96.30
2015-10-01;98.00 ;96.90 ;103.20 ;88.20 ;79.60 ;73.30 ;102.20 ;359.66;0.59;0.47;83.6 ;137.85 ;98.40
2015-11-01;97.60 ;92.80 ;93.20 ;93.50 ;97.30 ;74.00 ;92.00 ;385.8;1.24;1.44;84.7 ;136.92 ;95.70
2015-12-01;127.90 ;99.90 ;116.50 ;171.00 ;113.90 ;77.40 ;116.90 ;394.21;1.24;1.16;86.3 ;137.38 ;95.20
2016-01-01;87.60 ;85.90 ;90.70 ;69.20 ;75.30 ;72.00 ;89.90 ;448.06;1.82;2.37;84.6 ;136.51 ;92.30
2016-02-01;84.20 ;92.20 ;89.40 ;59.10 ;68.30 ;62.00 ;89.10 ;430.56;0.68;0.72;84.2 ;135.25 ;96.30
2016-03-01;90.70 ;92.20 ;93.10 ;64.60 ;71.20 ;81.70 ;93.80 ;440.79;0.29;0.3;84.4 ;134.89 ;94.40
2016-04-01;82.60 ;89.20 ;86.80 ;65.10 ;64.30 ;65.80 ;88.10 ;433.96;0.62;0.61;86.2 ;134.25 ;92.60
2016-05-01;85.30 ;85.70 ;87.90 ;76.60 ;66.40 ;68.00 ;89.60 ;436.02;0.6;0.77;88.2 ;134.83 ;93.20
2016-06-01;86.00 ;81.30 ;92.20 ;80.20 ;61.40 ;64.10 ;83.30 ;439.33;0.38;0.36;89.5 ;135.13 ;92.30
2016-07-01;83.60 ;85.80 ;88.20 ;72.60 ;64.70 ;63.30 ;87.50 ;448.28;0.5;0.6;89.4 ;135.35 ;92.00
2016-08-01;87.20 ;85.00 ;94.60 ;72.30 ;62.90 ;62.30 ;94.70 ;455.45;1.0;0.57;88.6 ;134.56 ;93.70
2016-09-01;84.30 ;84.00 ;91.90 ;66.80 ;59.20 ;65.30 ;91.00 ;451.58;-0.17;-0.14;83.4 ;133.37 ;87.70
2016-10-01;87.70 ;78.50 ;95.10 ;72.40 ;64.70 ;65.90 ;95.30 ;456.44;0.15;0.16;87.8 ;132.53 ;86.10
2016-11-01;91.00 ;79.00 ;90.40 ;77.20 ;82.70 ;66.00 ;90.10 ;448.73;0.04;-0.17;87.8 ;132.27 ;86.50
2016-12-01;118.50 ;86.50 ;114.60 ;145.70 ;97.10 ;64.90 ;115.00 ;443.75;0.25;-0.07;87.1 ;130.19 ;84.10
2017-01-01;83.70 ;74.00 ;87.60 ;64.60 ;72.10 ;66.50 ;88.80 ;440.16;0.4;0.53;88.4 ;130.99 ;86.00
2017-02-01;78.70 ;69.60 ;88.30 ;56.80 ;58.50 ;58.90 ;90.10 ;424.55;0.68;0.47;91.4 ;132.16 ;85.60
2017-03-01;84.20 ;75.50 ;86.80 ;71.10 ;70.90 ;78.50 ;86.50 ;431.31;0.38;0.44;90.8 ;131.26 ;84.50
2017-04-01;81.90 ;69.50 ;84.10 ;75.30 ;60.70 ;63.60 ;84.50 ;448.51;0.38;0.22;90.4 ;131.55 ;84.50
2017-05-01;86.10 ;72.50 ;88.10 ;82.30 ;71.10 ;77.60 ;89.10 ;442.56;0.22;0.36;88.1 ;130.53 ;83.20
2017-06-01;82.90 ;72.50 ;84.60 ;77.20 ;67.10 ;70.90 ;85.00 ;420.35;-0.09;-0.27;90.3 ;130.55 ;83.10
2017-07-01;85.10 ;69.50 ;90.10 ;82.40 ;67.90 ;65.70 ;89.50 ;425.62;-0.03;-0.16;84.9 ;128.88 ;82.50
2017-08-01;87.10 ;68.00 ;93.10 ;78.90 ;68.90 ;73.40 ;92.50 ;410.43;0.02;-0.14;89.1 ;130.03 ;82.70
2017-09-01;85.90 ;66.40 ;89.30 ;75.00 ;67.30 ;71.10 ;88.30 ;410.27;0.13;-0.48;94.1 ;131.86 ;82.80
2017-10-01;86.80 ;67.00 ;93.70 ;71.90 ;67.10 ;68.70 ;95.40 ;421.05;0.1;-0.22;95.4 ;131.80 ;82.70
2017-11-01;90.90 ;60.00 ;87.60 ;83.30 ;91.50 ;78.80 ;87.90 ;407.37;0.26;0.2;93.8 ;131.49 ;83.00
2017-12-01;115.10 ;65.90 ;110.30 ;141.60 ;102.70 ;73.10 ;111.10 ;418.71;0.54;0.3;94.0 ;130.89 ;83.50
2018-01-01;84.30 ;59.10 ;86.00 ;69.50 ;79.50 ;77.30 ;84.80 ;443.81;0.42;0.24;92.2 ;130.54 ;82.80
2018-02-01;77.50 ;56.20 ;84.30 ;57.50 ;63.40 ;63.60 ;83.50 ;438.36;0.72;0.65;94.2 ;130.82 ;83.20
2018-03-01;91.00 ;63.10 ;95.60 ;70.50 ;78.00 ;78.20 ;94.40 ;441.19;0.12;0.32;91.4 ;130.43 ;83.50
2018-04-01;81.80 ;58.60 ;86.50 ;68.60 ;70.50 ;71.90 ;85.10 ;440.06;0.3;0.29;98.5 ;132.01 ;84.40
2018-05-01;87.10 ;62.60 ;89.90 ;77.50 ;73.80 ;76.00 ;90.00 ;446.03;0.28;0.29;90.7 ;129.37 ;82.60
2018-06-01;83.00 ;51.90 ;85.20 ;77.90 ;70.20 ;71.40 ;83.80 ;445.58;1.2;1.65;94.0 ;130.28 ;85.80
2018-07-01;82.70 ;55.20 ;89.20 ;75.90 ;66.20 ;69.90 ;86.70 ;421.89;0.59;0.75;93.6 ;129.87 ;79.10
2018-08-01;88.20 ;56.00 ;93.50 ;81.20 ;70.80 ;88.40 ;91.50 ;417.05;-0.38;-0.31;93.0 ;129.46 ;81.20
2018-09-01;83.20 ;55.90 ;89.30 ;72.70 ;67.20 ;73.30 ;86.90 ;418.48;0.38;0.21;91.8 ;129.82 ;78.40
2018-10-01;86.60 ;59.30 ;93.10 ;74.50 ;69.40 ;88.10 ;92.40 ;443.69;0.21;0.15;91.2 ;129.84 ;78.30
2018-11-01;95.20 ;60.20 ;90.60 ;84.90 ;97.00 ;84.60 ;91.20 ;460.24;-0.02;-0.26;89.0 ;129.61 ;75.90
2018-12-01;115.90 ;67.70 ;113.80 ;142.30 ;101.80 ;75.00 ;114.50 ;466.75;0.4;0.13;93.9 ;130.35 ;78.90
2019-01-01;84.70 ;60.20 ;89.10 ;66.90 ;77.50 ;90.00 ;88.10 ;460.46;0.49;0.31;92.0 ;131.01 ;81.00
2019-02-01;80.50 ;58.70 ;84.80 ;63.10 ;66.60 ;77.90 ;84.30 ;464.47;0.48;0.72;90.9 ;130.42 ;78.50
2019-03-01;85.00 ;61.70 ;90.40 ;64.20 ;70.00 ;73.70 ;91.10 ;496.33;0.83;0.91;94.1 ;130.63 ;79.20
2019-04-01;81.70 ;58.80 ;85.60 ;65.80 ;65.10 ;82.80 ;85.60 ;515.58;0.46;0.61;89.1 ;129.73 ;79.70
2019-05-01;84.50 ;59.30 ;89.10 ;74.20 ;73.10 ;85.10 ;89.80 ;492.93;-0.05;0.06;95.8 ;131.73 ;80.40
2019-06-01;81.70 ;58.90 ;86.30 ;74.00 ;63.40 ;86.60 ;86.10 ;498.67;0.05;-0.05;89.6 ;130.42 ;77.70
2019-07-01;86.60 ;60.70 ;88.50 ;82.00 ;81.00 ;95.20 ;87.60 ;479.28;0.3;0.07;95.8 ;132.36 ;80.30
2019-08-01;88.70 ;61.70 ;94.10 ;76.00 ;68.50 ;82.90 ;92.80 ;462.24;-0.06;0.07;97.5 ;132.66 ;80.20
2019-09-01;84.20 ;60.80 ;87.20 ;69.60 ;74.20 ;79.50 ;85.30 ;458.21;-0.13;-0.15;97.2 ;133.18 ;81.50
2019-10-01;88.20 ;63.60 ;92.80 ;71.90 ;74.00 ;81.80 ;91.80 ;462.57;0.27;0.2;97.5 ;133.36 ;82.70
2019-11-01;94.90 ;62.00 ;94.40 ;85.00 ;92.10 ;88.80 ;93.30 ;455.37;0.17;0.09;101.1 ;134.94 ;83.30
2019-12-01;120.50 ;66.80 ;111.30 ;137.80 ;118.70 ;84.40 ;110.00 ;516.91;1.19;1.15;97.2 ;134.18 ;83.70
2020-01-01;87.30 ;60.10 ;90.30 ;67.20 ;87.20 ;86.50 ;89.20 ;507.13;0.05;-0.17;100.9 ;134.64 ;82.80
2020-02-01;85.00 ;57.50 ;92.20 ;63.40 ;78.50 ;76.60 ;91.60 ;505.55;-0.02;-0.21;100.1 ;134.19 ;83.80
2020-03-01;82.50 ;51.10 ;98.40 ;37.50 ;71.10 ;64.30 ;98.70 ;533.65;0.46;0.57;98.9 ;129.43 ;77.10
2020-04-01;68.50 ;37.00 ;92.10 ;9.10 ;57.80 ;19.80 ;92.20 ;544.34;0.18;0.25;85.2 ;119.32 ;67.30
2020-05-01;78.30 ;41.00 ;97.40 ;15.50 ;87.10 ;37.10 ;97.60 ;558.81;-0.28;-0.07;89.0 ;121.91 ;66.90
2020-06-01;-;-;-;-;-;-;-;512.84;-0.01;0.09;-;-;-
